epoch 0:	pdl:1.12e+00 	 Rec:1.12e+00 	 Color:2.60e-01 	Time: 0.02
epoch 50:	pdl:8.99e-01 	 Rec:1.40e-01 	 Color:2.45e-01 	Time: 1.42
epoch 100:	pdl:8.16e-01 	 Rec:1.26e-01 	 Color:2.53e-01 	Time: 1.43
epoch 150:	pdl:7.84e-01 	 Rec:1.34e-01 	 Color:2.50e-01 	Time: 1.42
epoch 200:	pdl:7.34e-01 	 Rec:1.06e-01 	 Color:2.55e-01 	Time: 1.42
epoch 250:	pdl:6.27e-01 	 Rec:1.05e-01 	 Color:2.58e-01 	Time: 1.41
epoch 300:	pdl:6.34e-01 	 Rec:9.47e-02 	 Color:2.58e-01 	Time: 1.33
epoch 350:	pdl:5.30e-01 	 Rec:9.46e-02 	 Color:2.52e-01 	Time: 1.44
epoch 400:	pdl:5.38e-01 	 Rec:7.21e-02 	 Color:2.25e-01 	Time: 1.45
epoch 450:	pdl:4.78e-01 	 Rec:7.02e-02 	 Color:2.60e-01 	Time: 1.42
epoch 500:	pdl:5.33e-01 	 Rec:7.24e-02 	 Color:2.69e-01 	Time: 1.42
epoch 550:	pdl:4.91e-01 	 Rec:6.34e-02 	 Color:2.30e-01 	Time: 1.36
epoch 600:	pdl:4.62e-01 	 Rec:5.78e-02 	 Color:2.32e-01 	Time: 1.28
epoch 650:	pdl:4.30e-01 	 Rec:5.29e-02 	 Color:2.51e-01 	Time: 1.43
epoch 700:	pdl:4.57e-01 	 Rec:5.02e-02 	 Color:2.32e-01 	Time: 1.43
epoch 750:	pdl:5.36e-01 	 Rec:5.23e-02 	 Color:2.07e-01 	Time: 1.43
epoch 800:	pdl:4.81e-01 	 Rec:5.24e-02 	 Color:2.53e-01 	Time: 1.42
epoch 850:	pdl:4.08e-01 	 Rec:5.12e-02 	 Color:2.38e-01 	Time: 1.35
epoch 900:	pdl:4.19e-01 	 Rec:4.27e-02 	 Color:2.57e-01 	Time: 1.28
epoch 950:	pdl:4.19e-01 	 Rec:3.44e-02 	 Color:2.41e-01 	Time: 1.43
epoch 1000:	pdl:4.32e-01 	 Rec:3.88e-02 	 Color:2.49e-01 	Time: 1.30
epoch 1050:	pdl:4.34e-01 	 Rec:3.40e-02 	 Color:2.45e-01 	Time: 1.30
epoch 1100:	pdl:4.14e-01 	 Rec:4.04e-02 	 Color:2.68e-01 	Time: 1.30
epoch 1150:	pdl:5.47e-01 	 Rec:3.75e-02 	 Color:2.33e-01 	Time: 1.30
epoch 1200:	pdl:4.79e-01 	 Rec:3.61e-02 	 Color:2.46e-01 	Time: 1.29
epoch 1250:	pdl:4.80e-01 	 Rec:2.88e-02 	 Color:2.24e-01 	Time: 1.28
epoch 1300:	pdl:4.31e-01 	 Rec:2.65e-02 	 Color:2.33e-01 	Time: 1.28
epoch 1350:	pdl:4.16e-01 	 Rec:3.03e-02 	 Color:2.53e-01 	Time: 1.29
epoch 1400:	pdl:4.09e-01 	 Rec:5.61e-02 	 Color:2.32e-01 	Time: 1.29
