epoch 0:	pdl:57576.07 	 Rec:3453282.25 	Time: 0.03
epoch 50:	pdl:11413.05 	 Rec:205244.80 	Time: 1.58
epoch 100:	pdl:14892.10 	 Rec:219476.03 	Time: 1.55
epoch 150:	pdl:9597.55 	 Rec:165044.58 	Time: 1.61
epoch 200:	pdl:11513.87 	 Rec:142775.52 	Time: 1.57
epoch 250:	pdl:11106.62 	 Rec:114950.16 	Time: 1.63
epoch 300:	pdl:7704.13 	 Rec:106668.62 	Time: 1.60
epoch 350:	pdl:15806.79 	 Rec:79221.63 	Time: 1.57
epoch 400:	pdl:8955.95 	 Rec:115659.43 	Time: 1.59
epoch 450:	pdl:9930.86 	 Rec:73081.91 	Time: 1.58
epoch 500:	pdl:9389.72 	 Rec:69379.38 	Time: 1.58
epoch 550:	pdl:9669.72 	 Rec:53888.25 	Time: 1.61
epoch 600:	pdl:9107.46 	 Rec:52205.75 	Time: 1.59
epoch 650:	pdl:13943.07 	 Rec:30549.34 	Time: 1.57
epoch 700:	pdl:9477.42 	 Rec:28845.99 	Time: 1.61
epoch 750:	pdl:12530.31 	 Rec:27612.10 	Time: 1.54
epoch 800:	pdl:11362.98 	 Rec:26466.54 	Time: 1.60
epoch 850:	pdl:6067.78 	 Rec:25480.39 	Time: 1.53
epoch 900:	pdl:13654.86 	 Rec:24647.82 	Time: 1.53
epoch 950:	pdl:9351.22 	 Rec:23720.02 	Time: 1.51
epoch 1000:	pdl:17390.54 	 Rec:22987.03 	Time: 1.51
epoch 1050:	pdl:11030.55 	 Rec:22207.51 	Time: 1.50
epoch 1100:	pdl:10233.47 	 Rec:21404.11 	Time: 1.51
epoch 1150:	pdl:10293.57 	 Rec:20751.47 	Time: 1.51
epoch 1200:	pdl:10452.69 	 Rec:20042.02 	Time: 1.51
epoch 1250:	pdl:6908.85 	 Rec:19329.80 	Time: 1.52
epoch 1300:	pdl:12936.92 	 Rec:18633.28 	Time: 1.52
epoch 1350:	pdl:8004.11 	 Rec:18109.90 	Time: 1.51
epoch 1400:	pdl:7601.86 	 Rec:17375.19 	Time: 1.49
epoch 1450:	pdl:15215.58 	 Rec:16776.89 	Time: 1.52
epoch 1500:	pdl:9245.37 	 Rec:16123.33 	Time: 1.51
epoch 1550:	pdl:10450.57 	 Rec:15965.38 	Time: 1.51
epoch 1600:	pdl:10880.96 	 Rec:15921.35 	Time: 1.52
epoch 1650:	pdl:6437.72 	 Rec:15849.38 	Time: 1.52
epoch 1700:	pdl:12088.61 	 Rec:15781.47 	Time: 1.51
epoch 1750:	pdl:11779.54 	 Rec:15698.81 	Time: 1.51
epoch 1800:	pdl:7370.80 	 Rec:15652.22 	Time: 1.52
epoch 1850:	pdl:6671.29 	 Rec:15569.67 	Time: 1.53
epoch 1900:	pdl:6979.16 	 Rec:15506.36 	Time: 1.49
epoch 1950:	pdl:13043.58 	 Rec:15432.04 	Time: 1.50
epoch 2000:	pdl:12503.92 	 Rec:15358.74 	Time: 1.53
epoch 2050:	pdl:8270.93 	 Rec:15274.89 	Time: 1.51
epoch 2100:	pdl:6090.90 	 Rec:15217.55 	Time: 1.57
epoch 2150:	pdl:15929.26 	 Rec:15136.50 	Time: 1.60
epoch 2200:	pdl:11645.06 	 Rec:15062.32 	Time: 1.57
epoch 2250:	pdl:8070.83 	 Rec:14979.71 	Time: 1.61
epoch 2300:	pdl:5216.83 	 Rec:14903.62 	Time: 1.59
epoch 2350:	pdl:8598.66 	 Rec:14825.27 	Time: 1.56
epoch 2400:	pdl:11389.38 	 Rec:14741.53 	Time: 1.56
epoch 2450:	pdl:12774.10 	 Rec:14625.25 	Time: 1.57
epoch 2500:	pdl:6001.02 	 Rec:14545.06 	Time: 1.58
epoch 2550:	pdl:18627.37 	 Rec:14467.52 	Time: 1.63
epoch 2600:	pdl:7719.37 	 Rec:14371.13 	Time: 1.60
epoch 2650:	pdl:16635.17 	 Rec:14345.95 	Time: 1.59
epoch 2700:	pdl:16462.76 	 Rec:14335.70 	Time: 1.58
epoch 2750:	pdl:15093.17 	 Rec:14322.45 	Time: 1.57
epoch 2800:	pdl:16272.84 	 Rec:14311.90 	Time: 1.54
epoch 2850:	pdl:6421.08 	 Rec:14308.44 	Time: 1.55
epoch 2900:	pdl:6080.56 	 Rec:14293.97 	Time: 1.55
epoch 2950:	pdl:7647.00 	 Rec:14289.41 	Time: 1.53
epoch 3000:	pdl:13049.58 	 Rec:14276.41 	Time: 1.53
epoch 3050:	pdl:6942.30 	 Rec:14261.54 	Time: 1.58
epoch 3100:	pdl:8406.88 	 Rec:14256.57 	Time: 1.56
epoch 3150:	pdl:17765.92 	 Rec:14243.03 	Time: 1.58
epoch 3200:	pdl:7035.72 	 Rec:14230.88 	Time: 1.55
epoch 3250:	pdl:10074.26 	 Rec:14215.19 	Time: 1.57
epoch 3300:	pdl:12192.96 	 Rec:14205.90 	Time: 1.58
epoch 3350:	pdl:5849.59 	 Rec:14194.13 	Time: 1.59
