epoch 0:	pdl:1.54e+00 	 Rec:1.54e+00 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:6.62e-01 	 Rec:6.56e-03 	 Color:0.00e+00 	Time: 0.48
epoch 100:	pdl:6.62e-01 	 Rec:1.43e-03 	 Color:0.00e+00 	Time: 0.48
epoch 150:	pdl:6.02e-01 	 Rec:1.40e-03 	 Color:0.00e+00 	Time: 0.48
epoch 200:	pdl:5.76e-01 	 Rec:3.46e-04 	 Color:0.00e+00 	Time: 0.48
epoch 250:	pdl:6.58e-01 	 Rec:2.58e-03 	 Color:0.00e+00 	Time: 0.48
epoch 300:	pdl:6.46e-01 	 Rec:1.89e-03 	 Color:0.00e+00 	Time: 0.48
epoch 350:	pdl:5.86e-01 	 Rec:9.99e-03 	 Color:0.00e+00 	Time: 0.48
epoch 400:	pdl:5.92e-01 	 Rec:6.40e-04 	 Color:0.00e+00 	Time: 0.48
epoch 450:	pdl:6.33e-01 	 Rec:1.08e-04 	 Color:0.00e+00 	Time: 0.47
epoch 500:	pdl:6.00e-01 	 Rec:2.78e-03 	 Color:0.00e+00 	Time: 0.48
epoch 550:	pdl:6.07e-01 	 Rec:7.52e-03 	 Color:0.00e+00 	Time: 0.48
epoch 600:	pdl:5.75e-01 	 Rec:5.35e-03 	 Color:0.00e+00 	Time: 0.48
epoch 650:	pdl:5.61e-01 	 Rec:7.77e-04 	 Color:0.00e+00 	Time: 0.48
epoch 700:	pdl:5.36e-01 	 Rec:3.37e-03 	 Color:0.00e+00 	Time: 0.49
epoch 750:	pdl:5.50e-01 	 Rec:4.13e-05 	 Color:0.00e+00 	Time: 0.49
epoch 800:	pdl:5.84e-01 	 Rec:1.13e-04 	 Color:0.00e+00 	Time: 0.49
epoch 850:	pdl:5.80e-01 	 Rec:6.07e-04 	 Color:0.00e+00 	Time: 0.49
epoch 900:	pdl:5.59e-01 	 Rec:4.37e-04 	 Color:0.00e+00 	Time: 0.48
epoch 950:	pdl:5.60e-01 	 Rec:2.66e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1000:	pdl:6.00e-01 	 Rec:2.95e-03 	 Color:0.00e+00 	Time: 0.48
epoch 1050:	pdl:5.55e-01 	 Rec:1.31e-04 	 Color:0.00e+00 	Time: 0.49
epoch 1100:	pdl:5.59e-01 	 Rec:8.87e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1150:	pdl:5.71e-01 	 Rec:8.21e-05 	 Color:0.00e+00 	Time: 0.48
epoch 1200:	pdl:5.57e-01 	 Rec:2.61e-03 	 Color:0.00e+00 	Time: 0.48
epoch 1250:	pdl:5.46e-01 	 Rec:8.94e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1300:	pdl:5.39e-01 	 Rec:1.55e-03 	 Color:0.00e+00 	Time: 0.48
epoch 1350:	pdl:5.55e-01 	 Rec:5.43e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1400:	pdl:5.69e-01 	 Rec:3.81e-02 	 Color:0.00e+00 	Time: 0.49
epoch 1450:	pdl:5.59e-01 	 Rec:8.77e-05 	 Color:0.00e+00 	Time: 0.48
epoch 1500:	pdl:5.77e-01 	 Rec:2.48e-05 	 Color:0.00e+00 	Time: 0.48
epoch 1550:	pdl:5.37e-01 	 Rec:3.33e-05 	 Color:0.00e+00 	Time: 0.48
epoch 1600:	pdl:5.65e-01 	 Rec:3.83e-05 	 Color:0.00e+00 	Time: 0.48
epoch 1650:	pdl:5.52e-01 	 Rec:1.39e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1700:	pdl:5.32e-01 	 Rec:3.51e-05 	 Color:0.00e+00 	Time: 0.48
epoch 1750:	pdl:5.30e-01 	 Rec:2.62e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1800:	pdl:5.30e-01 	 Rec:9.47e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1850:	pdl:5.40e-01 	 Rec:6.41e-05 	 Color:0.00e+00 	Time: 0.49
epoch 1900:	pdl:5.69e-01 	 Rec:8.21e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1950:	pdl:5.62e-01 	 Rec:8.48e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2000:	pdl:5.47e-01 	 Rec:1.43e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2050:	pdl:5.57e-01 	 Rec:5.93e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2100:	pdl:5.57e-01 	 Rec:4.22e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2150:	pdl:5.70e-01 	 Rec:2.38e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2200:	pdl:5.34e-01 	 Rec:4.40e-04 	 Color:0.00e+00 	Time: 0.48
epoch 2250:	pdl:5.44e-01 	 Rec:2.45e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2300:	pdl:5.33e-01 	 Rec:2.63e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2350:	pdl:5.38e-01 	 Rec:3.85e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2400:	pdl:5.33e-01 	 Rec:5.69e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2450:	pdl:5.11e-01 	 Rec:1.20e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2500:	pdl:5.36e-01 	 Rec:5.02e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2550:	pdl:5.28e-01 	 Rec:4.90e-04 	 Color:0.00e+00 	Time: 0.48
epoch 2600:	pdl:5.36e-01 	 Rec:9.95e-04 	 Color:0.00e+00 	Time: 0.47
epoch 2650:	pdl:5.31e-01 	 Rec:5.71e-04 	 Color:0.00e+00 	Time: 0.48
epoch 2700:	pdl:5.31e-01 	 Rec:2.23e-04 	 Color:0.00e+00 	Time: 0.49
epoch 2750:	pdl:5.10e-01 	 Rec:7.39e-04 	 Color:0.00e+00 	Time: 0.48
epoch 2800:	pdl:5.51e-01 	 Rec:2.03e-03 	 Color:0.00e+00 	Time: 0.48
epoch 2850:	pdl:4.95e-01 	 Rec:8.74e-04 	 Color:0.00e+00 	Time: 0.48
epoch 2900:	pdl:5.49e-01 	 Rec:1.39e-04 	 Color:0.00e+00 	Time: 0.48
epoch 2950:	pdl:5.21e-01 	 Rec:2.86e-03 	 Color:0.00e+00 	Time: 0.49
epoch 3000:	pdl:5.51e-01 	 Rec:9.92e-05 	 Color:0.00e+00 	Time: 0.48
