epoch 0:	pdl:1551688.38 	 Rec:237464.59 	Time: 0.02
epoch 50:	pdl:547821.06 	 Rec:168419.16 	Time: 1.13
epoch 100:	pdl:657408.69 	 Rec:123562.38 	Time: 1.09
epoch 150:	pdl:355738.84 	 Rec:76499.38 	Time: 1.22
epoch 200:	pdl:488974.78 	 Rec:44013.16 	Time: 1.06
epoch 250:	pdl:354711.56 	 Rec:43598.38 	Time: 1.05
epoch 300:	pdl:415378.69 	 Rec:38547.13 	Time: 1.05
epoch 350:	pdl:326445.66 	 Rec:44104.80 	Time: 1.00
epoch 400:	pdl:403854.50 	 Rec:44312.40 	Time: 0.96
epoch 450:	pdl:328621.84 	 Rec:40778.27 	Time: 0.98
epoch 500:	pdl:347830.09 	 Rec:42995.73 	Time: 1.06
epoch 550:	pdl:428682.00 	 Rec:40032.04 	Time: 0.96
epoch 600:	pdl:325859.38 	 Rec:38021.74 	Time: 0.96
epoch 650:	pdl:326019.84 	 Rec:37248.36 	Time: 0.99
epoch 700:	pdl:362966.12 	 Rec:37037.64 	Time: 0.92
epoch 750:	pdl:283396.75 	 Rec:36493.23 	Time: 0.95
epoch 800:	pdl:314748.72 	 Rec:36253.67 	Time: 0.93
epoch 850:	pdl:391668.44 	 Rec:36579.80 	Time: 1.05
epoch 900:	pdl:281975.53 	 Rec:37196.18 	Time: 0.96
epoch 950:	pdl:296881.69 	 Rec:36690.82 	Time: 0.94
epoch 1000:	pdl:359141.34 	 Rec:36375.91 	Time: 0.93
epoch 1050:	pdl:294921.25 	 Rec:36886.37 	Time: 0.95
epoch 1100:	pdl:313221.25 	 Rec:37024.70 	Time: 0.90
epoch 1150:	pdl:310138.62 	 Rec:36964.15 	Time: 0.90
epoch 1200:	pdl:357542.50 	 Rec:36730.61 	Time: 0.95
epoch 1250:	pdl:315490.00 	 Rec:36736.96 	Time: 1.08
epoch 1300:	pdl:322121.88 	 Rec:36699.27 	Time: 1.03
epoch 1350:	pdl:295558.53 	 Rec:37516.36 	Time: 0.93
epoch 1400:	pdl:430035.34 	 Rec:38007.41 	Time: 0.94
epoch 1450:	pdl:289312.84 	 Rec:36502.30 	Time: 0.96
epoch 1500:	pdl:272129.81 	 Rec:36638.65 	Time: 0.91
epoch 1550:	pdl:291584.06 	 Rec:36302.07 	Time: 1.01
epoch 1600:	pdl:347555.62 	 Rec:36074.92 	Time: 0.96
epoch 1650:	pdl:356760.53 	 Rec:36112.79 	Time: 0.91
epoch 1700:	pdl:321851.94 	 Rec:36153.87 	Time: 0.91
epoch 1750:	pdl:291467.28 	 Rec:36433.10 	Time: 0.91
epoch 1800:	pdl:311647.53 	 Rec:36453.69 	Time: 0.90
epoch 1850:	pdl:306555.56 	 Rec:36434.92 	Time: 0.91
epoch 1900:	pdl:353017.44 	 Rec:36330.45 	Time: 0.90
epoch 1950:	pdl:306751.16 	 Rec:35898.99 	Time: 0.90
epoch 2000:	pdl:381488.06 	 Rec:35975.80 	Time: 0.90
epoch 2050:	pdl:310938.31 	 Rec:35978.91 	Time: 0.90
epoch 2100:	pdl:290842.91 	 Rec:36088.68 	Time: 0.90
epoch 2150:	pdl:421039.12 	 Rec:36078.15 	Time: 0.91
epoch 2200:	pdl:320220.84 	 Rec:36013.75 	Time: 0.90
epoch 2250:	pdl:309027.22 	 Rec:36007.59 	Time: 0.90
epoch 2300:	pdl:350622.72 	 Rec:36022.07 	Time: 0.90
epoch 2350:	pdl:276236.91 	 Rec:35975.37 	Time: 0.89
epoch 2400:	pdl:304019.81 	 Rec:36093.80 	Time: 0.89
epoch 2450:	pdl:364894.03 	 Rec:35674.34 	Time: 0.90
epoch 2500:	pdl:365539.34 	 Rec:35911.76 	Time: 0.89
epoch 2550:	pdl:356802.62 	 Rec:35879.89 	Time: 0.89
epoch 2600:	pdl:311238.91 	 Rec:36057.88 	Time: 0.89
epoch 2650:	pdl:380277.69 	 Rec:36058.70 	Time: 0.90
epoch 2700:	pdl:329314.62 	 Rec:36096.03 	Time: 0.90
epoch 2750:	pdl:415960.44 	 Rec:36038.88 	Time: 0.91
epoch 2800:	pdl:321088.47 	 Rec:36010.00 	Time: 0.89
epoch 2850:	pdl:295653.19 	 Rec:36014.52 	Time: 0.90
epoch 2900:	pdl:268158.97 	 Rec:36069.64 	Time: 0.90
epoch 2950:	pdl:353470.59 	 Rec:36075.82 	Time: 0.93
epoch 3000:	pdl:405860.16 	 Rec:36097.40 	Time: 0.94
epoch 3050:	pdl:351680.03 	 Rec:35993.78 	Time: 0.95
epoch 3100:	pdl:549170.88 	 Rec:35909.34 	Time: 0.96
epoch 3150:	pdl:342944.09 	 Rec:35971.69 	Time: 0.91
epoch 3200:	pdl:281879.44 	 Rec:35952.52 	Time: 0.90
