epoch 0:	pdl:1.62e+00 	 Rec:2.47e-01 	 Color:2.65e-01 	Time: 0.01
epoch 50:	pdl:7.15e-01 	 Rec:2.04e-03 	 Color:1.16e-01 	Time: 0.53
epoch 100:	pdl:6.81e-01 	 Rec:9.28e-04 	 Color:1.31e-01 	Time: 0.52
epoch 150:	pdl:6.46e-01 	 Rec:3.25e-04 	 Color:1.32e-01 	Time: 0.52
epoch 200:	pdl:6.36e-01 	 Rec:2.94e-03 	 Color:9.42e-02 	Time: 0.53
epoch 250:	pdl:6.99e-01 	 Rec:2.85e-05 	 Color:1.14e-01 	Time: 0.52
epoch 300:	pdl:7.05e-01 	 Rec:4.22e-04 	 Color:1.51e-01 	Time: 0.52
epoch 350:	pdl:6.47e-01 	 Rec:4.07e-04 	 Color:9.13e-02 	Time: 0.52
epoch 400:	pdl:6.29e-01 	 Rec:2.90e-04 	 Color:1.06e-01 	Time: 0.52
epoch 450:	pdl:6.45e-01 	 Rec:4.96e-04 	 Color:1.05e-01 	Time: 0.52
epoch 500:	pdl:6.36e-01 	 Rec:1.33e-04 	 Color:1.09e-01 	Time: 0.52
epoch 550:	pdl:6.27e-01 	 Rec:7.12e-04 	 Color:8.89e-02 	Time: 0.53
epoch 600:	pdl:6.14e-01 	 Rec:1.83e-04 	 Color:1.13e-01 	Time: 0.52
epoch 650:	pdl:6.24e-01 	 Rec:9.15e-04 	 Color:1.56e-01 	Time: 0.52
epoch 700:	pdl:5.68e-01 	 Rec:3.89e-05 	 Color:1.06e-01 	Time: 0.52
epoch 750:	pdl:5.94e-01 	 Rec:4.92e-05 	 Color:1.08e-01 	Time: 0.52
epoch 800:	pdl:6.13e-01 	 Rec:1.18e-04 	 Color:1.13e-01 	Time: 0.52
epoch 850:	pdl:6.38e-01 	 Rec:1.21e-03 	 Color:1.22e-01 	Time: 0.53
epoch 900:	pdl:5.79e-01 	 Rec:1.06e-04 	 Color:1.02e-01 	Time: 0.52
epoch 950:	pdl:5.85e-01 	 Rec:1.08e-03 	 Color:9.37e-02 	Time: 0.52
epoch 1000:	pdl:6.28e-01 	 Rec:3.35e-05 	 Color:1.20e-01 	Time: 0.52
epoch 1050:	pdl:5.81e-01 	 Rec:1.99e-05 	 Color:1.06e-01 	Time: 0.52
epoch 1100:	pdl:6.15e-01 	 Rec:2.83e-04 	 Color:1.21e-01 	Time: 0.52
epoch 1150:	pdl:6.07e-01 	 Rec:2.78e-04 	 Color:1.36e-01 	Time: 0.52
epoch 1200:	pdl:5.95e-01 	 Rec:3.17e-04 	 Color:1.23e-01 	Time: 0.52
epoch 1250:	pdl:5.78e-01 	 Rec:2.20e-04 	 Color:8.92e-02 	Time: 0.52
epoch 1300:	pdl:5.76e-01 	 Rec:2.37e-04 	 Color:1.42e-01 	Time: 0.52
epoch 1350:	pdl:5.85e-01 	 Rec:4.74e-05 	 Color:1.11e-01 	Time: 0.53
epoch 1400:	pdl:5.80e-01 	 Rec:1.60e-04 	 Color:1.05e-01 	Time: 0.53
epoch 1450:	pdl:5.68e-01 	 Rec:2.64e-04 	 Color:1.13e-01 	Time: 0.53
epoch 1500:	pdl:5.87e-01 	 Rec:1.19e-04 	 Color:1.19e-01 	Time: 0.53
