epoch 0:	pdl:6.54e-01 	 Rec:7.54e-02 	 Color:0.00e+00 	Time: 0.04
epoch 50:	pdl:3.77e-01 	 Rec:4.55e-03 	 Color:0.00e+00 	Time: 2.10
epoch 100:	pdl:3.32e-01 	 Rec:3.53e-03 	 Color:0.00e+00 	Time: 2.11
epoch 150:	pdl:2.66e-01 	 Rec:4.26e-03 	 Color:0.00e+00 	Time: 2.14
epoch 200:	pdl:3.26e-01 	 Rec:5.70e-03 	 Color:0.00e+00 	Time: 2.17
epoch 250:	pdl:2.73e-01 	 Rec:3.64e-03 	 Color:0.00e+00 	Time: 2.18
epoch 300:	pdl:2.99e-01 	 Rec:4.29e-03 	 Color:0.00e+00 	Time: 2.13
epoch 350:	pdl:2.94e-01 	 Rec:2.78e-03 	 Color:0.00e+00 	Time: 2.19
epoch 400:	pdl:2.49e-01 	 Rec:3.19e-03 	 Color:0.00e+00 	Time: 2.16
epoch 450:	pdl:3.20e-01 	 Rec:2.34e-03 	 Color:0.00e+00 	Time: 2.13
epoch 500:	pdl:2.71e-01 	 Rec:2.66e-03 	 Color:0.00e+00 	Time: 2.13
epoch 550:	pdl:2.80e-01 	 Rec:2.53e-03 	 Color:0.00e+00 	Time: 2.15
epoch 600:	pdl:2.38e-01 	 Rec:2.00e-03 	 Color:0.00e+00 	Time: 2.12
epoch 650:	pdl:2.24e-01 	 Rec:2.00e-03 	 Color:0.00e+00 	Time: 2.09
epoch 700:	pdl:3.98e-01 	 Rec:2.34e-03 	 Color:0.00e+00 	Time: 2.04
epoch 750:	pdl:2.52e-01 	 Rec:1.97e-03 	 Color:0.00e+00 	Time: 2.03
epoch 800:	pdl:2.61e-01 	 Rec:1.69e-03 	 Color:0.00e+00 	Time: 2.03
epoch 850:	pdl:2.45e-01 	 Rec:2.02e-03 	 Color:0.00e+00 	Time: 2.07
epoch 900:	pdl:2.54e-01 	 Rec:1.68e-03 	 Color:0.00e+00 	Time: 2.09
epoch 950:	pdl:2.35e-01 	 Rec:2.35e-03 	 Color:0.00e+00 	Time: 2.10
epoch 1000:	pdl:3.78e-01 	 Rec:1.92e-03 	 Color:0.00e+00 	Time: 2.04
epoch 1050:	pdl:2.78e-01 	 Rec:1.94e-03 	 Color:0.00e+00 	Time: 2.07
epoch 1100:	pdl:2.53e-01 	 Rec:1.73e-03 	 Color:0.00e+00 	Time: 2.06
epoch 1150:	pdl:2.69e-01 	 Rec:2.13e-03 	 Color:0.00e+00 	Time: 2.06
epoch 1200:	pdl:2.80e-01 	 Rec:1.48e-03 	 Color:0.00e+00 	Time: 2.09
epoch 1250:	pdl:2.65e-01 	 Rec:1.79e-03 	 Color:0.00e+00 	Time: 2.03
epoch 1300:	pdl:3.08e-01 	 Rec:1.23e-03 	 Color:0.00e+00 	Time: 2.06
epoch 1350:	pdl:2.46e-01 	 Rec:1.72e-03 	 Color:0.00e+00 	Time: 2.00
epoch 1400:	pdl:2.25e-01 	 Rec:1.44e-03 	 Color:0.00e+00 	Time: 2.09
epoch 1450:	pdl:2.52e-01 	 Rec:1.98e-03 	 Color:0.00e+00 	Time: 2.05
epoch 1500:	pdl:2.50e-01 	 Rec:1.56e-03 	 Color:0.00e+00 	Time: 2.10
epoch 1550:	pdl:2.69e-01 	 Rec:1.35e-03 	 Color:0.00e+00 	Time: 2.06
epoch 1600:	pdl:3.65e-01 	 Rec:1.56e-03 	 Color:0.00e+00 	Time: 2.02
epoch 1650:	pdl:2.78e-01 	 Rec:1.66e-03 	 Color:0.00e+00 	Time: 2.10
epoch 1700:	pdl:2.61e-01 	 Rec:1.66e-03 	 Color:0.00e+00 	Time: 2.06
epoch 1750:	pdl:2.52e-01 	 Rec:1.72e-03 	 Color:0.00e+00 	Time: 2.02
epoch 1800:	pdl:2.72e-01 	 Rec:1.49e-03 	 Color:0.00e+00 	Time: 2.05
epoch 1850:	pdl:2.28e-01 	 Rec:1.29e-03 	 Color:0.00e+00 	Time: 2.02
epoch 1900:	pdl:2.78e-01 	 Rec:2.07e-03 	 Color:0.00e+00 	Time: 2.06
epoch 1950:	pdl:2.76e-01 	 Rec:1.55e-03 	 Color:0.00e+00 	Time: 2.10
epoch 2000:	pdl:2.91e-01 	 Rec:1.87e-03 	 Color:0.00e+00 	Time: 2.05
epoch 2050:	pdl:2.45e-01 	 Rec:1.45e-03 	 Color:0.00e+00 	Time: 2.07
epoch 2100:	pdl:2.95e-01 	 Rec:1.27e-03 	 Color:0.00e+00 	Time: 2.06
epoch 2150:	pdl:2.43e-01 	 Rec:1.08e-03 	 Color:0.00e+00 	Time: 2.05
epoch 2200:	pdl:2.81e-01 	 Rec:1.16e-03 	 Color:0.00e+00 	Time: 2.07
epoch 2250:	pdl:2.84e-01 	 Rec:1.42e-03 	 Color:0.00e+00 	Time: 1.99
epoch 2300:	pdl:2.37e-01 	 Rec:2.10e-03 	 Color:0.00e+00 	Time: 2.08
epoch 2350:	pdl:2.41e-01 	 Rec:1.19e-03 	 Color:0.00e+00 	Time: 2.05
epoch 2400:	pdl:2.65e-01 	 Rec:1.20e-03 	 Color:0.00e+00 	Time: 2.08
epoch 2450:	pdl:3.04e-01 	 Rec:1.15e-03 	 Color:0.00e+00 	Time: 2.07
epoch 2500:	pdl:2.77e-01 	 Rec:1.61e-03 	 Color:0.00e+00 	Time: 2.00
epoch 2550:	pdl:2.41e-01 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 2.09
epoch 2600:	pdl:2.19e-01 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 2.06
epoch 2650:	pdl:2.50e-01 	 Rec:1.28e-03 	 Color:0.00e+00 	Time: 2.03
epoch 2700:	pdl:2.69e-01 	 Rec:1.16e-03 	 Color:0.00e+00 	Time: 2.03
epoch 2750:	pdl:2.35e-01 	 Rec:1.08e-03 	 Color:0.00e+00 	Time: 2.05
epoch 2800:	pdl:2.66e-01 	 Rec:1.17e-03 	 Color:0.00e+00 	Time: 2.07
epoch 2850:	pdl:2.41e-01 	 Rec:1.07e-03 	 Color:0.00e+00 	Time: 2.11
epoch 2900:	pdl:2.49e-01 	 Rec:1.79e-03 	 Color:0.00e+00 	Time: 2.07
epoch 2950:	pdl:2.28e-01 	 Rec:1.00e-03 	 Color:0.00e+00 	Time: 2.05
epoch 3000:	pdl:3.25e-01 	 Rec:1.57e-03 	 Color:0.00e+00 	Time: 2.05
epoch 3050:	pdl:2.33e-01 	 Rec:1.15e-03 	 Color:0.00e+00 	Time: 2.09
epoch 3100:	pdl:2.51e-01 	 Rec:1.48e-03 	 Color:0.00e+00 	Time: 2.04
epoch 3150:	pdl:2.45e-01 	 Rec:1.08e-03 	 Color:0.00e+00 	Time: 2.11
epoch 3200:	pdl:2.96e-01 	 Rec:1.13e-03 	 Color:0.00e+00 	Time: 2.06
epoch 3250:	pdl:2.50e-01 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 2.06
epoch 3300:	pdl:2.67e-01 	 Rec:1.00e-03 	 Color:0.00e+00 	Time: 2.05
epoch 3350:	pdl:2.51e-01 	 Rec:1.40e-03 	 Color:0.00e+00 	Time: 2.04
epoch 3400:	pdl:2.31e-01 	 Rec:1.07e-03 	 Color:0.00e+00 	Time: 2.10
epoch 3450:	pdl:2.38e-01 	 Rec:1.07e-03 	 Color:0.00e+00 	Time: 2.06
epoch 3500:	pdl:2.36e-01 	 Rec:1.47e-03 	 Color:0.00e+00 	Time: 2.05
epoch 3550:	pdl:2.47e-01 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 2.04
epoch 3600:	pdl:2.49e-01 	 Rec:9.47e-04 	 Color:0.00e+00 	Time: 2.08
epoch 3650:	pdl:2.68e-01 	 Rec:9.98e-04 	 Color:0.00e+00 	Time: 2.01
epoch 3700:	pdl:2.32e-01 	 Rec:1.28e-03 	 Color:0.00e+00 	Time: 2.06
epoch 3750:	pdl:2.47e-01 	 Rec:1.06e-03 	 Color:0.00e+00 	Time: 2.06
epoch 3800:	pdl:2.29e-01 	 Rec:1.08e-03 	 Color:0.00e+00 	Time: 2.07
epoch 3850:	pdl:2.41e-01 	 Rec:9.11e-04 	 Color:0.00e+00 	Time: 2.07
epoch 3900:	pdl:2.15e-01 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 2.10
epoch 3950:	pdl:2.36e-01 	 Rec:1.15e-03 	 Color:0.00e+00 	Time: 2.04
epoch 4000:	pdl:2.50e-01 	 Rec:1.45e-03 	 Color:0.00e+00 	Time: 2.09
epoch 4050:	pdl:2.56e-01 	 Rec:1.24e-03 	 Color:0.00e+00 	Time: 2.05
epoch 4100:	pdl:2.31e-01 	 Rec:1.04e-03 	 Color:0.00e+00 	Time: 2.09
epoch 4150:	pdl:2.46e-01 	 Rec:8.57e-04 	 Color:0.00e+00 	Time: 2.07
epoch 4200:	pdl:2.35e-01 	 Rec:9.66e-04 	 Color:0.00e+00 	Time: 2.04
epoch 4250:	pdl:2.25e-01 	 Rec:1.23e-03 	 Color:0.00e+00 	Time: 2.08
epoch 4300:	pdl:2.24e-01 	 Rec:2.03e-03 	 Color:0.00e+00 	Time: 1.77
epoch 4350:	pdl:2.49e-01 	 Rec:1.10e-03 	 Color:0.00e+00 	Time: 1.74
epoch 4400:	pdl:2.47e-01 	 Rec:1.33e-03 	 Color:0.00e+00 	Time: 1.65
epoch 4450:	pdl:2.45e-01 	 Rec:1.05e-03 	 Color:0.00e+00 	Time: 1.55
epoch 4500:	pdl:2.10e-01 	 Rec:8.07e-04 	 Color:0.00e+00 	Time: 1.57
epoch 4550:	pdl:2.24e-01 	 Rec:1.07e-03 	 Color:0.00e+00 	Time: 1.56
epoch 4600:	pdl:2.37e-01 	 Rec:9.57e-04 	 Color:0.00e+00 	Time: 1.59
epoch 4650:	pdl:2.50e-01 	 Rec:1.70e-03 	 Color:0.00e+00 	Time: 1.59
epoch 4700:	pdl:2.34e-01 	 Rec:9.79e-04 	 Color:0.00e+00 	Time: 1.57
epoch 4750:	pdl:2.55e-01 	 Rec:8.29e-04 	 Color:0.00e+00 	Time: 1.59
epoch 4800:	pdl:2.84e-01 	 Rec:1.26e-03 	 Color:0.00e+00 	Time: 1.63
epoch 4850:	pdl:2.54e-01 	 Rec:1.35e-03 	 Color:0.00e+00 	Time: 1.64
epoch 4900:	pdl:2.54e-01 	 Rec:1.27e-03 	 Color:0.00e+00 	Time: 1.58
epoch 4950:	pdl:2.17e-01 	 Rec:8.58e-04 	 Color:0.00e+00 	Time: 1.81
epoch 5000:	pdl:2.39e-01 	 Rec:8.97e-04 	 Color:0.00e+00 	Time: 1.84
epoch 5050:	pdl:2.25e-01 	 Rec:1.07e-03 	 Color:0.00e+00 	Time: 1.87
epoch 5100:	pdl:2.78e-01 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 1.86
epoch 5150:	pdl:2.25e-01 	 Rec:9.21e-04 	 Color:0.00e+00 	Time: 1.82
epoch 5200:	pdl:2.94e-01 	 Rec:8.66e-04 	 Color:0.00e+00 	Time: 1.82
epoch 5250:	pdl:2.60e-01 	 Rec:9.69e-04 	 Color:0.00e+00 	Time: 1.81
