epoch 0:	pdl:1.02e+00 	 Rec:1.02e+00 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:8.27e-01 	 Rec:1.00e-01 	 Color:0.00e+00 	Time: 0.69
epoch 100:	pdl:7.05e-01 	 Rec:8.10e-02 	 Color:0.00e+00 	Time: 0.68
epoch 150:	pdl:6.14e-01 	 Rec:6.07e-02 	 Color:0.00e+00 	Time: 0.68
epoch 200:	pdl:6.76e-01 	 Rec:5.14e-02 	 Color:0.00e+00 	Time: 0.68
epoch 250:	pdl:5.77e-01 	 Rec:4.72e-02 	 Color:0.00e+00 	Time: 0.68
epoch 300:	pdl:6.15e-01 	 Rec:3.84e-02 	 Color:0.00e+00 	Time: 0.68
epoch 350:	pdl:5.47e-01 	 Rec:3.33e-02 	 Color:0.00e+00 	Time: 0.69
epoch 400:	pdl:5.25e-01 	 Rec:3.42e-02 	 Color:0.00e+00 	Time: 0.68
epoch 450:	pdl:5.67e-01 	 Rec:2.76e-02 	 Color:0.00e+00 	Time: 0.68
epoch 500:	pdl:6.07e-01 	 Rec:2.89e-02 	 Color:0.00e+00 	Time: 0.69
epoch 550:	pdl:5.96e-01 	 Rec:2.39e-02 	 Color:0.00e+00 	Time: 0.68
epoch 600:	pdl:5.96e-01 	 Rec:2.21e-02 	 Color:0.00e+00 	Time: 0.68
epoch 650:	pdl:5.78e-01 	 Rec:2.00e-02 	 Color:0.00e+00 	Time: 0.69
epoch 700:	pdl:5.96e-01 	 Rec:2.11e-02 	 Color:0.00e+00 	Time: 0.69
epoch 750:	pdl:5.67e-01 	 Rec:1.84e-02 	 Color:0.00e+00 	Time: 0.69
epoch 800:	pdl:5.65e-01 	 Rec:1.63e-02 	 Color:0.00e+00 	Time: 0.69
epoch 850:	pdl:5.45e-01 	 Rec:1.54e-02 	 Color:0.00e+00 	Time: 0.69
epoch 900:	pdl:5.96e-01 	 Rec:1.38e-02 	 Color:0.00e+00 	Time: 0.69
epoch 950:	pdl:5.89e-01 	 Rec:1.78e-02 	 Color:0.00e+00 	Time: 0.70
epoch 1000:	pdl:5.26e-01 	 Rec:1.22e-02 	 Color:0.00e+00 	Time: 0.72
epoch 1050:	pdl:5.58e-01 	 Rec:1.19e-02 	 Color:0.00e+00 	Time: 0.68
epoch 1100:	pdl:5.16e-01 	 Rec:1.15e-02 	 Color:0.00e+00 	Time: 0.69
epoch 1150:	pdl:5.19e-01 	 Rec:1.18e-02 	 Color:0.00e+00 	Time: 0.69
epoch 1200:	pdl:5.37e-01 	 Rec:1.13e-02 	 Color:0.00e+00 	Time: 0.69
epoch 1250:	pdl:5.72e-01 	 Rec:9.02e-03 	 Color:0.00e+00 	Time: 0.69
epoch 1300:	pdl:5.34e-01 	 Rec:1.03e-02 	 Color:0.00e+00 	Time: 0.69
epoch 1350:	pdl:5.11e-01 	 Rec:1.08e-02 	 Color:0.00e+00 	Time: 0.69
epoch 1400:	pdl:5.52e-01 	 Rec:1.20e-02 	 Color:0.00e+00 	Time: 0.69
epoch 1450:	pdl:5.30e-01 	 Rec:1.05e-02 	 Color:0.00e+00 	Time: 0.69
epoch 1500:	pdl:5.51e-01 	 Rec:8.94e-03 	 Color:0.00e+00 	Time: 0.69
epoch 1550:	pdl:6.01e-01 	 Rec:7.90e-03 	 Color:0.00e+00 	Time: 0.70
epoch 1600:	pdl:5.26e-01 	 Rec:1.06e-02 	 Color:0.00e+00 	Time: 0.69
epoch 1650:	pdl:6.27e-01 	 Rec:7.11e-03 	 Color:0.00e+00 	Time: 0.69
epoch 1700:	pdl:5.29e-01 	 Rec:9.62e-03 	 Color:0.00e+00 	Time: 0.69
epoch 1750:	pdl:6.05e-01 	 Rec:7.69e-03 	 Color:0.00e+00 	Time: 0.69
epoch 1800:	pdl:5.25e-01 	 Rec:7.27e-03 	 Color:0.00e+00 	Time: 0.69
epoch 1850:	pdl:5.70e-01 	 Rec:7.65e-03 	 Color:0.00e+00 	Time: 0.70
epoch 1900:	pdl:5.31e-01 	 Rec:8.22e-03 	 Color:0.00e+00 	Time: 0.69
