epoch 0:	pdl:1.10e+00 	 Rec:1.10e+00 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:8.26e-01 	 Rec:1.28e-01 	 Color:0.00e+00 	Time: 0.76
epoch 100:	pdl:7.95e-01 	 Rec:9.73e-02 	 Color:0.00e+00 	Time: 0.68
epoch 150:	pdl:7.30e-01 	 Rec:8.68e-02 	 Color:0.00e+00 	Time: 0.68
epoch 200:	pdl:6.76e-01 	 Rec:6.36e-02 	 Color:0.00e+00 	Time: 0.65
epoch 250:	pdl:6.24e-01 	 Rec:5.44e-02 	 Color:0.00e+00 	Time: 0.64
epoch 300:	pdl:6.02e-01 	 Rec:4.87e-02 	 Color:0.00e+00 	Time: 0.67
epoch 350:	pdl:6.68e-01 	 Rec:4.77e-02 	 Color:0.00e+00 	Time: 0.65
epoch 400:	pdl:5.23e-01 	 Rec:4.22e-02 	 Color:0.00e+00 	Time: 0.67
epoch 450:	pdl:6.21e-01 	 Rec:3.49e-02 	 Color:0.00e+00 	Time: 0.65
epoch 500:	pdl:5.76e-01 	 Rec:3.43e-02 	 Color:0.00e+00 	Time: 0.66
epoch 550:	pdl:5.56e-01 	 Rec:3.09e-02 	 Color:0.00e+00 	Time: 0.68
epoch 600:	pdl:6.23e-01 	 Rec:2.67e-02 	 Color:0.00e+00 	Time: 0.66
epoch 650:	pdl:6.04e-01 	 Rec:2.33e-02 	 Color:0.00e+00 	Time: 0.69
epoch 700:	pdl:5.90e-01 	 Rec:2.44e-02 	 Color:0.00e+00 	Time: 0.68
epoch 750:	pdl:5.44e-01 	 Rec:2.14e-02 	 Color:0.00e+00 	Time: 0.65
epoch 800:	pdl:6.20e-01 	 Rec:2.19e-02 	 Color:0.00e+00 	Time: 0.65
epoch 850:	pdl:5.74e-01 	 Rec:1.83e-02 	 Color:0.00e+00 	Time: 0.66
epoch 900:	pdl:5.50e-01 	 Rec:1.72e-02 	 Color:0.00e+00 	Time: 0.67
epoch 950:	pdl:5.34e-01 	 Rec:1.95e-02 	 Color:0.00e+00 	Time: 0.65
epoch 1000:	pdl:6.13e-01 	 Rec:1.62e-02 	 Color:0.00e+00 	Time: 0.65
epoch 1050:	pdl:5.43e-01 	 Rec:1.32e-02 	 Color:0.00e+00 	Time: 0.69
epoch 1100:	pdl:5.41e-01 	 Rec:1.36e-02 	 Color:0.00e+00 	Time: 0.68
epoch 1150:	pdl:5.26e-01 	 Rec:2.14e-02 	 Color:0.00e+00 	Time: 0.70
epoch 1200:	pdl:5.74e-01 	 Rec:1.51e-02 	 Color:0.00e+00 	Time: 0.66
epoch 1250:	pdl:5.46e-01 	 Rec:1.24e-02 	 Color:0.00e+00 	Time: 0.68
epoch 1300:	pdl:6.21e-01 	 Rec:1.43e-02 	 Color:0.00e+00 	Time: 0.68
epoch 1350:	pdl:5.71e-01 	 Rec:1.03e-02 	 Color:0.00e+00 	Time: 0.68
epoch 1400:	pdl:6.28e-01 	 Rec:1.23e-02 	 Color:0.00e+00 	Time: 0.66
epoch 1450:	pdl:5.46e-01 	 Rec:1.19e-02 	 Color:0.00e+00 	Time: 0.66
epoch 1500:	pdl:6.21e-01 	 Rec:9.78e-03 	 Color:0.00e+00 	Time: 0.68
epoch 1550:	pdl:5.59e-01 	 Rec:9.17e-03 	 Color:0.00e+00 	Time: 0.67
epoch 1600:	pdl:5.51e-01 	 Rec:1.35e-02 	 Color:0.00e+00 	Time: 0.68
epoch 1650:	pdl:6.08e-01 	 Rec:8.40e-03 	 Color:0.00e+00 	Time: 0.65
epoch 1700:	pdl:5.75e-01 	 Rec:1.25e-02 	 Color:0.00e+00 	Time: 0.66
epoch 1750:	pdl:5.38e-01 	 Rec:8.15e-03 	 Color:0.00e+00 	Time: 0.65
epoch 1800:	pdl:6.09e-01 	 Rec:7.22e-03 	 Color:0.00e+00 	Time: 0.68
epoch 1850:	pdl:5.47e-01 	 Rec:1.03e-02 	 Color:0.00e+00 	Time: 0.67
epoch 1900:	pdl:5.43e-01 	 Rec:1.30e-02 	 Color:0.00e+00 	Time: 0.68
epoch 1950:	pdl:5.80e-01 	 Rec:6.55e-03 	 Color:0.00e+00 	Time: 0.65
epoch 2000:	pdl:5.64e-01 	 Rec:1.29e-02 	 Color:0.00e+00 	Time: 0.68
epoch 2050:	pdl:5.68e-01 	 Rec:8.26e-03 	 Color:0.00e+00 	Time: 0.71
epoch 2100:	pdl:5.47e-01 	 Rec:6.65e-03 	 Color:0.00e+00 	Time: 0.68
epoch 2150:	pdl:5.69e-01 	 Rec:8.80e-03 	 Color:0.00e+00 	Time: 0.68
epoch 2200:	pdl:5.56e-01 	 Rec:6.73e-03 	 Color:0.00e+00 	Time: 0.65
epoch 2250:	pdl:5.37e-01 	 Rec:8.35e-03 	 Color:0.00e+00 	Time: 0.68
epoch 2300:	pdl:5.40e-01 	 Rec:7.35e-03 	 Color:0.00e+00 	Time: 0.65
epoch 2350:	pdl:5.62e-01 	 Rec:6.24e-03 	 Color:0.00e+00 	Time: 0.65
epoch 2400:	pdl:5.92e-01 	 Rec:7.68e-03 	 Color:0.00e+00 	Time: 0.66
epoch 2450:	pdl:5.22e-01 	 Rec:8.96e-03 	 Color:0.00e+00 	Time: 0.65
epoch 2500:	pdl:5.84e-01 	 Rec:7.66e-03 	 Color:0.00e+00 	Time: 0.65
epoch 2550:	pdl:5.42e-01 	 Rec:7.38e-03 	 Color:0.00e+00 	Time: 0.65
epoch 2600:	pdl:5.97e-01 	 Rec:7.55e-03 	 Color:0.00e+00 	Time: 0.67
epoch 2650:	pdl:6.11e-01 	 Rec:5.83e-03 	 Color:0.00e+00 	Time: 0.64
epoch 2700:	pdl:5.44e-01 	 Rec:4.90e-03 	 Color:0.00e+00 	Time: 0.64
epoch 2750:	pdl:5.35e-01 	 Rec:6.42e-03 	 Color:0.00e+00 	Time: 0.66
epoch 2800:	pdl:5.21e-01 	 Rec:5.55e-03 	 Color:0.00e+00 	Time: 0.71
epoch 2850:	pdl:5.75e-01 	 Rec:7.87e-03 	 Color:0.00e+00 	Time: 0.67
epoch 2900:	pdl:5.21e-01 	 Rec:5.83e-03 	 Color:0.00e+00 	Time: 0.67
epoch 2950:	pdl:5.47e-01 	 Rec:4.43e-03 	 Color:0.00e+00 	Time: 0.66
epoch 3000:	pdl:5.78e-01 	 Rec:8.28e-03 	 Color:0.00e+00 	Time: 0.65
epoch 3050:	pdl:5.23e-01 	 Rec:5.21e-03 	 Color:0.00e+00 	Time: 0.68
epoch 3100:	pdl:5.30e-01 	 Rec:6.23e-03 	 Color:0.00e+00 	Time: 0.67
epoch 3150:	pdl:5.72e-01 	 Rec:6.73e-03 	 Color:0.00e+00 	Time: 0.64
epoch 3200:	pdl:5.29e-01 	 Rec:4.58e-03 	 Color:0.00e+00 	Time: 0.65
epoch 3250:	pdl:4.96e-01 	 Rec:5.72e-03 	 Color:0.00e+00 	Time: 0.67
epoch 3300:	pdl:5.42e-01 	 Rec:5.35e-03 	 Color:0.00e+00 	Time: 0.69
epoch 3350:	pdl:5.32e-01 	 Rec:4.89e-03 	 Color:0.00e+00 	Time: 0.65
epoch 3400:	pdl:5.58e-01 	 Rec:4.26e-03 	 Color:0.00e+00 	Time: 0.64
epoch 3450:	pdl:5.61e-01 	 Rec:5.54e-03 	 Color:0.00e+00 	Time: 0.64
epoch 3500:	pdl:5.36e-01 	 Rec:4.70e-03 	 Color:0.00e+00 	Time: 0.67
epoch 3550:	pdl:5.71e-01 	 Rec:5.54e-03 	 Color:0.00e+00 	Time: 0.64
epoch 3600:	pdl:5.11e-01 	 Rec:4.67e-03 	 Color:0.00e+00 	Time: 0.65
epoch 3650:	pdl:5.30e-01 	 Rec:3.77e-03 	 Color:0.00e+00 	Time: 0.66
epoch 3700:	pdl:5.13e-01 	 Rec:4.67e-03 	 Color:0.00e+00 	Time: 0.65
epoch 3750:	pdl:5.72e-01 	 Rec:4.62e-03 	 Color:0.00e+00 	Time: 0.68
epoch 3800:	pdl:6.17e-01 	 Rec:7.55e-03 	 Color:0.00e+00 	Time: 0.66
epoch 3850:	pdl:5.82e-01 	 Rec:4.73e-03 	 Color:0.00e+00 	Time: 0.67
epoch 3900:	pdl:5.25e-01 	 Rec:3.51e-03 	 Color:0.00e+00 	Time: 0.68
epoch 3950:	pdl:5.93e-01 	 Rec:5.90e-03 	 Color:0.00e+00 	Time: 0.69
epoch 4000:	pdl:5.32e-01 	 Rec:6.01e-03 	 Color:0.00e+00 	Time: 0.67
epoch 4050:	pdl:4.79e-01 	 Rec:5.92e-03 	 Color:0.00e+00 	Time: 0.75
epoch 4100:	pdl:5.04e-01 	 Rec:5.91e-03 	 Color:0.00e+00 	Time: 0.68
epoch 4150:	pdl:5.71e-01 	 Rec:3.00e-03 	 Color:0.00e+00 	Time: 0.66
epoch 4200:	pdl:5.50e-01 	 Rec:4.24e-03 	 Color:0.00e+00 	Time: 0.66
epoch 4250:	pdl:5.80e-01 	 Rec:3.30e-03 	 Color:0.00e+00 	Time: 0.67
epoch 4300:	pdl:5.12e-01 	 Rec:4.76e-03 	 Color:0.00e+00 	Time: 0.69
epoch 4350:	pdl:5.45e-01 	 Rec:4.17e-03 	 Color:0.00e+00 	Time: 0.68
epoch 4400:	pdl:5.36e-01 	 Rec:3.71e-03 	 Color:0.00e+00 	Time: 0.70
epoch 4450:	pdl:5.34e-01 	 Rec:5.22e-03 	 Color:0.00e+00 	Time: 0.68
epoch 4500:	pdl:5.62e-01 	 Rec:3.09e-03 	 Color:0.00e+00 	Time: 0.69
epoch 4550:	pdl:5.37e-01 	 Rec:4.24e-03 	 Color:0.00e+00 	Time: 0.69
epoch 4600:	pdl:5.89e-01 	 Rec:3.20e-03 	 Color:0.00e+00 	Time: 0.69
epoch 4650:	pdl:5.09e-01 	 Rec:4.44e-03 	 Color:0.00e+00 	Time: 0.66
epoch 4700:	pdl:5.22e-01 	 Rec:5.42e-03 	 Color:0.00e+00 	Time: 0.66
epoch 4750:	pdl:5.41e-01 	 Rec:3.70e-03 	 Color:0.00e+00 	Time: 0.71
epoch 4800:	pdl:5.66e-01 	 Rec:2.73e-03 	 Color:0.00e+00 	Time: 0.66
epoch 4850:	pdl:5.23e-01 	 Rec:5.04e-03 	 Color:0.00e+00 	Time: 0.69
epoch 4900:	pdl:5.59e-01 	 Rec:5.68e-03 	 Color:0.00e+00 	Time: 0.68
epoch 4950:	pdl:5.23e-01 	 Rec:3.39e-03 	 Color:0.00e+00 	Time: 0.65
epoch 5000:	pdl:5.13e-01 	 Rec:4.10e-03 	 Color:0.00e+00 	Time: 0.68
epoch 5050:	pdl:4.90e-01 	 Rec:4.79e-03 	 Color:0.00e+00 	Time: 0.69
epoch 5100:	pdl:5.17e-01 	 Rec:3.13e-03 	 Color:0.00e+00 	Time: 0.65
epoch 5150:	pdl:4.96e-01 	 Rec:3.79e-03 	 Color:0.00e+00 	Time: 0.65
epoch 5200:	pdl:5.31e-01 	 Rec:4.08e-03 	 Color:0.00e+00 	Time: 0.65
epoch 5250:	pdl:4.92e-01 	 Rec:3.53e-03 	 Color:0.00e+00 	Time: 0.64
epoch 5300:	pdl:5.39e-01 	 Rec:4.65e-03 	 Color:0.00e+00 	Time: 0.66
epoch 5350:	pdl:5.26e-01 	 Rec:3.85e-03 	 Color:0.00e+00 	Time: 0.64
epoch 5400:	pdl:5.08e-01 	 Rec:3.89e-03 	 Color:0.00e+00 	Time: 0.64
epoch 5450:	pdl:5.67e-01 	 Rec:4.13e-03 	 Color:0.00e+00 	Time: 0.64
epoch 5500:	pdl:5.20e-01 	 Rec:2.80e-03 	 Color:0.00e+00 	Time: 0.64
epoch 5550:	pdl:5.23e-01 	 Rec:2.85e-03 	 Color:0.00e+00 	Time: 0.64
epoch 5600:	pdl:5.08e-01 	 Rec:4.81e-03 	 Color:0.00e+00 	Time: 0.64
epoch 5650:	pdl:4.99e-01 	 Rec:7.05e-03 	 Color:0.00e+00 	Time: 0.64
epoch 5700:	pdl:5.47e-01 	 Rec:2.73e-03 	 Color:0.00e+00 	Time: 0.67
epoch 5750:	pdl:5.81e-01 	 Rec:4.25e-03 	 Color:0.00e+00 	Time: 0.65
epoch 5800:	pdl:4.87e-01 	 Rec:3.36e-03 	 Color:0.00e+00 	Time: 0.66
epoch 5850:	pdl:5.23e-01 	 Rec:4.13e-03 	 Color:0.00e+00 	Time: 0.66
epoch 5900:	pdl:5.21e-01 	 Rec:2.67e-03 	 Color:0.00e+00 	Time: 0.65
epoch 5950:	pdl:5.17e-01 	 Rec:2.06e-03 	 Color:0.00e+00 	Time: 0.65
epoch 6000:	pdl:5.14e-01 	 Rec:2.20e-03 	 Color:0.00e+00 	Time: 0.66
epoch 6050:	pdl:5.20e-01 	 Rec:3.65e-03 	 Color:0.00e+00 	Time: 0.71
epoch 6100:	pdl:5.29e-01 	 Rec:3.44e-03 	 Color:0.00e+00 	Time: 0.67
epoch 6150:	pdl:5.06e-01 	 Rec:2.30e-03 	 Color:0.00e+00 	Time: 0.67
epoch 6200:	pdl:5.56e-01 	 Rec:2.81e-03 	 Color:0.00e+00 	Time: 0.65
epoch 6250:	pdl:5.44e-01 	 Rec:3.91e-03 	 Color:0.00e+00 	Time: 0.65
epoch 6300:	pdl:5.30e-01 	 Rec:3.23e-03 	 Color:0.00e+00 	Time: 0.67
epoch 6350:	pdl:5.01e-01 	 Rec:2.36e-03 	 Color:0.00e+00 	Time: 0.67
epoch 6400:	pdl:5.26e-01 	 Rec:2.71e-03 	 Color:0.00e+00 	Time: 0.65
epoch 6450:	pdl:5.50e-01 	 Rec:2.54e-03 	 Color:0.00e+00 	Time: 0.64
epoch 6500:	pdl:5.05e-01 	 Rec:3.20e-03 	 Color:0.00e+00 	Time: 0.67
epoch 6550:	pdl:5.30e-01 	 Rec:1.78e-03 	 Color:0.00e+00 	Time: 0.65
epoch 6600:	pdl:4.90e-01 	 Rec:3.84e-03 	 Color:0.00e+00 	Time: 0.68
epoch 6650:	pdl:5.26e-01 	 Rec:3.01e-03 	 Color:0.00e+00 	Time: 0.67
epoch 6700:	pdl:5.45e-01 	 Rec:2.80e-03 	 Color:0.00e+00 	Time: 0.65
epoch 6750:	pdl:4.89e-01 	 Rec:4.24e-03 	 Color:0.00e+00 	Time: 0.66
epoch 6800:	pdl:5.16e-01 	 Rec:2.89e-03 	 Color:0.00e+00 	Time: 0.66
epoch 6850:	pdl:5.39e-01 	 Rec:4.64e-03 	 Color:0.00e+00 	Time: 0.64
epoch 6900:	pdl:5.09e-01 	 Rec:2.57e-03 	 Color:0.00e+00 	Time: 0.64
epoch 6950:	pdl:5.06e-01 	 Rec:2.95e-03 	 Color:0.00e+00 	Time: 0.67
epoch 7000:	pdl:5.05e-01 	 Rec:3.15e-03 	 Color:0.00e+00 	Time: 0.67
epoch 7050:	pdl:4.92e-01 	 Rec:3.23e-03 	 Color:0.00e+00 	Time: 0.68
epoch 7100:	pdl:5.02e-01 	 Rec:2.96e-03 	 Color:0.00e+00 	Time: 0.65
epoch 7150:	pdl:5.09e-01 	 Rec:4.00e-03 	 Color:0.00e+00 	Time: 0.65
epoch 7200:	pdl:5.89e-01 	 Rec:2.29e-03 	 Color:0.00e+00 	Time: 0.65
epoch 7250:	pdl:5.37e-01 	 Rec:3.61e-03 	 Color:0.00e+00 	Time: 0.66
epoch 7300:	pdl:5.21e-01 	 Rec:4.94e-03 	 Color:0.00e+00 	Time: 0.66
epoch 7350:	pdl:4.89e-01 	 Rec:2.49e-03 	 Color:0.00e+00 	Time: 0.65
epoch 7400:	pdl:5.43e-01 	 Rec:3.86e-03 	 Color:0.00e+00 	Time: 0.65
epoch 7450:	pdl:5.31e-01 	 Rec:2.91e-03 	 Color:0.00e+00 	Time: 0.65
epoch 7500:	pdl:5.01e-01 	 Rec:4.06e-03 	 Color:0.00e+00 	Time: 0.65
epoch 7550:	pdl:5.55e-01 	 Rec:3.26e-03 	 Color:0.00e+00 	Time: 0.68
epoch 7600:	pdl:5.42e-01 	 Rec:2.30e-03 	 Color:0.00e+00 	Time: 0.65
epoch 7650:	pdl:5.00e-01 	 Rec:2.11e-03 	 Color:0.00e+00 	Time: 0.64
