epoch 0:	pdl:1.92e-01 	 Rec:3.21e-03 	 Color:5.94e-02 	Time: 0.01
epoch 50:	pdl:1.63e-01 	 Rec:1.75e-03 	 Color:6.21e-02 	Time: 0.72
epoch 100:	pdl:1.68e-01 	 Rec:1.37e-03 	 Color:5.51e-02 	Time: 0.65
epoch 150:	pdl:1.64e-01 	 Rec:1.26e-03 	 Color:6.69e-02 	Time: 0.62
epoch 200:	pdl:1.72e-01 	 Rec:1.12e-03 	 Color:6.11e-02 	Time: 0.65
epoch 250:	pdl:1.62e-01 	 Rec:1.02e-03 	 Color:5.70e-02 	Time: 0.64
epoch 300:	pdl:1.62e-01 	 Rec:9.45e-04 	 Color:6.35e-02 	Time: 0.63
epoch 350:	pdl:1.72e-01 	 Rec:8.77e-04 	 Color:6.20e-02 	Time: 0.63
epoch 400:	pdl:1.75e-01 	 Rec:8.97e-04 	 Color:6.03e-02 	Time: 0.60
epoch 450:	pdl:1.66e-01 	 Rec:8.20e-04 	 Color:5.95e-02 	Time: 0.60
epoch 500:	pdl:1.88e-01 	 Rec:8.20e-04 	 Color:6.68e-02 	Time: 0.64
epoch 550:	pdl:1.61e-01 	 Rec:7.88e-04 	 Color:5.98e-02 	Time: 0.62
epoch 600:	pdl:1.62e-01 	 Rec:7.86e-04 	 Color:5.80e-02 	Time: 0.60
epoch 650:	pdl:1.56e-01 	 Rec:7.06e-04 	 Color:5.28e-02 	Time: 0.66
epoch 700:	pdl:1.71e-01 	 Rec:7.68e-04 	 Color:5.54e-02 	Time: 0.60
epoch 750:	pdl:1.60e-01 	 Rec:6.69e-04 	 Color:5.68e-02 	Time: 0.59
epoch 800:	pdl:1.74e-01 	 Rec:6.79e-04 	 Color:5.74e-02 	Time: 0.59
epoch 850:	pdl:1.73e-01 	 Rec:6.45e-04 	 Color:6.78e-02 	Time: 0.59
epoch 900:	pdl:1.65e-01 	 Rec:6.28e-04 	 Color:6.23e-02 	Time: 0.61
epoch 950:	pdl:1.72e-01 	 Rec:6.15e-04 	 Color:6.72e-02 	Time: 0.59
epoch 1000:	pdl:1.74e-01 	 Rec:6.66e-04 	 Color:6.40e-02 	Time: 0.64
epoch 1050:	pdl:1.78e-01 	 Rec:6.20e-04 	 Color:5.72e-02 	Time: 0.65
epoch 1100:	pdl:1.99e-01 	 Rec:5.94e-04 	 Color:6.52e-02 	Time: 0.59
epoch 1150:	pdl:1.66e-01 	 Rec:5.64e-04 	 Color:5.69e-02 	Time: 0.61
epoch 1200:	pdl:1.59e-01 	 Rec:6.51e-04 	 Color:5.37e-02 	Time: 0.58
epoch 1250:	pdl:1.60e-01 	 Rec:6.30e-04 	 Color:5.35e-02 	Time: 0.61
epoch 1300:	pdl:1.85e-01 	 Rec:5.70e-04 	 Color:6.51e-02 	Time: 0.61
epoch 1350:	pdl:1.71e-01 	 Rec:5.68e-04 	 Color:6.22e-02 	Time: 0.61
epoch 1400:	pdl:1.60e-01 	 Rec:5.45e-04 	 Color:5.46e-02 	Time: 0.57
epoch 1450:	pdl:1.77e-01 	 Rec:5.62e-04 	 Color:6.65e-02 	Time: 0.60
epoch 1500:	pdl:1.81e-01 	 Rec:5.51e-04 	 Color:6.38e-02 	Time: 0.60
epoch 1550:	pdl:1.62e-01 	 Rec:6.00e-04 	 Color:5.76e-02 	Time: 0.61
epoch 1600:	pdl:1.69e-01 	 Rec:5.38e-04 	 Color:5.90e-02 	Time: 0.59
epoch 1650:	pdl:1.71e-01 	 Rec:5.05e-04 	 Color:6.26e-02 	Time: 0.60
epoch 1700:	pdl:1.58e-01 	 Rec:4.98e-04 	 Color:5.95e-02 	Time: 0.60
epoch 1750:	pdl:1.63e-01 	 Rec:5.32e-04 	 Color:6.45e-02 	Time: 0.62
epoch 1800:	pdl:1.62e-01 	 Rec:5.38e-04 	 Color:5.54e-02 	Time: 0.60
epoch 1850:	pdl:1.65e-01 	 Rec:5.14e-04 	 Color:6.21e-02 	Time: 0.60
epoch 1900:	pdl:1.58e-01 	 Rec:4.97e-04 	 Color:6.13e-02 	Time: 0.62
epoch 1950:	pdl:1.66e-01 	 Rec:5.12e-04 	 Color:6.26e-02 	Time: 0.63
epoch 2000:	pdl:1.56e-01 	 Rec:5.03e-04 	 Color:4.88e-02 	Time: 0.60
epoch 2050:	pdl:1.69e-01 	 Rec:4.87e-04 	 Color:5.55e-02 	Time: 0.63
epoch 2100:	pdl:1.56e-01 	 Rec:4.75e-04 	 Color:5.57e-02 	Time: 0.64
epoch 2150:	pdl:1.65e-01 	 Rec:4.90e-04 	 Color:5.75e-02 	Time: 0.60
epoch 2200:	pdl:1.69e-01 	 Rec:5.71e-04 	 Color:5.93e-02 	Time: 0.60
epoch 2250:	pdl:1.66e-01 	 Rec:4.64e-04 	 Color:6.41e-02 	Time: 0.60
epoch 2300:	pdl:1.60e-01 	 Rec:4.59e-04 	 Color:5.69e-02 	Time: 0.64
epoch 2350:	pdl:2.00e-01 	 Rec:4.92e-04 	 Color:5.22e-02 	Time: 0.60
epoch 2400:	pdl:1.71e-01 	 Rec:4.79e-04 	 Color:6.33e-02 	Time: 0.58
epoch 2450:	pdl:1.66e-01 	 Rec:4.62e-04 	 Color:6.35e-02 	Time: 0.60
epoch 2500:	pdl:1.79e-01 	 Rec:4.35e-04 	 Color:5.68e-02 	Time: 0.59
epoch 2550:	pdl:1.56e-01 	 Rec:4.35e-04 	 Color:5.63e-02 	Time: 0.60
epoch 2600:	pdl:1.62e-01 	 Rec:4.90e-04 	 Color:5.61e-02 	Time: 0.59
epoch 2650:	pdl:1.76e-01 	 Rec:4.47e-04 	 Color:6.53e-02 	Time: 0.57
epoch 2700:	pdl:1.71e-01 	 Rec:4.52e-04 	 Color:5.11e-02 	Time: 0.59
epoch 2750:	pdl:1.68e-01 	 Rec:5.22e-04 	 Color:6.48e-02 	Time: 0.62
epoch 2800:	pdl:1.83e-01 	 Rec:4.58e-04 	 Color:7.35e-02 	Time: 0.63
epoch 2850:	pdl:1.75e-01 	 Rec:4.77e-04 	 Color:6.13e-02 	Time: 0.60
epoch 2900:	pdl:1.65e-01 	 Rec:4.47e-04 	 Color:5.70e-02 	Time: 0.59
epoch 2950:	pdl:1.76e-01 	 Rec:4.69e-04 	 Color:6.35e-02 	Time: 0.63
epoch 3000:	pdl:1.57e-01 	 Rec:4.35e-04 	 Color:5.39e-02 	Time: 0.61
epoch 3050:	pdl:1.95e-01 	 Rec:3.99e-04 	 Color:6.55e-02 	Time: 0.64
epoch 3100:	pdl:1.62e-01 	 Rec:4.90e-04 	 Color:5.56e-02 	Time: 0.60
epoch 3150:	pdl:1.63e-01 	 Rec:4.13e-04 	 Color:5.87e-02 	Time: 0.57
epoch 3200:	pdl:1.59e-01 	 Rec:4.59e-04 	 Color:5.77e-02 	Time: 0.59
epoch 3250:	pdl:1.82e-01 	 Rec:4.26e-04 	 Color:5.90e-02 	Time: 0.60
epoch 3300:	pdl:1.71e-01 	 Rec:4.17e-04 	 Color:6.50e-02 	Time: 0.62
epoch 3350:	pdl:1.74e-01 	 Rec:4.97e-04 	 Color:5.29e-02 	Time: 0.58
epoch 3400:	pdl:1.66e-01 	 Rec:4.78e-04 	 Color:5.26e-02 	Time: 0.59
epoch 3450:	pdl:1.63e-01 	 Rec:4.69e-04 	 Color:5.24e-02 	Time: 0.57
epoch 3500:	pdl:1.59e-01 	 Rec:4.38e-04 	 Color:6.16e-02 	Time: 0.62
epoch 3550:	pdl:1.59e-01 	 Rec:4.12e-04 	 Color:5.46e-02 	Time: 0.57
epoch 3600:	pdl:1.51e-01 	 Rec:4.22e-04 	 Color:5.19e-02 	Time: 0.59
epoch 3650:	pdl:1.60e-01 	 Rec:4.19e-04 	 Color:5.88e-02 	Time: 0.57
epoch 3700:	pdl:1.55e-01 	 Rec:4.20e-04 	 Color:4.66e-02 	Time: 0.57
epoch 3750:	pdl:1.83e-01 	 Rec:4.19e-04 	 Color:6.13e-02 	Time: 0.59
epoch 3800:	pdl:1.63e-01 	 Rec:4.18e-04 	 Color:5.65e-02 	Time: 0.59
epoch 3850:	pdl:1.69e-01 	 Rec:4.00e-04 	 Color:6.89e-02 	Time: 0.60
epoch 3900:	pdl:1.64e-01 	 Rec:4.72e-04 	 Color:5.47e-02 	Time: 0.62
epoch 3950:	pdl:1.64e-01 	 Rec:4.15e-04 	 Color:6.74e-02 	Time: 0.56
epoch 4000:	pdl:1.58e-01 	 Rec:4.17e-04 	 Color:5.56e-02 	Time: 0.59
epoch 4050:	pdl:1.81e-01 	 Rec:4.14e-04 	 Color:6.80e-02 	Time: 0.57
epoch 4100:	pdl:1.60e-01 	 Rec:4.66e-04 	 Color:6.16e-02 	Time: 0.57
epoch 4150:	pdl:1.63e-01 	 Rec:4.49e-04 	 Color:6.03e-02 	Time: 0.57
epoch 4200:	pdl:1.60e-01 	 Rec:3.74e-04 	 Color:5.98e-02 	Time: 0.56
epoch 4250:	pdl:1.61e-01 	 Rec:4.52e-04 	 Color:5.48e-02 	Time: 0.57
