epoch 0:	pdl:1.25e+00 	 Rec:1.25e+00 	 Color:2.47e-01 	Time: 0.02
epoch 50:	pdl:7.76e-01 	 Rec:1.25e-01 	 Color:2.19e-01 	Time: 1.03
epoch 100:	pdl:7.47e-01 	 Rec:8.78e-02 	 Color:2.43e-01 	Time: 1.01
epoch 150:	pdl:7.08e-01 	 Rec:8.89e-02 	 Color:2.32e-01 	Time: 1.01
epoch 200:	pdl:6.28e-01 	 Rec:6.02e-02 	 Color:2.34e-01 	Time: 1.02
epoch 250:	pdl:6.81e-01 	 Rec:6.54e-02 	 Color:2.25e-01 	Time: 1.01
epoch 300:	pdl:5.38e-01 	 Rec:4.70e-02 	 Color:2.42e-01 	Time: 1.01
epoch 350:	pdl:6.23e-01 	 Rec:5.71e-02 	 Color:2.23e-01 	Time: 1.01
epoch 400:	pdl:5.66e-01 	 Rec:4.35e-02 	 Color:2.61e-01 	Time: 1.03
epoch 450:	pdl:5.69e-01 	 Rec:3.49e-02 	 Color:2.42e-01 	Time: 1.01
epoch 500:	pdl:5.04e-01 	 Rec:3.65e-02 	 Color:2.06e-01 	Time: 1.01
epoch 550:	pdl:5.25e-01 	 Rec:3.12e-02 	 Color:2.17e-01 	Time: 1.01
epoch 600:	pdl:4.90e-01 	 Rec:2.89e-02 	 Color:2.34e-01 	Time: 1.00
epoch 650:	pdl:5.33e-01 	 Rec:3.08e-02 	 Color:2.38e-01 	Time: 1.04
epoch 700:	pdl:5.37e-01 	 Rec:2.76e-02 	 Color:2.38e-01 	Time: 1.02
epoch 750:	pdl:4.93e-01 	 Rec:2.54e-02 	 Color:2.32e-01 	Time: 1.01
epoch 800:	pdl:5.23e-01 	 Rec:2.27e-02 	 Color:2.22e-01 	Time: 1.01
epoch 850:	pdl:5.17e-01 	 Rec:2.64e-02 	 Color:2.55e-01 	Time: 1.01
epoch 900:	pdl:4.88e-01 	 Rec:2.72e-02 	 Color:2.19e-01 	Time: 1.00
epoch 950:	pdl:5.27e-01 	 Rec:2.74e-02 	 Color:2.26e-01 	Time: 1.01
epoch 1000:	pdl:5.25e-01 	 Rec:1.56e-02 	 Color:2.49e-01 	Time: 1.00
epoch 1050:	pdl:4.97e-01 	 Rec:1.60e-02 	 Color:2.16e-01 	Time: 1.00
epoch 1100:	pdl:5.03e-01 	 Rec:1.63e-02 	 Color:2.53e-01 	Time: 1.01
epoch 1150:	pdl:4.78e-01 	 Rec:1.48e-02 	 Color:2.16e-01 	Time: 1.01
epoch 1200:	pdl:5.48e-01 	 Rec:1.53e-02 	 Color:2.31e-01 	Time: 1.01
epoch 1250:	pdl:4.73e-01 	 Rec:1.55e-02 	 Color:2.40e-01 	Time: 1.01
epoch 1300:	pdl:4.91e-01 	 Rec:1.32e-02 	 Color:2.37e-01 	Time: 1.02
epoch 1350:	pdl:4.68e-01 	 Rec:2.48e-02 	 Color:2.22e-01 	Time: 1.00
epoch 1400:	pdl:4.77e-01 	 Rec:1.17e-02 	 Color:2.52e-01 	Time: 1.01
epoch 1450:	pdl:4.80e-01 	 Rec:1.03e-02 	 Color:2.29e-01 	Time: 1.01
epoch 1500:	pdl:4.62e-01 	 Rec:1.31e-02 	 Color:2.23e-01 	Time: 1.01
epoch 1550:	pdl:4.81e-01 	 Rec:1.26e-02 	 Color:2.37e-01 	Time: 1.01
epoch 1600:	pdl:4.43e-01 	 Rec:1.36e-02 	 Color:2.45e-01 	Time: 1.01
epoch 1650:	pdl:4.62e-01 	 Rec:1.08e-02 	 Color:2.31e-01 	Time: 1.01
epoch 1700:	pdl:5.05e-01 	 Rec:1.12e-02 	 Color:2.44e-01 	Time: 1.01
epoch 1750:	pdl:4.40e-01 	 Rec:9.64e-03 	 Color:2.39e-01 	Time: 1.01
epoch 1800:	pdl:4.67e-01 	 Rec:9.06e-03 	 Color:2.46e-01 	Time: 1.01
epoch 1850:	pdl:4.34e-01 	 Rec:9.19e-03 	 Color:2.15e-01 	Time: 1.02
epoch 1900:	pdl:4.92e-01 	 Rec:8.90e-03 	 Color:2.33e-01 	Time: 1.02
epoch 1950:	pdl:4.78e-01 	 Rec:1.26e-02 	 Color:2.51e-01 	Time: 1.01
epoch 2000:	pdl:5.66e-01 	 Rec:1.81e-02 	 Color:2.13e-01 	Time: 1.01
epoch 2050:	pdl:5.22e-01 	 Rec:7.46e-03 	 Color:2.53e-01 	Time: 1.02
epoch 2100:	pdl:4.78e-01 	 Rec:8.90e-03 	 Color:2.38e-01 	Time: 1.02
epoch 2150:	pdl:4.87e-01 	 Rec:9.97e-03 	 Color:2.46e-01 	Time: 1.02
epoch 2200:	pdl:4.48e-01 	 Rec:7.01e-03 	 Color:2.41e-01 	Time: 1.01
epoch 2250:	pdl:5.28e-01 	 Rec:1.05e-02 	 Color:2.21e-01 	Time: 1.01
epoch 2300:	pdl:4.59e-01 	 Rec:1.06e-02 	 Color:2.12e-01 	Time: 1.01
epoch 2350:	pdl:4.87e-01 	 Rec:6.32e-03 	 Color:2.47e-01 	Time: 1.01
epoch 2400:	pdl:5.18e-01 	 Rec:1.31e-02 	 Color:2.20e-01 	Time: 1.01
epoch 2450:	pdl:4.49e-01 	 Rec:8.02e-03 	 Color:2.32e-01 	Time: 1.03
epoch 2500:	pdl:4.59e-01 	 Rec:1.13e-02 	 Color:2.46e-01 	Time: 1.02
epoch 2550:	pdl:4.63e-01 	 Rec:5.06e-03 	 Color:2.37e-01 	Time: 1.01
epoch 2600:	pdl:4.72e-01 	 Rec:7.50e-03 	 Color:2.09e-01 	Time: 1.02
epoch 2650:	pdl:4.59e-01 	 Rec:5.11e-03 	 Color:2.36e-01 	Time: 1.01
epoch 2700:	pdl:4.56e-01 	 Rec:5.36e-03 	 Color:2.02e-01 	Time: 1.02
