epoch 0:	gram:1.64e-02 	 Rec:6.95e-02 	 Color:0.00e+00 	Time: 0.01
epoch 50:	gram:1.54e-03 	 Rec:1.70e-03 	 Color:0.00e+00 	Time: 0.51
epoch 100:	gram:1.18e-03 	 Rec:1.04e-03 	 Color:0.00e+00 	Time: 0.46
epoch 150:	gram:1.03e-03 	 Rec:8.86e-04 	 Color:0.00e+00 	Time: 0.42
epoch 200:	gram:9.69e-04 	 Rec:5.79e-04 	 Color:0.00e+00 	Time: 0.42
epoch 250:	gram:1.60e-03 	 Rec:3.84e-04 	 Color:0.00e+00 	Time: 0.44
epoch 300:	gram:1.91e-03 	 Rec:4.90e-04 	 Color:0.00e+00 	Time: 0.42
epoch 350:	gram:1.03e-03 	 Rec:4.01e-04 	 Color:0.00e+00 	Time: 0.43
epoch 400:	gram:1.07e-03 	 Rec:3.01e-04 	 Color:0.00e+00 	Time: 0.41
epoch 450:	gram:1.23e-03 	 Rec:3.13e-04 	 Color:0.00e+00 	Time: 0.41
epoch 500:	gram:1.45e-03 	 Rec:2.76e-04 	 Color:0.00e+00 	Time: 0.39
epoch 550:	gram:1.07e-03 	 Rec:1.98e-04 	 Color:0.00e+00 	Time: 0.39
epoch 600:	gram:1.35e-03 	 Rec:1.73e-04 	 Color:0.00e+00 	Time: 0.41
epoch 650:	gram:1.32e-03 	 Rec:1.88e-04 	 Color:0.00e+00 	Time: 0.40
epoch 700:	gram:1.04e-03 	 Rec:2.16e-04 	 Color:0.00e+00 	Time: 0.39
epoch 750:	gram:9.29e-04 	 Rec:1.53e-04 	 Color:0.00e+00 	Time: 0.44
epoch 800:	gram:1.17e-03 	 Rec:1.82e-04 	 Color:0.00e+00 	Time: 0.39
epoch 850:	gram:1.23e-03 	 Rec:1.99e-04 	 Color:0.00e+00 	Time: 0.42
epoch 900:	gram:8.75e-04 	 Rec:1.08e-04 	 Color:0.00e+00 	Time: 0.42
epoch 950:	gram:1.24e-03 	 Rec:1.20e-04 	 Color:0.00e+00 	Time: 0.44
epoch 1000:	gram:8.05e-04 	 Rec:4.85e-05 	 Color:0.00e+00 	Time: 0.44
epoch 1050:	gram:1.08e-03 	 Rec:2.19e-04 	 Color:0.00e+00 	Time: 0.45
epoch 1100:	gram:1.38e-03 	 Rec:8.35e-05 	 Color:0.00e+00 	Time: 0.45
epoch 1150:	gram:8.89e-04 	 Rec:5.95e-05 	 Color:0.00e+00 	Time: 0.43
epoch 1200:	gram:9.47e-04 	 Rec:1.31e-04 	 Color:0.00e+00 	Time: 0.41
epoch 1250:	gram:9.10e-04 	 Rec:8.14e-05 	 Color:0.00e+00 	Time: 0.44
epoch 1300:	gram:8.88e-04 	 Rec:7.04e-05 	 Color:0.00e+00 	Time: 0.44
epoch 1350:	gram:9.34e-04 	 Rec:5.79e-05 	 Color:0.00e+00 	Time: 0.43
