epoch 0:	pdl:1.30e+00 	 Rec:1.34e-01 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:5.65e-01 	 Rec:1.48e-02 	 Color:0.00e+00 	Time: 2.70
epoch 100:	pdl:4.60e-01 	 Rec:1.22e-02 	 Color:0.00e+00 	Time: 2.65
epoch 150:	pdl:4.48e-01 	 Rec:1.23e-02 	 Color:0.00e+00 	Time: 2.67
epoch 200:	pdl:4.75e-01 	 Rec:1.11e-02 	 Color:0.00e+00 	Time: 2.63
epoch 250:	pdl:4.57e-01 	 Rec:1.08e-02 	 Color:0.00e+00 	Time: 2.63
epoch 300:	pdl:4.48e-01 	 Rec:1.10e-02 	 Color:0.00e+00 	Time: 2.63
epoch 350:	pdl:4.87e-01 	 Rec:1.05e-02 	 Color:0.00e+00 	Time: 2.65
epoch 400:	pdl:4.38e-01 	 Rec:1.03e-02 	 Color:0.00e+00 	Time: 2.63
epoch 450:	pdl:4.03e-01 	 Rec:1.04e-02 	 Color:0.00e+00 	Time: 2.64
epoch 500:	pdl:4.41e-01 	 Rec:1.06e-02 	 Color:0.00e+00 	Time: 2.64
epoch 550:	pdl:4.59e-01 	 Rec:1.06e-02 	 Color:0.00e+00 	Time: 2.63
epoch 600:	pdl:4.35e-01 	 Rec:9.89e-03 	 Color:0.00e+00 	Time: 2.65
epoch 650:	pdl:4.30e-01 	 Rec:1.00e-02 	 Color:0.00e+00 	Time: 2.62
epoch 700:	pdl:4.20e-01 	 Rec:9.73e-03 	 Color:0.00e+00 	Time: 2.66
epoch 750:	pdl:4.30e-01 	 Rec:9.82e-03 	 Color:0.00e+00 	Time: 2.63
epoch 800:	pdl:4.27e-01 	 Rec:9.83e-03 	 Color:0.00e+00 	Time: 2.65
epoch 850:	pdl:4.39e-01 	 Rec:9.88e-03 	 Color:0.00e+00 	Time: 2.63
epoch 900:	pdl:3.98e-01 	 Rec:9.63e-03 	 Color:0.00e+00 	Time: 2.63
epoch 950:	pdl:4.62e-01 	 Rec:9.73e-03 	 Color:0.00e+00 	Time: 2.63
epoch 1000:	pdl:4.05e-01 	 Rec:9.53e-03 	 Color:0.00e+00 	Time: 2.64
epoch 1050:	pdl:4.31e-01 	 Rec:1.00e-02 	 Color:0.00e+00 	Time: 2.72
epoch 1100:	pdl:4.41e-01 	 Rec:9.81e-03 	 Color:0.00e+00 	Time: 2.64
epoch 1150:	pdl:4.90e-01 	 Rec:9.75e-03 	 Color:0.00e+00 	Time: 2.64
epoch 1200:	pdl:4.58e-01 	 Rec:9.52e-03 	 Color:0.00e+00 	Time: 2.65
epoch 1250:	pdl:4.03e-01 	 Rec:9.55e-03 	 Color:0.00e+00 	Time: 2.61
epoch 1300:	pdl:4.79e-01 	 Rec:9.34e-03 	 Color:0.00e+00 	Time: 2.64
epoch 1350:	pdl:4.46e-01 	 Rec:9.06e-03 	 Color:0.00e+00 	Time: 2.63
epoch 1400:	pdl:4.10e-01 	 Rec:9.31e-03 	 Color:0.00e+00 	Time: 2.65
epoch 1450:	pdl:4.57e-01 	 Rec:9.14e-03 	 Color:0.00e+00 	Time: 2.65
epoch 1500:	pdl:4.98e-01 	 Rec:9.46e-03 	 Color:0.00e+00 	Time: 2.67
