epoch 0:	pdl:1.20e+00 	 Rec:1.20e+00 	 Color:2.57e-01 	Time: 0.02
epoch 50:	pdl:9.54e-01 	 Rec:1.62e-01 	 Color:2.36e-01 	Time: 0.95
epoch 100:	pdl:8.74e-01 	 Rec:1.51e-01 	 Color:2.46e-01 	Time: 0.95
epoch 150:	pdl:7.56e-01 	 Rec:1.33e-01 	 Color:2.44e-01 	Time: 0.95
epoch 200:	pdl:7.31e-01 	 Rec:1.28e-01 	 Color:2.41e-01 	Time: 0.95
epoch 250:	pdl:6.11e-01 	 Rec:1.03e-01 	 Color:2.40e-01 	Time: 0.95
epoch 300:	pdl:6.28e-01 	 Rec:1.02e-01 	 Color:2.47e-01 	Time: 0.95
epoch 350:	pdl:5.44e-01 	 Rec:8.72e-02 	 Color:2.45e-01 	Time: 0.95
epoch 400:	pdl:5.69e-01 	 Rec:7.94e-02 	 Color:2.20e-01 	Time: 0.95
epoch 450:	pdl:4.99e-01 	 Rec:7.53e-02 	 Color:2.49e-01 	Time: 0.95
epoch 500:	pdl:5.22e-01 	 Rec:7.14e-02 	 Color:2.52e-01 	Time: 0.95
epoch 550:	pdl:5.16e-01 	 Rec:6.84e-02 	 Color:2.21e-01 	Time: 0.95
epoch 600:	pdl:5.01e-01 	 Rec:7.46e-02 	 Color:2.27e-01 	Time: 0.95
epoch 650:	pdl:4.60e-01 	 Rec:6.27e-02 	 Color:2.50e-01 	Time: 0.95
epoch 700:	pdl:4.67e-01 	 Rec:5.02e-02 	 Color:2.22e-01 	Time: 0.95
epoch 750:	pdl:5.16e-01 	 Rec:7.29e-02 	 Color:2.08e-01 	Time: 0.95
epoch 800:	pdl:4.74e-01 	 Rec:4.62e-02 	 Color:2.43e-01 	Time: 0.95
epoch 850:	pdl:4.29e-01 	 Rec:4.64e-02 	 Color:2.35e-01 	Time: 0.94
epoch 900:	pdl:4.48e-01 	 Rec:5.36e-02 	 Color:2.38e-01 	Time: 0.94
epoch 950:	pdl:4.60e-01 	 Rec:4.17e-02 	 Color:2.34e-01 	Time: 0.94
epoch 1000:	pdl:4.44e-01 	 Rec:3.90e-02 	 Color:2.37e-01 	Time: 0.98
epoch 1050:	pdl:4.67e-01 	 Rec:5.05e-02 	 Color:2.48e-01 	Time: 0.95
epoch 1100:	pdl:4.62e-01 	 Rec:3.66e-02 	 Color:2.53e-01 	Time: 0.95
epoch 1150:	pdl:5.29e-01 	 Rec:3.75e-02 	 Color:2.25e-01 	Time: 0.95
epoch 1200:	pdl:4.98e-01 	 Rec:4.05e-02 	 Color:2.38e-01 	Time: 0.95
epoch 1250:	pdl:4.61e-01 	 Rec:3.19e-02 	 Color:2.20e-01 	Time: 0.95
epoch 1300:	pdl:4.70e-01 	 Rec:3.36e-02 	 Color:2.21e-01 	Time: 0.95
epoch 1350:	pdl:4.66e-01 	 Rec:2.85e-02 	 Color:2.44e-01 	Time: 0.95
epoch 1400:	pdl:4.43e-01 	 Rec:2.90e-02 	 Color:2.21e-01 	Time: 0.95
epoch 1450:	pdl:4.89e-01 	 Rec:3.43e-02 	 Color:2.42e-01 	Time: 0.95
epoch 1500:	pdl:4.80e-01 	 Rec:3.13e-02 	 Color:2.30e-01 	Time: 0.95
epoch 1550:	pdl:4.21e-01 	 Rec:2.02e-02 	 Color:2.31e-01 	Time: 0.95
epoch 1600:	pdl:4.70e-01 	 Rec:2.41e-02 	 Color:2.39e-01 	Time: 0.95
