epoch 0:	pdl:1.21e+00 	 Rec:2.47e-01 	 Color:3.11e-01 	Time: 0.01
epoch 50:	pdl:6.76e-01 	 Rec:2.60e-02 	 Color:2.29e-01 	Time: 0.49
epoch 100:	pdl:6.03e-01 	 Rec:8.33e-03 	 Color:2.38e-01 	Time: 0.48
epoch 150:	pdl:6.52e-01 	 Rec:4.31e-03 	 Color:2.61e-01 	Time: 0.48
epoch 200:	pdl:6.04e-01 	 Rec:2.78e-03 	 Color:2.31e-01 	Time: 0.49
epoch 250:	pdl:5.99e-01 	 Rec:1.70e-03 	 Color:2.12e-01 	Time: 0.50
epoch 300:	pdl:5.53e-01 	 Rec:2.02e-03 	 Color:2.01e-01 	Time: 0.50
epoch 350:	pdl:5.52e-01 	 Rec:1.11e-03 	 Color:2.18e-01 	Time: 0.49
epoch 400:	pdl:5.42e-01 	 Rec:1.18e-03 	 Color:1.86e-01 	Time: 0.49
epoch 450:	pdl:5.20e-01 	 Rec:9.08e-04 	 Color:1.87e-01 	Time: 0.49
epoch 500:	pdl:5.20e-01 	 Rec:5.63e-04 	 Color:2.06e-01 	Time: 0.49
epoch 550:	pdl:4.77e-01 	 Rec:6.40e-04 	 Color:1.60e-01 	Time: 0.50
epoch 600:	pdl:4.98e-01 	 Rec:5.50e-04 	 Color:1.82e-01 	Time: 0.50
epoch 650:	pdl:5.00e-01 	 Rec:3.27e-04 	 Color:1.84e-01 	Time: 0.49
epoch 700:	pdl:4.63e-01 	 Rec:4.94e-04 	 Color:1.98e-01 	Time: 0.49
epoch 750:	pdl:5.13e-01 	 Rec:2.93e-04 	 Color:2.22e-01 	Time: 0.49
epoch 800:	pdl:4.60e-01 	 Rec:2.99e-04 	 Color:1.55e-01 	Time: 0.49
epoch 850:	pdl:5.06e-01 	 Rec:3.42e-04 	 Color:1.98e-01 	Time: 0.49
epoch 900:	pdl:4.68e-01 	 Rec:9.27e-04 	 Color:1.87e-01 	Time: 0.48
epoch 950:	pdl:4.69e-01 	 Rec:2.77e-04 	 Color:1.37e-01 	Time: 0.48
epoch 1000:	pdl:4.97e-01 	 Rec:4.07e-04 	 Color:1.82e-01 	Time: 0.49
epoch 1050:	pdl:4.94e-01 	 Rec:2.78e-04 	 Color:1.84e-01 	Time: 0.49
epoch 1100:	pdl:4.58e-01 	 Rec:2.59e-04 	 Color:1.72e-01 	Time: 0.48
epoch 1150:	pdl:4.67e-01 	 Rec:3.06e-04 	 Color:1.77e-01 	Time: 0.48
