epoch 0:	pdl:316252.66 	 Rec:136764.92 	Time: 0.01
epoch 50:	pdl:133706.09 	 Rec:26547.91 	Time: 0.60
epoch 100:	pdl:143202.78 	 Rec:19529.27 	Time: 0.55
epoch 150:	pdl:102770.56 	 Rec:19071.67 	Time: 0.53
epoch 200:	pdl:183229.86 	 Rec:21112.92 	Time: 0.53
epoch 250:	pdl:100125.54 	 Rec:16344.88 	Time: 0.55
epoch 300:	pdl:107228.29 	 Rec:15621.38 	Time: 0.53
epoch 350:	pdl:103926.97 	 Rec:14451.73 	Time: 0.55
epoch 400:	pdl:105140.04 	 Rec:13302.39 	Time: 0.54
epoch 450:	pdl:89654.73 	 Rec:12282.16 	Time: 0.54
epoch 500:	pdl:93995.52 	 Rec:13448.53 	Time: 0.54
epoch 550:	pdl:96048.19 	 Rec:12175.95 	Time: 0.54
epoch 600:	pdl:89715.10 	 Rec:11608.00 	Time: 0.54
epoch 650:	pdl:89511.48 	 Rec:10710.14 	Time: 0.53
epoch 700:	pdl:105419.62 	 Rec:10361.26 	Time: 0.52
epoch 750:	pdl:103004.84 	 Rec:10076.34 	Time: 0.52
epoch 800:	pdl:86215.89 	 Rec:10179.13 	Time: 0.52
epoch 850:	pdl:86129.23 	 Rec:9879.73 	Time: 0.53
epoch 900:	pdl:94123.74 	 Rec:9809.00 	Time: 0.53
epoch 950:	pdl:91007.32 	 Rec:9622.84 	Time: 0.53
epoch 1000:	pdl:83179.66 	 Rec:9368.03 	Time: 0.53
epoch 1050:	pdl:87200.19 	 Rec:9548.77 	Time: 0.56
epoch 1100:	pdl:95663.94 	 Rec:9268.52 	Time: 0.53
epoch 1150:	pdl:90772.03 	 Rec:9209.36 	Time: 0.54
epoch 1200:	pdl:89053.18 	 Rec:9222.48 	Time: 0.53
epoch 1250:	pdl:87412.60 	 Rec:9130.98 	Time: 0.53
epoch 1300:	pdl:88974.16 	 Rec:9562.42 	Time: 0.52
epoch 1350:	pdl:89766.66 	 Rec:8861.37 	Time: 0.52
epoch 1400:	pdl:82252.30 	 Rec:9147.30 	Time: 0.53
epoch 1450:	pdl:98104.70 	 Rec:8624.58 	Time: 0.53
epoch 1500:	pdl:84311.12 	 Rec:8755.35 	Time: 0.52
epoch 1550:	pdl:85950.80 	 Rec:8321.66 	Time: 0.53
epoch 1600:	pdl:86092.62 	 Rec:8241.06 	Time: 0.53
epoch 1650:	pdl:80856.12 	 Rec:8233.71 	Time: 0.53
epoch 1700:	pdl:88473.00 	 Rec:8246.16 	Time: 0.52
epoch 1750:	pdl:101768.95 	 Rec:8172.06 	Time: 0.52
epoch 1800:	pdl:81000.25 	 Rec:8293.89 	Time: 0.52
epoch 1850:	pdl:81483.19 	 Rec:8135.74 	Time: 0.53
epoch 1900:	pdl:112870.45 	 Rec:8165.28 	Time: 0.52
epoch 1950:	pdl:93070.96 	 Rec:8190.61 	Time: 0.52
epoch 2000:	pdl:93580.86 	 Rec:8075.42 	Time: 0.53
epoch 2050:	pdl:85068.81 	 Rec:8048.14 	Time: 0.53
epoch 2100:	pdl:85647.05 	 Rec:8043.27 	Time: 0.54
epoch 2150:	pdl:81521.86 	 Rec:8068.69 	Time: 0.57
epoch 2200:	pdl:101436.30 	 Rec:8082.08 	Time: 0.54
epoch 2250:	pdl:78315.10 	 Rec:8011.31 	Time: 0.54
epoch 2300:	pdl:91072.26 	 Rec:8060.41 	Time: 0.54
epoch 2350:	pdl:88640.00 	 Rec:8022.29 	Time: 0.54
epoch 2400:	pdl:85636.27 	 Rec:7979.42 	Time: 0.54
epoch 2450:	pdl:89027.77 	 Rec:7971.65 	Time: 0.54
epoch 2500:	pdl:102736.97 	 Rec:7966.21 	Time: 0.54
epoch 2550:	pdl:84046.93 	 Rec:8003.69 	Time: 0.54
epoch 2600:	pdl:98275.66 	 Rec:7929.63 	Time: 0.54
epoch 2650:	pdl:95305.75 	 Rec:7896.21 	Time: 0.54
epoch 2700:	pdl:86534.76 	 Rec:7888.45 	Time: 0.54
epoch 2750:	pdl:81673.36 	 Rec:7879.87 	Time: 0.53
epoch 2800:	pdl:88847.99 	 Rec:7891.52 	Time: 0.52
epoch 2850:	pdl:83764.83 	 Rec:7875.41 	Time: 0.52
epoch 2900:	pdl:85951.11 	 Rec:7875.96 	Time: 0.52
epoch 2950:	pdl:89060.21 	 Rec:7887.51 	Time: 0.52
epoch 3000:	pdl:81812.71 	 Rec:7878.53 	Time: 0.52
epoch 3050:	pdl:88240.23 	 Rec:7868.23 	Time: 0.53
epoch 3100:	pdl:89711.25 	 Rec:7860.35 	Time: 0.52
epoch 3150:	pdl:81550.39 	 Rec:7869.72 	Time: 0.52
epoch 3200:	pdl:80771.30 	 Rec:7862.34 	Time: 0.53
epoch 3250:	pdl:94833.16 	 Rec:7857.05 	Time: 0.53
epoch 3300:	pdl:86296.39 	 Rec:7868.95 	Time: 0.52
epoch 3350:	pdl:96053.14 	 Rec:7855.52 	Time: 0.53
epoch 3400:	pdl:79343.53 	 Rec:7865.63 	Time: 0.52
epoch 3450:	pdl:77949.47 	 Rec:7875.12 	Time: 0.52
epoch 3500:	pdl:92271.76 	 Rec:7872.44 	Time: 0.52
epoch 3550:	pdl:84151.97 	 Rec:7860.73 	Time: 0.52
epoch 3600:	pdl:87032.69 	 Rec:7861.97 	Time: 0.53
epoch 3650:	pdl:81636.80 	 Rec:7840.70 	Time: 0.52
epoch 3700:	pdl:81679.73 	 Rec:7840.30 	Time: 0.52
epoch 3750:	pdl:89171.14 	 Rec:7834.75 	Time: 0.53
epoch 3800:	pdl:96640.22 	 Rec:7838.88 	Time: 0.53
epoch 3850:	pdl:83622.11 	 Rec:7835.20 	Time: 0.54
epoch 3900:	pdl:80209.97 	 Rec:7823.77 	Time: 0.53
epoch 3950:	pdl:88158.02 	 Rec:7844.76 	Time: 0.53
epoch 4000:	pdl:79507.06 	 Rec:7834.07 	Time: 0.53
epoch 4050:	pdl:87624.90 	 Rec:7843.97 	Time: 0.53
epoch 4100:	pdl:83085.02 	 Rec:7825.24 	Time: 0.53
epoch 4150:	pdl:84432.55 	 Rec:7825.38 	Time: 0.53
epoch 4200:	pdl:84054.02 	 Rec:7832.02 	Time: 0.52
epoch 4250:	pdl:91479.15 	 Rec:7816.42 	Time: 0.53
epoch 4300:	pdl:82817.22 	 Rec:7815.63 	Time: 0.52
epoch 4350:	pdl:88574.16 	 Rec:7810.42 	Time: 0.52
epoch 4400:	pdl:78431.95 	 Rec:7809.61 	Time: 0.52
epoch 4450:	pdl:96211.53 	 Rec:7809.31 	Time: 0.52
epoch 4500:	pdl:82727.36 	 Rec:7823.33 	Time: 0.53
epoch 4550:	pdl:101017.60 	 Rec:7813.93 	Time: 0.53
epoch 4600:	pdl:85054.30 	 Rec:7817.00 	Time: 0.52
epoch 4650:	pdl:81894.81 	 Rec:7808.83 	Time: 0.57
epoch 4700:	pdl:83692.92 	 Rec:7812.36 	Time: 0.58
epoch 4750:	pdl:87471.15 	 Rec:7818.05 	Time: 0.56
epoch 4800:	pdl:93940.58 	 Rec:7794.70 	Time: 0.57
epoch 4850:	pdl:82101.88 	 Rec:7789.44 	Time: 0.55
epoch 4900:	pdl:85749.80 	 Rec:7781.99 	Time: 0.54
epoch 4950:	pdl:86642.70 	 Rec:7786.22 	Time: 0.57
epoch 5000:	pdl:88178.02 	 Rec:7787.85 	Time: 0.54
epoch 5050:	pdl:87451.91 	 Rec:7782.38 	Time: 0.53
epoch 5100:	pdl:89416.35 	 Rec:7788.11 	Time: 0.53
epoch 5150:	pdl:86029.52 	 Rec:7789.50 	Time: 0.53
epoch 5200:	pdl:86753.34 	 Rec:7784.36 	Time: 0.53
epoch 5250:	pdl:88762.44 	 Rec:7776.33 	Time: 0.53
epoch 5300:	pdl:86107.09 	 Rec:7780.67 	Time: 0.52
epoch 5350:	pdl:81785.05 	 Rec:7772.86 	Time: 0.52
epoch 5400:	pdl:92736.39 	 Rec:7763.16 	Time: 0.52
epoch 5450:	pdl:91981.86 	 Rec:7758.38 	Time: 0.53
epoch 5500:	pdl:85740.79 	 Rec:7761.58 	Time: 0.52
epoch 5550:	pdl:86357.26 	 Rec:7755.72 	Time: 0.52
epoch 5600:	pdl:92507.81 	 Rec:7765.22 	Time: 0.52
epoch 5650:	pdl:86196.61 	 Rec:7761.06 	Time: 0.52
epoch 5700:	pdl:82412.28 	 Rec:7751.99 	Time: 0.52
epoch 5750:	pdl:85371.97 	 Rec:7756.58 	Time: 0.52
epoch 5800:	pdl:90778.56 	 Rec:7786.14 	Time: 0.52
epoch 5850:	pdl:83541.80 	 Rec:7769.78 	Time: 0.52
epoch 5900:	pdl:96901.83 	 Rec:7747.81 	Time: 0.52
epoch 5950:	pdl:83159.87 	 Rec:7747.43 	Time: 0.52
