epoch 0:	style:4.56e-02 	 Rec:2.47e-01 	 Color:1.14e-04 	Time: 0.01
epoch 50:	style:4.36e-03 	 Rec:2.45e-03 	 Color:7.87e-05 	Time: 0.46
epoch 100:	style:4.43e-03 	 Rec:1.47e-03 	 Color:1.37e-04 	Time: 0.46
epoch 150:	style:3.97e-03 	 Rec:4.17e-04 	 Color:7.24e-05 	Time: 0.45
epoch 200:	style:3.31e-03 	 Rec:2.92e-04 	 Color:6.51e-05 	Time: 0.45
epoch 250:	style:5.34e-03 	 Rec:2.98e-04 	 Color:5.59e-05 	Time: 0.45
epoch 300:	style:4.78e-03 	 Rec:2.17e-04 	 Color:1.09e-04 	Time: 0.45
epoch 350:	style:4.48e-03 	 Rec:4.79e-04 	 Color:1.14e-04 	Time: 0.45
epoch 400:	style:4.14e-03 	 Rec:2.39e-04 	 Color:8.42e-05 	Time: 0.45
epoch 450:	style:4.58e-03 	 Rec:1.18e-04 	 Color:1.82e-04 	Time: 0.45
epoch 500:	style:5.05e-03 	 Rec:2.25e-04 	 Color:1.42e-04 	Time: 0.45
epoch 550:	style:5.36e-03 	 Rec:5.23e-05 	 Color:6.43e-05 	Time: 0.45
epoch 600:	style:5.28e-03 	 Rec:1.27e-03 	 Color:8.37e-05 	Time: 0.46
epoch 650:	style:6.01e-03 	 Rec:3.42e-05 	 Color:1.15e-04 	Time: 0.46
epoch 700:	style:5.88e-03 	 Rec:1.54e-04 	 Color:1.94e-04 	Time: 0.46
epoch 750:	style:4.52e-03 	 Rec:3.54e-04 	 Color:1.02e-04 	Time: 0.46
epoch 800:	style:5.13e-03 	 Rec:4.39e-04 	 Color:6.49e-05 	Time: 0.46
epoch 850:	style:5.93e-03 	 Rec:7.76e-04 	 Color:7.96e-05 	Time: 0.46
epoch 900:	style:5.45e-03 	 Rec:1.28e-04 	 Color:6.83e-05 	Time: 0.45
epoch 950:	style:5.40e-03 	 Rec:1.78e-04 	 Color:5.68e-05 	Time: 0.46
epoch 1000:	style:6.63e-03 	 Rec:2.75e-04 	 Color:8.42e-05 	Time: 0.46
epoch 1050:	style:5.83e-03 	 Rec:1.00e-04 	 Color:7.97e-05 	Time: 0.46
epoch 1100:	style:6.19e-03 	 Rec:6.20e-05 	 Color:1.63e-04 	Time: 0.45
epoch 1150:	style:5.43e-03 	 Rec:3.55e-04 	 Color:5.88e-05 	Time: 0.45
epoch 1200:	style:5.85e-03 	 Rec:1.93e-04 	 Color:1.04e-04 	Time: 0.45
epoch 1250:	style:6.87e-03 	 Rec:1.39e-04 	 Color:1.71e-04 	Time: 0.45
