epoch 0:	gram:3.71e-02 	 Rec:2.47e-01 	 Color:5.37e-05 	Time: 0.01
epoch 50:	gram:6.78e-03 	 Rec:9.58e-02 	 Color:2.43e-05 	Time: 0.37
epoch 100:	gram:5.14e-03 	 Rec:4.24e-02 	 Color:3.28e-05 	Time: 0.38
epoch 150:	gram:3.55e-03 	 Rec:1.94e-02 	 Color:2.45e-05 	Time: 0.37
epoch 200:	gram:3.09e-03 	 Rec:1.08e-02 	 Color:3.62e-05 	Time: 0.36
epoch 250:	gram:2.79e-03 	 Rec:6.65e-03 	 Color:3.31e-05 	Time: 0.37
epoch 300:	gram:2.30e-03 	 Rec:4.57e-03 	 Color:4.38e-05 	Time: 0.34
epoch 350:	gram:2.15e-03 	 Rec:3.15e-03 	 Color:3.81e-05 	Time: 0.40
epoch 400:	gram:2.24e-03 	 Rec:2.33e-03 	 Color:3.71e-05 	Time: 0.37
epoch 450:	gram:1.85e-03 	 Rec:1.76e-03 	 Color:2.88e-05 	Time: 0.35
epoch 500:	gram:2.51e-03 	 Rec:1.32e-03 	 Color:3.48e-05 	Time: 0.35
epoch 550:	gram:2.76e-03 	 Rec:1.08e-03 	 Color:5.02e-05 	Time: 0.38
epoch 600:	gram:1.92e-03 	 Rec:9.26e-04 	 Color:2.20e-05 	Time: 0.39
epoch 650:	gram:2.05e-03 	 Rec:7.19e-04 	 Color:4.00e-05 	Time: 0.41
epoch 700:	gram:1.79e-03 	 Rec:5.88e-04 	 Color:1.63e-05 	Time: 0.39
epoch 750:	gram:1.80e-03 	 Rec:4.93e-04 	 Color:3.54e-05 	Time: 0.40
epoch 800:	gram:1.62e-03 	 Rec:5.06e-04 	 Color:2.30e-05 	Time: 0.42
epoch 850:	gram:1.84e-03 	 Rec:7.40e-04 	 Color:3.03e-05 	Time: 0.37
epoch 900:	gram:1.78e-03 	 Rec:2.90e-04 	 Color:3.58e-05 	Time: 0.38
epoch 950:	gram:1.98e-03 	 Rec:2.85e-04 	 Color:3.49e-05 	Time: 0.39
epoch 1000:	gram:1.78e-03 	 Rec:3.02e-04 	 Color:1.84e-05 	Time: 0.38
epoch 1050:	gram:2.05e-03 	 Rec:3.28e-04 	 Color:2.29e-05 	Time: 0.40
epoch 1100:	gram:1.60e-03 	 Rec:1.85e-04 	 Color:1.54e-05 	Time: 0.39
epoch 1150:	gram:1.69e-03 	 Rec:2.75e-04 	 Color:3.10e-05 	Time: 0.40
epoch 1200:	gram:1.67e-03 	 Rec:5.06e-04 	 Color:2.72e-05 	Time: 0.36
epoch 1250:	gram:1.67e-03 	 Rec:7.35e-04 	 Color:4.10e-05 	Time: 0.34
epoch 1300:	gram:1.49e-03 	 Rec:1.63e-04 	 Color:3.08e-05 	Time: 0.35
epoch 1350:	gram:1.64e-03 	 Rec:1.59e-04 	 Color:2.88e-05 	Time: 0.33
epoch 1400:	gram:1.68e-03 	 Rec:1.91e-04 	 Color:2.71e-05 	Time: 0.33
epoch 1450:	gram:2.05e-03 	 Rec:1.93e-04 	 Color:2.33e-05 	Time: 0.40
epoch 1500:	gram:1.65e-03 	 Rec:1.45e-04 	 Color:2.75e-05 	Time: 0.39
epoch 1550:	gram:1.87e-03 	 Rec:1.12e-04 	 Color:2.51e-05 	Time: 0.37
epoch 1600:	gram:1.40e-03 	 Rec:1.19e-04 	 Color:2.93e-05 	Time: 0.37
epoch 1650:	gram:1.55e-03 	 Rec:8.42e-05 	 Color:2.89e-05 	Time: 0.38
epoch 1700:	gram:1.55e-03 	 Rec:1.91e-04 	 Color:4.11e-05 	Time: 0.37
epoch 1750:	gram:1.57e-03 	 Rec:1.73e-04 	 Color:2.81e-05 	Time: 0.35
epoch 1800:	gram:2.03e-03 	 Rec:1.58e-04 	 Color:2.31e-05 	Time: 0.41
epoch 1850:	gram:2.00e-03 	 Rec:1.08e-04 	 Color:2.35e-05 	Time: 0.38
epoch 1900:	gram:1.84e-03 	 Rec:1.49e-04 	 Color:3.63e-05 	Time: 0.42
epoch 1950:	gram:1.66e-03 	 Rec:1.19e-04 	 Color:2.70e-05 	Time: 0.35
epoch 2000:	gram:1.56e-03 	 Rec:1.08e-04 	 Color:2.43e-05 	Time: 0.41
epoch 2050:	gram:1.42e-03 	 Rec:1.03e-04 	 Color:2.65e-05 	Time: 0.41
