epoch 0:	pdl:4.50e-01 	 Rec:3.66e-03 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:3.89e-01 	 Rec:1.77e-03 	 Color:0.00e+00 	Time: 0.70
epoch 100:	pdl:3.93e-01 	 Rec:1.50e-03 	 Color:0.00e+00 	Time: 0.59
epoch 150:	pdl:3.71e-01 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 0.59
epoch 200:	pdl:3.69e-01 	 Rec:1.12e-03 	 Color:0.00e+00 	Time: 0.57
epoch 250:	pdl:3.61e-01 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 0.63
epoch 300:	pdl:3.60e-01 	 Rec:9.43e-04 	 Color:0.00e+00 	Time: 0.59
epoch 350:	pdl:3.71e-01 	 Rec:8.91e-04 	 Color:0.00e+00 	Time: 0.57
epoch 400:	pdl:3.72e-01 	 Rec:8.64e-04 	 Color:0.00e+00 	Time: 0.58
epoch 450:	pdl:3.87e-01 	 Rec:9.75e-04 	 Color:0.00e+00 	Time: 0.58
epoch 500:	pdl:3.77e-01 	 Rec:7.81e-04 	 Color:0.00e+00 	Time: 0.59
epoch 550:	pdl:3.47e-01 	 Rec:7.94e-04 	 Color:0.00e+00 	Time: 0.58
epoch 600:	pdl:3.86e-01 	 Rec:7.76e-04 	 Color:0.00e+00 	Time: 0.59
epoch 650:	pdl:3.63e-01 	 Rec:7.45e-04 	 Color:0.00e+00 	Time: 0.57
epoch 700:	pdl:3.68e-01 	 Rec:7.48e-04 	 Color:0.00e+00 	Time: 0.57
epoch 750:	pdl:3.44e-01 	 Rec:7.02e-04 	 Color:0.00e+00 	Time: 0.56
epoch 800:	pdl:3.80e-01 	 Rec:6.71e-04 	 Color:0.00e+00 	Time: 0.58
epoch 850:	pdl:3.95e-01 	 Rec:6.80e-04 	 Color:0.00e+00 	Time: 0.55
epoch 900:	pdl:3.83e-01 	 Rec:6.69e-04 	 Color:0.00e+00 	Time: 0.57
epoch 950:	pdl:3.63e-01 	 Rec:6.22e-04 	 Color:0.00e+00 	Time: 0.59
epoch 1000:	pdl:3.65e-01 	 Rec:6.17e-04 	 Color:0.00e+00 	Time: 0.61
epoch 1050:	pdl:3.58e-01 	 Rec:6.24e-04 	 Color:0.00e+00 	Time: 0.64
