epoch 0:	gram:3.02e-02 	 Rec:5.87e-02 	 Color:0.00e+00 	Time: 0.02
epoch 50:	gram:1.08e-02 	 Rec:3.01e-03 	 Color:0.00e+00 	Time: 0.93
epoch 100:	gram:8.15e-03 	 Rec:2.20e-03 	 Color:0.00e+00 	Time: 0.97
epoch 150:	gram:7.93e-03 	 Rec:2.08e-03 	 Color:0.00e+00 	Time: 0.92
epoch 200:	gram:2.08e-02 	 Rec:1.30e-02 	 Color:0.00e+00 	Time: 0.92
epoch 250:	gram:1.39e-02 	 Rec:4.06e-03 	 Color:0.00e+00 	Time: 0.91
epoch 300:	gram:1.09e-02 	 Rec:3.73e-03 	 Color:0.00e+00 	Time: 0.92
epoch 350:	gram:9.71e-03 	 Rec:2.99e-03 	 Color:0.00e+00 	Time: 0.91
epoch 400:	gram:7.71e-03 	 Rec:2.54e-03 	 Color:0.00e+00 	Time: 0.91
epoch 450:	gram:8.59e-03 	 Rec:2.72e-03 	 Color:0.00e+00 	Time: 0.91
epoch 500:	gram:7.44e-03 	 Rec:2.00e-03 	 Color:0.00e+00 	Time: 0.91
epoch 550:	gram:7.00e-03 	 Rec:2.06e-03 	 Color:0.00e+00 	Time: 0.92
epoch 600:	gram:6.59e-03 	 Rec:1.88e-03 	 Color:0.00e+00 	Time: 0.92
epoch 650:	gram:8.87e-03 	 Rec:1.38e-03 	 Color:0.00e+00 	Time: 0.92
epoch 700:	gram:1.03e-02 	 Rec:1.52e-03 	 Color:0.00e+00 	Time: 0.92
epoch 750:	gram:8.07e-03 	 Rec:1.56e-03 	 Color:0.00e+00 	Time: 0.93
epoch 800:	gram:8.82e-03 	 Rec:1.53e-03 	 Color:0.00e+00 	Time: 0.94
epoch 850:	gram:6.57e-03 	 Rec:1.53e-03 	 Color:0.00e+00 	Time: 0.94
epoch 900:	gram:6.72e-03 	 Rec:1.23e-03 	 Color:0.00e+00 	Time: 0.93
epoch 950:	gram:6.89e-03 	 Rec:1.11e-03 	 Color:0.00e+00 	Time: 0.93
epoch 1000:	gram:6.23e-03 	 Rec:1.11e-03 	 Color:0.00e+00 	Time: 0.94
epoch 1050:	gram:6.87e-03 	 Rec:1.28e-03 	 Color:0.00e+00 	Time: 0.94
epoch 1100:	gram:7.77e-03 	 Rec:9.32e-04 	 Color:0.00e+00 	Time: 0.93
epoch 1150:	gram:8.16e-03 	 Rec:9.64e-04 	 Color:0.00e+00 	Time: 0.94
epoch 1200:	gram:6.79e-03 	 Rec:9.91e-04 	 Color:0.00e+00 	Time: 0.93
epoch 1250:	gram:7.65e-03 	 Rec:7.72e-04 	 Color:0.00e+00 	Time: 0.93
epoch 1300:	gram:7.02e-03 	 Rec:9.24e-04 	 Color:0.00e+00 	Time: 0.92
epoch 1350:	gram:7.26e-03 	 Rec:7.48e-04 	 Color:0.00e+00 	Time: 0.92
epoch 1400:	gram:7.95e-03 	 Rec:7.37e-04 	 Color:0.00e+00 	Time: 0.92
epoch 1450:	gram:7.50e-03 	 Rec:7.55e-04 	 Color:0.00e+00 	Time: 0.92
epoch 1500:	gram:7.23e-03 	 Rec:6.87e-04 	 Color:0.00e+00 	Time: 0.93
epoch 1550:	gram:6.48e-03 	 Rec:7.28e-04 	 Color:0.00e+00 	Time: 0.93
epoch 1600:	gram:1.05e-02 	 Rec:7.06e-04 	 Color:0.00e+00 	Time: 0.94
epoch 1650:	gram:6.96e-03 	 Rec:5.35e-04 	 Color:0.00e+00 	Time: 0.94
epoch 1700:	gram:1.03e-02 	 Rec:6.22e-04 	 Color:0.00e+00 	Time: 0.94
epoch 1750:	gram:6.23e-03 	 Rec:7.17e-04 	 Color:0.00e+00 	Time: 0.94
epoch 1800:	gram:6.53e-03 	 Rec:7.79e-04 	 Color:0.00e+00 	Time: 0.92
epoch 1850:	gram:7.84e-03 	 Rec:5.25e-04 	 Color:0.00e+00 	Time: 0.93
epoch 1900:	gram:7.59e-03 	 Rec:8.62e-04 	 Color:0.00e+00 	Time: 0.92
epoch 1950:	gram:6.81e-03 	 Rec:4.61e-04 	 Color:0.00e+00 	Time: 0.92
epoch 2000:	gram:7.58e-03 	 Rec:5.30e-04 	 Color:0.00e+00 	Time: 0.92
epoch 2050:	gram:8.08e-03 	 Rec:5.09e-04 	 Color:0.00e+00 	Time: 0.94
epoch 2100:	gram:7.17e-03 	 Rec:3.63e-04 	 Color:0.00e+00 	Time: 0.94
epoch 2150:	gram:7.26e-03 	 Rec:5.48e-04 	 Color:0.00e+00 	Time: 0.94
epoch 2200:	gram:6.44e-03 	 Rec:4.29e-04 	 Color:0.00e+00 	Time: 0.94
epoch 2250:	gram:7.61e-03 	 Rec:3.81e-04 	 Color:0.00e+00 	Time: 0.94
epoch 2300:	gram:6.40e-03 	 Rec:5.52e-04 	 Color:0.00e+00 	Time: 0.94
epoch 2350:	gram:9.73e-03 	 Rec:3.29e-04 	 Color:0.00e+00 	Time: 0.94
epoch 2400:	gram:7.57e-03 	 Rec:3.88e-04 	 Color:0.00e+00 	Time: 0.94
epoch 2450:	gram:9.35e-03 	 Rec:3.19e-04 	 Color:0.00e+00 	Time: 0.93
epoch 2500:	gram:8.86e-03 	 Rec:5.00e-04 	 Color:0.00e+00 	Time: 0.93
epoch 2550:	gram:5.87e-03 	 Rec:4.35e-04 	 Color:0.00e+00 	Time: 0.93
epoch 2600:	gram:7.56e-03 	 Rec:2.93e-04 	 Color:0.00e+00 	Time: 0.93
epoch 2650:	gram:5.78e-03 	 Rec:2.48e-04 	 Color:0.00e+00 	Time: 0.92
epoch 2700:	gram:8.70e-03 	 Rec:3.25e-04 	 Color:0.00e+00 	Time: 0.92
epoch 2750:	gram:6.40e-03 	 Rec:3.33e-04 	 Color:0.00e+00 	Time: 0.93
epoch 2800:	gram:7.69e-03 	 Rec:2.69e-04 	 Color:0.00e+00 	Time: 0.92
epoch 2850:	gram:7.43e-03 	 Rec:4.30e-04 	 Color:0.00e+00 	Time: 0.92
epoch 2900:	gram:6.79e-03 	 Rec:4.87e-04 	 Color:0.00e+00 	Time: 0.92
epoch 2950:	gram:5.31e-03 	 Rec:3.14e-04 	 Color:0.00e+00 	Time: 0.91
epoch 3000:	gram:7.02e-03 	 Rec:4.80e-04 	 Color:0.00e+00 	Time: 0.94
epoch 3050:	gram:5.89e-03 	 Rec:2.62e-04 	 Color:0.00e+00 	Time: 0.94
epoch 3100:	gram:6.88e-03 	 Rec:3.02e-04 	 Color:0.00e+00 	Time: 0.94
epoch 3150:	gram:6.16e-03 	 Rec:3.57e-04 	 Color:0.00e+00 	Time: 0.94
epoch 3200:	gram:9.74e-03 	 Rec:1.29e-02 	 Color:0.00e+00 	Time: 0.93
epoch 3250:	gram:7.66e-03 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 0.94
epoch 3300:	gram:7.57e-03 	 Rec:9.75e-04 	 Color:0.00e+00 	Time: 0.93
epoch 3350:	gram:7.00e-03 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 0.93
epoch 3400:	gram:8.60e-03 	 Rec:6.35e-04 	 Color:0.00e+00 	Time: 0.94
epoch 3450:	gram:5.99e-03 	 Rec:6.66e-04 	 Color:0.00e+00 	Time: 0.94
epoch 3500:	gram:7.17e-03 	 Rec:5.71e-04 	 Color:0.00e+00 	Time: 0.94
epoch 3550:	gram:6.88e-03 	 Rec:5.69e-04 	 Color:0.00e+00 	Time: 0.93
epoch 3600:	gram:6.50e-03 	 Rec:4.31e-04 	 Color:0.00e+00 	Time: 0.93
epoch 3650:	gram:6.73e-03 	 Rec:5.32e-04 	 Color:0.00e+00 	Time: 0.92
