epoch 0:	pdl:1.20e-01 	 Rec:2.13e-03 	 Color:1.70e-02 	Time: 0.03
epoch 50:	pdl:8.74e-02 	 Rec:1.79e-03 	 Color:1.48e-02 	Time: 4.01
epoch 100:	pdl:9.07e-02 	 Rec:1.74e-03 	 Color:1.59e-02 	Time: 3.98
epoch 150:	pdl:8.87e-02 	 Rec:1.63e-03 	 Color:1.45e-02 	Time: 4.01
epoch 200:	pdl:8.62e-02 	 Rec:1.59e-03 	 Color:1.61e-02 	Time: 4.04
epoch 250:	pdl:8.97e-02 	 Rec:1.61e-03 	 Color:1.53e-02 	Time: 4.06
epoch 300:	pdl:8.61e-02 	 Rec:1.56e-03 	 Color:1.63e-02 	Time: 4.05
epoch 350:	pdl:9.18e-02 	 Rec:1.60e-03 	 Color:1.59e-02 	Time: 4.05
epoch 400:	pdl:8.41e-02 	 Rec:1.59e-03 	 Color:1.49e-02 	Time: 4.05
epoch 450:	pdl:9.32e-02 	 Rec:1.54e-03 	 Color:1.78e-02 	Time: 4.05
epoch 500:	pdl:8.49e-02 	 Rec:1.57e-03 	 Color:1.46e-02 	Time: 4.05
epoch 550:	pdl:8.87e-02 	 Rec:1.54e-03 	 Color:1.67e-02 	Time: 4.06
epoch 600:	pdl:8.80e-02 	 Rec:1.51e-03 	 Color:1.68e-02 	Time: 4.06
epoch 650:	pdl:8.47e-02 	 Rec:1.57e-03 	 Color:1.40e-02 	Time: 4.04
epoch 700:	pdl:8.33e-02 	 Rec:1.55e-03 	 Color:1.61e-02 	Time: 4.06
epoch 750:	pdl:9.94e-02 	 Rec:1.52e-03 	 Color:1.62e-02 	Time: 4.04
epoch 800:	pdl:9.31e-02 	 Rec:1.50e-03 	 Color:1.71e-02 	Time: 4.06
epoch 850:	pdl:8.01e-02 	 Rec:1.50e-03 	 Color:1.46e-02 	Time: 4.06
epoch 900:	pdl:8.15e-02 	 Rec:1.50e-03 	 Color:1.44e-02 	Time: 4.06
epoch 950:	pdl:8.69e-02 	 Rec:1.50e-03 	 Color:1.60e-02 	Time: 4.05
epoch 1000:	pdl:9.30e-02 	 Rec:1.52e-03 	 Color:1.74e-02 	Time: 4.05
epoch 1050:	pdl:9.01e-02 	 Rec:1.47e-03 	 Color:1.73e-02 	Time: 4.10
epoch 1100:	pdl:9.54e-02 	 Rec:1.56e-03 	 Color:1.64e-02 	Time: 4.04
epoch 1150:	pdl:9.85e-02 	 Rec:1.53e-03 	 Color:1.65e-02 	Time: 4.05
epoch 1200:	pdl:9.54e-02 	 Rec:1.48e-03 	 Color:1.87e-02 	Time: 4.05
epoch 1250:	pdl:8.44e-02 	 Rec:1.44e-03 	 Color:1.61e-02 	Time: 4.06
epoch 1300:	pdl:8.59e-02 	 Rec:1.46e-03 	 Color:1.64e-02 	Time: 4.05
epoch 1350:	pdl:1.06e-01 	 Rec:1.47e-03 	 Color:1.81e-02 	Time: 4.05
