epoch 0:	pdl:2.53e-01 	 Rec:5.06e-03 	 Color:1.55e-01 	Time: 0.03
epoch 50:	pdl:1.81e-01 	 Rec:4.18e-03 	 Color:1.24e-01 	Time: 3.59
epoch 100:	pdl:2.00e-01 	 Rec:4.02e-03 	 Color:1.49e-01 	Time: 3.57
epoch 150:	pdl:1.65e-01 	 Rec:3.71e-03 	 Color:1.37e-01 	Time: 3.57
epoch 200:	pdl:2.24e-01 	 Rec:3.75e-03 	 Color:1.82e-01 	Time: 3.58
epoch 250:	pdl:1.86e-01 	 Rec:3.62e-03 	 Color:1.47e-01 	Time: 3.59
epoch 300:	pdl:1.99e-01 	 Rec:3.45e-03 	 Color:1.63e-01 	Time: 3.61
epoch 350:	pdl:2.08e-01 	 Rec:3.50e-03 	 Color:1.59e-01 	Time: 3.60
epoch 400:	pdl:1.92e-01 	 Rec:3.21e-03 	 Color:1.48e-01 	Time: 3.65
epoch 450:	pdl:1.76e-01 	 Rec:3.17e-03 	 Color:1.44e-01 	Time: 3.64
epoch 500:	pdl:1.80e-01 	 Rec:3.16e-03 	 Color:1.49e-01 	Time: 3.66
epoch 550:	pdl:1.88e-01 	 Rec:3.09e-03 	 Color:1.49e-01 	Time: 3.82
epoch 600:	pdl:1.80e-01 	 Rec:2.94e-03 	 Color:1.46e-01 	Time: 3.92
epoch 650:	pdl:1.92e-01 	 Rec:2.99e-03 	 Color:1.50e-01 	Time: 3.88
epoch 700:	pdl:2.00e-01 	 Rec:2.95e-03 	 Color:1.62e-01 	Time: 3.87
epoch 750:	pdl:1.74e-01 	 Rec:2.87e-03 	 Color:1.41e-01 	Time: 3.87
epoch 800:	pdl:1.82e-01 	 Rec:2.86e-03 	 Color:1.50e-01 	Time: 3.84
epoch 850:	pdl:1.99e-01 	 Rec:2.86e-03 	 Color:1.56e-01 	Time: 3.82
epoch 900:	pdl:1.79e-01 	 Rec:2.79e-03 	 Color:1.47e-01 	Time: 3.80
epoch 950:	pdl:1.76e-01 	 Rec:2.87e-03 	 Color:1.41e-01 	Time: 3.61
epoch 1000:	pdl:1.80e-01 	 Rec:2.69e-03 	 Color:1.52e-01 	Time: 3.57
epoch 1050:	pdl:1.87e-01 	 Rec:2.76e-03 	 Color:1.48e-01 	Time: 3.61
epoch 1100:	pdl:1.74e-01 	 Rec:2.94e-03 	 Color:1.39e-01 	Time: 3.58
epoch 1150:	pdl:1.75e-01 	 Rec:2.58e-03 	 Color:1.47e-01 	Time: 3.61
epoch 1200:	pdl:1.94e-01 	 Rec:2.74e-03 	 Color:1.40e-01 	Time: 3.70
epoch 1250:	pdl:1.82e-01 	 Rec:2.67e-03 	 Color:1.42e-01 	Time: 3.72
epoch 1300:	pdl:1.93e-01 	 Rec:2.61e-03 	 Color:1.55e-01 	Time: 3.67
epoch 1350:	pdl:1.93e-01 	 Rec:2.60e-03 	 Color:1.49e-01 	Time: 3.60
epoch 1400:	pdl:2.00e-01 	 Rec:2.65e-03 	 Color:1.65e-01 	Time: 3.62
epoch 1450:	pdl:1.77e-01 	 Rec:2.47e-03 	 Color:1.42e-01 	Time: 3.63
epoch 1500:	pdl:1.98e-01 	 Rec:2.54e-03 	 Color:1.50e-01 	Time: 4.05
epoch 1550:	pdl:1.78e-01 	 Rec:2.58e-03 	 Color:1.40e-01 	Time: 3.78
epoch 1600:	pdl:1.83e-01 	 Rec:2.50e-03 	 Color:1.51e-01 	Time: 3.85
epoch 1650:	pdl:1.80e-01 	 Rec:2.43e-03 	 Color:1.49e-01 	Time: 3.89
epoch 1700:	pdl:1.79e-01 	 Rec:2.56e-03 	 Color:1.46e-01 	Time: 3.81
epoch 1750:	pdl:1.88e-01 	 Rec:2.48e-03 	 Color:1.49e-01 	Time: 3.84
epoch 1800:	pdl:1.85e-01 	 Rec:2.35e-03 	 Color:1.58e-01 	Time: 3.79
epoch 1850:	pdl:1.81e-01 	 Rec:2.48e-03 	 Color:1.52e-01 	Time: 3.59
epoch 1900:	pdl:1.85e-01 	 Rec:2.43e-03 	 Color:1.55e-01 	Time: 3.56
epoch 1950:	pdl:1.69e-01 	 Rec:2.25e-03 	 Color:1.40e-01 	Time: 3.57
epoch 2000:	pdl:1.98e-01 	 Rec:2.35e-03 	 Color:1.53e-01 	Time: 3.58
epoch 2050:	pdl:1.87e-01 	 Rec:2.34e-03 	 Color:1.54e-01 	Time: 3.62
epoch 2100:	pdl:2.03e-01 	 Rec:2.48e-03 	 Color:1.57e-01 	Time: 3.59
epoch 2150:	pdl:1.92e-01 	 Rec:2.42e-03 	 Color:1.59e-01 	Time: 3.59
epoch 2200:	pdl:1.71e-01 	 Rec:2.22e-03 	 Color:1.40e-01 	Time: 3.59
epoch 2250:	pdl:1.82e-01 	 Rec:2.29e-03 	 Color:1.47e-01 	Time: 3.59
epoch 2300:	pdl:1.81e-01 	 Rec:2.31e-03 	 Color:1.49e-01 	Time: 3.62
epoch 2350:	pdl:1.81e-01 	 Rec:2.15e-03 	 Color:1.47e-01 	Time: 3.61
epoch 2400:	pdl:1.65e-01 	 Rec:2.17e-03 	 Color:1.32e-01 	Time: 3.59
epoch 2450:	pdl:1.67e-01 	 Rec:2.28e-03 	 Color:1.29e-01 	Time: 3.65
epoch 2500:	pdl:1.69e-01 	 Rec:2.17e-03 	 Color:1.38e-01 	Time: 3.70
epoch 2550:	pdl:1.79e-01 	 Rec:2.19e-03 	 Color:1.49e-01 	Time: 3.70
epoch 2600:	pdl:2.17e-01 	 Rec:2.18e-03 	 Color:1.71e-01 	Time: 3.72
epoch 2650:	pdl:1.94e-01 	 Rec:2.12e-03 	 Color:1.51e-01 	Time: 3.60
epoch 2700:	pdl:1.83e-01 	 Rec:2.16e-03 	 Color:1.61e-01 	Time: 3.59
epoch 2750:	pdl:1.82e-01 	 Rec:2.21e-03 	 Color:1.38e-01 	Time: 3.59
epoch 2800:	pdl:1.88e-01 	 Rec:2.11e-03 	 Color:1.62e-01 	Time: 3.61
epoch 2850:	pdl:1.89e-01 	 Rec:2.22e-03 	 Color:1.55e-01 	Time: 3.59
epoch 2900:	pdl:1.93e-01 	 Rec:2.25e-03 	 Color:1.48e-01 	Time: 3.59
epoch 2950:	pdl:1.86e-01 	 Rec:2.43e-03 	 Color:1.53e-01 	Time: 3.62
epoch 3000:	pdl:1.90e-01 	 Rec:2.02e-03 	 Color:1.47e-01 	Time: 3.69
epoch 3050:	pdl:1.86e-01 	 Rec:2.15e-03 	 Color:1.57e-01 	Time: 4.93
epoch 3100:	pdl:1.85e-01 	 Rec:2.01e-03 	 Color:1.49e-01 	Time: 6.19
epoch 3150:	pdl:1.83e-01 	 Rec:2.07e-03 	 Color:1.43e-01 	Time: 4.20
epoch 3200:	pdl:1.60e-01 	 Rec:2.07e-03 	 Color:1.27e-01 	Time: 4.00
epoch 3250:	pdl:1.97e-01 	 Rec:2.06e-03 	 Color:1.65e-01 	Time: 4.01
epoch 3300:	pdl:1.88e-01 	 Rec:2.04e-03 	 Color:1.55e-01 	Time: 4.00
epoch 3350:	pdl:1.68e-01 	 Rec:2.13e-03 	 Color:1.35e-01 	Time: 4.01
epoch 3400:	pdl:1.80e-01 	 Rec:2.06e-03 	 Color:1.35e-01 	Time: 4.09
epoch 3450:	pdl:1.77e-01 	 Rec:2.04e-03 	 Color:1.48e-01 	Time: 3.95
epoch 3500:	pdl:1.78e-01 	 Rec:2.08e-03 	 Color:1.43e-01 	Time: 3.84
epoch 3550:	pdl:1.77e-01 	 Rec:2.04e-03 	 Color:1.38e-01 	Time: 3.83
epoch 3600:	pdl:1.81e-01 	 Rec:1.91e-03 	 Color:1.65e-01 	Time: 3.59
epoch 3650:	pdl:1.76e-01 	 Rec:1.95e-03 	 Color:1.39e-01 	Time: 3.61
epoch 3700:	pdl:1.91e-01 	 Rec:2.07e-03 	 Color:1.49e-01 	Time: 3.61
epoch 3750:	pdl:1.82e-01 	 Rec:1.91e-03 	 Color:1.56e-01 	Time: 3.64
epoch 3800:	pdl:1.70e-01 	 Rec:1.96e-03 	 Color:1.37e-01 	Time: 3.73
epoch 3850:	pdl:1.79e-01 	 Rec:1.97e-03 	 Color:1.53e-01 	Time: 3.87
epoch 3900:	pdl:1.98e-01 	 Rec:2.07e-03 	 Color:1.56e-01 	Time: 3.73
epoch 3950:	pdl:1.75e-01 	 Rec:1.92e-03 	 Color:1.49e-01 	Time: 3.63
epoch 4000:	pdl:1.88e-01 	 Rec:1.90e-03 	 Color:1.56e-01 	Time: 3.58
epoch 4050:	pdl:1.82e-01 	 Rec:1.85e-03 	 Color:1.55e-01 	Time: 3.60
epoch 4100:	pdl:2.11e-01 	 Rec:2.07e-03 	 Color:1.71e-01 	Time: 3.59
epoch 4150:	pdl:1.97e-01 	 Rec:2.07e-03 	 Color:1.52e-01 	Time: 3.63
epoch 4200:	pdl:1.84e-01 	 Rec:1.87e-03 	 Color:1.59e-01 	Time: 3.63
epoch 4250:	pdl:1.87e-01 	 Rec:1.86e-03 	 Color:1.43e-01 	Time: 3.93
epoch 4300:	pdl:1.96e-01 	 Rec:1.90e-03 	 Color:1.63e-01 	Time: 3.85
epoch 4350:	pdl:1.88e-01 	 Rec:2.07e-03 	 Color:1.38e-01 	Time: 3.87
epoch 4400:	pdl:1.80e-01 	 Rec:2.05e-03 	 Color:1.38e-01 	Time: 3.82
epoch 4450:	pdl:1.72e-01 	 Rec:2.08e-03 	 Color:1.35e-01 	Time: 3.87
epoch 4500:	pdl:1.74e-01 	 Rec:1.92e-03 	 Color:1.42e-01 	Time: 3.85
epoch 4550:	pdl:1.77e-01 	 Rec:2.08e-03 	 Color:1.47e-01 	Time: 3.85
epoch 4600:	pdl:1.85e-01 	 Rec:1.87e-03 	 Color:1.47e-01 	Time: 3.84
epoch 4650:	pdl:1.80e-01 	 Rec:1.90e-03 	 Color:1.50e-01 	Time: 3.69
epoch 4700:	pdl:1.80e-01 	 Rec:1.83e-03 	 Color:1.53e-01 	Time: 3.59
epoch 4750:	pdl:1.83e-01 	 Rec:1.77e-03 	 Color:1.52e-01 	Time: 3.60
epoch 4800:	pdl:1.93e-01 	 Rec:1.82e-03 	 Color:1.61e-01 	Time: 3.59
epoch 4850:	pdl:1.72e-01 	 Rec:1.82e-03 	 Color:1.45e-01 	Time: 3.66
epoch 4900:	pdl:1.61e-01 	 Rec:1.85e-03 	 Color:1.33e-01 	Time: 3.64
epoch 4950:	pdl:1.89e-01 	 Rec:1.74e-03 	 Color:1.59e-01 	Time: 3.62
epoch 5000:	pdl:2.02e-01 	 Rec:1.79e-03 	 Color:1.65e-01 	Time: 3.62
epoch 5050:	pdl:1.87e-01 	 Rec:2.09e-03 	 Color:1.44e-01 	Time: 3.64
epoch 5100:	pdl:1.83e-01 	 Rec:1.73e-03 	 Color:1.49e-01 	Time: 3.61
epoch 5150:	pdl:1.90e-01 	 Rec:1.87e-03 	 Color:1.56e-01 	Time: 3.62
epoch 5200:	pdl:2.01e-01 	 Rec:1.75e-03 	 Color:1.61e-01 	Time: 3.63
epoch 5250:	pdl:2.03e-01 	 Rec:2.02e-03 	 Color:1.64e-01 	Time: 3.67
epoch 5300:	pdl:1.74e-01 	 Rec:1.86e-03 	 Color:1.46e-01 	Time: 3.63
epoch 5350:	pdl:1.81e-01 	 Rec:1.80e-03 	 Color:1.52e-01 	Time: 3.63
