epoch 0:	pdl:1.43e+00 	 Rec:1.74e-01 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:1.02e+00 	 Rec:7.90e-03 	 Color:0.00e+00 	Time: 0.57
epoch 100:	pdl:9.24e-01 	 Rec:5.31e-03 	 Color:0.00e+00 	Time: 0.48
epoch 150:	pdl:8.12e-01 	 Rec:5.01e-03 	 Color:0.00e+00 	Time: 0.47
epoch 200:	pdl:8.27e-01 	 Rec:3.95e-03 	 Color:0.00e+00 	Time: 0.45
epoch 250:	pdl:8.57e-01 	 Rec:3.74e-03 	 Color:0.00e+00 	Time: 0.47
epoch 300:	pdl:7.91e-01 	 Rec:3.14e-03 	 Color:0.00e+00 	Time: 0.45
epoch 350:	pdl:7.69e-01 	 Rec:3.04e-03 	 Color:0.00e+00 	Time: 0.45
epoch 400:	pdl:7.89e-01 	 Rec:2.84e-03 	 Color:0.00e+00 	Time: 0.47
epoch 450:	pdl:8.22e-01 	 Rec:2.67e-03 	 Color:0.00e+00 	Time: 0.44
epoch 500:	pdl:9.27e-01 	 Rec:2.33e-03 	 Color:0.00e+00 	Time: 0.44
epoch 550:	pdl:7.44e-01 	 Rec:2.09e-03 	 Color:0.00e+00 	Time: 0.45
epoch 600:	pdl:8.20e-01 	 Rec:1.91e-03 	 Color:0.00e+00 	Time: 0.50
epoch 650:	pdl:7.70e-01 	 Rec:1.90e-03 	 Color:0.00e+00 	Time: 0.46
epoch 700:	pdl:7.02e-01 	 Rec:1.82e-03 	 Color:0.00e+00 	Time: 0.43
epoch 750:	pdl:7.08e-01 	 Rec:1.59e-03 	 Color:0.00e+00 	Time: 0.49
epoch 800:	pdl:7.58e-01 	 Rec:1.66e-03 	 Color:0.00e+00 	Time: 0.45
epoch 850:	pdl:8.11e-01 	 Rec:1.59e-03 	 Color:0.00e+00 	Time: 0.50
epoch 900:	pdl:7.51e-01 	 Rec:1.44e-03 	 Color:0.00e+00 	Time: 0.48
epoch 950:	pdl:8.18e-01 	 Rec:1.50e-03 	 Color:0.00e+00 	Time: 0.48
epoch 1000:	pdl:8.08e-01 	 Rec:1.34e-03 	 Color:0.00e+00 	Time: 0.48
epoch 1050:	pdl:7.50e-01 	 Rec:1.29e-03 	 Color:0.00e+00 	Time: 0.50
