epoch 0:	gram:5.72e-02 	 Rec:1.20e-01 	 Color:0.00e+00 	Time: 0.02
epoch 50:	gram:4.78e-03 	 Rec:6.76e-03 	 Color:0.00e+00 	Time: 1.32
epoch 100:	gram:4.78e-03 	 Rec:6.13e-03 	 Color:0.00e+00 	Time: 1.29
epoch 150:	gram:3.49e-03 	 Rec:5.60e-03 	 Color:0.00e+00 	Time: 1.27
epoch 200:	gram:3.26e-03 	 Rec:5.54e-03 	 Color:0.00e+00 	Time: 1.27
epoch 250:	gram:3.56e-03 	 Rec:5.23e-03 	 Color:0.00e+00 	Time: 1.27
epoch 300:	gram:4.43e-03 	 Rec:5.09e-03 	 Color:0.00e+00 	Time: 1.28
epoch 350:	gram:3.32e-03 	 Rec:4.86e-03 	 Color:0.00e+00 	Time: 1.27
epoch 400:	gram:2.82e-03 	 Rec:4.89e-03 	 Color:0.00e+00 	Time: 1.27
epoch 450:	gram:2.51e-03 	 Rec:4.63e-03 	 Color:0.00e+00 	Time: 1.28
epoch 500:	gram:2.96e-03 	 Rec:4.39e-03 	 Color:0.00e+00 	Time: 1.28
epoch 550:	gram:3.33e-03 	 Rec:4.42e-03 	 Color:0.00e+00 	Time: 1.27
epoch 600:	gram:2.61e-03 	 Rec:4.46e-03 	 Color:0.00e+00 	Time: 1.27
epoch 650:	gram:2.30e-03 	 Rec:4.16e-03 	 Color:0.00e+00 	Time: 1.27
epoch 700:	gram:2.52e-03 	 Rec:4.22e-03 	 Color:0.00e+00 	Time: 1.30
epoch 750:	gram:2.53e-03 	 Rec:4.08e-03 	 Color:0.00e+00 	Time: 1.27
epoch 800:	gram:2.96e-03 	 Rec:3.83e-03 	 Color:0.00e+00 	Time: 1.26
epoch 850:	gram:2.91e-03 	 Rec:3.78e-03 	 Color:0.00e+00 	Time: 1.27
epoch 900:	gram:2.14e-03 	 Rec:3.61e-03 	 Color:0.00e+00 	Time: 1.27
epoch 950:	gram:2.45e-03 	 Rec:3.71e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1000:	gram:2.87e-03 	 Rec:3.58e-03 	 Color:0.00e+00 	Time: 1.28
epoch 1050:	gram:2.64e-03 	 Rec:3.38e-03 	 Color:0.00e+00 	Time: 1.30
epoch 1100:	gram:2.24e-03 	 Rec:3.46e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1150:	gram:4.03e-03 	 Rec:3.16e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1200:	gram:3.45e-03 	 Rec:3.04e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1250:	gram:3.14e-03 	 Rec:3.29e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1300:	gram:2.70e-03 	 Rec:3.01e-03 	 Color:0.00e+00 	Time: 1.29
epoch 1350:	gram:2.38e-03 	 Rec:2.92e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1400:	gram:2.09e-03 	 Rec:2.87e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1450:	gram:1.73e-03 	 Rec:2.62e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1500:	gram:2.41e-03 	 Rec:2.68e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1550:	gram:2.27e-03 	 Rec:2.54e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1600:	gram:4.33e-03 	 Rec:2.87e-03 	 Color:0.00e+00 	Time: 1.26
epoch 1650:	gram:2.27e-03 	 Rec:2.35e-03 	 Color:0.00e+00 	Time: 1.26
epoch 1700:	gram:2.03e-03 	 Rec:2.60e-03 	 Color:0.00e+00 	Time: 1.26
epoch 1750:	gram:2.42e-03 	 Rec:2.23e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1800:	gram:2.50e-03 	 Rec:2.24e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1850:	gram:2.14e-03 	 Rec:2.25e-03 	 Color:0.00e+00 	Time: 1.28
epoch 1900:	gram:3.57e-03 	 Rec:2.33e-03 	 Color:0.00e+00 	Time: 1.25
epoch 1950:	gram:2.04e-03 	 Rec:2.02e-03 	 Color:0.00e+00 	Time: 1.26
epoch 2000:	gram:2.06e-03 	 Rec:2.14e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2050:	gram:2.37e-03 	 Rec:2.02e-03 	 Color:0.00e+00 	Time: 1.27
epoch 2100:	gram:2.67e-03 	 Rec:1.99e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2150:	gram:2.72e-03 	 Rec:2.19e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2200:	gram:2.22e-03 	 Rec:2.12e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2250:	gram:2.24e-03 	 Rec:1.85e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2300:	gram:2.25e-03 	 Rec:1.85e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2350:	gram:2.67e-03 	 Rec:1.90e-03 	 Color:0.00e+00 	Time: 1.26
epoch 2400:	gram:1.91e-03 	 Rec:1.88e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2450:	gram:2.09e-03 	 Rec:1.75e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2500:	gram:2.44e-03 	 Rec:1.63e-03 	 Color:0.00e+00 	Time: 1.24
epoch 2550:	gram:2.43e-03 	 Rec:1.54e-03 	 Color:0.00e+00 	Time: 1.27
epoch 2600:	gram:1.90e-03 	 Rec:1.53e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2650:	gram:2.38e-03 	 Rec:1.59e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2700:	gram:3.60e-03 	 Rec:1.52e-03 	 Color:0.00e+00 	Time: 1.26
epoch 2750:	gram:2.53e-03 	 Rec:1.75e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2800:	gram:2.19e-03 	 Rec:1.49e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2850:	gram:2.10e-03 	 Rec:1.55e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2900:	gram:2.38e-03 	 Rec:1.42e-03 	 Color:0.00e+00 	Time: 1.25
epoch 2950:	gram:2.78e-03 	 Rec:1.57e-03 	 Color:0.00e+00 	Time: 1.25
epoch 3000:	gram:2.54e-03 	 Rec:1.38e-03 	 Color:0.00e+00 	Time: 1.25
epoch 3050:	gram:2.22e-03 	 Rec:1.53e-03 	 Color:0.00e+00 	Time: 1.27
epoch 3100:	gram:1.67e-03 	 Rec:1.32e-03 	 Color:0.00e+00 	Time: 1.25
epoch 3150:	gram:2.19e-03 	 Rec:1.36e-03 	 Color:0.00e+00 	Time: 1.27
epoch 3200:	gram:2.33e-03 	 Rec:1.24e-03 	 Color:0.00e+00 	Time: 1.26
epoch 3250:	gram:2.25e-03 	 Rec:1.26e-03 	 Color:0.00e+00 	Time: 1.27
epoch 3300:	gram:3.13e-03 	 Rec:1.42e-03 	 Color:0.00e+00 	Time: 1.26
epoch 3350:	gram:2.07e-03 	 Rec:1.23e-03 	 Color:0.00e+00 	Time: 1.25
epoch 3400:	gram:2.27e-03 	 Rec:1.29e-03 	 Color:0.00e+00 	Time: 1.27
epoch 3450:	gram:2.33e-03 	 Rec:1.24e-03 	 Color:0.00e+00 	Time: 1.27
