epoch 0:	pdl:1.64e+00 	 Rec:2.51e-01 	 Color:1.18e-01 	Time: 0.01
epoch 50:	pdl:7.87e-01 	 Rec:3.99e-02 	 Color:8.27e-02 	Time: 0.40
epoch 100:	pdl:7.09e-01 	 Rec:1.24e-02 	 Color:8.75e-02 	Time: 0.42
epoch 150:	pdl:7.41e-01 	 Rec:6.60e-03 	 Color:9.65e-02 	Time: 0.44
epoch 200:	pdl:7.18e-01 	 Rec:4.54e-03 	 Color:9.65e-02 	Time: 0.39
epoch 250:	pdl:6.66e-01 	 Rec:2.88e-03 	 Color:8.25e-02 	Time: 0.42
epoch 300:	pdl:6.80e-01 	 Rec:2.33e-03 	 Color:8.17e-02 	Time: 0.39
epoch 350:	pdl:6.72e-01 	 Rec:1.70e-03 	 Color:8.85e-02 	Time: 0.39
epoch 400:	pdl:6.54e-01 	 Rec:1.65e-03 	 Color:7.30e-02 	Time: 0.42
epoch 450:	pdl:6.17e-01 	 Rec:2.07e-03 	 Color:7.18e-02 	Time: 0.40
epoch 500:	pdl:6.61e-01 	 Rec:1.11e-03 	 Color:8.47e-02 	Time: 0.43
epoch 550:	pdl:6.04e-01 	 Rec:1.34e-03 	 Color:6.73e-02 	Time: 0.44
epoch 600:	pdl:6.06e-01 	 Rec:1.31e-03 	 Color:6.87e-02 	Time: 0.46
epoch 650:	pdl:6.27e-01 	 Rec:1.28e-03 	 Color:7.67e-02 	Time: 0.43
epoch 700:	pdl:5.53e-01 	 Rec:9.10e-04 	 Color:8.30e-02 	Time: 0.38
epoch 750:	pdl:6.01e-01 	 Rec:1.61e-03 	 Color:9.38e-02 	Time: 0.43
epoch 800:	pdl:5.61e-01 	 Rec:8.23e-04 	 Color:6.33e-02 	Time: 0.45
epoch 850:	pdl:5.74e-01 	 Rec:1.29e-03 	 Color:8.00e-02 	Time: 0.44
epoch 900:	pdl:5.50e-01 	 Rec:8.20e-04 	 Color:7.19e-02 	Time: 0.40
epoch 950:	pdl:6.10e-01 	 Rec:6.18e-04 	 Color:6.02e-02 	Time: 0.43
epoch 1000:	pdl:6.36e-01 	 Rec:8.46e-04 	 Color:8.46e-02 	Time: 0.43
