epoch 0:	gram:1.03e-01 	 Rec:8.64e-02 	 Color:2.72e-06 	Time: 0.02
epoch 50:	gram:4.26e-03 	 Rec:3.01e-03 	 Color:1.65e-06 	Time: 1.00
epoch 100:	gram:7.44e-03 	 Rec:3.58e-03 	 Color:1.75e-06 	Time: 0.84
epoch 150:	gram:5.75e-03 	 Rec:2.50e-03 	 Color:1.51e-06 	Time: 0.84
epoch 200:	gram:4.93e-03 	 Rec:2.23e-03 	 Color:1.87e-06 	Time: 0.84
epoch 250:	gram:4.33e-03 	 Rec:2.01e-03 	 Color:1.76e-06 	Time: 0.83
epoch 300:	gram:4.47e-03 	 Rec:3.77e-03 	 Color:1.74e-06 	Time: 0.84
epoch 350:	gram:4.90e-03 	 Rec:2.20e-03 	 Color:1.72e-06 	Time: 0.84
epoch 400:	gram:5.01e-03 	 Rec:1.62e-03 	 Color:1.37e-06 	Time: 0.86
epoch 450:	gram:4.17e-03 	 Rec:1.99e-03 	 Color:1.66e-06 	Time: 0.84
epoch 500:	gram:4.36e-03 	 Rec:2.13e-03 	 Color:1.61e-06 	Time: 0.84
epoch 550:	gram:4.66e-03 	 Rec:1.45e-03 	 Color:1.59e-06 	Time: 0.86
epoch 600:	gram:4.28e-03 	 Rec:1.38e-03 	 Color:1.61e-06 	Time: 0.84
epoch 650:	gram:4.17e-03 	 Rec:1.20e-03 	 Color:1.77e-06 	Time: 0.84
epoch 700:	gram:5.37e-03 	 Rec:1.66e-03 	 Color:1.54e-06 	Time: 0.84
epoch 750:	gram:3.54e-03 	 Rec:1.43e-03 	 Color:1.27e-06 	Time: 0.85
epoch 800:	gram:4.64e-03 	 Rec:1.76e-03 	 Color:1.75e-06 	Time: 0.86
epoch 850:	gram:3.86e-03 	 Rec:1.03e-03 	 Color:1.95e-06 	Time: 0.85
epoch 900:	gram:4.14e-03 	 Rec:1.01e-03 	 Color:1.84e-06 	Time: 0.86
epoch 950:	gram:4.77e-03 	 Rec:1.06e-03 	 Color:1.47e-06 	Time: 0.86
epoch 1000:	gram:1.00e-02 	 Rec:7.94e-04 	 Color:1.22e-06 	Time: 0.84
epoch 1050:	gram:4.71e-03 	 Rec:1.50e-03 	 Color:1.86e-06 	Time: 0.85
epoch 1100:	gram:4.62e-03 	 Rec:9.64e-04 	 Color:1.85e-06 	Time: 0.84
epoch 1150:	gram:4.22e-03 	 Rec:9.66e-04 	 Color:1.58e-06 	Time: 0.84
epoch 1200:	gram:4.06e-03 	 Rec:9.17e-04 	 Color:1.24e-06 	Time: 0.84
epoch 1250:	gram:3.55e-03 	 Rec:8.75e-04 	 Color:1.58e-06 	Time: 0.84
epoch 1300:	gram:5.34e-03 	 Rec:1.27e-03 	 Color:1.62e-06 	Time: 0.86
epoch 1350:	gram:3.97e-03 	 Rec:1.43e-03 	 Color:1.75e-06 	Time: 0.84
epoch 1400:	gram:4.15e-03 	 Rec:6.69e-04 	 Color:2.00e-06 	Time: 0.84
epoch 1450:	gram:4.24e-03 	 Rec:8.75e-04 	 Color:1.55e-06 	Time: 0.84
epoch 1500:	gram:4.14e-03 	 Rec:6.73e-04 	 Color:1.55e-06 	Time: 0.84
epoch 1550:	gram:4.48e-03 	 Rec:8.91e-04 	 Color:1.40e-06 	Time: 0.84
epoch 1600:	gram:6.09e-03 	 Rec:1.27e-03 	 Color:1.88e-06 	Time: 0.84
epoch 1650:	gram:5.03e-03 	 Rec:9.06e-04 	 Color:1.87e-06 	Time: 0.84
epoch 1700:	gram:3.51e-03 	 Rec:6.85e-04 	 Color:1.67e-06 	Time: 0.84
epoch 1750:	gram:4.21e-03 	 Rec:1.05e-03 	 Color:1.93e-06 	Time: 0.84
epoch 1800:	gram:4.47e-03 	 Rec:1.09e-03 	 Color:1.76e-06 	Time: 0.85
epoch 1850:	gram:3.67e-03 	 Rec:4.42e-04 	 Color:1.52e-06 	Time: 0.87
epoch 1900:	gram:3.49e-03 	 Rec:9.04e-04 	 Color:1.92e-06 	Time: 0.85
epoch 1950:	gram:3.19e-03 	 Rec:1.12e-03 	 Color:1.82e-06 	Time: 0.87
epoch 2000:	gram:3.90e-03 	 Rec:5.34e-04 	 Color:1.70e-06 	Time: 0.88
epoch 2050:	gram:4.52e-03 	 Rec:6.10e-04 	 Color:1.65e-06 	Time: 0.92
epoch 2100:	gram:4.11e-03 	 Rec:5.03e-04 	 Color:1.67e-06 	Time: 0.85
epoch 2150:	gram:3.91e-03 	 Rec:8.48e-04 	 Color:1.10e-06 	Time: 0.85
epoch 2200:	gram:3.84e-03 	 Rec:8.48e-04 	 Color:1.60e-06 	Time: 0.88
epoch 2250:	gram:3.09e-03 	 Rec:4.30e-04 	 Color:1.71e-06 	Time: 0.85
epoch 2300:	gram:4.34e-03 	 Rec:6.90e-04 	 Color:1.67e-06 	Time: 0.88
epoch 2350:	gram:4.84e-03 	 Rec:6.93e-04 	 Color:1.73e-06 	Time: 0.88
epoch 2400:	gram:3.92e-03 	 Rec:3.43e-04 	 Color:1.96e-06 	Time: 0.85
epoch 2450:	gram:3.47e-03 	 Rec:4.37e-04 	 Color:1.78e-06 	Time: 0.85
epoch 2500:	gram:3.51e-03 	 Rec:4.17e-04 	 Color:1.53e-06 	Time: 0.88
epoch 2550:	gram:2.99e-03 	 Rec:4.57e-04 	 Color:1.64e-06 	Time: 0.85
epoch 2600:	gram:4.17e-03 	 Rec:4.25e-04 	 Color:1.65e-06 	Time: 0.84
epoch 2650:	gram:4.68e-03 	 Rec:1.02e-03 	 Color:1.96e-06 	Time: 0.85
epoch 2700:	gram:3.41e-03 	 Rec:4.27e-04 	 Color:1.39e-06 	Time: 0.84
epoch 2750:	gram:4.22e-03 	 Rec:4.05e-04 	 Color:1.82e-06 	Time: 0.83
epoch 2800:	gram:3.82e-03 	 Rec:6.03e-04 	 Color:1.87e-06 	Time: 0.85
epoch 2850:	gram:4.18e-03 	 Rec:9.16e-04 	 Color:1.21e-06 	Time: 0.83
epoch 2900:	gram:3.60e-03 	 Rec:4.76e-04 	 Color:1.60e-06 	Time: 0.83
epoch 2950:	gram:3.65e-03 	 Rec:5.64e-04 	 Color:1.80e-06 	Time: 0.83
epoch 3000:	gram:4.03e-03 	 Rec:5.30e-04 	 Color:1.91e-06 	Time: 0.83
epoch 3050:	gram:3.29e-03 	 Rec:6.47e-04 	 Color:1.81e-06 	Time: 0.86
epoch 3100:	gram:3.63e-03 	 Rec:8.76e-04 	 Color:1.59e-06 	Time: 0.86
epoch 3150:	gram:3.97e-03 	 Rec:6.90e-04 	 Color:1.60e-06 	Time: 0.84
epoch 3200:	gram:3.64e-03 	 Rec:5.79e-04 	 Color:1.44e-06 	Time: 0.82
epoch 3250:	gram:3.28e-03 	 Rec:4.68e-04 	 Color:1.92e-06 	Time: 0.85
epoch 3300:	gram:3.04e-03 	 Rec:1.00e-03 	 Color:1.37e-06 	Time: 0.84
epoch 3350:	gram:3.63e-03 	 Rec:3.33e-04 	 Color:1.94e-06 	Time: 0.82
epoch 3400:	gram:4.10e-03 	 Rec:5.05e-04 	 Color:1.84e-06 	Time: 0.84
epoch 3450:	gram:4.86e-03 	 Rec:4.44e-04 	 Color:1.59e-06 	Time: 0.82
epoch 3500:	gram:3.55e-03 	 Rec:6.31e-04 	 Color:1.69e-06 	Time: 0.84
epoch 3550:	gram:4.36e-03 	 Rec:4.72e-04 	 Color:1.85e-06 	Time: 0.84
epoch 3600:	gram:4.67e-03 	 Rec:9.60e-04 	 Color:1.54e-06 	Time: 0.84
epoch 3650:	gram:5.15e-03 	 Rec:6.44e-04 	 Color:2.12e-06 	Time: 0.82
epoch 3700:	gram:4.08e-03 	 Rec:2.76e-04 	 Color:1.75e-06 	Time: 0.81
epoch 3750:	gram:3.93e-03 	 Rec:1.16e-03 	 Color:1.61e-06 	Time: 0.81
epoch 3800:	gram:5.16e-03 	 Rec:3.30e-04 	 Color:1.82e-06 	Time: 0.82
epoch 3850:	gram:3.14e-03 	 Rec:3.02e-04 	 Color:1.72e-06 	Time: 0.82
epoch 3900:	gram:3.99e-03 	 Rec:4.11e-04 	 Color:2.06e-06 	Time: 0.82
epoch 3950:	gram:3.97e-03 	 Rec:3.59e-04 	 Color:1.66e-06 	Time: 0.81
epoch 4000:	gram:5.17e-03 	 Rec:4.86e-04 	 Color:1.93e-06 	Time: 0.81
epoch 4050:	gram:3.40e-03 	 Rec:4.26e-04 	 Color:1.37e-06 	Time: 0.87
epoch 4100:	gram:3.38e-03 	 Rec:2.99e-04 	 Color:1.59e-06 	Time: 0.82
epoch 4150:	gram:3.57e-03 	 Rec:3.83e-04 	 Color:1.65e-06 	Time: 0.82
epoch 4200:	gram:3.75e-03 	 Rec:3.20e-04 	 Color:2.16e-06 	Time: 0.87
epoch 4250:	gram:3.35e-03 	 Rec:3.98e-04 	 Color:1.73e-06 	Time: 0.83
epoch 4300:	gram:3.67e-03 	 Rec:4.15e-04 	 Color:1.47e-06 	Time: 0.82
epoch 4350:	gram:3.64e-03 	 Rec:4.14e-04 	 Color:1.98e-06 	Time: 0.82
epoch 4400:	gram:4.26e-03 	 Rec:3.02e-04 	 Color:1.59e-06 	Time: 0.81
epoch 4450:	gram:4.59e-03 	 Rec:3.31e-04 	 Color:1.55e-06 	Time: 0.81
epoch 4500:	gram:4.84e-03 	 Rec:7.98e-04 	 Color:1.65e-06 	Time: 0.82
epoch 4550:	gram:6.14e-03 	 Rec:4.72e-04 	 Color:1.60e-06 	Time: 0.84
epoch 4600:	gram:3.38e-03 	 Rec:2.47e-04 	 Color:1.68e-06 	Time: 0.86
epoch 4650:	gram:3.28e-03 	 Rec:2.37e-04 	 Color:1.72e-06 	Time: 0.81
epoch 4700:	gram:3.49e-03 	 Rec:3.51e-04 	 Color:1.46e-06 	Time: 0.82
epoch 4750:	gram:3.59e-03 	 Rec:3.30e-04 	 Color:1.59e-06 	Time: 0.81
epoch 4800:	gram:3.43e-03 	 Rec:4.16e-04 	 Color:1.55e-06 	Time: 0.81
epoch 4850:	gram:3.33e-03 	 Rec:2.85e-04 	 Color:1.91e-06 	Time: 0.81
epoch 4900:	gram:3.83e-03 	 Rec:3.61e-04 	 Color:2.02e-06 	Time: 0.82
epoch 4950:	gram:3.27e-03 	 Rec:4.41e-04 	 Color:1.59e-06 	Time: 0.83
epoch 5000:	gram:3.50e-03 	 Rec:2.80e-04 	 Color:1.84e-06 	Time: 0.82
epoch 5050:	gram:3.13e-03 	 Rec:3.46e-04 	 Color:1.57e-06 	Time: 0.85
epoch 5100:	gram:3.05e-03 	 Rec:2.58e-04 	 Color:1.63e-06 	Time: 0.82
epoch 5150:	gram:3.25e-03 	 Rec:2.69e-04 	 Color:1.91e-06 	Time: 0.81
