epoch 0:	pdl:1.28e+00 	 Rec:1.28e+00 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:7.94e-01 	 Rec:1.12e-01 	 Color:0.00e+00 	Time: 0.63
epoch 100:	pdl:7.65e-01 	 Rec:9.35e-02 	 Color:0.00e+00 	Time: 0.62
epoch 150:	pdl:7.50e-01 	 Rec:7.78e-02 	 Color:0.00e+00 	Time: 0.62
epoch 200:	pdl:7.06e-01 	 Rec:6.88e-02 	 Color:0.00e+00 	Time: 0.62
epoch 250:	pdl:6.39e-01 	 Rec:6.58e-02 	 Color:0.00e+00 	Time: 0.62
epoch 300:	pdl:6.04e-01 	 Rec:5.87e-02 	 Color:0.00e+00 	Time: 0.62
epoch 350:	pdl:5.40e-01 	 Rec:4.90e-02 	 Color:0.00e+00 	Time: 0.62
epoch 400:	pdl:5.78e-01 	 Rec:4.64e-02 	 Color:0.00e+00 	Time: 0.62
epoch 450:	pdl:5.18e-01 	 Rec:4.06e-02 	 Color:0.00e+00 	Time: 0.62
epoch 500:	pdl:5.81e-01 	 Rec:3.68e-02 	 Color:0.00e+00 	Time: 0.62
epoch 550:	pdl:5.25e-01 	 Rec:3.39e-02 	 Color:0.00e+00 	Time: 0.62
epoch 600:	pdl:5.48e-01 	 Rec:3.13e-02 	 Color:0.00e+00 	Time: 0.62
epoch 650:	pdl:5.65e-01 	 Rec:3.10e-02 	 Color:0.00e+00 	Time: 0.63
epoch 700:	pdl:5.71e-01 	 Rec:2.98e-02 	 Color:0.00e+00 	Time: 0.62
epoch 750:	pdl:5.32e-01 	 Rec:2.59e-02 	 Color:0.00e+00 	Time: 0.62
epoch 800:	pdl:5.22e-01 	 Rec:2.45e-02 	 Color:0.00e+00 	Time: 0.62
epoch 850:	pdl:5.45e-01 	 Rec:2.30e-02 	 Color:0.00e+00 	Time: 0.62
epoch 900:	pdl:5.26e-01 	 Rec:2.27e-02 	 Color:0.00e+00 	Time: 0.62
epoch 950:	pdl:5.08e-01 	 Rec:1.99e-02 	 Color:0.00e+00 	Time: 0.62
epoch 1000:	pdl:5.02e-01 	 Rec:2.02e-02 	 Color:0.00e+00 	Time: 0.62
epoch 1050:	pdl:5.11e-01 	 Rec:1.95e-02 	 Color:0.00e+00 	Time: 0.62
epoch 1100:	pdl:4.81e-01 	 Rec:1.83e-02 	 Color:0.00e+00 	Time: 0.62
epoch 1150:	pdl:6.44e-01 	 Rec:1.69e-02 	 Color:0.00e+00 	Time: 0.62
epoch 1200:	pdl:5.61e-01 	 Rec:1.97e-02 	 Color:0.00e+00 	Time: 0.62
epoch 1250:	pdl:5.33e-01 	 Rec:1.65e-02 	 Color:0.00e+00 	Time: 0.62
epoch 1300:	pdl:5.17e-01 	 Rec:1.64e-02 	 Color:0.00e+00 	Time: 0.62
epoch 1350:	pdl:6.41e-01 	 Rec:1.47e-02 	 Color:0.00e+00 	Time: 0.64
