epoch 0:	pdl:1.61e+00 	 Rec:1.61e+00 	 Color:2.96e-01 	Time: 0.01
epoch 50:	pdl:6.97e-01 	 Rec:2.67e-02 	 Color:2.12e-01 	Time: 0.35
epoch 100:	pdl:6.83e-01 	 Rec:6.40e-03 	 Color:2.30e-01 	Time: 0.34
epoch 150:	pdl:6.08e-01 	 Rec:2.42e-03 	 Color:1.87e-01 	Time: 0.42
epoch 200:	pdl:6.06e-01 	 Rec:1.24e-02 	 Color:1.92e-01 	Time: 0.41
epoch 250:	pdl:6.37e-01 	 Rec:6.05e-04 	 Color:1.82e-01 	Time: 0.37
epoch 300:	pdl:6.46e-01 	 Rec:1.31e-02 	 Color:2.22e-01 	Time: 0.37
epoch 350:	pdl:6.20e-01 	 Rec:6.76e-04 	 Color:2.06e-01 	Time: 0.38
epoch 400:	pdl:5.99e-01 	 Rec:3.54e-04 	 Color:2.16e-01 	Time: 0.37
epoch 450:	pdl:6.13e-01 	 Rec:3.03e-04 	 Color:2.25e-01 	Time: 0.37
epoch 500:	pdl:6.02e-01 	 Rec:1.54e-04 	 Color:2.24e-01 	Time: 0.37
epoch 550:	pdl:6.23e-01 	 Rec:1.19e-03 	 Color:1.84e-01 	Time: 0.37
epoch 600:	pdl:5.93e-01 	 Rec:8.37e-04 	 Color:1.80e-01 	Time: 0.41
epoch 650:	pdl:5.54e-01 	 Rec:3.85e-04 	 Color:1.98e-01 	Time: 0.38
epoch 700:	pdl:5.83e-01 	 Rec:5.44e-04 	 Color:2.26e-01 	Time: 0.37
epoch 750:	pdl:5.82e-01 	 Rec:7.72e-04 	 Color:2.12e-01 	Time: 0.37
epoch 800:	pdl:6.03e-01 	 Rec:3.54e-04 	 Color:1.92e-01 	Time: 0.37
epoch 850:	pdl:5.86e-01 	 Rec:1.77e-03 	 Color:2.13e-01 	Time: 0.37
epoch 900:	pdl:5.69e-01 	 Rec:1.33e-03 	 Color:1.81e-01 	Time: 0.37
epoch 950:	pdl:6.39e-01 	 Rec:1.69e-02 	 Color:1.94e-01 	Time: 0.39
epoch 1000:	pdl:5.83e-01 	 Rec:4.89e-04 	 Color:1.95e-01 	Time: 0.41
epoch 1050:	pdl:5.68e-01 	 Rec:9.19e-04 	 Color:2.03e-01 	Time: 0.42
epoch 1100:	pdl:5.82e-01 	 Rec:1.49e-04 	 Color:2.04e-01 	Time: 0.38
epoch 1150:	pdl:5.98e-01 	 Rec:2.85e-04 	 Color:2.16e-01 	Time: 0.40
epoch 1200:	pdl:5.67e-01 	 Rec:6.77e-04 	 Color:1.88e-01 	Time: 0.41
epoch 1250:	pdl:5.70e-01 	 Rec:1.07e-03 	 Color:1.97e-01 	Time: 0.35
epoch 1300:	pdl:5.57e-01 	 Rec:4.92e-03 	 Color:1.99e-01 	Time: 0.35
