epoch 0:	pdl:1.54e+00 	 Rec:1.54e+00 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:6.07e-01 	 Rec:1.05e-02 	 Color:0.00e+00 	Time: 0.43
epoch 100:	pdl:6.58e-01 	 Rec:3.42e-03 	 Color:0.00e+00 	Time: 0.43
epoch 150:	pdl:5.78e-01 	 Rec:3.72e-03 	 Color:0.00e+00 	Time: 0.39
epoch 200:	pdl:5.47e-01 	 Rec:3.22e-04 	 Color:0.00e+00 	Time: 0.41
epoch 250:	pdl:6.10e-01 	 Rec:4.66e-04 	 Color:0.00e+00 	Time: 0.39
epoch 300:	pdl:5.93e-01 	 Rec:4.56e-04 	 Color:0.00e+00 	Time: 0.39
epoch 350:	pdl:5.66e-01 	 Rec:1.44e-04 	 Color:0.00e+00 	Time: 0.39
epoch 400:	pdl:5.66e-01 	 Rec:5.97e-04 	 Color:0.00e+00 	Time: 0.42
epoch 450:	pdl:5.59e-01 	 Rec:1.95e-02 	 Color:0.00e+00 	Time: 0.37
epoch 500:	pdl:5.77e-01 	 Rec:1.26e-03 	 Color:0.00e+00 	Time: 0.39
epoch 550:	pdl:5.65e-01 	 Rec:1.05e-03 	 Color:0.00e+00 	Time: 0.44
epoch 600:	pdl:5.38e-01 	 Rec:4.84e-04 	 Color:0.00e+00 	Time: 0.41
epoch 650:	pdl:5.22e-01 	 Rec:1.85e-04 	 Color:0.00e+00 	Time: 0.41
epoch 700:	pdl:5.41e-01 	 Rec:3.20e-04 	 Color:0.00e+00 	Time: 0.41
epoch 750:	pdl:5.51e-01 	 Rec:9.32e-04 	 Color:0.00e+00 	Time: 0.39
epoch 800:	pdl:5.42e-01 	 Rec:1.00e-03 	 Color:0.00e+00 	Time: 0.42
epoch 850:	pdl:5.45e-01 	 Rec:1.83e-03 	 Color:0.00e+00 	Time: 0.45
epoch 900:	pdl:5.22e-01 	 Rec:1.11e-03 	 Color:0.00e+00 	Time: 0.45
epoch 950:	pdl:5.54e-01 	 Rec:2.55e-04 	 Color:0.00e+00 	Time: 0.43
