epoch 0:	style:6.50e-02 	 Rec:2.47e-01 	 Color:7.85e-04 	Time: 0.02
epoch 50:	style:1.42e-02 	 Rec:2.55e-03 	 Color:3.11e-04 	Time: 0.52
epoch 100:	style:1.58e-02 	 Rec:3.69e-04 	 Color:2.76e-04 	Time: 0.51
epoch 150:	style:1.33e-02 	 Rec:1.02e-04 	 Color:3.07e-04 	Time: 0.51
epoch 200:	style:1.29e-02 	 Rec:1.33e-04 	 Color:1.89e-04 	Time: 0.51
epoch 250:	style:1.53e-02 	 Rec:5.83e-04 	 Color:2.05e-04 	Time: 0.51
epoch 300:	style:1.54e-02 	 Rec:2.27e-04 	 Color:4.00e-04 	Time: 0.51
epoch 350:	style:1.54e-02 	 Rec:9.73e-06 	 Color:1.34e-04 	Time: 0.51
epoch 400:	style:1.42e-02 	 Rec:2.91e-05 	 Color:2.79e-04 	Time: 0.51
epoch 450:	style:1.66e-02 	 Rec:2.28e-05 	 Color:1.93e-04 	Time: 0.51
epoch 500:	style:1.34e-02 	 Rec:4.42e-05 	 Color:1.98e-04 	Time: 0.50
epoch 550:	style:1.42e-02 	 Rec:2.08e-04 	 Color:1.34e-04 	Time: 0.50
epoch 600:	style:1.64e-02 	 Rec:7.21e-05 	 Color:1.86e-04 	Time: 0.50
epoch 650:	style:1.27e-02 	 Rec:5.75e-05 	 Color:2.87e-04 	Time: 0.51
epoch 700:	style:1.27e-02 	 Rec:5.02e-05 	 Color:1.48e-04 	Time: 0.52
epoch 750:	style:1.40e-02 	 Rec:2.08e-04 	 Color:1.97e-04 	Time: 0.52
epoch 800:	style:1.56e-02 	 Rec:4.87e-05 	 Color:2.11e-04 	Time: 0.52
epoch 850:	style:1.35e-02 	 Rec:4.46e-04 	 Color:2.40e-04 	Time: 0.52
epoch 900:	style:1.47e-02 	 Rec:5.00e-05 	 Color:2.45e-04 	Time: 0.52
epoch 950:	style:1.41e-02 	 Rec:6.58e-05 	 Color:2.42e-04 	Time: 0.52
epoch 1000:	style:1.55e-02 	 Rec:7.26e-05 	 Color:2.74e-04 	Time: 0.52
epoch 1050:	style:1.50e-02 	 Rec:1.70e-05 	 Color:1.88e-04 	Time: 0.53
epoch 1100:	style:1.54e-02 	 Rec:2.40e-04 	 Color:2.24e-04 	Time: 0.52
epoch 1150:	style:1.35e-02 	 Rec:7.75e-06 	 Color:2.79e-04 	Time: 0.52
epoch 1200:	style:1.56e-02 	 Rec:2.34e-04 	 Color:2.86e-04 	Time: 0.51
epoch 1250:	style:1.43e-02 	 Rec:5.69e-05 	 Color:1.65e-04 	Time: 0.52
epoch 1300:	style:1.25e-02 	 Rec:5.17e-05 	 Color:3.52e-04 	Time: 0.52
epoch 1350:	style:1.30e-02 	 Rec:1.98e-04 	 Color:2.11e-04 	Time: 0.51
epoch 1400:	style:1.31e-02 	 Rec:1.60e-06 	 Color:1.56e-04 	Time: 0.51
epoch 1450:	style:1.35e-02 	 Rec:1.51e-06 	 Color:1.90e-04 	Time: 0.51
epoch 1500:	style:1.43e-02 	 Rec:6.97e-05 	 Color:2.34e-04 	Time: 0.51
epoch 1550:	style:1.35e-02 	 Rec:8.21e-05 	 Color:2.02e-04 	Time: 0.51
epoch 1600:	style:1.48e-02 	 Rec:2.00e-04 	 Color:1.43e-04 	Time: 0.51
epoch 1650:	style:1.45e-02 	 Rec:4.68e-05 	 Color:3.05e-04 	Time: 0.52
epoch 1700:	style:1.33e-02 	 Rec:4.19e-05 	 Color:2.50e-04 	Time: 0.52
epoch 1750:	style:1.38e-02 	 Rec:2.18e-04 	 Color:1.94e-04 	Time: 0.51
epoch 1800:	style:1.36e-02 	 Rec:1.20e-05 	 Color:1.48e-04 	Time: 0.51
epoch 1850:	style:1.44e-02 	 Rec:2.93e-05 	 Color:2.94e-04 	Time: 0.51
epoch 1900:	style:1.52e-02 	 Rec:3.35e-04 	 Color:3.20e-04 	Time: 0.52
epoch 1950:	style:1.51e-02 	 Rec:1.62e-05 	 Color:2.21e-04 	Time: 0.52
epoch 2000:	style:1.53e-02 	 Rec:7.37e-05 	 Color:1.91e-04 	Time: 0.52
epoch 2050:	style:1.51e-02 	 Rec:2.94e-05 	 Color:2.98e-04 	Time: 0.53
epoch 2100:	style:1.63e-02 	 Rec:3.07e-05 	 Color:3.06e-04 	Time: 0.51
epoch 2150:	style:1.47e-02 	 Rec:7.07e-05 	 Color:2.96e-04 	Time: 0.51
epoch 2200:	style:1.56e-02 	 Rec:1.79e-03 	 Color:2.98e-04 	Time: 0.51
epoch 2250:	style:1.51e-02 	 Rec:2.20e-05 	 Color:1.55e-04 	Time: 0.51
epoch 2300:	style:1.44e-02 	 Rec:3.15e-05 	 Color:1.91e-04 	Time: 0.52
epoch 2350:	style:1.52e-02 	 Rec:6.00e-05 	 Color:4.06e-04 	Time: 0.51
epoch 2400:	style:1.30e-02 	 Rec:1.30e-04 	 Color:1.88e-04 	Time: 0.51
epoch 2450:	style:1.33e-02 	 Rec:1.31e-04 	 Color:2.18e-04 	Time: 0.51
epoch 2500:	style:1.58e-02 	 Rec:3.07e-05 	 Color:2.47e-04 	Time: 0.51
epoch 2550:	style:1.56e-02 	 Rec:1.20e-04 	 Color:2.29e-04 	Time: 0.52
epoch 2600:	style:1.51e-02 	 Rec:6.53e-05 	 Color:1.93e-04 	Time: 0.52
epoch 2650:	style:1.25e-02 	 Rec:5.00e-05 	 Color:2.17e-04 	Time: 0.52
epoch 2700:	style:1.73e-02 	 Rec:2.84e-05 	 Color:2.22e-04 	Time: 0.51
epoch 2750:	style:1.40e-02 	 Rec:2.07e-06 	 Color:3.63e-04 	Time: 0.51
epoch 2800:	style:1.65e-02 	 Rec:9.39e-05 	 Color:3.62e-04 	Time: 0.52
epoch 2850:	style:1.40e-02 	 Rec:1.01e-05 	 Color:2.79e-04 	Time: 0.51
epoch 2900:	style:1.65e-02 	 Rec:4.30e-05 	 Color:3.05e-04 	Time: 0.51
epoch 2950:	style:1.40e-02 	 Rec:6.79e-05 	 Color:2.75e-04 	Time: 0.52
epoch 3000:	style:1.36e-02 	 Rec:3.12e-05 	 Color:1.38e-04 	Time: 0.52
epoch 3050:	style:1.45e-02 	 Rec:2.19e-05 	 Color:2.61e-04 	Time: 0.52
epoch 3100:	style:1.51e-02 	 Rec:3.65e-05 	 Color:2.04e-04 	Time: 0.52
epoch 3150:	style:1.50e-02 	 Rec:4.58e-05 	 Color:2.78e-04 	Time: 0.52
epoch 3200:	style:1.60e-02 	 Rec:1.44e-05 	 Color:2.52e-04 	Time: 0.51
epoch 3250:	style:1.51e-02 	 Rec:8.04e-05 	 Color:2.86e-04 	Time: 0.51
epoch 3300:	style:1.44e-02 	 Rec:4.39e-05 	 Color:2.18e-04 	Time: 0.52
epoch 3350:	style:1.68e-02 	 Rec:1.99e-05 	 Color:2.19e-04 	Time: 0.52
epoch 3400:	style:1.58e-02 	 Rec:4.50e-05 	 Color:1.86e-04 	Time: 0.52
epoch 3450:	style:1.53e-02 	 Rec:8.66e-05 	 Color:1.91e-04 	Time: 0.51
epoch 3500:	style:1.39e-02 	 Rec:7.35e-05 	 Color:2.51e-04 	Time: 0.51
epoch 3550:	style:1.67e-02 	 Rec:1.06e-07 	 Color:1.82e-04 	Time: 0.51
epoch 3600:	style:1.46e-02 	 Rec:9.58e-06 	 Color:1.72e-04 	Time: 0.51
epoch 3650:	style:1.65e-02 	 Rec:2.44e-05 	 Color:1.95e-04 	Time: 0.52
epoch 3700:	style:1.55e-02 	 Rec:4.74e-05 	 Color:2.39e-04 	Time: 0.51
epoch 3750:	style:1.53e-02 	 Rec:1.43e-04 	 Color:2.74e-04 	Time: 0.51
epoch 3800:	style:1.58e-02 	 Rec:2.12e-05 	 Color:2.05e-04 	Time: 0.56
epoch 3850:	style:1.36e-02 	 Rec:5.53e-05 	 Color:2.61e-04 	Time: 0.52
epoch 3900:	style:1.51e-02 	 Rec:9.22e-05 	 Color:1.56e-04 	Time: 0.52
epoch 3950:	style:1.39e-02 	 Rec:7.87e-05 	 Color:2.11e-04 	Time: 0.52
epoch 4000:	style:1.61e-02 	 Rec:1.50e-05 	 Color:1.96e-04 	Time: 0.51
epoch 4050:	style:1.45e-02 	 Rec:6.31e-05 	 Color:1.73e-04 	Time: 0.52
epoch 4100:	style:1.33e-02 	 Rec:4.25e-05 	 Color:1.65e-04 	Time: 0.51
epoch 4150:	style:1.66e-02 	 Rec:3.69e-04 	 Color:3.56e-04 	Time: 0.51
epoch 4200:	style:1.63e-02 	 Rec:1.56e-07 	 Color:2.52e-04 	Time: 0.51
epoch 4250:	style:1.55e-02 	 Rec:1.16e-06 	 Color:2.41e-04 	Time: 0.52
epoch 4300:	style:1.73e-02 	 Rec:1.30e-05 	 Color:2.91e-04 	Time: 0.52
epoch 4350:	style:1.68e-02 	 Rec:2.44e-05 	 Color:2.79e-04 	Time: 0.52
epoch 4400:	style:1.37e-02 	 Rec:8.85e-05 	 Color:1.89e-04 	Time: 0.52
epoch 4450:	style:1.56e-02 	 Rec:1.07e-04 	 Color:1.84e-04 	Time: 0.52
epoch 4500:	style:1.44e-02 	 Rec:4.12e-05 	 Color:2.52e-04 	Time: 0.52
epoch 4550:	style:1.41e-02 	 Rec:1.89e-05 	 Color:3.81e-04 	Time: 0.51
epoch 4600:	style:1.53e-02 	 Rec:5.09e-05 	 Color:2.84e-04 	Time: 0.51
epoch 4650:	style:1.34e-02 	 Rec:4.69e-04 	 Color:2.41e-04 	Time: 0.51
epoch 4700:	style:1.35e-02 	 Rec:4.88e-04 	 Color:4.01e-04 	Time: 0.45
epoch 4750:	style:1.34e-02 	 Rec:1.06e-04 	 Color:2.46e-04 	Time: 0.45
epoch 4800:	style:1.24e-02 	 Rec:3.77e-05 	 Color:2.28e-04 	Time: 0.45
epoch 4850:	style:1.24e-02 	 Rec:1.09e-05 	 Color:1.28e-04 	Time: 0.42
epoch 4900:	style:1.35e-02 	 Rec:4.58e-06 	 Color:1.88e-04 	Time: 0.42
epoch 4950:	style:1.56e-02 	 Rec:3.61e-06 	 Color:3.22e-04 	Time: 0.40
epoch 5000:	style:1.30e-02 	 Rec:2.13e-05 	 Color:2.09e-04 	Time: 0.45
epoch 5050:	style:1.28e-02 	 Rec:2.69e-06 	 Color:2.45e-04 	Time: 0.47
epoch 5100:	style:1.38e-02 	 Rec:4.01e-05 	 Color:3.65e-04 	Time: 0.45
epoch 5150:	style:1.14e-02 	 Rec:1.64e-06 	 Color:2.13e-04 	Time: 0.47
epoch 5200:	style:1.24e-02 	 Rec:1.61e-05 	 Color:2.13e-04 	Time: 0.50
epoch 5250:	style:1.27e-02 	 Rec:6.98e-07 	 Color:4.05e-04 	Time: 0.53
epoch 5300:	style:1.40e-02 	 Rec:4.52e-05 	 Color:3.25e-04 	Time: 0.51
epoch 5350:	style:1.45e-02 	 Rec:2.37e-05 	 Color:1.59e-04 	Time: 0.49
epoch 5400:	style:1.05e-02 	 Rec:8.07e-05 	 Color:2.63e-04 	Time: 0.48
epoch 5450:	style:1.31e-02 	 Rec:5.14e-05 	 Color:3.06e-04 	Time: 0.48
epoch 5500:	style:1.36e-02 	 Rec:5.11e-06 	 Color:2.36e-04 	Time: 0.50
epoch 5550:	style:1.60e-02 	 Rec:2.38e-05 	 Color:2.90e-04 	Time: 0.51
epoch 5600:	style:1.38e-02 	 Rec:2.13e-05 	 Color:9.43e-05 	Time: 0.53
epoch 5650:	style:1.11e-02 	 Rec:7.03e-06 	 Color:1.87e-04 	Time: 0.53
epoch 5700:	style:1.50e-02 	 Rec:1.75e-05 	 Color:2.48e-04 	Time: 0.53
epoch 5750:	style:1.47e-02 	 Rec:2.49e-05 	 Color:2.69e-04 	Time: 0.51
epoch 5800:	style:1.40e-02 	 Rec:4.06e-05 	 Color:4.44e-04 	Time: 0.53
epoch 5850:	style:1.36e-02 	 Rec:1.20e-04 	 Color:3.08e-04 	Time: 0.51
epoch 5900:	style:1.46e-02 	 Rec:1.36e-06 	 Color:2.88e-04 	Time: 0.53
epoch 5950:	style:1.23e-02 	 Rec:1.77e-05 	 Color:2.05e-04 	Time: 0.54
epoch 6000:	style:1.32e-02 	 Rec:1.21e-04 	 Color:2.09e-04 	Time: 0.52
