epoch 0:	pdl:1.21e+00 	 Rec:1.73e-01 	 Color:2.61e-01 	Time: 0.02
epoch 50:	pdl:1.15e-01 	 Rec:4.24e-03 	 Color:5.64e-02 	Time: 2.76
epoch 100:	pdl:9.49e-02 	 Rec:2.53e-03 	 Color:5.04e-02 	Time: 2.74
epoch 150:	pdl:1.02e-01 	 Rec:1.91e-03 	 Color:5.44e-02 	Time: 2.73
epoch 200:	pdl:1.03e-01 	 Rec:1.88e-03 	 Color:5.33e-02 	Time: 2.76
epoch 250:	pdl:8.71e-02 	 Rec:1.48e-03 	 Color:4.39e-02 	Time: 2.74
epoch 300:	pdl:9.94e-02 	 Rec:1.49e-03 	 Color:4.93e-02 	Time: 2.74
epoch 350:	pdl:1.04e-01 	 Rec:1.31e-03 	 Color:6.02e-02 	Time: 2.74
epoch 400:	pdl:9.08e-02 	 Rec:1.24e-03 	 Color:4.30e-02 	Time: 2.76
epoch 450:	pdl:9.51e-02 	 Rec:1.14e-03 	 Color:5.24e-02 	Time: 2.75
epoch 500:	pdl:9.23e-02 	 Rec:1.22e-03 	 Color:4.55e-02 	Time: 2.75
epoch 550:	pdl:9.96e-02 	 Rec:1.19e-03 	 Color:5.39e-02 	Time: 2.77
epoch 600:	pdl:9.35e-02 	 Rec:1.14e-03 	 Color:5.00e-02 	Time: 2.77
epoch 650:	pdl:1.03e-01 	 Rec:1.14e-03 	 Color:5.40e-02 	Time: 2.76
epoch 700:	pdl:9.04e-02 	 Rec:1.17e-03 	 Color:4.67e-02 	Time: 2.77
epoch 750:	pdl:9.53e-02 	 Rec:1.09e-03 	 Color:4.43e-02 	Time: 2.77
epoch 800:	pdl:9.00e-02 	 Rec:1.13e-03 	 Color:4.55e-02 	Time: 2.77
epoch 850:	pdl:8.84e-02 	 Rec:1.06e-03 	 Color:4.35e-02 	Time: 2.78
epoch 900:	pdl:8.64e-02 	 Rec:1.15e-03 	 Color:4.43e-02 	Time: 2.77
epoch 950:	pdl:9.50e-02 	 Rec:1.05e-03 	 Color:4.30e-02 	Time: 2.75
epoch 1000:	pdl:9.73e-02 	 Rec:9.46e-04 	 Color:5.76e-02 	Time: 2.77
epoch 1050:	pdl:8.74e-02 	 Rec:1.04e-03 	 Color:4.42e-02 	Time: 2.79
epoch 1100:	pdl:9.31e-02 	 Rec:9.61e-04 	 Color:5.15e-02 	Time: 2.77
epoch 1150:	pdl:8.46e-02 	 Rec:9.72e-04 	 Color:4.07e-02 	Time: 2.77
epoch 1200:	pdl:9.55e-02 	 Rec:1.14e-03 	 Color:4.87e-02 	Time: 2.77
epoch 1250:	pdl:8.49e-02 	 Rec:9.22e-04 	 Color:4.54e-02 	Time: 2.76
epoch 1300:	pdl:9.10e-02 	 Rec:8.95e-04 	 Color:4.48e-02 	Time: 2.76
epoch 1350:	pdl:8.89e-02 	 Rec:9.23e-04 	 Color:4.52e-02 	Time: 2.75
