epoch 0:	pdl:9.27e-01 	 Rec:5.78e-02 	 Color:1.66e-01 	Time: 0.02
epoch 50:	pdl:5.84e-01 	 Rec:5.32e-03 	 Color:1.33e-01 	Time: 1.27
epoch 100:	pdl:5.11e-01 	 Rec:4.81e-03 	 Color:1.48e-01 	Time: 1.25
epoch 150:	pdl:5.08e-01 	 Rec:4.97e-03 	 Color:1.60e-01 	Time: 1.27
epoch 200:	pdl:5.12e-01 	 Rec:4.24e-03 	 Color:1.33e-01 	Time: 1.23
epoch 250:	pdl:5.10e-01 	 Rec:4.67e-03 	 Color:1.36e-01 	Time: 1.26
epoch 300:	pdl:5.71e-01 	 Rec:4.45e-03 	 Color:1.53e-01 	Time: 1.27
epoch 350:	pdl:5.06e-01 	 Rec:3.60e-03 	 Color:1.33e-01 	Time: 1.27
epoch 400:	pdl:5.14e-01 	 Rec:4.05e-03 	 Color:1.32e-01 	Time: 1.27
epoch 450:	pdl:5.48e-01 	 Rec:3.67e-03 	 Color:1.47e-01 	Time: 1.27
epoch 500:	pdl:5.43e-01 	 Rec:3.64e-03 	 Color:1.36e-01 	Time: 1.27
epoch 550:	pdl:5.29e-01 	 Rec:3.76e-03 	 Color:1.43e-01 	Time: 1.27
epoch 600:	pdl:5.36e-01 	 Rec:3.52e-03 	 Color:1.47e-01 	Time: 1.27
epoch 650:	pdl:5.12e-01 	 Rec:3.72e-03 	 Color:1.56e-01 	Time: 1.27
epoch 700:	pdl:5.63e-01 	 Rec:3.43e-03 	 Color:1.59e-01 	Time: 1.27
epoch 750:	pdl:4.83e-01 	 Rec:3.70e-03 	 Color:1.39e-01 	Time: 1.27
epoch 800:	pdl:5.62e-01 	 Rec:2.98e-03 	 Color:1.55e-01 	Time: 1.25
epoch 850:	pdl:5.33e-01 	 Rec:3.05e-03 	 Color:1.52e-01 	Time: 1.27
epoch 900:	pdl:5.23e-01 	 Rec:3.01e-03 	 Color:1.44e-01 	Time: 1.27
