epoch 0:	pdl:1.34e+00 	 Rec:5.64e-02 	 Color:1.80e-01 	Time: 0.02
epoch 50:	pdl:7.28e-01 	 Rec:6.15e-03 	 Color:1.27e-01 	Time: 1.35
epoch 100:	pdl:7.05e-01 	 Rec:5.62e-03 	 Color:1.32e-01 	Time: 1.33
epoch 150:	pdl:6.47e-01 	 Rec:4.72e-03 	 Color:1.23e-01 	Time: 1.36
epoch 200:	pdl:7.30e-01 	 Rec:4.36e-03 	 Color:1.34e-01 	Time: 1.32
epoch 250:	pdl:7.01e-01 	 Rec:4.29e-03 	 Color:1.27e-01 	Time: 1.34
epoch 300:	pdl:7.23e-01 	 Rec:3.77e-03 	 Color:1.20e-01 	Time: 1.37
epoch 350:	pdl:7.92e-01 	 Rec:4.16e-03 	 Color:1.35e-01 	Time: 1.34
epoch 400:	pdl:6.62e-01 	 Rec:3.91e-03 	 Color:1.08e-01 	Time: 1.36
epoch 450:	pdl:6.51e-01 	 Rec:3.53e-03 	 Color:1.21e-01 	Time: 1.35
epoch 500:	pdl:6.48e-01 	 Rec:3.56e-03 	 Color:1.21e-01 	Time: 1.36
epoch 550:	pdl:6.21e-01 	 Rec:3.72e-03 	 Color:1.27e-01 	Time: 1.34
epoch 600:	pdl:6.76e-01 	 Rec:3.02e-03 	 Color:1.07e-01 	Time: 1.37
epoch 650:	pdl:7.10e-01 	 Rec:3.25e-03 	 Color:1.08e-01 	Time: 1.34
epoch 700:	pdl:7.11e-01 	 Rec:3.14e-03 	 Color:1.17e-01 	Time: 1.32
epoch 750:	pdl:6.35e-01 	 Rec:2.76e-03 	 Color:1.13e-01 	Time: 1.35
epoch 800:	pdl:6.42e-01 	 Rec:2.97e-03 	 Color:1.21e-01 	Time: 1.33
epoch 850:	pdl:7.48e-01 	 Rec:3.01e-03 	 Color:9.27e-02 	Time: 1.37
epoch 900:	pdl:6.59e-01 	 Rec:4.73e-03 	 Color:1.23e-01 	Time: 1.35
epoch 950:	pdl:8.40e-01 	 Rec:2.96e-03 	 Color:9.69e-02 	Time: 1.36
epoch 1000:	pdl:6.74e-01 	 Rec:3.13e-03 	 Color:1.17e-01 	Time: 1.34
epoch 1050:	pdl:6.30e-01 	 Rec:2.92e-03 	 Color:1.27e-01 	Time: 1.36
epoch 1100:	pdl:6.70e-01 	 Rec:2.46e-03 	 Color:1.24e-01 	Time: 1.36
epoch 1150:	pdl:5.83e-01 	 Rec:2.53e-03 	 Color:9.12e-02 	Time: 1.36
epoch 1200:	pdl:6.44e-01 	 Rec:2.55e-03 	 Color:1.23e-01 	Time: 1.37
epoch 1250:	pdl:6.36e-01 	 Rec:3.41e-03 	 Color:1.05e-01 	Time: 1.37
epoch 1300:	pdl:6.47e-01 	 Rec:3.35e-03 	 Color:1.23e-01 	Time: 1.32
epoch 1350:	pdl:5.86e-01 	 Rec:2.67e-03 	 Color:1.11e-01 	Time: 1.37
epoch 1400:	pdl:6.15e-01 	 Rec:2.33e-03 	 Color:1.27e-01 	Time: 1.36
epoch 1450:	pdl:7.83e-01 	 Rec:2.22e-03 	 Color:1.18e-01 	Time: 1.40
epoch 1500:	pdl:5.62e-01 	 Rec:2.35e-03 	 Color:1.29e-01 	Time: 1.36
epoch 1550:	pdl:7.15e-01 	 Rec:2.73e-03 	 Color:1.13e-01 	Time: 1.33
epoch 1600:	pdl:6.05e-01 	 Rec:1.77e-03 	 Color:1.20e-01 	Time: 1.34
epoch 1650:	pdl:6.42e-01 	 Rec:3.82e-03 	 Color:1.22e-01 	Time: 1.36
epoch 1700:	pdl:7.37e-01 	 Rec:2.28e-03 	 Color:1.00e-01 	Time: 1.37
epoch 1750:	pdl:6.46e-01 	 Rec:1.89e-03 	 Color:1.07e-01 	Time: 1.34
epoch 1800:	pdl:6.02e-01 	 Rec:2.22e-03 	 Color:1.26e-01 	Time: 1.35
epoch 1850:	pdl:7.00e-01 	 Rec:2.09e-03 	 Color:1.13e-01 	Time: 1.37
epoch 1900:	pdl:6.23e-01 	 Rec:1.98e-03 	 Color:1.08e-01 	Time: 1.34
epoch 1950:	pdl:7.72e-01 	 Rec:1.97e-03 	 Color:1.19e-01 	Time: 1.38
epoch 2000:	pdl:5.81e-01 	 Rec:1.77e-03 	 Color:1.05e-01 	Time: 1.32
epoch 2050:	pdl:6.65e-01 	 Rec:1.78e-03 	 Color:1.24e-01 	Time: 1.38
epoch 2100:	pdl:7.13e-01 	 Rec:2.28e-03 	 Color:1.25e-01 	Time: 1.34
epoch 2150:	pdl:6.51e-01 	 Rec:1.82e-03 	 Color:1.32e-01 	Time: 1.35
