epoch 0:	gram:1.12e-01 	 Rec:8.61e-02 	 Color:0.00e+00 	Time: 0.02
epoch 50:	gram:4.89e-03 	 Rec:3.39e-03 	 Color:0.00e+00 	Time: 0.97
epoch 100:	gram:9.39e-03 	 Rec:3.67e-03 	 Color:0.00e+00 	Time: 0.84
epoch 150:	gram:4.84e-03 	 Rec:2.98e-03 	 Color:0.00e+00 	Time: 0.84
epoch 200:	gram:5.46e-03 	 Rec:2.82e-03 	 Color:0.00e+00 	Time: 0.85
epoch 250:	gram:6.47e-03 	 Rec:2.44e-03 	 Color:0.00e+00 	Time: 0.86
epoch 300:	gram:6.14e-03 	 Rec:2.52e-03 	 Color:0.00e+00 	Time: 0.88
epoch 350:	gram:5.45e-03 	 Rec:3.21e-03 	 Color:0.00e+00 	Time: 0.84
epoch 400:	gram:6.40e-03 	 Rec:2.09e-03 	 Color:0.00e+00 	Time: 0.88
epoch 450:	gram:5.45e-03 	 Rec:2.06e-03 	 Color:0.00e+00 	Time: 0.84
epoch 500:	gram:4.06e-03 	 Rec:2.60e-03 	 Color:0.00e+00 	Time: 0.87
epoch 550:	gram:5.34e-03 	 Rec:2.68e-03 	 Color:0.00e+00 	Time: 0.86
epoch 600:	gram:4.65e-03 	 Rec:2.74e-03 	 Color:0.00e+00 	Time: 0.86
epoch 650:	gram:5.05e-03 	 Rec:1.41e-03 	 Color:0.00e+00 	Time: 0.86
epoch 700:	gram:4.60e-03 	 Rec:1.28e-03 	 Color:0.00e+00 	Time: 0.84
epoch 750:	gram:4.25e-03 	 Rec:1.74e-03 	 Color:0.00e+00 	Time: 0.84
epoch 800:	gram:4.90e-03 	 Rec:2.13e-03 	 Color:0.00e+00 	Time: 0.86
epoch 850:	gram:4.08e-03 	 Rec:9.05e-04 	 Color:0.00e+00 	Time: 0.88
epoch 900:	gram:4.11e-03 	 Rec:1.04e-03 	 Color:0.00e+00 	Time: 0.84
epoch 950:	gram:3.83e-03 	 Rec:9.21e-04 	 Color:0.00e+00 	Time: 0.84
epoch 1000:	gram:6.47e-03 	 Rec:1.38e-03 	 Color:0.00e+00 	Time: 0.84
epoch 1050:	gram:5.73e-03 	 Rec:1.08e-03 	 Color:0.00e+00 	Time: 0.93
epoch 1100:	gram:5.63e-03 	 Rec:1.13e-03 	 Color:0.00e+00 	Time: 0.84
epoch 1150:	gram:4.97e-03 	 Rec:9.77e-04 	 Color:0.00e+00 	Time: 0.85
epoch 1200:	gram:5.87e-03 	 Rec:1.06e-03 	 Color:0.00e+00 	Time: 0.87
epoch 1250:	gram:4.80e-03 	 Rec:2.02e-03 	 Color:0.00e+00 	Time: 0.85
epoch 1300:	gram:6.62e-03 	 Rec:1.12e-03 	 Color:0.00e+00 	Time: 0.87
epoch 1350:	gram:4.35e-03 	 Rec:1.19e-03 	 Color:0.00e+00 	Time: 0.85
epoch 1400:	gram:4.14e-03 	 Rec:6.10e-04 	 Color:0.00e+00 	Time: 0.85
epoch 1450:	gram:3.87e-03 	 Rec:6.71e-04 	 Color:0.00e+00 	Time: 0.84
epoch 1500:	gram:7.95e-03 	 Rec:9.97e-04 	 Color:0.00e+00 	Time: 0.89
epoch 1550:	gram:4.83e-03 	 Rec:7.70e-04 	 Color:0.00e+00 	Time: 0.87
epoch 1600:	gram:4.07e-03 	 Rec:6.81e-04 	 Color:0.00e+00 	Time: 0.85
epoch 1650:	gram:4.65e-03 	 Rec:8.79e-04 	 Color:0.00e+00 	Time: 0.87
epoch 1700:	gram:3.86e-03 	 Rec:6.29e-04 	 Color:0.00e+00 	Time: 0.85
epoch 1750:	gram:4.93e-03 	 Rec:1.11e-03 	 Color:0.00e+00 	Time: 0.87
epoch 1800:	gram:4.09e-03 	 Rec:7.73e-04 	 Color:0.00e+00 	Time: 0.83
epoch 1850:	gram:5.57e-03 	 Rec:9.07e-04 	 Color:0.00e+00 	Time: 0.83
epoch 1900:	gram:3.74e-03 	 Rec:8.59e-04 	 Color:0.00e+00 	Time: 0.88
epoch 1950:	gram:3.54e-03 	 Rec:9.53e-04 	 Color:0.00e+00 	Time: 0.88
epoch 2000:	gram:4.05e-03 	 Rec:7.21e-04 	 Color:0.00e+00 	Time: 0.84
epoch 2050:	gram:4.13e-03 	 Rec:6.67e-04 	 Color:0.00e+00 	Time: 0.91
epoch 2100:	gram:3.90e-03 	 Rec:4.78e-04 	 Color:0.00e+00 	Time: 0.83
epoch 2150:	gram:3.78e-03 	 Rec:5.74e-04 	 Color:0.00e+00 	Time: 0.83
epoch 2200:	gram:4.00e-03 	 Rec:8.34e-04 	 Color:0.00e+00 	Time: 0.83
epoch 2250:	gram:3.60e-03 	 Rec:6.08e-04 	 Color:0.00e+00 	Time: 0.82
epoch 2300:	gram:3.43e-03 	 Rec:6.01e-04 	 Color:0.00e+00 	Time: 0.86
epoch 2350:	gram:3.74e-03 	 Rec:9.07e-04 	 Color:0.00e+00 	Time: 0.86
epoch 2400:	gram:4.47e-03 	 Rec:8.79e-04 	 Color:0.00e+00 	Time: 0.86
epoch 2450:	gram:4.56e-03 	 Rec:5.90e-04 	 Color:0.00e+00 	Time: 0.83
epoch 2500:	gram:3.43e-03 	 Rec:4.75e-04 	 Color:0.00e+00 	Time: 0.86
