epoch 0:	gram:3.22e-02 	 Rec:5.60e-02 	 Color:0.00e+00 	Time: 0.01
epoch 50:	gram:8.92e-03 	 Rec:3.11e-03 	 Color:0.00e+00 	Time: 0.73
epoch 100:	gram:8.04e-03 	 Rec:2.28e-03 	 Color:0.00e+00 	Time: 0.68
epoch 150:	gram:7.49e-03 	 Rec:2.38e-03 	 Color:0.00e+00 	Time: 0.64
epoch 200:	gram:8.28e-03 	 Rec:1.98e-03 	 Color:0.00e+00 	Time: 0.64
epoch 250:	gram:7.38e-03 	 Rec:1.69e-03 	 Color:0.00e+00 	Time: 0.67
epoch 300:	gram:7.09e-03 	 Rec:1.39e-03 	 Color:0.00e+00 	Time: 0.64
epoch 350:	gram:6.40e-03 	 Rec:1.27e-03 	 Color:0.00e+00 	Time: 0.64
epoch 400:	gram:1.04e-02 	 Rec:1.77e-03 	 Color:0.00e+00 	Time: 0.64
epoch 450:	gram:7.46e-03 	 Rec:1.22e-03 	 Color:0.00e+00 	Time: 0.64
epoch 500:	gram:7.39e-03 	 Rec:1.13e-03 	 Color:0.00e+00 	Time: 0.64
epoch 550:	gram:6.82e-03 	 Rec:1.35e-03 	 Color:0.00e+00 	Time: 0.64
epoch 600:	gram:8.20e-03 	 Rec:8.99e-04 	 Color:0.00e+00 	Time: 0.63
epoch 650:	gram:7.68e-03 	 Rec:1.31e-03 	 Color:0.00e+00 	Time: 0.64
epoch 700:	gram:7.99e-03 	 Rec:1.01e-03 	 Color:0.00e+00 	Time: 0.64
epoch 750:	gram:8.37e-03 	 Rec:9.00e-04 	 Color:0.00e+00 	Time: 0.64
epoch 800:	gram:5.66e-03 	 Rec:9.76e-04 	 Color:0.00e+00 	Time: 0.65
epoch 850:	gram:1.02e-02 	 Rec:8.35e-04 	 Color:0.00e+00 	Time: 0.64
epoch 900:	gram:7.67e-03 	 Rec:6.96e-04 	 Color:0.00e+00 	Time: 0.64
epoch 950:	gram:7.01e-03 	 Rec:7.10e-04 	 Color:0.00e+00 	Time: 0.65
epoch 1000:	gram:6.47e-03 	 Rec:1.19e-03 	 Color:0.00e+00 	Time: 0.64
epoch 1050:	gram:7.23e-03 	 Rec:6.01e-04 	 Color:0.00e+00 	Time: 0.67
epoch 1100:	gram:6.81e-03 	 Rec:6.74e-04 	 Color:0.00e+00 	Time: 0.67
epoch 1150:	gram:7.01e-03 	 Rec:8.10e-04 	 Color:0.00e+00 	Time: 0.65
epoch 1200:	gram:7.01e-03 	 Rec:6.02e-04 	 Color:0.00e+00 	Time: 0.67
epoch 1250:	gram:6.96e-03 	 Rec:5.47e-04 	 Color:0.00e+00 	Time: 0.65
epoch 1300:	gram:5.37e-03 	 Rec:6.48e-04 	 Color:0.00e+00 	Time: 0.68
epoch 1350:	gram:1.07e-02 	 Rec:6.48e-04 	 Color:0.00e+00 	Time: 0.68
epoch 1400:	gram:6.34e-03 	 Rec:4.98e-04 	 Color:0.00e+00 	Time: 0.69
epoch 1450:	gram:6.15e-03 	 Rec:4.87e-04 	 Color:0.00e+00 	Time: 0.66
epoch 1500:	gram:6.11e-03 	 Rec:5.86e-04 	 Color:0.00e+00 	Time: 0.65
epoch 1550:	gram:5.50e-03 	 Rec:5.29e-04 	 Color:0.00e+00 	Time: 0.66
epoch 1600:	gram:7.06e-03 	 Rec:6.02e-04 	 Color:0.00e+00 	Time: 0.66
