epoch 0:	style:6.53e-02 	 Rec:2.47e-01 	 Color:7.85e-04 	Time: 0.01
epoch 50:	style:1.55e-02 	 Rec:3.79e-03 	 Color:3.09e-04 	Time: 0.50
epoch 100:	style:1.55e-02 	 Rec:5.05e-04 	 Color:2.70e-04 	Time: 0.50
epoch 150:	style:1.34e-02 	 Rec:6.63e-04 	 Color:3.06e-04 	Time: 0.51
epoch 200:	style:1.25e-02 	 Rec:4.65e-04 	 Color:1.78e-04 	Time: 0.51
epoch 250:	style:1.51e-02 	 Rec:6.38e-04 	 Color:1.88e-04 	Time: 0.52
epoch 300:	style:1.65e-02 	 Rec:6.26e-04 	 Color:3.52e-04 	Time: 0.51
epoch 350:	style:1.49e-02 	 Rec:1.06e-03 	 Color:1.32e-04 	Time: 0.50
epoch 400:	style:1.52e-02 	 Rec:1.25e-03 	 Color:2.84e-04 	Time: 0.50
epoch 450:	style:1.74e-02 	 Rec:1.98e-04 	 Color:1.86e-04 	Time: 0.50
epoch 500:	style:1.54e-02 	 Rec:2.22e-04 	 Color:2.01e-04 	Time: 0.49
epoch 550:	style:1.47e-02 	 Rec:4.39e-05 	 Color:1.25e-04 	Time: 0.50
epoch 600:	style:1.61e-02 	 Rec:3.07e-05 	 Color:1.81e-04 	Time: 0.51
epoch 650:	style:1.42e-02 	 Rec:9.27e-05 	 Color:2.93e-04 	Time: 0.51
epoch 700:	style:1.25e-02 	 Rec:1.91e-04 	 Color:1.60e-04 	Time: 0.50
epoch 750:	style:1.40e-02 	 Rec:3.16e-04 	 Color:1.71e-04 	Time: 0.50
epoch 800:	style:1.47e-02 	 Rec:3.02e-04 	 Color:2.30e-04 	Time: 0.50
epoch 850:	style:1.60e-02 	 Rec:3.39e-03 	 Color:2.38e-04 	Time: 0.50
epoch 900:	style:1.46e-02 	 Rec:3.34e-05 	 Color:2.34e-04 	Time: 0.50
epoch 950:	style:1.48e-02 	 Rec:6.32e-05 	 Color:2.19e-04 	Time: 0.50
epoch 1000:	style:1.65e-02 	 Rec:1.00e-04 	 Color:2.79e-04 	Time: 0.50
epoch 1050:	style:1.41e-02 	 Rec:1.13e-04 	 Color:1.92e-04 	Time: 0.51
epoch 1100:	style:1.67e-02 	 Rec:5.18e-05 	 Color:2.60e-04 	Time: 0.50
epoch 1150:	style:1.38e-02 	 Rec:2.75e-04 	 Color:2.81e-04 	Time: 0.50
epoch 1200:	style:1.69e-02 	 Rec:1.17e-04 	 Color:2.88e-04 	Time: 0.50
epoch 1250:	style:1.55e-02 	 Rec:3.56e-04 	 Color:1.84e-04 	Time: 0.51
epoch 1300:	style:1.47e-02 	 Rec:3.73e-05 	 Color:3.57e-04 	Time: 0.51
epoch 1350:	style:1.33e-02 	 Rec:2.75e-04 	 Color:2.23e-04 	Time: 0.51
epoch 1400:	style:1.50e-02 	 Rec:1.12e-04 	 Color:1.56e-04 	Time: 0.50
epoch 1450:	style:1.55e-02 	 Rec:6.36e-04 	 Color:2.13e-04 	Time: 0.50
epoch 1500:	style:1.55e-02 	 Rec:1.33e-04 	 Color:2.42e-04 	Time: 0.50
epoch 1550:	style:1.42e-02 	 Rec:1.37e-04 	 Color:2.32e-04 	Time: 0.50
epoch 1600:	style:1.59e-02 	 Rec:1.24e-04 	 Color:1.55e-04 	Time: 0.50
epoch 1650:	style:1.67e-02 	 Rec:1.28e-04 	 Color:2.93e-04 	Time: 0.50
epoch 1700:	style:1.47e-02 	 Rec:1.01e-03 	 Color:2.41e-04 	Time: 0.50
epoch 1750:	style:1.49e-02 	 Rec:9.36e-05 	 Color:1.82e-04 	Time: 0.50
epoch 1800:	style:1.48e-02 	 Rec:1.90e-05 	 Color:1.62e-04 	Time: 0.50
epoch 1850:	style:1.51e-02 	 Rec:5.83e-05 	 Color:2.90e-04 	Time: 0.50
epoch 1900:	style:1.57e-02 	 Rec:2.18e-04 	 Color:2.91e-04 	Time: 0.50
epoch 1950:	style:1.60e-02 	 Rec:7.08e-05 	 Color:2.36e-04 	Time: 0.50
epoch 2000:	style:1.69e-02 	 Rec:2.41e-04 	 Color:2.11e-04 	Time: 0.50
epoch 2050:	style:1.65e-02 	 Rec:1.04e-04 	 Color:3.01e-04 	Time: 0.51
epoch 2100:	style:1.75e-02 	 Rec:7.56e-04 	 Color:2.88e-04 	Time: 0.50
epoch 2150:	style:1.57e-02 	 Rec:2.02e-04 	 Color:2.95e-04 	Time: 0.51
epoch 2200:	style:1.66e-02 	 Rec:4.68e-05 	 Color:3.39e-04 	Time: 0.49
epoch 2250:	style:1.69e-02 	 Rec:1.35e-04 	 Color:1.61e-04 	Time: 0.50
epoch 2300:	style:1.69e-02 	 Rec:2.42e-04 	 Color:1.95e-04 	Time: 0.51
epoch 2350:	style:1.67e-02 	 Rec:1.33e-05 	 Color:3.94e-04 	Time: 0.51
epoch 2400:	style:1.46e-02 	 Rec:8.03e-05 	 Color:2.11e-04 	Time: 0.50
epoch 2450:	style:1.45e-02 	 Rec:1.29e-04 	 Color:2.10e-04 	Time: 0.51
epoch 2500:	style:1.68e-02 	 Rec:5.77e-05 	 Color:2.49e-04 	Time: 0.51
epoch 2550:	style:1.75e-02 	 Rec:6.30e-05 	 Color:2.39e-04 	Time: 0.50
epoch 2600:	style:1.63e-02 	 Rec:9.94e-05 	 Color:2.03e-04 	Time: 0.50
epoch 2650:	style:1.45e-02 	 Rec:1.44e-04 	 Color:2.23e-04 	Time: 0.50
epoch 2700:	style:1.76e-02 	 Rec:3.67e-05 	 Color:2.18e-04 	Time: 0.50
epoch 2750:	style:1.57e-02 	 Rec:2.43e-04 	 Color:3.72e-04 	Time: 0.51
