epoch 0:	pdl:1.37e+00 	 Rec:1.37e+00 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:7.33e-01 	 Rec:1.00e-01 	 Color:0.00e+00 	Time: 0.54
epoch 100:	pdl:6.65e-01 	 Rec:7.64e-02 	 Color:0.00e+00 	Time: 0.53
epoch 150:	pdl:6.08e-01 	 Rec:5.82e-02 	 Color:0.00e+00 	Time: 0.53
epoch 200:	pdl:5.89e-01 	 Rec:4.81e-02 	 Color:0.00e+00 	Time: 0.53
epoch 250:	pdl:5.80e-01 	 Rec:4.85e-02 	 Color:0.00e+00 	Time: 0.53
epoch 300:	pdl:5.91e-01 	 Rec:3.69e-02 	 Color:0.00e+00 	Time: 0.53
epoch 350:	pdl:5.73e-01 	 Rec:3.27e-02 	 Color:0.00e+00 	Time: 0.53
epoch 400:	pdl:6.04e-01 	 Rec:3.17e-02 	 Color:0.00e+00 	Time: 0.53
epoch 450:	pdl:6.07e-01 	 Rec:2.39e-02 	 Color:0.00e+00 	Time: 0.53
epoch 500:	pdl:6.22e-01 	 Rec:2.64e-02 	 Color:0.00e+00 	Time: 0.54
epoch 550:	pdl:6.38e-01 	 Rec:2.06e-02 	 Color:0.00e+00 	Time: 0.54
epoch 600:	pdl:6.18e-01 	 Rec:1.68e-02 	 Color:0.00e+00 	Time: 0.54
epoch 650:	pdl:6.01e-01 	 Rec:1.74e-02 	 Color:0.00e+00 	Time: 0.54
epoch 700:	pdl:5.84e-01 	 Rec:1.51e-02 	 Color:0.00e+00 	Time: 0.53
epoch 750:	pdl:5.48e-01 	 Rec:1.30e-02 	 Color:0.00e+00 	Time: 0.54
epoch 800:	pdl:6.12e-01 	 Rec:1.39e-02 	 Color:0.00e+00 	Time: 0.54
epoch 850:	pdl:6.53e-01 	 Rec:1.15e-02 	 Color:0.00e+00 	Time: 0.54
epoch 900:	pdl:5.96e-01 	 Rec:1.26e-02 	 Color:0.00e+00 	Time: 0.54
epoch 950:	pdl:5.46e-01 	 Rec:9.05e-03 	 Color:0.00e+00 	Time: 0.53
epoch 1000:	pdl:5.69e-01 	 Rec:9.37e-03 	 Color:0.00e+00 	Time: 0.53
epoch 1050:	pdl:6.28e-01 	 Rec:1.03e-02 	 Color:0.00e+00 	Time: 0.53
epoch 1100:	pdl:5.37e-01 	 Rec:1.02e-02 	 Color:0.00e+00 	Time: 0.53
epoch 1150:	pdl:5.43e-01 	 Rec:7.31e-03 	 Color:0.00e+00 	Time: 0.53
epoch 1200:	pdl:5.59e-01 	 Rec:8.35e-03 	 Color:0.00e+00 	Time: 0.53
epoch 1250:	pdl:5.98e-01 	 Rec:8.60e-03 	 Color:0.00e+00 	Time: 0.56
