epoch 0:	pdl:1.42e+00 	 Rec:1.42e+00 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:1.17e+00 	 Rec:2.47e-01 	 Color:0.00e+00 	Time: 1.75
epoch 100:	pdl:1.05e+00 	 Rec:2.05e-01 	 Color:0.00e+00 	Time: 1.70
epoch 150:	pdl:1.06e+00 	 Rec:1.97e-01 	 Color:0.00e+00 	Time: 1.70
epoch 200:	pdl:9.77e-01 	 Rec:1.71e-01 	 Color:0.00e+00 	Time: 1.71
epoch 250:	pdl:8.99e-01 	 Rec:1.49e-01 	 Color:0.00e+00 	Time: 1.70
epoch 300:	pdl:8.88e-01 	 Rec:1.47e-01 	 Color:0.00e+00 	Time: 1.72
epoch 350:	pdl:8.03e-01 	 Rec:1.46e-01 	 Color:0.00e+00 	Time: 1.72
epoch 400:	pdl:8.29e-01 	 Rec:1.34e-01 	 Color:0.00e+00 	Time: 1.74
epoch 450:	pdl:8.51e-01 	 Rec:1.47e-01 	 Color:0.00e+00 	Time: 1.75
epoch 500:	pdl:7.28e-01 	 Rec:1.32e-01 	 Color:0.00e+00 	Time: 1.74
epoch 550:	pdl:7.62e-01 	 Rec:1.14e-01 	 Color:0.00e+00 	Time: 1.76
epoch 600:	pdl:7.07e-01 	 Rec:1.09e-01 	 Color:0.00e+00 	Time: 1.77
epoch 650:	pdl:6.61e-01 	 Rec:9.54e-02 	 Color:0.00e+00 	Time: 1.76
epoch 700:	pdl:6.62e-01 	 Rec:9.24e-02 	 Color:0.00e+00 	Time: 1.74
epoch 750:	pdl:6.42e-01 	 Rec:9.49e-02 	 Color:0.00e+00 	Time: 1.70
epoch 800:	pdl:6.35e-01 	 Rec:9.19e-02 	 Color:0.00e+00 	Time: 1.70
epoch 850:	pdl:6.01e-01 	 Rec:9.81e-02 	 Color:0.00e+00 	Time: 1.70
epoch 900:	pdl:5.66e-01 	 Rec:8.49e-02 	 Color:0.00e+00 	Time: 1.69
epoch 950:	pdl:5.04e-01 	 Rec:8.58e-02 	 Color:0.00e+00 	Time: 1.72
epoch 1000:	pdl:5.65e-01 	 Rec:7.57e-02 	 Color:0.00e+00 	Time: 1.72
epoch 1050:	pdl:6.03e-01 	 Rec:8.23e-02 	 Color:0.00e+00 	Time: 1.78
