epoch 0:	gram:3.71e-02 	 Rec:2.47e-01 	 Color:0.00e+00 	Time: 0.01
epoch 50:	gram:6.77e-03 	 Rec:9.58e-02 	 Color:0.00e+00 	Time: 0.40
epoch 100:	gram:5.14e-03 	 Rec:4.23e-02 	 Color:0.00e+00 	Time: 0.39
epoch 150:	gram:3.53e-03 	 Rec:1.94e-02 	 Color:0.00e+00 	Time: 0.39
epoch 200:	gram:3.07e-03 	 Rec:1.08e-02 	 Color:0.00e+00 	Time: 0.39
epoch 250:	gram:2.78e-03 	 Rec:6.66e-03 	 Color:0.00e+00 	Time: 0.36
epoch 300:	gram:2.28e-03 	 Rec:4.56e-03 	 Color:0.00e+00 	Time: 0.39
epoch 350:	gram:2.15e-03 	 Rec:3.16e-03 	 Color:0.00e+00 	Time: 0.37
epoch 400:	gram:2.28e-03 	 Rec:2.33e-03 	 Color:0.00e+00 	Time: 0.37
epoch 450:	gram:1.83e-03 	 Rec:1.77e-03 	 Color:0.00e+00 	Time: 0.35
epoch 500:	gram:2.44e-03 	 Rec:1.32e-03 	 Color:0.00e+00 	Time: 0.35
epoch 550:	gram:2.87e-03 	 Rec:1.08e-03 	 Color:0.00e+00 	Time: 0.38
epoch 600:	gram:1.96e-03 	 Rec:9.16e-04 	 Color:0.00e+00 	Time: 0.37
epoch 650:	gram:2.04e-03 	 Rec:7.43e-04 	 Color:0.00e+00 	Time: 0.38
epoch 700:	gram:1.77e-03 	 Rec:6.02e-04 	 Color:0.00e+00 	Time: 0.40
epoch 750:	gram:1.80e-03 	 Rec:4.94e-04 	 Color:0.00e+00 	Time: 0.36
epoch 800:	gram:1.65e-03 	 Rec:5.17e-04 	 Color:0.00e+00 	Time: 0.36
epoch 850:	gram:1.77e-03 	 Rec:6.82e-04 	 Color:0.00e+00 	Time: 0.33
epoch 900:	gram:1.76e-03 	 Rec:2.91e-04 	 Color:0.00e+00 	Time: 0.38
epoch 950:	gram:2.01e-03 	 Rec:2.89e-04 	 Color:0.00e+00 	Time: 0.36
epoch 1000:	gram:1.79e-03 	 Rec:3.05e-04 	 Color:0.00e+00 	Time: 0.38
epoch 1050:	gram:2.05e-03 	 Rec:3.60e-04 	 Color:0.00e+00 	Time: 0.39
