epoch 0:	pdl:1.07e+00 	 Rec:1.07e+00 	 Color:2.02e-01 	Time: 0.01
epoch 50:	pdl:7.23e-01 	 Rec:8.03e-02 	 Color:2.12e-01 	Time: 0.70
epoch 100:	pdl:7.14e-01 	 Rec:5.14e-02 	 Color:1.88e-01 	Time: 0.67
epoch 150:	pdl:6.45e-01 	 Rec:4.05e-02 	 Color:2.13e-01 	Time: 0.67
epoch 200:	pdl:6.92e-01 	 Rec:2.85e-02 	 Color:2.13e-01 	Time: 0.67
epoch 250:	pdl:6.38e-01 	 Rec:2.77e-02 	 Color:2.20e-01 	Time: 0.67
epoch 300:	pdl:6.50e-01 	 Rec:1.97e-02 	 Color:2.08e-01 	Time: 0.68
epoch 350:	pdl:7.05e-01 	 Rec:1.47e-02 	 Color:2.16e-01 	Time: 0.68
epoch 400:	pdl:6.20e-01 	 Rec:1.43e-02 	 Color:1.94e-01 	Time: 0.66
epoch 450:	pdl:6.63e-01 	 Rec:1.16e-02 	 Color:1.78e-01 	Time: 0.66
epoch 500:	pdl:6.20e-01 	 Rec:1.10e-02 	 Color:1.70e-01 	Time: 0.66
epoch 550:	pdl:6.59e-01 	 Rec:9.38e-03 	 Color:2.24e-01 	Time: 0.66
epoch 600:	pdl:5.79e-01 	 Rec:8.87e-03 	 Color:1.96e-01 	Time: 0.66
epoch 650:	pdl:7.10e-01 	 Rec:6.79e-03 	 Color:2.12e-01 	Time: 0.66
epoch 700:	pdl:6.51e-01 	 Rec:7.66e-03 	 Color:2.30e-01 	Time: 0.66
epoch 750:	pdl:6.57e-01 	 Rec:9.35e-03 	 Color:2.17e-01 	Time: 0.66
epoch 800:	pdl:6.25e-01 	 Rec:6.78e-03 	 Color:1.96e-01 	Time: 0.66
epoch 850:	pdl:6.11e-01 	 Rec:7.46e-03 	 Color:1.81e-01 	Time: 0.66
epoch 900:	pdl:6.99e-01 	 Rec:5.72e-03 	 Color:1.94e-01 	Time: 0.66
epoch 950:	pdl:6.06e-01 	 Rec:9.26e-03 	 Color:1.92e-01 	Time: 0.66
epoch 1000:	pdl:5.96e-01 	 Rec:5.76e-03 	 Color:1.95e-01 	Time: 0.66
epoch 1050:	pdl:6.55e-01 	 Rec:1.03e-02 	 Color:2.41e-01 	Time: 0.66
epoch 1100:	pdl:6.29e-01 	 Rec:6.59e-03 	 Color:2.11e-01 	Time: 0.66
epoch 1150:	pdl:6.25e-01 	 Rec:4.98e-03 	 Color:1.98e-01 	Time: 0.66
epoch 1200:	pdl:6.85e-01 	 Rec:8.33e-03 	 Color:2.24e-01 	Time: 0.66
epoch 1250:	pdl:5.89e-01 	 Rec:3.31e-03 	 Color:1.75e-01 	Time: 0.66
epoch 1300:	pdl:5.79e-01 	 Rec:4.01e-03 	 Color:2.06e-01 	Time: 0.66
