epoch 0:	style:4.56e-02 	 Rec:2.47e-01 	 Color:1.14e-04 	Time: 0.01
epoch 50:	style:3.59e-03 	 Rec:2.82e-03 	 Color:6.09e-05 	Time: 0.46
epoch 100:	style:3.81e-03 	 Rec:5.31e-04 	 Color:1.57e-04 	Time: 0.46
epoch 150:	style:3.88e-03 	 Rec:1.84e-03 	 Color:7.58e-05 	Time: 0.46
epoch 200:	style:3.36e-03 	 Rec:1.16e-03 	 Color:4.05e-05 	Time: 0.45
epoch 250:	style:4.56e-03 	 Rec:5.65e-04 	 Color:6.52e-05 	Time: 0.45
epoch 300:	style:4.90e-03 	 Rec:7.76e-05 	 Color:1.17e-04 	Time: 0.45
epoch 350:	style:3.77e-03 	 Rec:2.19e-04 	 Color:9.80e-05 	Time: 0.45
epoch 400:	style:4.30e-03 	 Rec:4.94e-04 	 Color:8.35e-05 	Time: 0.45
epoch 450:	style:4.95e-03 	 Rec:1.38e-04 	 Color:1.58e-04 	Time: 0.45
epoch 500:	style:4.52e-03 	 Rec:1.15e-04 	 Color:8.15e-05 	Time: 0.45
epoch 550:	style:3.83e-03 	 Rec:2.53e-03 	 Color:4.77e-05 	Time: 0.45
epoch 600:	style:4.45e-03 	 Rec:1.21e-04 	 Color:6.04e-05 	Time: 0.45
epoch 650:	style:3.94e-03 	 Rec:2.42e-05 	 Color:7.75e-05 	Time: 0.46
epoch 700:	style:3.51e-03 	 Rec:1.98e-04 	 Color:1.48e-04 	Time: 0.46
epoch 750:	style:3.37e-03 	 Rec:3.58e-04 	 Color:1.29e-04 	Time: 0.39
epoch 800:	style:4.72e-03 	 Rec:1.03e-03 	 Color:5.52e-05 	Time: 0.38
epoch 850:	style:3.99e-03 	 Rec:6.52e-05 	 Color:7.28e-05 	Time: 0.40
epoch 900:	style:4.12e-03 	 Rec:5.02e-05 	 Color:6.27e-05 	Time: 0.41
epoch 950:	style:4.00e-03 	 Rec:4.25e-03 	 Color:5.36e-05 	Time: 0.40
epoch 1000:	style:5.26e-03 	 Rec:7.27e-05 	 Color:1.03e-04 	Time: 0.38
epoch 1050:	style:4.48e-03 	 Rec:1.18e-04 	 Color:6.21e-05 	Time: 0.38
epoch 1100:	style:3.65e-03 	 Rec:1.04e-04 	 Color:1.35e-04 	Time: 0.40
epoch 1150:	style:3.75e-03 	 Rec:6.73e-05 	 Color:5.50e-05 	Time: 0.39
epoch 1200:	style:4.32e-03 	 Rec:1.92e-03 	 Color:7.52e-05 	Time: 0.41
epoch 1250:	style:4.08e-03 	 Rec:3.08e-05 	 Color:1.22e-04 	Time: 0.40
epoch 1300:	style:3.60e-03 	 Rec:3.93e-05 	 Color:1.07e-04 	Time: 0.44
epoch 1350:	style:3.77e-03 	 Rec:1.77e-04 	 Color:9.15e-05 	Time: 0.47
epoch 1400:	style:4.04e-03 	 Rec:8.08e-05 	 Color:9.31e-05 	Time: 0.46
epoch 1450:	style:4.26e-03 	 Rec:5.32e-05 	 Color:1.48e-04 	Time: 0.42
epoch 1500:	style:4.33e-03 	 Rec:5.84e-05 	 Color:1.10e-04 	Time: 0.43
epoch 1550:	style:3.95e-03 	 Rec:6.65e-05 	 Color:6.14e-05 	Time: 0.42
epoch 1600:	style:3.46e-03 	 Rec:4.51e-05 	 Color:9.45e-05 	Time: 0.43
epoch 1650:	style:4.47e-03 	 Rec:2.23e-05 	 Color:1.34e-04 	Time: 0.46
epoch 1700:	style:4.45e-03 	 Rec:1.07e-03 	 Color:1.29e-04 	Time: 0.46
epoch 1750:	style:3.50e-03 	 Rec:3.34e-05 	 Color:7.10e-05 	Time: 0.46
epoch 1800:	style:3.94e-03 	 Rec:6.07e-05 	 Color:7.50e-05 	Time: 0.47
epoch 1850:	style:4.20e-03 	 Rec:4.61e-04 	 Color:7.94e-05 	Time: 0.47
epoch 1900:	style:3.40e-03 	 Rec:5.76e-05 	 Color:8.01e-05 	Time: 0.47
epoch 1950:	style:4.98e-03 	 Rec:8.28e-05 	 Color:5.12e-05 	Time: 0.47
epoch 2000:	style:8.65e-03 	 Rec:1.35e-02 	 Color:6.30e-05 	Time: 0.45
epoch 2050:	style:3.83e-03 	 Rec:1.38e-04 	 Color:1.55e-04 	Time: 0.45
epoch 2100:	style:4.17e-03 	 Rec:2.28e-05 	 Color:6.33e-05 	Time: 0.50
epoch 2150:	style:3.75e-03 	 Rec:6.69e-06 	 Color:1.10e-04 	Time: 0.46
epoch 2200:	style:3.73e-03 	 Rec:1.93e-05 	 Color:7.76e-05 	Time: 0.47
epoch 2250:	style:4.14e-03 	 Rec:6.96e-06 	 Color:1.14e-04 	Time: 0.45
epoch 2300:	style:4.01e-03 	 Rec:8.95e-06 	 Color:6.77e-05 	Time: 0.45
epoch 2350:	style:4.39e-03 	 Rec:5.20e-07 	 Color:8.91e-05 	Time: 0.45
epoch 2400:	style:3.69e-03 	 Rec:1.38e-04 	 Color:3.97e-05 	Time: 0.45
epoch 2450:	style:4.14e-03 	 Rec:7.39e-06 	 Color:1.13e-04 	Time: 0.45
epoch 2500:	style:4.45e-03 	 Rec:1.25e-05 	 Color:9.41e-05 	Time: 0.45
epoch 2550:	style:3.89e-03 	 Rec:3.19e-05 	 Color:5.87e-05 	Time: 0.46
epoch 2600:	style:3.35e-03 	 Rec:1.50e-05 	 Color:7.01e-05 	Time: 0.45
epoch 2650:	style:3.48e-03 	 Rec:7.46e-05 	 Color:6.27e-05 	Time: 0.45
epoch 2700:	style:3.75e-03 	 Rec:2.13e-05 	 Color:1.18e-04 	Time: 0.45
epoch 2750:	style:3.25e-03 	 Rec:6.28e-05 	 Color:1.36e-04 	Time: 0.45
epoch 2800:	style:4.16e-03 	 Rec:4.36e-05 	 Color:9.56e-05 	Time: 0.45
epoch 2850:	style:4.00e-03 	 Rec:6.16e-05 	 Color:4.78e-05 	Time: 0.45
epoch 2900:	style:4.08e-03 	 Rec:9.60e-05 	 Color:1.50e-04 	Time: 0.45
epoch 2950:	style:4.07e-03 	 Rec:1.40e-04 	 Color:1.76e-04 	Time: 0.46
epoch 3000:	style:3.44e-03 	 Rec:5.46e-05 	 Color:4.79e-05 	Time: 0.46
epoch 3050:	style:4.06e-03 	 Rec:8.73e-05 	 Color:8.49e-05 	Time: 0.46
epoch 3100:	style:4.18e-03 	 Rec:1.29e-05 	 Color:9.97e-05 	Time: 0.45
epoch 3150:	style:3.75e-03 	 Rec:1.04e-04 	 Color:1.26e-04 	Time: 0.46
epoch 3200:	style:3.81e-03 	 Rec:4.85e-05 	 Color:5.84e-05 	Time: 0.46
epoch 3250:	style:4.28e-03 	 Rec:8.60e-05 	 Color:1.17e-04 	Time: 0.46
epoch 3300:	style:4.31e-03 	 Rec:1.00e-04 	 Color:1.12e-04 	Time: 0.46
epoch 3350:	style:4.24e-03 	 Rec:5.63e-05 	 Color:6.91e-05 	Time: 0.46
epoch 3400:	style:4.33e-03 	 Rec:6.68e-05 	 Color:1.17e-04 	Time: 0.46
epoch 3450:	style:5.49e-03 	 Rec:1.69e-05 	 Color:8.73e-05 	Time: 0.46
epoch 3500:	style:3.60e-03 	 Rec:7.05e-05 	 Color:7.04e-05 	Time: 0.45
epoch 3550:	style:4.67e-03 	 Rec:3.58e-05 	 Color:7.98e-05 	Time: 0.45
epoch 3600:	style:4.32e-03 	 Rec:4.41e-05 	 Color:4.89e-05 	Time: 0.45
epoch 3650:	style:4.45e-03 	 Rec:9.07e-05 	 Color:1.39e-04 	Time: 0.45
epoch 3700:	style:3.85e-03 	 Rec:4.59e-05 	 Color:1.16e-04 	Time: 0.45
epoch 3750:	style:3.99e-03 	 Rec:3.92e-05 	 Color:7.76e-05 	Time: 0.50
epoch 3800:	style:4.90e-03 	 Rec:1.69e-04 	 Color:8.71e-05 	Time: 0.45
epoch 3850:	style:3.77e-03 	 Rec:1.45e-04 	 Color:9.39e-05 	Time: 0.45
epoch 3900:	style:3.77e-03 	 Rec:1.83e-05 	 Color:6.72e-05 	Time: 0.46
epoch 3950:	style:4.34e-03 	 Rec:5.44e-05 	 Color:1.43e-04 	Time: 0.45
epoch 4000:	style:4.72e-03 	 Rec:3.69e-05 	 Color:5.88e-05 	Time: 0.45
epoch 4050:	style:4.34e-03 	 Rec:1.70e-05 	 Color:7.03e-05 	Time: 0.45
epoch 4100:	style:3.82e-03 	 Rec:7.81e-05 	 Color:7.53e-05 	Time: 0.46
epoch 4150:	style:5.22e-03 	 Rec:5.88e-05 	 Color:1.51e-04 	Time: 0.46
epoch 4200:	style:4.81e-03 	 Rec:1.51e-04 	 Color:1.44e-04 	Time: 0.46
epoch 4250:	style:4.23e-03 	 Rec:1.35e-05 	 Color:6.66e-05 	Time: 0.46
epoch 4300:	style:5.24e-03 	 Rec:4.05e-04 	 Color:1.21e-04 	Time: 0.47
epoch 4350:	style:4.86e-03 	 Rec:1.09e-05 	 Color:1.39e-04 	Time: 0.47
epoch 4400:	style:4.15e-03 	 Rec:9.40e-05 	 Color:4.99e-05 	Time: 0.46
epoch 4450:	style:4.22e-03 	 Rec:1.58e-04 	 Color:1.14e-04 	Time: 0.46
epoch 4500:	style:3.72e-03 	 Rec:2.45e-05 	 Color:7.88e-05 	Time: 0.45
epoch 4550:	style:5.41e-03 	 Rec:1.99e-04 	 Color:1.94e-04 	Time: 0.46
epoch 4600:	style:4.72e-03 	 Rec:1.31e-04 	 Color:6.11e-05 	Time: 0.45
epoch 4650:	style:4.06e-03 	 Rec:4.67e-05 	 Color:6.45e-05 	Time: 0.46
epoch 4700:	style:5.65e-03 	 Rec:3.80e-04 	 Color:8.36e-05 	Time: 0.45
epoch 4750:	style:4.79e-03 	 Rec:6.02e-05 	 Color:9.23e-05 	Time: 0.45
epoch 4800:	style:4.57e-03 	 Rec:1.07e-04 	 Color:9.40e-05 	Time: 0.45
epoch 4850:	style:4.64e-03 	 Rec:3.21e-05 	 Color:5.00e-05 	Time: 0.45
epoch 4900:	style:4.47e-03 	 Rec:7.90e-05 	 Color:1.08e-04 	Time: 0.45
epoch 4950:	style:4.82e-03 	 Rec:1.11e-04 	 Color:1.30e-04 	Time: 0.46
epoch 5000:	style:5.05e-03 	 Rec:5.63e-05 	 Color:1.18e-04 	Time: 0.46
epoch 5050:	style:4.43e-03 	 Rec:9.06e-05 	 Color:1.27e-04 	Time: 0.46
epoch 5100:	style:5.05e-03 	 Rec:5.27e-05 	 Color:1.54e-04 	Time: 0.45
epoch 5150:	style:4.39e-03 	 Rec:1.15e-04 	 Color:7.04e-05 	Time: 0.45
epoch 5200:	style:5.29e-03 	 Rec:1.94e-05 	 Color:1.66e-04 	Time: 0.46
epoch 5250:	style:4.54e-03 	 Rec:8.61e-05 	 Color:1.61e-04 	Time: 0.46
epoch 5300:	style:5.18e-03 	 Rec:1.60e-04 	 Color:2.01e-04 	Time: 0.46
epoch 5350:	style:6.21e-03 	 Rec:4.28e-05 	 Color:7.24e-05 	Time: 0.46
epoch 5400:	style:4.03e-03 	 Rec:4.63e-05 	 Color:7.11e-05 	Time: 0.46
epoch 5450:	style:5.44e-03 	 Rec:1.71e-04 	 Color:1.36e-04 	Time: 0.46
