epoch 0:	pdl:2.39e-01 	 Rec:3.22e-03 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:2.58e-01 	 Rec:2.52e-03 	 Color:0.00e+00 	Time: 1.80
epoch 100:	pdl:2.72e-01 	 Rec:2.12e-03 	 Color:0.00e+00 	Time: 1.73
epoch 150:	pdl:2.44e-01 	 Rec:2.04e-03 	 Color:0.00e+00 	Time: 1.71
epoch 200:	pdl:2.86e-01 	 Rec:1.97e-03 	 Color:0.00e+00 	Time: 1.73
epoch 250:	pdl:2.83e-01 	 Rec:2.13e-03 	 Color:0.00e+00 	Time: 1.72
epoch 300:	pdl:3.15e-01 	 Rec:1.90e-03 	 Color:0.00e+00 	Time: 1.71
epoch 350:	pdl:2.45e-01 	 Rec:1.89e-03 	 Color:0.00e+00 	Time: 1.73
epoch 400:	pdl:2.79e-01 	 Rec:1.78e-03 	 Color:0.00e+00 	Time: 1.70
epoch 450:	pdl:2.52e-01 	 Rec:1.91e-03 	 Color:0.00e+00 	Time: 1.69
epoch 500:	pdl:2.71e-01 	 Rec:1.85e-03 	 Color:0.00e+00 	Time: 1.74
epoch 550:	pdl:2.65e-01 	 Rec:1.84e-03 	 Color:0.00e+00 	Time: 1.71
epoch 600:	pdl:3.00e-01 	 Rec:1.73e-03 	 Color:0.00e+00 	Time: 1.74
epoch 650:	pdl:2.31e-01 	 Rec:1.63e-03 	 Color:0.00e+00 	Time: 1.76
epoch 700:	pdl:2.49e-01 	 Rec:1.71e-03 	 Color:0.00e+00 	Time: 1.75
epoch 750:	pdl:2.32e-01 	 Rec:1.67e-03 	 Color:0.00e+00 	Time: 1.75
epoch 800:	pdl:2.29e-01 	 Rec:1.60e-03 	 Color:0.00e+00 	Time: 1.73
epoch 850:	pdl:2.67e-01 	 Rec:1.55e-03 	 Color:0.00e+00 	Time: 1.73
epoch 900:	pdl:2.46e-01 	 Rec:1.70e-03 	 Color:0.00e+00 	Time: 1.71
epoch 950:	pdl:2.59e-01 	 Rec:1.57e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1000:	pdl:2.41e-01 	 Rec:1.55e-03 	 Color:0.00e+00 	Time: 1.74
epoch 1050:	pdl:2.68e-01 	 Rec:1.47e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1100:	pdl:2.42e-01 	 Rec:1.59e-03 	 Color:0.00e+00 	Time: 1.75
epoch 1150:	pdl:2.60e-01 	 Rec:1.36e-03 	 Color:0.00e+00 	Time: 1.75
epoch 1200:	pdl:3.05e-01 	 Rec:1.51e-03 	 Color:0.00e+00 	Time: 1.75
epoch 1250:	pdl:2.40e-01 	 Rec:1.65e-03 	 Color:0.00e+00 	Time: 1.75
epoch 1300:	pdl:2.38e-01 	 Rec:1.45e-03 	 Color:0.00e+00 	Time: 1.74
epoch 1350:	pdl:4.00e-01 	 Rec:1.41e-03 	 Color:0.00e+00 	Time: 1.70
epoch 1400:	pdl:2.51e-01 	 Rec:1.39e-03 	 Color:0.00e+00 	Time: 1.70
epoch 1450:	pdl:2.62e-01 	 Rec:1.43e-03 	 Color:0.00e+00 	Time: 1.74
epoch 1500:	pdl:3.18e-01 	 Rec:1.44e-03 	 Color:0.00e+00 	Time: 1.74
epoch 1550:	pdl:2.59e-01 	 Rec:1.55e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1600:	pdl:2.21e-01 	 Rec:1.42e-03 	 Color:0.00e+00 	Time: 1.70
epoch 1650:	pdl:2.58e-01 	 Rec:1.44e-03 	 Color:0.00e+00 	Time: 1.74
epoch 1700:	pdl:2.89e-01 	 Rec:1.41e-03 	 Color:0.00e+00 	Time: 1.74
epoch 1750:	pdl:2.24e-01 	 Rec:1.39e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1800:	pdl:2.89e-01 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1850:	pdl:2.27e-01 	 Rec:1.28e-03 	 Color:0.00e+00 	Time: 1.72
epoch 1900:	pdl:2.39e-01 	 Rec:1.36e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1950:	pdl:2.66e-01 	 Rec:1.33e-03 	 Color:0.00e+00 	Time: 1.73
epoch 2000:	pdl:2.55e-01 	 Rec:1.32e-03 	 Color:0.00e+00 	Time: 1.74
epoch 2050:	pdl:2.31e-01 	 Rec:1.24e-03 	 Color:0.00e+00 	Time: 1.76
epoch 2100:	pdl:2.45e-01 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 1.73
epoch 2150:	pdl:2.40e-01 	 Rec:1.35e-03 	 Color:0.00e+00 	Time: 1.75
epoch 2200:	pdl:3.37e-01 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 1.74
epoch 2250:	pdl:2.27e-01 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 1.73
epoch 2300:	pdl:3.17e-01 	 Rec:1.21e-03 	 Color:0.00e+00 	Time: 1.76
epoch 2350:	pdl:2.45e-01 	 Rec:1.32e-03 	 Color:0.00e+00 	Time: 1.74
