epoch 0:	pdl:2.38e+00 	 Rec:8.98e-02 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:8.96e-01 	 Rec:7.58e-03 	 Color:0.00e+00 	Time: 1.68
epoch 100:	pdl:8.46e-01 	 Rec:8.45e-03 	 Color:0.00e+00 	Time: 1.67
epoch 150:	pdl:8.51e-01 	 Rec:9.35e-03 	 Color:0.00e+00 	Time: 1.67
epoch 200:	pdl:8.02e-01 	 Rec:5.98e-03 	 Color:0.00e+00 	Time: 1.67
epoch 250:	pdl:7.57e-01 	 Rec:6.84e-03 	 Color:0.00e+00 	Time: 1.67
epoch 300:	pdl:7.54e-01 	 Rec:5.11e-03 	 Color:0.00e+00 	Time: 1.67
epoch 350:	pdl:7.84e-01 	 Rec:6.61e-03 	 Color:0.00e+00 	Time: 1.67
epoch 400:	pdl:7.70e-01 	 Rec:5.37e-03 	 Color:0.00e+00 	Time: 1.68
epoch 450:	pdl:7.15e-01 	 Rec:5.02e-03 	 Color:0.00e+00 	Time: 1.66
epoch 500:	pdl:8.91e-01 	 Rec:8.20e-03 	 Color:0.00e+00 	Time: 1.60
epoch 550:	pdl:8.00e-01 	 Rec:4.56e-03 	 Color:0.00e+00 	Time: 1.26
epoch 600:	pdl:7.87e-01 	 Rec:4.83e-03 	 Color:0.00e+00 	Time: 1.70
epoch 650:	pdl:6.85e-01 	 Rec:4.21e-03 	 Color:0.00e+00 	Time: 1.72
epoch 700:	pdl:9.15e-01 	 Rec:5.01e-03 	 Color:0.00e+00 	Time: 1.69
epoch 750:	pdl:7.15e-01 	 Rec:5.90e-03 	 Color:0.00e+00 	Time: 1.72
epoch 800:	pdl:7.22e-01 	 Rec:4.49e-03 	 Color:0.00e+00 	Time: 1.72
epoch 850:	pdl:7.19e-01 	 Rec:4.63e-03 	 Color:0.00e+00 	Time: 1.73
epoch 900:	pdl:8.02e-01 	 Rec:4.26e-03 	 Color:0.00e+00 	Time: 1.71
epoch 950:	pdl:7.79e-01 	 Rec:5.35e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1000:	pdl:8.56e-01 	 Rec:4.23e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1050:	pdl:7.48e-01 	 Rec:4.49e-03 	 Color:0.00e+00 	Time: 1.72
epoch 1100:	pdl:8.70e-01 	 Rec:4.23e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1150:	pdl:6.78e-01 	 Rec:4.25e-03 	 Color:0.00e+00 	Time: 1.64
epoch 1200:	pdl:7.67e-01 	 Rec:4.45e-03 	 Color:0.00e+00 	Time: 1.70
epoch 1250:	pdl:6.80e-01 	 Rec:4.45e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1300:	pdl:7.39e-01 	 Rec:4.45e-03 	 Color:0.00e+00 	Time: 1.72
epoch 1350:	pdl:7.51e-01 	 Rec:4.85e-03 	 Color:0.00e+00 	Time: 1.71
epoch 1400:	pdl:6.99e-01 	 Rec:4.76e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1450:	pdl:7.97e-01 	 Rec:5.82e-03 	 Color:0.00e+00 	Time: 1.72
epoch 1500:	pdl:6.83e-01 	 Rec:4.49e-03 	 Color:0.00e+00 	Time: 1.73
epoch 1550:	pdl:8.66e-01 	 Rec:4.37e-03 	 Color:0.00e+00 	Time: 1.72
epoch 1600:	pdl:8.64e-01 	 Rec:4.19e-03 	 Color:0.00e+00 	Time: 1.66
epoch 1650:	pdl:7.34e-01 	 Rec:3.97e-03 	 Color:0.00e+00 	Time: 1.63
epoch 1700:	pdl:7.51e-01 	 Rec:4.08e-03 	 Color:0.00e+00 	Time: 1.63
epoch 1750:	pdl:7.64e-01 	 Rec:5.85e-03 	 Color:0.00e+00 	Time: 1.62
epoch 1800:	pdl:7.04e-01 	 Rec:4.44e-03 	 Color:0.00e+00 	Time: 1.64
epoch 1850:	pdl:6.97e-01 	 Rec:4.29e-03 	 Color:0.00e+00 	Time: 1.64
epoch 1900:	pdl:6.50e-01 	 Rec:4.65e-03 	 Color:0.00e+00 	Time: 1.63
epoch 1950:	pdl:7.65e-01 	 Rec:4.56e-03 	 Color:0.00e+00 	Time: 1.65
epoch 2000:	pdl:7.14e-01 	 Rec:4.66e-03 	 Color:0.00e+00 	Time: 1.63
epoch 2050:	pdl:6.82e-01 	 Rec:5.05e-03 	 Color:0.00e+00 	Time: 1.63
