epoch 0:	pdl:1.79e-01 	 Rec:5.08e-03 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:1.60e-01 	 Rec:3.18e-03 	 Color:0.00e+00 	Time: 1.15
epoch 100:	pdl:1.59e-01 	 Rec:2.74e-03 	 Color:0.00e+00 	Time: 1.15
epoch 150:	pdl:1.64e-01 	 Rec:2.62e-03 	 Color:0.00e+00 	Time: 1.14
epoch 200:	pdl:1.51e-01 	 Rec:2.27e-03 	 Color:0.00e+00 	Time: 1.14
epoch 250:	pdl:1.59e-01 	 Rec:2.26e-03 	 Color:0.00e+00 	Time: 1.16
epoch 300:	pdl:1.50e-01 	 Rec:2.18e-03 	 Color:0.00e+00 	Time: 1.17
epoch 350:	pdl:1.72e-01 	 Rec:2.18e-03 	 Color:0.00e+00 	Time: 1.14
epoch 400:	pdl:1.66e-01 	 Rec:1.94e-03 	 Color:0.00e+00 	Time: 1.12
epoch 450:	pdl:1.71e-01 	 Rec:2.08e-03 	 Color:0.00e+00 	Time: 1.15
epoch 500:	pdl:1.46e-01 	 Rec:1.88e-03 	 Color:0.00e+00 	Time: 1.15
epoch 550:	pdl:1.46e-01 	 Rec:1.86e-03 	 Color:0.00e+00 	Time: 1.14
epoch 600:	pdl:1.44e-01 	 Rec:1.75e-03 	 Color:0.00e+00 	Time: 1.15
epoch 650:	pdl:1.77e-01 	 Rec:1.70e-03 	 Color:0.00e+00 	Time: 1.16
epoch 700:	pdl:1.44e-01 	 Rec:1.75e-03 	 Color:0.00e+00 	Time: 1.16
epoch 750:	pdl:1.57e-01 	 Rec:1.71e-03 	 Color:0.00e+00 	Time: 1.17
epoch 800:	pdl:1.65e-01 	 Rec:1.59e-03 	 Color:0.00e+00 	Time: 1.14
epoch 850:	pdl:1.43e-01 	 Rec:1.63e-03 	 Color:0.00e+00 	Time: 1.17
epoch 900:	pdl:1.62e-01 	 Rec:1.63e-03 	 Color:0.00e+00 	Time: 1.17
epoch 950:	pdl:1.44e-01 	 Rec:1.47e-03 	 Color:0.00e+00 	Time: 1.16
epoch 1000:	pdl:1.45e-01 	 Rec:1.49e-03 	 Color:0.00e+00 	Time: 1.16
epoch 1050:	pdl:1.41e-01 	 Rec:1.44e-03 	 Color:0.00e+00 	Time: 1.16
epoch 1100:	pdl:1.51e-01 	 Rec:1.49e-03 	 Color:0.00e+00 	Time: 1.16
epoch 1150:	pdl:1.47e-01 	 Rec:1.41e-03 	 Color:0.00e+00 	Time: 1.15
epoch 1200:	pdl:1.53e-01 	 Rec:1.36e-03 	 Color:0.00e+00 	Time: 1.14
epoch 1250:	pdl:1.56e-01 	 Rec:1.36e-03 	 Color:0.00e+00 	Time: 1.14
epoch 1300:	pdl:1.44e-01 	 Rec:1.36e-03 	 Color:0.00e+00 	Time: 1.14
epoch 1350:	pdl:1.61e-01 	 Rec:1.37e-03 	 Color:0.00e+00 	Time: 1.17
epoch 1400:	pdl:1.64e-01 	 Rec:1.27e-03 	 Color:0.00e+00 	Time: 1.17
epoch 1450:	pdl:1.58e-01 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 1.16
epoch 1500:	pdl:1.58e-01 	 Rec:1.31e-03 	 Color:0.00e+00 	Time: 1.15
epoch 1550:	pdl:1.42e-01 	 Rec:1.37e-03 	 Color:0.00e+00 	Time: 1.15
epoch 1600:	pdl:1.58e-01 	 Rec:1.40e-03 	 Color:0.00e+00 	Time: 1.15
