epoch 0:	gram:8.36e-02 	 Rec:6.61e-02 	 Color:6.58e-06 	Time: 0.01
epoch 50:	gram:9.63e-03 	 Rec:5.66e-03 	 Color:5.30e-06 	Time: 0.55
epoch 100:	gram:8.92e-03 	 Rec:3.27e-03 	 Color:4.91e-06 	Time: 0.49
epoch 150:	gram:7.92e-03 	 Rec:2.57e-03 	 Color:4.11e-06 	Time: 0.46
epoch 200:	gram:6.27e-03 	 Rec:2.19e-03 	 Color:4.93e-06 	Time: 0.48
epoch 250:	gram:6.68e-03 	 Rec:1.94e-03 	 Color:4.84e-06 	Time: 0.45
epoch 300:	gram:8.10e-03 	 Rec:1.75e-03 	 Color:5.04e-06 	Time: 0.48
epoch 350:	gram:6.06e-03 	 Rec:1.59e-03 	 Color:5.24e-06 	Time: 0.46
epoch 400:	gram:7.84e-03 	 Rec:1.46e-03 	 Color:5.31e-06 	Time: 0.48
epoch 450:	gram:5.46e-03 	 Rec:1.34e-03 	 Color:5.06e-06 	Time: 0.46
epoch 500:	gram:6.52e-03 	 Rec:1.24e-03 	 Color:5.00e-06 	Time: 0.46
epoch 550:	gram:6.20e-03 	 Rec:1.14e-03 	 Color:5.10e-06 	Time: 0.49
epoch 600:	gram:5.58e-03 	 Rec:1.06e-03 	 Color:4.74e-06 	Time: 0.48
epoch 650:	gram:6.79e-03 	 Rec:9.78e-04 	 Color:5.78e-06 	Time: 0.50
epoch 700:	gram:5.35e-03 	 Rec:9.14e-04 	 Color:4.21e-06 	Time: 0.47
epoch 750:	gram:6.88e-03 	 Rec:8.48e-04 	 Color:5.39e-06 	Time: 0.49
epoch 800:	gram:6.29e-03 	 Rec:7.83e-04 	 Color:4.11e-06 	Time: 0.46
epoch 850:	gram:7.05e-03 	 Rec:7.34e-04 	 Color:4.73e-06 	Time: 0.51
epoch 900:	gram:5.77e-03 	 Rec:6.78e-04 	 Color:4.64e-06 	Time: 0.51
epoch 950:	gram:6.86e-03 	 Rec:6.30e-04 	 Color:5.19e-06 	Time: 0.52
epoch 1000:	gram:6.15e-03 	 Rec:5.97e-04 	 Color:5.34e-06 	Time: 0.49
epoch 1050:	gram:5.10e-03 	 Rec:5.50e-04 	 Color:4.76e-06 	Time: 0.52
epoch 1100:	gram:5.39e-03 	 Rec:5.17e-04 	 Color:4.60e-06 	Time: 0.47
epoch 1150:	gram:5.89e-03 	 Rec:4.91e-04 	 Color:4.70e-06 	Time: 0.45
epoch 1200:	gram:6.13e-03 	 Rec:4.48e-04 	 Color:4.35e-06 	Time: 0.45
epoch 1250:	gram:5.29e-03 	 Rec:4.19e-04 	 Color:4.99e-06 	Time: 0.52
epoch 1300:	gram:5.90e-03 	 Rec:3.96e-04 	 Color:4.67e-06 	Time: 0.45
epoch 1350:	gram:4.90e-03 	 Rec:3.61e-04 	 Color:4.51e-06 	Time: 0.45
epoch 1400:	gram:5.11e-03 	 Rec:3.47e-04 	 Color:4.08e-06 	Time: 0.45
epoch 1450:	gram:4.39e-03 	 Rec:3.39e-04 	 Color:4.34e-06 	Time: 0.50
epoch 1500:	gram:5.84e-03 	 Rec:3.13e-04 	 Color:4.46e-06 	Time: 0.48
epoch 1550:	gram:4.47e-03 	 Rec:2.96e-04 	 Color:3.92e-06 	Time: 0.46
epoch 1600:	gram:4.82e-03 	 Rec:2.71e-04 	 Color:5.00e-06 	Time: 0.48
epoch 1650:	gram:4.77e-03 	 Rec:2.75e-04 	 Color:4.59e-06 	Time: 0.45
epoch 1700:	gram:5.19e-03 	 Rec:2.29e-04 	 Color:4.48e-06 	Time: 0.45
epoch 1750:	gram:4.76e-03 	 Rec:2.28e-04 	 Color:4.51e-06 	Time: 0.45
epoch 1800:	gram:4.89e-03 	 Rec:2.08e-04 	 Color:5.31e-06 	Time: 0.45
epoch 1850:	gram:5.66e-03 	 Rec:2.18e-04 	 Color:4.46e-06 	Time: 0.45
epoch 1900:	gram:5.22e-03 	 Rec:1.81e-04 	 Color:4.25e-06 	Time: 0.46
epoch 1950:	gram:4.56e-03 	 Rec:1.73e-04 	 Color:4.87e-06 	Time: 0.47
epoch 2000:	gram:4.75e-03 	 Rec:1.87e-04 	 Color:4.46e-06 	Time: 0.45
epoch 2050:	gram:4.41e-03 	 Rec:1.69e-04 	 Color:5.47e-06 	Time: 0.49
epoch 2100:	gram:4.35e-03 	 Rec:1.62e-04 	 Color:5.95e-06 	Time: 0.49
epoch 2150:	gram:5.30e-03 	 Rec:1.37e-04 	 Color:4.40e-06 	Time: 0.44
epoch 2200:	gram:4.52e-03 	 Rec:1.67e-04 	 Color:4.86e-06 	Time: 0.47
epoch 2250:	gram:5.86e-03 	 Rec:1.38e-04 	 Color:5.20e-06 	Time: 0.44
epoch 2300:	gram:4.21e-03 	 Rec:1.37e-04 	 Color:5.00e-06 	Time: 0.48
epoch 2350:	gram:4.01e-03 	 Rec:1.19e-04 	 Color:4.88e-06 	Time: 0.47
epoch 2400:	gram:6.13e-03 	 Rec:1.12e-04 	 Color:4.50e-06 	Time: 0.44
epoch 2450:	gram:4.71e-03 	 Rec:1.21e-04 	 Color:5.36e-06 	Time: 0.45
epoch 2500:	gram:4.03e-03 	 Rec:1.26e-04 	 Color:4.62e-06 	Time: 0.48
epoch 2550:	gram:4.89e-03 	 Rec:9.39e-05 	 Color:4.08e-06 	Time: 0.49
epoch 2600:	gram:4.59e-03 	 Rec:9.54e-05 	 Color:5.45e-06 	Time: 0.45
epoch 2650:	gram:4.27e-03 	 Rec:8.99e-05 	 Color:4.08e-06 	Time: 0.46
epoch 2700:	gram:3.96e-03 	 Rec:8.83e-05 	 Color:4.11e-06 	Time: 0.46
epoch 2750:	gram:4.68e-03 	 Rec:8.07e-05 	 Color:4.01e-06 	Time: 0.47
epoch 2800:	gram:4.53e-03 	 Rec:1.14e-04 	 Color:3.48e-06 	Time: 0.46
epoch 2850:	gram:4.51e-03 	 Rec:8.90e-05 	 Color:4.37e-06 	Time: 0.44
epoch 2900:	gram:4.89e-03 	 Rec:7.72e-05 	 Color:5.01e-06 	Time: 0.44
epoch 2950:	gram:3.96e-03 	 Rec:7.08e-05 	 Color:3.78e-06 	Time: 0.44
epoch 3000:	gram:3.86e-03 	 Rec:9.88e-05 	 Color:4.83e-06 	Time: 0.47
epoch 3050:	gram:5.17e-03 	 Rec:7.97e-05 	 Color:4.63e-06 	Time: 0.50
epoch 3100:	gram:5.17e-03 	 Rec:9.18e-05 	 Color:5.91e-06 	Time: 0.47
epoch 3150:	gram:4.66e-03 	 Rec:6.03e-05 	 Color:4.71e-06 	Time: 0.45
epoch 3200:	gram:4.95e-03 	 Rec:8.12e-05 	 Color:4.14e-06 	Time: 0.45
epoch 3250:	gram:4.24e-03 	 Rec:6.95e-05 	 Color:4.44e-06 	Time: 0.45
epoch 3300:	gram:3.96e-03 	 Rec:6.08e-05 	 Color:3.58e-06 	Time: 0.46
epoch 3350:	gram:5.23e-03 	 Rec:9.17e-05 	 Color:4.44e-06 	Time: 0.43
epoch 3400:	gram:4.49e-03 	 Rec:6.99e-05 	 Color:4.72e-06 	Time: 0.44
epoch 3450:	gram:4.27e-03 	 Rec:5.47e-05 	 Color:5.18e-06 	Time: 0.46
epoch 3500:	gram:4.72e-03 	 Rec:5.55e-05 	 Color:4.90e-06 	Time: 0.47
epoch 3550:	gram:4.38e-03 	 Rec:6.69e-05 	 Color:4.24e-06 	Time: 0.46
epoch 3600:	gram:5.86e-03 	 Rec:5.48e-05 	 Color:5.04e-06 	Time: 0.47
epoch 3650:	gram:4.22e-03 	 Rec:6.76e-05 	 Color:4.72e-06 	Time: 0.49
epoch 3700:	gram:4.72e-03 	 Rec:8.72e-05 	 Color:5.05e-06 	Time: 0.44
epoch 3750:	gram:4.82e-03 	 Rec:5.54e-05 	 Color:5.21e-06 	Time: 0.44
epoch 3800:	gram:4.18e-03 	 Rec:5.14e-05 	 Color:4.64e-06 	Time: 0.44
epoch 3850:	gram:4.45e-03 	 Rec:5.55e-05 	 Color:5.60e-06 	Time: 0.48
epoch 3900:	gram:4.61e-03 	 Rec:4.33e-05 	 Color:4.99e-06 	Time: 0.45
epoch 3950:	gram:4.19e-03 	 Rec:5.72e-05 	 Color:4.24e-06 	Time: 0.45
epoch 4000:	gram:3.69e-03 	 Rec:4.10e-05 	 Color:4.32e-06 	Time: 0.47
