epoch 0:	pdl:7.19e-01 	 Rec:1.96e-01 	 Color:0.00e+00 	Time: 0.03
epoch 50:	pdl:1.20e-01 	 Rec:8.72e-03 	 Color:0.00e+00 	Time: 4.46
epoch 100:	pdl:1.16e-01 	 Rec:8.80e-03 	 Color:0.00e+00 	Time: 4.45
epoch 150:	pdl:1.06e-01 	 Rec:7.75e-03 	 Color:0.00e+00 	Time: 4.45
epoch 200:	pdl:1.18e-01 	 Rec:8.66e-03 	 Color:0.00e+00 	Time: 4.45
epoch 250:	pdl:1.12e-01 	 Rec:8.87e-03 	 Color:0.00e+00 	Time: 4.47
epoch 300:	pdl:9.34e-02 	 Rec:8.72e-03 	 Color:0.00e+00 	Time: 4.48
epoch 350:	pdl:1.03e-01 	 Rec:8.62e-03 	 Color:0.00e+00 	Time: 4.49
epoch 400:	pdl:1.46e-01 	 Rec:7.76e-03 	 Color:0.00e+00 	Time: 4.49
epoch 450:	pdl:9.74e-02 	 Rec:8.31e-03 	 Color:0.00e+00 	Time: 4.50
epoch 500:	pdl:1.07e-01 	 Rec:8.52e-03 	 Color:0.00e+00 	Time: 4.50
epoch 550:	pdl:1.11e-01 	 Rec:9.16e-03 	 Color:0.00e+00 	Time: 4.50
epoch 600:	pdl:9.41e-02 	 Rec:8.15e-03 	 Color:0.00e+00 	Time: 4.50
epoch 650:	pdl:1.08e-01 	 Rec:8.62e-03 	 Color:0.00e+00 	Time: 4.49
epoch 700:	pdl:1.02e-01 	 Rec:9.88e-03 	 Color:0.00e+00 	Time: 4.51
epoch 750:	pdl:9.61e-02 	 Rec:9.92e-03 	 Color:0.00e+00 	Time: 4.52
epoch 800:	pdl:9.96e-02 	 Rec:8.99e-03 	 Color:0.00e+00 	Time: 4.54
epoch 850:	pdl:1.00e-01 	 Rec:7.23e-03 	 Color:0.00e+00 	Time: 4.53
epoch 900:	pdl:8.17e-02 	 Rec:6.65e-03 	 Color:0.00e+00 	Time: 4.52
