epoch 0:	pdl:1.89e+00 	 Rec:2.06e-01 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:8.26e-01 	 Rec:3.01e-02 	 Color:0.00e+00 	Time: 0.38
epoch 100:	pdl:8.22e-01 	 Rec:8.28e-03 	 Color:0.00e+00 	Time: 0.37
epoch 150:	pdl:6.99e-01 	 Rec:3.78e-03 	 Color:0.00e+00 	Time: 0.34
epoch 200:	pdl:6.76e-01 	 Rec:2.52e-03 	 Color:0.00e+00 	Time: 0.34
epoch 250:	pdl:7.57e-01 	 Rec:2.25e-03 	 Color:0.00e+00 	Time: 0.31
epoch 300:	pdl:6.74e-01 	 Rec:1.67e-03 	 Color:0.00e+00 	Time: 0.34
epoch 350:	pdl:6.16e-01 	 Rec:1.30e-03 	 Color:0.00e+00 	Time: 0.37
epoch 400:	pdl:6.96e-01 	 Rec:1.10e-03 	 Color:0.00e+00 	Time: 0.36
epoch 450:	pdl:6.80e-01 	 Rec:1.11e-03 	 Color:0.00e+00 	Time: 0.40
epoch 500:	pdl:6.53e-01 	 Rec:1.05e-03 	 Color:0.00e+00 	Time: 0.34
epoch 550:	pdl:6.23e-01 	 Rec:9.37e-04 	 Color:0.00e+00 	Time: 0.36
epoch 600:	pdl:6.17e-01 	 Rec:6.40e-04 	 Color:0.00e+00 	Time: 0.38
epoch 650:	pdl:6.44e-01 	 Rec:8.89e-04 	 Color:0.00e+00 	Time: 0.36
epoch 700:	pdl:5.79e-01 	 Rec:6.54e-04 	 Color:0.00e+00 	Time: 0.37
epoch 750:	pdl:6.15e-01 	 Rec:7.45e-04 	 Color:0.00e+00 	Time: 0.38
epoch 800:	pdl:6.16e-01 	 Rec:9.00e-04 	 Color:0.00e+00 	Time: 0.33
epoch 850:	pdl:6.29e-01 	 Rec:7.65e-04 	 Color:0.00e+00 	Time: 0.36
epoch 900:	pdl:6.08e-01 	 Rec:5.69e-04 	 Color:0.00e+00 	Time: 0.35
epoch 950:	pdl:6.05e-01 	 Rec:5.69e-04 	 Color:0.00e+00 	Time: 0.38
epoch 1000:	pdl:5.81e-01 	 Rec:5.27e-04 	 Color:0.00e+00 	Time: 0.37
epoch 1050:	pdl:5.99e-01 	 Rec:6.26e-04 	 Color:0.00e+00 	Time: 0.35
epoch 1100:	pdl:6.12e-01 	 Rec:6.21e-04 	 Color:0.00e+00 	Time: 0.37
epoch 1150:	pdl:6.25e-01 	 Rec:6.06e-04 	 Color:0.00e+00 	Time: 0.35
epoch 1200:	pdl:5.75e-01 	 Rec:6.24e-04 	 Color:0.00e+00 	Time: 0.34
epoch 1250:	pdl:5.74e-01 	 Rec:1.01e-03 	 Color:0.00e+00 	Time: 0.38
epoch 1300:	pdl:5.74e-01 	 Rec:6.10e-04 	 Color:0.00e+00 	Time: 0.37
epoch 1350:	pdl:5.74e-01 	 Rec:6.45e-04 	 Color:0.00e+00 	Time: 0.32
epoch 1400:	pdl:5.65e-01 	 Rec:6.25e-04 	 Color:0.00e+00 	Time: 0.40
epoch 1450:	pdl:6.47e-01 	 Rec:4.74e-04 	 Color:0.00e+00 	Time: 0.38
epoch 1500:	pdl:5.47e-01 	 Rec:5.58e-04 	 Color:0.00e+00 	Time: 0.37
epoch 1550:	pdl:6.34e-01 	 Rec:4.62e-04 	 Color:0.00e+00 	Time: 0.33
epoch 1600:	pdl:5.41e-01 	 Rec:5.55e-04 	 Color:0.00e+00 	Time: 0.33
epoch 1650:	pdl:6.16e-01 	 Rec:5.11e-04 	 Color:0.00e+00 	Time: 0.33
epoch 1700:	pdl:5.88e-01 	 Rec:3.69e-04 	 Color:0.00e+00 	Time: 0.33
epoch 1750:	pdl:5.91e-01 	 Rec:4.75e-04 	 Color:0.00e+00 	Time: 0.36
epoch 1800:	pdl:6.53e-01 	 Rec:5.58e-04 	 Color:0.00e+00 	Time: 0.32
epoch 1850:	pdl:5.80e-01 	 Rec:8.56e-04 	 Color:0.00e+00 	Time: 0.36
epoch 1900:	pdl:5.31e-01 	 Rec:4.45e-04 	 Color:0.00e+00 	Time: 0.35
epoch 1950:	pdl:5.38e-01 	 Rec:5.39e-04 	 Color:0.00e+00 	Time: 0.35
epoch 2000:	pdl:5.53e-01 	 Rec:6.44e-04 	 Color:0.00e+00 	Time: 0.34
epoch 2050:	pdl:6.18e-01 	 Rec:4.18e-04 	 Color:0.00e+00 	Time: 0.35
epoch 2100:	pdl:5.97e-01 	 Rec:4.87e-04 	 Color:0.00e+00 	Time: 0.40
epoch 2150:	pdl:5.79e-01 	 Rec:3.97e-04 	 Color:0.00e+00 	Time: 0.38
epoch 2200:	pdl:5.54e-01 	 Rec:5.26e-04 	 Color:0.00e+00 	Time: 0.34
epoch 2250:	pdl:4.99e-01 	 Rec:4.95e-04 	 Color:0.00e+00 	Time: 0.37
epoch 2300:	pdl:5.62e-01 	 Rec:7.80e-04 	 Color:0.00e+00 	Time: 0.36
epoch 2350:	pdl:5.18e-01 	 Rec:4.64e-04 	 Color:0.00e+00 	Time: 0.36
epoch 2400:	pdl:5.42e-01 	 Rec:5.42e-04 	 Color:0.00e+00 	Time: 0.38
epoch 2450:	pdl:5.63e-01 	 Rec:4.26e-04 	 Color:0.00e+00 	Time: 0.37
epoch 2500:	pdl:6.08e-01 	 Rec:5.45e-04 	 Color:0.00e+00 	Time: 0.37
epoch 2550:	pdl:5.47e-01 	 Rec:4.62e-04 	 Color:0.00e+00 	Time: 0.39
epoch 2600:	pdl:5.45e-01 	 Rec:5.88e-04 	 Color:0.00e+00 	Time: 0.39
epoch 2650:	pdl:6.34e-01 	 Rec:6.25e-04 	 Color:0.00e+00 	Time: 0.35
epoch 2700:	pdl:5.29e-01 	 Rec:4.25e-04 	 Color:0.00e+00 	Time: 0.38
epoch 2750:	pdl:5.88e-01 	 Rec:5.38e-04 	 Color:0.00e+00 	Time: 0.33
epoch 2800:	pdl:5.62e-01 	 Rec:4.61e-04 	 Color:0.00e+00 	Time: 0.36
epoch 2850:	pdl:5.96e-01 	 Rec:6.17e-04 	 Color:0.00e+00 	Time: 0.35
epoch 2900:	pdl:5.47e-01 	 Rec:4.90e-04 	 Color:0.00e+00 	Time: 0.33
epoch 2950:	pdl:5.46e-01 	 Rec:6.32e-04 	 Color:0.00e+00 	Time: 0.33
epoch 3000:	pdl:5.81e-01 	 Rec:3.32e-04 	 Color:0.00e+00 	Time: 0.35
epoch 3050:	pdl:4.96e-01 	 Rec:5.45e-04 	 Color:0.00e+00 	Time: 0.32
epoch 3100:	pdl:5.37e-01 	 Rec:6.27e-04 	 Color:0.00e+00 	Time: 0.38
epoch 3150:	pdl:5.19e-01 	 Rec:4.76e-04 	 Color:0.00e+00 	Time: 0.35
epoch 3200:	pdl:5.48e-01 	 Rec:4.65e-04 	 Color:0.00e+00 	Time: 0.36
epoch 3250:	pdl:5.34e-01 	 Rec:6.00e-04 	 Color:0.00e+00 	Time: 0.37
epoch 3300:	pdl:5.55e-01 	 Rec:4.13e-04 	 Color:0.00e+00 	Time: 0.34
epoch 3350:	pdl:6.12e-01 	 Rec:5.26e-04 	 Color:0.00e+00 	Time: 0.36
epoch 3400:	pdl:5.69e-01 	 Rec:5.64e-04 	 Color:0.00e+00 	Time: 0.35
epoch 3450:	pdl:5.57e-01 	 Rec:5.32e-04 	 Color:0.00e+00 	Time: 0.35
epoch 3500:	pdl:5.60e-01 	 Rec:4.33e-04 	 Color:0.00e+00 	Time: 0.34
epoch 3550:	pdl:5.81e-01 	 Rec:4.65e-04 	 Color:0.00e+00 	Time: 0.40
epoch 3600:	pdl:5.19e-01 	 Rec:4.86e-04 	 Color:0.00e+00 	Time: 0.33
epoch 3650:	pdl:5.40e-01 	 Rec:4.13e-04 	 Color:0.00e+00 	Time: 0.31
epoch 3700:	pdl:5.32e-01 	 Rec:4.68e-04 	 Color:0.00e+00 	Time: 0.36
epoch 3750:	pdl:5.89e-01 	 Rec:3.59e-04 	 Color:0.00e+00 	Time: 0.35
epoch 3800:	pdl:5.24e-01 	 Rec:4.20e-04 	 Color:0.00e+00 	Time: 0.40
epoch 3850:	pdl:4.98e-01 	 Rec:5.71e-04 	 Color:0.00e+00 	Time: 0.37
epoch 3900:	pdl:5.12e-01 	 Rec:4.19e-04 	 Color:0.00e+00 	Time: 0.35
epoch 3950:	pdl:5.35e-01 	 Rec:3.73e-04 	 Color:0.00e+00 	Time: 0.34
epoch 4000:	pdl:5.58e-01 	 Rec:4.08e-04 	 Color:0.00e+00 	Time: 0.37
epoch 4050:	pdl:5.12e-01 	 Rec:3.78e-04 	 Color:0.00e+00 	Time: 0.38
epoch 4100:	pdl:5.42e-01 	 Rec:3.29e-04 	 Color:0.00e+00 	Time: 0.38
epoch 4150:	pdl:5.38e-01 	 Rec:5.42e-04 	 Color:0.00e+00 	Time: 0.33
epoch 4200:	pdl:5.17e-01 	 Rec:4.07e-04 	 Color:0.00e+00 	Time: 0.36
epoch 4250:	pdl:4.96e-01 	 Rec:2.84e-04 	 Color:0.00e+00 	Time: 0.37
epoch 4300:	pdl:5.62e-01 	 Rec:3.71e-04 	 Color:0.00e+00 	Time: 0.37
