epoch 0:	pdl:1.09e+00 	 Rec:1.81e-01 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:6.05e-01 	 Rec:4.59e-02 	 Color:0.00e+00 	Time: 0.50
epoch 100:	pdl:5.58e-01 	 Rec:1.73e-02 	 Color:0.00e+00 	Time: 0.65
epoch 150:	pdl:4.65e-01 	 Rec:1.12e-02 	 Color:0.00e+00 	Time: 0.57
epoch 200:	pdl:4.37e-01 	 Rec:7.71e-03 	 Color:0.00e+00 	Time: 0.66
epoch 250:	pdl:4.13e-01 	 Rec:5.71e-03 	 Color:0.00e+00 	Time: 0.77
epoch 300:	pdl:4.28e-01 	 Rec:4.81e-03 	 Color:0.00e+00 	Time: 0.56
epoch 350:	pdl:4.10e-01 	 Rec:4.65e-03 	 Color:0.00e+00 	Time: 0.50
epoch 400:	pdl:3.55e-01 	 Rec:3.44e-03 	 Color:0.00e+00 	Time: 0.50
epoch 450:	pdl:3.94e-01 	 Rec:3.88e-03 	 Color:0.00e+00 	Time: 0.50
epoch 500:	pdl:3.43e-01 	 Rec:3.70e-03 	 Color:0.00e+00 	Time: 0.50
epoch 550:	pdl:3.42e-01 	 Rec:2.92e-03 	 Color:0.00e+00 	Time: 0.50
epoch 600:	pdl:3.19e-01 	 Rec:2.75e-03 	 Color:0.00e+00 	Time: 0.50
epoch 650:	pdl:3.39e-01 	 Rec:2.91e-03 	 Color:0.00e+00 	Time: 0.50
epoch 700:	pdl:3.39e-01 	 Rec:2.54e-03 	 Color:0.00e+00 	Time: 0.50
epoch 750:	pdl:3.41e-01 	 Rec:2.16e-03 	 Color:0.00e+00 	Time: 0.50
epoch 800:	pdl:3.13e-01 	 Rec:1.91e-03 	 Color:0.00e+00 	Time: 0.50
epoch 850:	pdl:3.20e-01 	 Rec:1.93e-03 	 Color:0.00e+00 	Time: 0.50
epoch 900:	pdl:3.41e-01 	 Rec:2.96e-03 	 Color:0.00e+00 	Time: 0.50
epoch 950:	pdl:3.22e-01 	 Rec:1.75e-03 	 Color:0.00e+00 	Time: 0.50
epoch 1000:	pdl:3.95e-01 	 Rec:1.68e-03 	 Color:0.00e+00 	Time: 0.52
epoch 1050:	pdl:3.01e-01 	 Rec:1.64e-03 	 Color:0.00e+00 	Time: 0.52
epoch 1100:	pdl:3.21e-01 	 Rec:1.39e-03 	 Color:0.00e+00 	Time: 0.50
epoch 1150:	pdl:3.30e-01 	 Rec:1.58e-03 	 Color:0.00e+00 	Time: 0.54
epoch 1200:	pdl:3.38e-01 	 Rec:1.81e-03 	 Color:0.00e+00 	Time: 0.50
epoch 1250:	pdl:3.40e-01 	 Rec:2.10e-03 	 Color:0.00e+00 	Time: 0.49
epoch 1300:	pdl:3.19e-01 	 Rec:1.43e-03 	 Color:0.00e+00 	Time: 0.50
epoch 1350:	pdl:2.98e-01 	 Rec:1.51e-03 	 Color:0.00e+00 	Time: 0.50
epoch 1400:	pdl:2.85e-01 	 Rec:1.05e-03 	 Color:0.00e+00 	Time: 0.52
epoch 1450:	pdl:3.42e-01 	 Rec:1.21e-03 	 Color:0.00e+00 	Time: 0.52
epoch 1500:	pdl:3.09e-01 	 Rec:1.26e-03 	 Color:0.00e+00 	Time: 0.51
epoch 1550:	pdl:2.80e-01 	 Rec:1.14e-03 	 Color:0.00e+00 	Time: 0.50
epoch 1600:	pdl:3.02e-01 	 Rec:1.49e-03 	 Color:0.00e+00 	Time: 0.50
epoch 1650:	pdl:3.04e-01 	 Rec:9.39e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1700:	pdl:3.07e-01 	 Rec:1.28e-03 	 Color:0.00e+00 	Time: 0.51
epoch 1750:	pdl:2.86e-01 	 Rec:1.69e-03 	 Color:0.00e+00 	Time: 0.51
epoch 1800:	pdl:2.97e-01 	 Rec:1.21e-03 	 Color:0.00e+00 	Time: 0.53
epoch 1850:	pdl:2.76e-01 	 Rec:9.36e-04 	 Color:0.00e+00 	Time: 0.51
epoch 1900:	pdl:2.89e-01 	 Rec:1.33e-03 	 Color:0.00e+00 	Time: 0.52
epoch 1950:	pdl:3.01e-01 	 Rec:1.12e-03 	 Color:0.00e+00 	Time: 0.52
epoch 2000:	pdl:2.88e-01 	 Rec:8.55e-04 	 Color:0.00e+00 	Time: 0.52
epoch 2050:	pdl:2.68e-01 	 Rec:1.06e-03 	 Color:0.00e+00 	Time: 0.52
epoch 2100:	pdl:2.59e-01 	 Rec:8.33e-04 	 Color:0.00e+00 	Time: 0.51
epoch 2150:	pdl:2.63e-01 	 Rec:1.51e-03 	 Color:0.00e+00 	Time: 0.51
epoch 2200:	pdl:3.69e-01 	 Rec:1.12e-03 	 Color:0.00e+00 	Time: 0.59
epoch 2250:	pdl:3.04e-01 	 Rec:7.59e-04 	 Color:0.00e+00 	Time: 0.53
epoch 2300:	pdl:2.72e-01 	 Rec:6.70e-04 	 Color:0.00e+00 	Time: 0.53
epoch 2350:	pdl:2.76e-01 	 Rec:1.17e-03 	 Color:0.00e+00 	Time: 0.54
epoch 2400:	pdl:2.87e-01 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 0.54
epoch 2450:	pdl:2.97e-01 	 Rec:1.72e-03 	 Color:0.00e+00 	Time: 0.53
epoch 2500:	pdl:2.80e-01 	 Rec:6.96e-04 	 Color:0.00e+00 	Time: 0.54
epoch 2550:	pdl:3.09e-01 	 Rec:7.70e-04 	 Color:0.00e+00 	Time: 0.54
epoch 2600:	pdl:2.91e-01 	 Rec:7.98e-04 	 Color:0.00e+00 	Time: 0.54
epoch 2650:	pdl:2.71e-01 	 Rec:6.93e-04 	 Color:0.00e+00 	Time: 0.52
epoch 2700:	pdl:3.07e-01 	 Rec:6.77e-04 	 Color:0.00e+00 	Time: 0.53
epoch 2750:	pdl:2.76e-01 	 Rec:6.61e-04 	 Color:0.00e+00 	Time: 0.53
epoch 2800:	pdl:3.13e-01 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 0.53
epoch 2850:	pdl:2.77e-01 	 Rec:6.27e-04 	 Color:0.00e+00 	Time: 0.53
epoch 2900:	pdl:2.68e-01 	 Rec:7.07e-04 	 Color:0.00e+00 	Time: 0.53
epoch 2950:	pdl:2.88e-01 	 Rec:5.93e-04 	 Color:0.00e+00 	Time: 0.53
epoch 3000:	pdl:2.57e-01 	 Rec:6.11e-04 	 Color:0.00e+00 	Time: 0.54
epoch 3050:	pdl:3.07e-01 	 Rec:7.13e-04 	 Color:0.00e+00 	Time: 0.53
epoch 3100:	pdl:3.18e-01 	 Rec:5.68e-04 	 Color:0.00e+00 	Time: 0.54
epoch 3150:	pdl:2.77e-01 	 Rec:5.72e-04 	 Color:0.00e+00 	Time: 0.53
epoch 3200:	pdl:2.81e-01 	 Rec:9.74e-04 	 Color:0.00e+00 	Time: 0.54
epoch 3250:	pdl:2.89e-01 	 Rec:5.93e-04 	 Color:0.00e+00 	Time: 0.52
epoch 3300:	pdl:2.67e-01 	 Rec:5.56e-04 	 Color:0.00e+00 	Time: 0.50
epoch 3350:	pdl:2.89e-01 	 Rec:5.28e-04 	 Color:0.00e+00 	Time: 0.55
