epoch 0:	pdl:2.28e+00 	 Rec:2.28e+00 	 Color:2.96e-01 	Time: 0.01
epoch 50:	pdl:1.20e+00 	 Rec:1.67e-02 	 Color:2.19e-01 	Time: 0.34
epoch 100:	pdl:1.21e+00 	 Rec:2.91e-03 	 Color:2.29e-01 	Time: 0.34
epoch 150:	pdl:1.03e+00 	 Rec:1.56e-03 	 Color:1.84e-01 	Time: 0.34
epoch 200:	pdl:1.03e+00 	 Rec:9.82e-04 	 Color:1.89e-01 	Time: 0.34
epoch 250:	pdl:1.06e+00 	 Rec:6.07e-04 	 Color:1.79e-01 	Time: 0.34
epoch 300:	pdl:1.16e+00 	 Rec:1.40e-03 	 Color:2.21e-01 	Time: 0.34
epoch 350:	pdl:1.09e+00 	 Rec:2.50e-04 	 Color:2.01e-01 	Time: 0.34
epoch 400:	pdl:1.08e+00 	 Rec:5.54e-04 	 Color:2.10e-01 	Time: 0.38
epoch 450:	pdl:1.10e+00 	 Rec:2.35e-04 	 Color:2.15e-01 	Time: 0.38
epoch 500:	pdl:1.11e+00 	 Rec:1.30e-03 	 Color:2.19e-01 	Time: 0.34
epoch 550:	pdl:1.02e+00 	 Rec:2.99e-04 	 Color:1.76e-01 	Time: 0.34
epoch 600:	pdl:1.01e+00 	 Rec:3.47e-03 	 Color:1.80e-01 	Time: 0.34
epoch 650:	pdl:1.01e+00 	 Rec:2.24e-03 	 Color:1.93e-01 	Time: 0.34
epoch 700:	pdl:1.05e+00 	 Rec:4.60e-04 	 Color:2.10e-01 	Time: 0.35
epoch 750:	pdl:1.03e+00 	 Rec:2.53e-04 	 Color:2.03e-01 	Time: 0.34
epoch 800:	pdl:1.01e+00 	 Rec:2.69e-04 	 Color:1.84e-01 	Time: 0.34
epoch 850:	pdl:1.03e+00 	 Rec:4.49e-04 	 Color:1.98e-01 	Time: 0.34
epoch 900:	pdl:9.56e-01 	 Rec:7.63e-04 	 Color:1.75e-01 	Time: 0.34
epoch 950:	pdl:1.02e+00 	 Rec:6.35e-03 	 Color:1.86e-01 	Time: 0.34
epoch 1000:	pdl:1.00e+00 	 Rec:3.00e-03 	 Color:1.90e-01 	Time: 0.34
epoch 1050:	pdl:9.93e-01 	 Rec:1.67e-03 	 Color:1.82e-01 	Time: 0.34
