epoch 0:	style:6.50e-02 	 Rec:2.47e-01 	 Color:1.14e-04 	Time: 0.01
epoch 50:	style:1.48e-02 	 Rec:3.14e-03 	 Color:5.92e-05 	Time: 0.49
epoch 100:	style:1.52e-02 	 Rec:5.76e-04 	 Color:1.44e-04 	Time: 0.49
epoch 150:	style:1.40e-02 	 Rec:3.39e-03 	 Color:7.94e-05 	Time: 0.49
epoch 200:	style:1.33e-02 	 Rec:1.29e-04 	 Color:4.53e-05 	Time: 0.48
epoch 250:	style:1.58e-02 	 Rec:3.31e-05 	 Color:6.18e-05 	Time: 0.48
epoch 300:	style:1.49e-02 	 Rec:9.16e-04 	 Color:1.21e-04 	Time: 0.49
epoch 350:	style:1.49e-02 	 Rec:6.96e-06 	 Color:8.99e-05 	Time: 0.49
epoch 400:	style:1.44e-02 	 Rec:9.49e-06 	 Color:8.51e-05 	Time: 0.49
epoch 450:	style:1.67e-02 	 Rec:3.08e-05 	 Color:1.42e-04 	Time: 0.50
epoch 500:	style:1.36e-02 	 Rec:9.33e-04 	 Color:7.54e-05 	Time: 0.49
epoch 550:	style:1.46e-02 	 Rec:6.07e-06 	 Color:3.79e-05 	Time: 0.49
epoch 600:	style:1.62e-02 	 Rec:3.58e-04 	 Color:6.48e-05 	Time: 0.49
epoch 650:	style:1.32e-02 	 Rec:9.29e-05 	 Color:8.38e-05 	Time: 0.50
epoch 700:	style:1.22e-02 	 Rec:2.14e-04 	 Color:1.68e-04 	Time: 0.49
epoch 750:	style:1.40e-02 	 Rec:1.23e-04 	 Color:1.17e-04 	Time: 0.51
epoch 800:	style:1.61e-02 	 Rec:2.99e-04 	 Color:6.07e-05 	Time: 0.51
epoch 850:	style:1.41e-02 	 Rec:4.57e-05 	 Color:7.65e-05 	Time: 0.51
epoch 900:	style:1.48e-02 	 Rec:2.19e-05 	 Color:6.31e-05 	Time: 0.51
epoch 950:	style:1.43e-02 	 Rec:4.74e-05 	 Color:3.93e-05 	Time: 0.51
epoch 1000:	style:1.59e-02 	 Rec:1.63e-04 	 Color:1.11e-04 	Time: 0.50
epoch 1050:	style:1.33e-02 	 Rec:1.02e-04 	 Color:6.39e-05 	Time: 0.51
epoch 1100:	style:1.56e-02 	 Rec:3.99e-04 	 Color:1.63e-04 	Time: 0.50
epoch 1150:	style:1.32e-02 	 Rec:1.29e-04 	 Color:5.87e-05 	Time: 0.51
epoch 1200:	style:1.62e-02 	 Rec:6.48e-04 	 Color:7.51e-05 	Time: 0.50
epoch 1250:	style:1.47e-02 	 Rec:7.66e-05 	 Color:1.14e-04 	Time: 0.50
epoch 1300:	style:1.24e-02 	 Rec:4.30e-07 	 Color:1.08e-04 	Time: 0.50
epoch 1350:	style:1.38e-02 	 Rec:3.37e-05 	 Color:1.03e-04 	Time: 0.50
epoch 1400:	style:1.34e-02 	 Rec:7.07e-05 	 Color:8.61e-05 	Time: 0.50
epoch 1450:	style:1.39e-02 	 Rec:4.35e-05 	 Color:1.49e-04 	Time: 0.50
epoch 1500:	style:1.42e-02 	 Rec:1.13e-04 	 Color:1.12e-04 	Time: 0.51
epoch 1550:	style:1.28e-02 	 Rec:2.00e-04 	 Color:4.68e-05 	Time: 0.50
epoch 1600:	style:1.41e-02 	 Rec:1.23e-05 	 Color:8.60e-05 	Time: 0.50
epoch 1650:	style:1.33e-02 	 Rec:1.98e-05 	 Color:1.22e-04 	Time: 0.50
epoch 1700:	style:1.29e-02 	 Rec:6.46e-06 	 Color:1.35e-04 	Time: 0.50
epoch 1750:	style:1.37e-02 	 Rec:1.42e-06 	 Color:7.05e-05 	Time: 0.49
epoch 1800:	style:1.33e-02 	 Rec:1.57e-05 	 Color:6.69e-05 	Time: 0.50
epoch 1850:	style:1.41e-02 	 Rec:2.99e-05 	 Color:6.82e-05 	Time: 0.50
epoch 1900:	style:1.46e-02 	 Rec:3.81e-05 	 Color:7.77e-05 	Time: 0.50
epoch 1950:	style:1.45e-02 	 Rec:2.73e-05 	 Color:6.22e-05 	Time: 0.50
epoch 2000:	style:1.54e-02 	 Rec:7.45e-05 	 Color:6.66e-05 	Time: 0.50
epoch 2050:	style:1.41e-02 	 Rec:1.66e-04 	 Color:1.33e-04 	Time: 0.51
epoch 2100:	style:1.59e-02 	 Rec:7.30e-05 	 Color:6.10e-05 	Time: 0.50
epoch 2150:	style:1.46e-02 	 Rec:2.29e-05 	 Color:1.16e-04 	Time: 0.50
epoch 2200:	style:1.33e-02 	 Rec:1.79e-04 	 Color:8.55e-05 	Time: 0.50
epoch 2250:	style:1.45e-02 	 Rec:6.18e-05 	 Color:9.92e-05 	Time: 0.50
epoch 2300:	style:1.36e-02 	 Rec:1.99e-05 	 Color:6.00e-05 	Time: 0.49
epoch 2350:	style:1.42e-02 	 Rec:5.24e-05 	 Color:7.86e-05 	Time: 0.51
epoch 2400:	style:1.24e-02 	 Rec:4.15e-05 	 Color:4.35e-05 	Time: 0.50
epoch 2450:	style:1.20e-02 	 Rec:8.81e-05 	 Color:1.01e-04 	Time: 0.50
epoch 2500:	style:1.60e-02 	 Rec:1.79e-05 	 Color:7.74e-05 	Time: 0.51
epoch 2550:	style:1.56e-02 	 Rec:1.72e-04 	 Color:1.02e-04 	Time: 0.50
epoch 2600:	style:1.45e-02 	 Rec:1.64e-05 	 Color:7.50e-05 	Time: 0.45
epoch 2650:	style:1.22e-02 	 Rec:3.97e-05 	 Color:7.55e-05 	Time: 0.49
epoch 2700:	style:1.62e-02 	 Rec:5.83e-05 	 Color:1.09e-04 	Time: 0.49
epoch 2750:	style:1.29e-02 	 Rec:1.06e-04 	 Color:1.23e-04 	Time: 0.49
epoch 2800:	style:1.58e-02 	 Rec:2.57e-05 	 Color:9.91e-05 	Time: 0.47
epoch 2850:	style:1.42e-02 	 Rec:1.15e-05 	 Color:5.06e-05 	Time: 0.49
epoch 2900:	style:1.56e-02 	 Rec:3.09e-05 	 Color:1.71e-04 	Time: 0.52
epoch 2950:	style:1.41e-02 	 Rec:6.05e-05 	 Color:1.26e-04 	Time: 0.52
epoch 3000:	style:1.38e-02 	 Rec:3.79e-05 	 Color:5.12e-05 	Time: 0.52
epoch 3050:	style:1.44e-02 	 Rec:4.67e-05 	 Color:9.12e-05 	Time: 0.52
epoch 3100:	style:1.44e-02 	 Rec:6.07e-05 	 Color:8.45e-05 	Time: 0.51
epoch 3150:	style:1.42e-02 	 Rec:1.42e-04 	 Color:1.13e-04 	Time: 0.51
epoch 3200:	style:1.56e-02 	 Rec:1.31e-04 	 Color:9.53e-05 	Time: 0.53
epoch 3250:	style:1.49e-02 	 Rec:6.93e-05 	 Color:1.27e-04 	Time: 0.52
epoch 3300:	style:1.38e-02 	 Rec:5.29e-05 	 Color:1.20e-04 	Time: 0.52
epoch 3350:	style:1.57e-02 	 Rec:1.10e-04 	 Color:7.91e-05 	Time: 0.54
epoch 3400:	style:1.57e-02 	 Rec:4.25e-05 	 Color:1.09e-04 	Time: 0.54
epoch 3450:	style:1.53e-02 	 Rec:1.92e-04 	 Color:1.23e-04 	Time: 0.54
epoch 3500:	style:1.40e-02 	 Rec:1.83e-04 	 Color:8.51e-05 	Time: 0.53
epoch 3550:	style:1.58e-02 	 Rec:3.85e-05 	 Color:8.23e-05 	Time: 0.51
epoch 3600:	style:1.39e-02 	 Rec:2.51e-04 	 Color:4.51e-05 	Time: 0.60
epoch 3650:	style:1.76e-02 	 Rec:3.18e-04 	 Color:1.60e-04 	Time: 0.57
epoch 3700:	style:1.43e-02 	 Rec:2.82e-05 	 Color:1.30e-04 	Time: 0.52
epoch 3750:	style:1.48e-02 	 Rec:1.15e-04 	 Color:7.13e-05 	Time: 0.57
epoch 3800:	style:1.52e-02 	 Rec:1.25e-04 	 Color:8.51e-05 	Time: 0.52
epoch 3850:	style:1.41e-02 	 Rec:3.59e-05 	 Color:9.30e-05 	Time: 0.52
epoch 3900:	style:1.44e-02 	 Rec:3.57e-05 	 Color:7.84e-05 	Time: 0.52
epoch 3950:	style:1.30e-02 	 Rec:2.86e-04 	 Color:1.68e-04 	Time: 0.52
epoch 4000:	style:1.59e-02 	 Rec:4.82e-05 	 Color:6.52e-05 	Time: 0.52
epoch 4050:	style:1.41e-02 	 Rec:5.10e-05 	 Color:6.84e-05 	Time: 0.53
epoch 4100:	style:1.37e-02 	 Rec:1.30e-05 	 Color:7.10e-05 	Time: 0.52
epoch 4150:	style:1.66e-02 	 Rec:1.03e-05 	 Color:1.39e-04 	Time: 0.51
epoch 4200:	style:1.65e-02 	 Rec:6.76e-05 	 Color:1.55e-04 	Time: 0.51
epoch 4250:	style:1.51e-02 	 Rec:1.67e-05 	 Color:5.76e-05 	Time: 0.51
epoch 4300:	style:1.57e-02 	 Rec:9.19e-05 	 Color:1.07e-04 	Time: 0.52
epoch 4350:	style:1.65e-02 	 Rec:3.97e-05 	 Color:1.20e-04 	Time: 0.53
epoch 4400:	style:1.28e-02 	 Rec:7.29e-05 	 Color:4.87e-05 	Time: 0.52
epoch 4450:	style:1.44e-02 	 Rec:5.75e-05 	 Color:1.04e-04 	Time: 0.51
epoch 4500:	style:1.32e-02 	 Rec:2.24e-05 	 Color:7.72e-05 	Time: 0.52
epoch 4550:	style:1.46e-02 	 Rec:7.87e-05 	 Color:1.97e-04 	Time: 0.52
epoch 4600:	style:1.49e-02 	 Rec:2.67e-05 	 Color:7.15e-05 	Time: 0.52
epoch 4650:	style:1.30e-02 	 Rec:1.70e-05 	 Color:7.52e-05 	Time: 0.52
epoch 4700:	style:1.45e-02 	 Rec:7.77e-05 	 Color:7.75e-05 	Time: 0.52
epoch 4750:	style:1.43e-02 	 Rec:1.99e-05 	 Color:1.13e-04 	Time: 0.52
epoch 4800:	style:1.35e-02 	 Rec:3.95e-05 	 Color:8.62e-05 	Time: 0.51
epoch 4850:	style:1.53e-02 	 Rec:1.55e-05 	 Color:5.55e-05 	Time: 0.51
epoch 4900:	style:1.40e-02 	 Rec:1.21e-04 	 Color:1.21e-04 	Time: 0.53
epoch 4950:	style:1.52e-02 	 Rec:4.31e-05 	 Color:1.20e-04 	Time: 0.53
epoch 5000:	style:1.44e-02 	 Rec:3.18e-05 	 Color:1.09e-04 	Time: 0.52
epoch 5050:	style:1.55e-02 	 Rec:1.24e-04 	 Color:1.47e-04 	Time: 0.53
epoch 5100:	style:1.53e-02 	 Rec:2.26e-06 	 Color:1.50e-04 	Time: 0.52
epoch 5150:	style:1.45e-02 	 Rec:1.62e-07 	 Color:7.63e-05 	Time: 0.52
epoch 5200:	style:1.62e-02 	 Rec:6.84e-05 	 Color:1.58e-04 	Time: 0.52
epoch 5250:	style:1.65e-02 	 Rec:1.11e-05 	 Color:1.75e-04 	Time: 0.52
epoch 5300:	style:1.61e-02 	 Rec:3.75e-05 	 Color:2.07e-04 	Time: 0.52
epoch 5350:	style:1.67e-02 	 Rec:1.19e-05 	 Color:7.07e-05 	Time: 0.51
epoch 5400:	style:1.35e-02 	 Rec:2.31e-05 	 Color:6.96e-05 	Time: 0.52
epoch 5450:	style:1.54e-02 	 Rec:7.56e-05 	 Color:1.10e-04 	Time: 0.52
epoch 5500:	style:1.56e-02 	 Rec:2.20e-05 	 Color:1.11e-04 	Time: 0.52
epoch 5550:	style:1.78e-02 	 Rec:1.68e-05 	 Color:5.88e-05 	Time: 0.52
epoch 5600:	style:1.51e-02 	 Rec:4.80e-05 	 Color:9.69e-05 	Time: 0.53
epoch 5650:	style:1.33e-02 	 Rec:4.82e-05 	 Color:9.35e-05 	Time: 0.52
epoch 5700:	style:1.65e-02 	 Rec:1.54e-05 	 Color:7.27e-05 	Time: 0.51
epoch 5750:	style:1.73e-02 	 Rec:4.54e-05 	 Color:1.15e-04 	Time: 0.52
epoch 5800:	style:1.61e-02 	 Rec:3.61e-05 	 Color:1.37e-04 	Time: 0.52
epoch 5850:	style:1.62e-02 	 Rec:4.54e-05 	 Color:1.52e-04 	Time: 0.52
epoch 5900:	style:1.77e-02 	 Rec:2.74e-05 	 Color:1.13e-04 	Time: 0.52
epoch 5950:	style:1.43e-02 	 Rec:8.74e-05 	 Color:8.04e-05 	Time: 0.52
epoch 6000:	style:1.51e-02 	 Rec:1.56e-05 	 Color:9.23e-05 	Time: 0.52
epoch 6050:	style:1.72e-02 	 Rec:4.64e-07 	 Color:1.07e-04 	Time: 0.53
epoch 6100:	style:1.50e-02 	 Rec:5.62e-05 	 Color:8.56e-05 	Time: 0.53
epoch 6150:	style:1.63e-02 	 Rec:1.70e-05 	 Color:1.25e-04 	Time: 0.53
epoch 6200:	style:1.47e-02 	 Rec:1.99e-05 	 Color:1.52e-04 	Time: 0.52
epoch 6250:	style:1.61e-02 	 Rec:7.48e-05 	 Color:1.04e-04 	Time: 0.51
epoch 6300:	style:1.44e-02 	 Rec:1.89e-06 	 Color:7.58e-05 	Time: 0.52
epoch 6350:	style:1.46e-02 	 Rec:4.89e-05 	 Color:1.15e-04 	Time: 0.52
epoch 6400:	style:1.62e-02 	 Rec:1.02e-04 	 Color:1.51e-04 	Time: 0.52
epoch 6450:	style:1.65e-02 	 Rec:1.27e-08 	 Color:8.64e-05 	Time: 0.51
epoch 6500:	style:1.58e-02 	 Rec:4.45e-09 	 Color:1.45e-04 	Time: 0.51
epoch 6550:	style:1.68e-02 	 Rec:2.81e-09 	 Color:1.28e-04 	Time: 0.51
epoch 6600:	style:1.67e-02 	 Rec:2.29e-09 	 Color:8.19e-05 	Time: 0.52
epoch 6650:	style:1.58e-02 	 Rec:2.35e-09 	 Color:9.98e-05 	Time: 0.52
epoch 6700:	style:1.65e-02 	 Rec:2.42e-09 	 Color:1.19e-04 	Time: 0.52
epoch 6750:	style:1.64e-02 	 Rec:2.43e-09 	 Color:9.37e-05 	Time: 0.52
epoch 6800:	style:1.36e-02 	 Rec:2.12e-09 	 Color:8.78e-05 	Time: 0.52
epoch 6850:	style:1.44e-02 	 Rec:2.33e-09 	 Color:1.38e-04 	Time: 0.52
epoch 6900:	style:1.41e-02 	 Rec:1.85e-09 	 Color:1.04e-04 	Time: 0.51
epoch 6950:	style:1.35e-02 	 Rec:2.16e-09 	 Color:6.67e-05 	Time: 0.53
epoch 7000:	style:1.77e-02 	 Rec:2.10e-09 	 Color:1.32e-04 	Time: 0.53
epoch 7050:	style:1.49e-02 	 Rec:2.31e-09 	 Color:8.64e-05 	Time: 0.53
epoch 7100:	style:1.45e-02 	 Rec:2.94e-09 	 Color:1.09e-04 	Time: 0.52
epoch 7150:	style:1.40e-02 	 Rec:2.15e-09 	 Color:1.14e-04 	Time: 0.51
epoch 7200:	style:1.32e-02 	 Rec:2.46e-09 	 Color:7.85e-05 	Time: 0.52
epoch 7250:	style:1.45e-02 	 Rec:2.28e-09 	 Color:1.39e-04 	Time: 0.52
epoch 7300:	style:1.60e-02 	 Rec:2.42e-09 	 Color:1.30e-04 	Time: 0.52
epoch 7350:	style:1.57e-02 	 Rec:2.69e-09 	 Color:8.72e-05 	Time: 0.52
epoch 7400:	style:1.41e-02 	 Rec:2.10e-09 	 Color:1.14e-04 	Time: 0.52
epoch 7450:	style:1.55e-02 	 Rec:2.20e-09 	 Color:9.15e-05 	Time: 0.52
