epoch 0:	pdl:1.15e+00 	 Rec:1.15e+00 	 Color:3.08e-01 	Time: 0.02
epoch 50:	pdl:1.09e+00 	 Rec:1.57e-01 	 Color:2.57e-01 	Time: 2.14
epoch 100:	pdl:1.04e+00 	 Rec:1.37e-01 	 Color:2.36e-01 	Time: 2.09
epoch 150:	pdl:9.18e-01 	 Rec:1.26e-01 	 Color:2.72e-01 	Time: 2.08
epoch 200:	pdl:8.65e-01 	 Rec:1.13e-01 	 Color:2.35e-01 	Time: 2.16
epoch 250:	pdl:8.24e-01 	 Rec:1.09e-01 	 Color:2.53e-01 	Time: 2.12
epoch 300:	pdl:7.99e-01 	 Rec:1.16e-01 	 Color:2.45e-01 	Time: 2.11
epoch 350:	pdl:7.01e-01 	 Rec:1.00e-01 	 Color:2.51e-01 	Time: 2.14
epoch 400:	pdl:5.92e-01 	 Rec:9.75e-02 	 Color:2.61e-01 	Time: 2.10
epoch 450:	pdl:5.61e-01 	 Rec:9.40e-02 	 Color:2.61e-01 	Time: 2.08
epoch 500:	pdl:5.35e-01 	 Rec:8.68e-02 	 Color:2.31e-01 	Time: 2.07
epoch 550:	pdl:5.23e-01 	 Rec:8.03e-02 	 Color:2.53e-01 	Time: 2.07
epoch 600:	pdl:5.18e-01 	 Rec:8.11e-02 	 Color:2.41e-01 	Time: 2.08
epoch 650:	pdl:5.66e-01 	 Rec:7.61e-02 	 Color:2.55e-01 	Time: 2.06
epoch 700:	pdl:4.77e-01 	 Rec:6.85e-02 	 Color:2.62e-01 	Time: 2.13
epoch 750:	pdl:4.84e-01 	 Rec:6.44e-02 	 Color:2.51e-01 	Time: 2.09
epoch 800:	pdl:4.50e-01 	 Rec:6.15e-02 	 Color:2.35e-01 	Time: 2.06
epoch 850:	pdl:5.38e-01 	 Rec:7.15e-02 	 Color:2.61e-01 	Time: 2.10
epoch 900:	pdl:4.28e-01 	 Rec:6.00e-02 	 Color:2.63e-01 	Time: 2.06
epoch 950:	pdl:5.01e-01 	 Rec:6.34e-02 	 Color:2.57e-01 	Time: 1.99
epoch 1000:	pdl:3.98e-01 	 Rec:5.82e-02 	 Color:2.60e-01 	Time: 2.11
