epoch 0:	pdl:1.54e+00 	 Rec:1.54e+00 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:6.08e-01 	 Rec:1.19e-02 	 Color:0.00e+00 	Time: 0.39
epoch 100:	pdl:6.52e-01 	 Rec:1.03e-02 	 Color:0.00e+00 	Time: 0.41
epoch 150:	pdl:5.97e-01 	 Rec:2.41e-03 	 Color:0.00e+00 	Time: 0.38
epoch 200:	pdl:5.51e-01 	 Rec:2.96e-04 	 Color:0.00e+00 	Time: 0.39
epoch 250:	pdl:6.28e-01 	 Rec:1.01e-03 	 Color:0.00e+00 	Time: 0.35
epoch 300:	pdl:5.94e-01 	 Rec:6.04e-04 	 Color:0.00e+00 	Time: 0.42
epoch 350:	pdl:5.66e-01 	 Rec:1.06e-03 	 Color:0.00e+00 	Time: 0.40
epoch 400:	pdl:5.71e-01 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 0.38
epoch 450:	pdl:5.63e-01 	 Rec:1.18e-03 	 Color:0.00e+00 	Time: 0.40
epoch 500:	pdl:5.80e-01 	 Rec:7.91e-04 	 Color:0.00e+00 	Time: 0.35
epoch 550:	pdl:5.65e-01 	 Rec:2.96e-03 	 Color:0.00e+00 	Time: 0.43
epoch 600:	pdl:5.35e-01 	 Rec:3.79e-04 	 Color:0.00e+00 	Time: 0.40
epoch 650:	pdl:5.22e-01 	 Rec:2.42e-03 	 Color:0.00e+00 	Time: 0.41
epoch 700:	pdl:5.38e-01 	 Rec:4.24e-04 	 Color:0.00e+00 	Time: 0.43
epoch 750:	pdl:5.56e-01 	 Rec:1.28e-02 	 Color:0.00e+00 	Time: 0.36
epoch 800:	pdl:5.44e-01 	 Rec:4.47e-04 	 Color:0.00e+00 	Time: 0.37
epoch 850:	pdl:5.38e-01 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 0.38
epoch 900:	pdl:5.23e-01 	 Rec:4.61e-04 	 Color:0.00e+00 	Time: 0.39
epoch 950:	pdl:5.51e-01 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 0.39
