epoch 0:	gram:5.06e-02 	 Rec:5.83e-02 	 Color:0.00e+00 	Time: 0.01
epoch 50:	gram:2.38e-02 	 Rec:5.40e-03 	 Color:0.00e+00 	Time: 0.66
epoch 100:	gram:1.45e-02 	 Rec:3.70e-03 	 Color:0.00e+00 	Time: 0.59
epoch 150:	gram:1.53e-02 	 Rec:3.11e-03 	 Color:0.00e+00 	Time: 0.56
epoch 200:	gram:1.40e-02 	 Rec:2.76e-03 	 Color:0.00e+00 	Time: 0.56
epoch 250:	gram:1.49e-02 	 Rec:2.54e-03 	 Color:0.00e+00 	Time: 0.59
epoch 300:	gram:1.63e-02 	 Rec:2.35e-03 	 Color:0.00e+00 	Time: 0.58
epoch 350:	gram:1.52e-02 	 Rec:2.20e-03 	 Color:0.00e+00 	Time: 0.55
epoch 400:	gram:1.49e-02 	 Rec:2.07e-03 	 Color:0.00e+00 	Time: 0.59
epoch 450:	gram:1.55e-02 	 Rec:1.94e-03 	 Color:0.00e+00 	Time: 0.57
epoch 500:	gram:1.39e-02 	 Rec:1.84e-03 	 Color:0.00e+00 	Time: 0.60
epoch 550:	gram:1.66e-02 	 Rec:1.73e-03 	 Color:0.00e+00 	Time: 0.62
epoch 600:	gram:1.45e-02 	 Rec:1.64e-03 	 Color:0.00e+00 	Time: 0.58
epoch 650:	gram:1.34e-02 	 Rec:1.57e-03 	 Color:0.00e+00 	Time: 0.56
epoch 700:	gram:1.45e-02 	 Rec:1.50e-03 	 Color:0.00e+00 	Time: 0.56
epoch 750:	gram:1.43e-02 	 Rec:1.43e-03 	 Color:0.00e+00 	Time: 0.56
epoch 800:	gram:1.39e-02 	 Rec:1.36e-03 	 Color:0.00e+00 	Time: 0.56
epoch 850:	gram:1.36e-02 	 Rec:1.27e-03 	 Color:0.00e+00 	Time: 0.60
epoch 900:	gram:1.65e-02 	 Rec:1.25e-03 	 Color:0.00e+00 	Time: 0.55
epoch 950:	gram:1.36e-02 	 Rec:1.20e-03 	 Color:0.00e+00 	Time: 0.55
epoch 1000:	gram:1.33e-02 	 Rec:1.13e-03 	 Color:0.00e+00 	Time: 0.55
epoch 1050:	gram:1.28e-02 	 Rec:1.09e-03 	 Color:0.00e+00 	Time: 0.61
epoch 1100:	gram:1.39e-02 	 Rec:1.02e-03 	 Color:0.00e+00 	Time: 0.55
epoch 1150:	gram:1.21e-02 	 Rec:1.00e-03 	 Color:0.00e+00 	Time: 0.55
epoch 1200:	gram:1.31e-02 	 Rec:9.67e-04 	 Color:0.00e+00 	Time: 0.56
epoch 1250:	gram:1.20e-02 	 Rec:8.97e-04 	 Color:0.00e+00 	Time: 0.56
epoch 1300:	gram:1.21e-02 	 Rec:8.69e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1350:	gram:1.29e-02 	 Rec:8.86e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1400:	gram:1.46e-02 	 Rec:8.30e-04 	 Color:0.00e+00 	Time: 0.56
epoch 1450:	gram:1.43e-02 	 Rec:8.05e-04 	 Color:0.00e+00 	Time: 0.56
epoch 1500:	gram:1.23e-02 	 Rec:7.67e-04 	 Color:0.00e+00 	Time: 0.57
epoch 1550:	gram:1.29e-02 	 Rec:7.52e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1600:	gram:1.31e-02 	 Rec:6.99e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1650:	gram:1.24e-02 	 Rec:6.78e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1700:	gram:1.44e-02 	 Rec:6.77e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1750:	gram:1.25e-02 	 Rec:6.48e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1800:	gram:1.37e-02 	 Rec:6.25e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1850:	gram:1.27e-02 	 Rec:6.30e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1900:	gram:1.12e-02 	 Rec:5.68e-04 	 Color:0.00e+00 	Time: 0.55
epoch 1950:	gram:1.38e-02 	 Rec:5.90e-04 	 Color:0.00e+00 	Time: 0.55
epoch 2000:	gram:1.29e-02 	 Rec:5.37e-04 	 Color:0.00e+00 	Time: 0.56
epoch 2050:	gram:1.26e-02 	 Rec:5.11e-04 	 Color:0.00e+00 	Time: 0.56
epoch 2100:	gram:1.18e-02 	 Rec:5.39e-04 	 Color:0.00e+00 	Time: 0.56
epoch 2150:	gram:1.43e-02 	 Rec:4.84e-04 	 Color:0.00e+00 	Time: 0.57
epoch 2200:	gram:1.23e-02 	 Rec:5.26e-04 	 Color:0.00e+00 	Time: 0.58
epoch 2250:	gram:1.47e-02 	 Rec:4.65e-04 	 Color:0.00e+00 	Time: 0.56
epoch 2300:	gram:1.19e-02 	 Rec:4.92e-04 	 Color:0.00e+00 	Time: 0.55
epoch 2350:	gram:1.30e-02 	 Rec:4.71e-04 	 Color:0.00e+00 	Time: 0.57
epoch 2400:	gram:1.58e-02 	 Rec:4.59e-04 	 Color:0.00e+00 	Time: 0.55
epoch 2450:	gram:1.11e-02 	 Rec:4.27e-04 	 Color:0.00e+00 	Time: 0.55
epoch 2500:	gram:1.38e-02 	 Rec:4.29e-04 	 Color:0.00e+00 	Time: 0.57
epoch 2550:	gram:1.21e-02 	 Rec:4.61e-04 	 Color:0.00e+00 	Time: 0.55
epoch 2600:	gram:1.34e-02 	 Rec:4.02e-04 	 Color:0.00e+00 	Time: 0.55
epoch 2650:	gram:1.22e-02 	 Rec:3.74e-04 	 Color:0.00e+00 	Time: 0.55
epoch 2700:	gram:1.57e-02 	 Rec:4.10e-04 	 Color:0.00e+00 	Time: 0.55
epoch 2750:	gram:1.31e-02 	 Rec:3.65e-04 	 Color:0.00e+00 	Time: 0.55
epoch 2800:	gram:1.12e-02 	 Rec:3.78e-04 	 Color:0.00e+00 	Time: 0.55
