epoch 0:	pdl:146729.83 	 Rec:150904.52 	Time: 0.01
epoch 50:	pdl:81494.66 	 Rec:9871.36 	Time: 0.46
epoch 100:	pdl:88484.35 	 Rec:10042.11 	Time: 0.44
epoch 150:	pdl:87530.64 	 Rec:10361.95 	Time: 0.44
epoch 200:	pdl:73887.25 	 Rec:8596.08 	Time: 0.51
epoch 250:	pdl:86512.27 	 Rec:8750.02 	Time: 0.46
epoch 300:	pdl:71197.84 	 Rec:7043.25 	Time: 0.45
epoch 350:	pdl:75690.58 	 Rec:6875.38 	Time: 0.44
epoch 400:	pdl:77803.30 	 Rec:6915.33 	Time: 0.44
epoch 450:	pdl:78285.17 	 Rec:5684.42 	Time: 0.44
epoch 500:	pdl:72483.50 	 Rec:5265.14 	Time: 0.45
epoch 550:	pdl:79401.99 	 Rec:5575.01 	Time: 0.44
epoch 600:	pdl:70540.80 	 Rec:5015.08 	Time: 0.45
epoch 650:	pdl:67147.44 	 Rec:4430.83 	Time: 0.45
epoch 700:	pdl:66254.37 	 Rec:4706.68 	Time: 0.45
epoch 750:	pdl:69221.50 	 Rec:4274.66 	Time: 0.45
epoch 800:	pdl:67293.68 	 Rec:4351.74 	Time: 0.45
epoch 850:	pdl:69564.65 	 Rec:4301.27 	Time: 0.45
epoch 900:	pdl:64215.08 	 Rec:4215.34 	Time: 0.45
epoch 950:	pdl:67026.53 	 Rec:4226.86 	Time: 0.45
epoch 1000:	pdl:69892.89 	 Rec:4219.76 	Time: 0.45
epoch 1050:	pdl:68663.00 	 Rec:4342.28 	Time: 0.45
epoch 1100:	pdl:69090.39 	 Rec:4349.91 	Time: 0.44
epoch 1150:	pdl:71513.17 	 Rec:4958.35 	Time: 0.44
epoch 1200:	pdl:68519.43 	 Rec:3970.13 	Time: 0.44
epoch 1250:	pdl:71851.48 	 Rec:4012.97 	Time: 0.44
epoch 1300:	pdl:66375.95 	 Rec:3795.74 	Time: 0.44
epoch 1350:	pdl:70016.80 	 Rec:4311.27 	Time: 0.44
epoch 1400:	pdl:64470.47 	 Rec:3727.37 	Time: 0.44
epoch 1450:	pdl:64649.94 	 Rec:3795.36 	Time: 0.44
epoch 1500:	pdl:67703.30 	 Rec:4592.83 	Time: 0.45
epoch 1550:	pdl:65115.68 	 Rec:3508.64 	Time: 0.44
epoch 1600:	pdl:66295.60 	 Rec:3539.91 	Time: 0.47
epoch 1650:	pdl:64986.52 	 Rec:3521.34 	Time: 0.45
epoch 1700:	pdl:64711.20 	 Rec:3513.08 	Time: 0.45
epoch 1750:	pdl:71682.98 	 Rec:3462.31 	Time: 0.45
epoch 1800:	pdl:63844.50 	 Rec:3503.49 	Time: 0.45
epoch 1850:	pdl:65808.33 	 Rec:3485.91 	Time: 0.45
epoch 1900:	pdl:67015.31 	 Rec:3448.96 	Time: 0.45
epoch 1950:	pdl:66729.66 	 Rec:3474.13 	Time: 0.44
epoch 2000:	pdl:64831.51 	 Rec:3401.70 	Time: 0.44
epoch 2050:	pdl:61440.49 	 Rec:3417.72 	Time: 0.44
epoch 2100:	pdl:64459.40 	 Rec:3346.48 	Time: 0.45
epoch 2150:	pdl:67901.73 	 Rec:3359.49 	Time: 0.45
epoch 2200:	pdl:62171.13 	 Rec:3372.42 	Time: 0.45
epoch 2250:	pdl:62355.74 	 Rec:3425.63 	Time: 0.45
epoch 2300:	pdl:68671.55 	 Rec:3422.81 	Time: 0.45
epoch 2350:	pdl:63546.33 	 Rec:3328.85 	Time: 0.45
epoch 2400:	pdl:62633.27 	 Rec:3277.20 	Time: 0.44
epoch 2450:	pdl:63714.02 	 Rec:3297.68 	Time: 0.45
epoch 2500:	pdl:61838.23 	 Rec:3275.26 	Time: 0.45
epoch 2550:	pdl:69290.43 	 Rec:3258.64 	Time: 0.44
epoch 2600:	pdl:64140.41 	 Rec:3253.20 	Time: 0.44
epoch 2650:	pdl:68838.13 	 Rec:3235.57 	Time: 0.44
epoch 2700:	pdl:66991.13 	 Rec:3231.48 	Time: 0.44
epoch 2750:	pdl:68141.85 	 Rec:3236.90 	Time: 0.45
epoch 2800:	pdl:63370.30 	 Rec:3234.36 	Time: 0.45
epoch 2850:	pdl:70637.41 	 Rec:3232.07 	Time: 0.45
epoch 2900:	pdl:66816.48 	 Rec:3236.33 	Time: 0.45
epoch 2950:	pdl:63488.67 	 Rec:3229.08 	Time: 0.45
epoch 3000:	pdl:65219.66 	 Rec:3223.43 	Time: 0.45
epoch 3050:	pdl:65606.37 	 Rec:3215.90 	Time: 0.45
epoch 3100:	pdl:63417.13 	 Rec:3210.31 	Time: 0.44
epoch 3150:	pdl:67620.06 	 Rec:3219.27 	Time: 0.44
epoch 3200:	pdl:74018.82 	 Rec:3214.11 	Time: 0.44
epoch 3250:	pdl:61691.62 	 Rec:3214.20 	Time: 0.44
epoch 3300:	pdl:65322.10 	 Rec:3215.62 	Time: 0.44
epoch 3350:	pdl:59006.00 	 Rec:3210.65 	Time: 0.45
epoch 3400:	pdl:76598.27 	 Rec:3218.31 	Time: 0.45
epoch 3450:	pdl:61221.56 	 Rec:3209.82 	Time: 0.46
epoch 3500:	pdl:62988.23 	 Rec:3204.33 	Time: 0.51
epoch 3550:	pdl:60340.88 	 Rec:3200.75 	Time: 0.52
epoch 3600:	pdl:68518.59 	 Rec:3204.73 	Time: 0.49
epoch 3650:	pdl:65464.30 	 Rec:3196.00 	Time: 0.48
epoch 3700:	pdl:64704.03 	 Rec:3194.11 	Time: 0.48
epoch 3750:	pdl:65762.63 	 Rec:3195.90 	Time: 0.44
epoch 3800:	pdl:66458.88 	 Rec:3192.14 	Time: 0.45
epoch 3850:	pdl:68181.02 	 Rec:3198.57 	Time: 0.44
epoch 3900:	pdl:64718.23 	 Rec:3191.91 	Time: 0.45
