epoch 0:	pdl:3.09e+00 	 Rec:1.40e-01 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:4.21e-01 	 Rec:8.17e-03 	 Color:0.00e+00 	Time: 1.73
epoch 100:	pdl:4.17e-01 	 Rec:5.97e-03 	 Color:0.00e+00 	Time: 1.64
epoch 150:	pdl:3.84e-01 	 Rec:5.11e-03 	 Color:0.00e+00 	Time: 1.67
epoch 200:	pdl:4.40e-01 	 Rec:4.73e-03 	 Color:0.00e+00 	Time: 1.66
epoch 250:	pdl:4.34e-01 	 Rec:4.35e-03 	 Color:0.00e+00 	Time: 1.69
epoch 300:	pdl:3.97e-01 	 Rec:4.40e-03 	 Color:0.00e+00 	Time: 1.67
epoch 350:	pdl:4.06e-01 	 Rec:4.05e-03 	 Color:0.00e+00 	Time: 1.68
epoch 400:	pdl:3.86e-01 	 Rec:3.85e-03 	 Color:0.00e+00 	Time: 1.66
epoch 450:	pdl:4.11e-01 	 Rec:4.47e-03 	 Color:0.00e+00 	Time: 1.70
epoch 500:	pdl:3.67e-01 	 Rec:3.67e-03 	 Color:0.00e+00 	Time: 1.69
epoch 550:	pdl:3.80e-01 	 Rec:3.81e-03 	 Color:0.00e+00 	Time: 1.70
epoch 600:	pdl:3.86e-01 	 Rec:3.85e-03 	 Color:0.00e+00 	Time: 1.70
epoch 650:	pdl:3.50e-01 	 Rec:3.56e-03 	 Color:0.00e+00 	Time: 1.70
epoch 700:	pdl:3.87e-01 	 Rec:3.74e-03 	 Color:0.00e+00 	Time: 1.70
epoch 750:	pdl:4.24e-01 	 Rec:3.93e-03 	 Color:0.00e+00 	Time: 1.70
epoch 800:	pdl:4.21e-01 	 Rec:3.80e-03 	 Color:0.00e+00 	Time: 1.70
epoch 850:	pdl:3.84e-01 	 Rec:3.47e-03 	 Color:0.00e+00 	Time: 1.71
epoch 900:	pdl:4.24e-01 	 Rec:3.36e-03 	 Color:0.00e+00 	Time: 1.70
epoch 950:	pdl:4.52e-01 	 Rec:3.85e-03 	 Color:0.00e+00 	Time: 1.68
epoch 1000:	pdl:3.72e-01 	 Rec:3.29e-03 	 Color:0.00e+00 	Time: 1.71
epoch 1050:	pdl:4.05e-01 	 Rec:3.62e-03 	 Color:0.00e+00 	Time: 1.72
epoch 1100:	pdl:4.15e-01 	 Rec:3.36e-03 	 Color:0.00e+00 	Time: 1.68
epoch 1150:	pdl:4.16e-01 	 Rec:3.44e-03 	 Color:0.00e+00 	Time: 1.67
epoch 1200:	pdl:4.33e-01 	 Rec:3.35e-03 	 Color:0.00e+00 	Time: 1.69
epoch 1250:	pdl:3.67e-01 	 Rec:3.19e-03 	 Color:0.00e+00 	Time: 1.69
epoch 1300:	pdl:4.51e-01 	 Rec:3.50e-03 	 Color:0.00e+00 	Time: 1.69
epoch 1350:	pdl:3.76e-01 	 Rec:3.37e-03 	 Color:0.00e+00 	Time: 1.69
epoch 1400:	pdl:3.80e-01 	 Rec:3.20e-03 	 Color:0.00e+00 	Time: 1.69
epoch 1450:	pdl:4.18e-01 	 Rec:3.43e-03 	 Color:0.00e+00 	Time: 1.70
epoch 1500:	pdl:3.79e-01 	 Rec:3.16e-03 	 Color:0.00e+00 	Time: 1.69
epoch 1550:	pdl:4.95e-01 	 Rec:3.05e-03 	 Color:0.00e+00 	Time: 1.68
epoch 1600:	pdl:3.52e-01 	 Rec:3.17e-03 	 Color:0.00e+00 	Time: 1.70
epoch 1650:	pdl:5.10e-01 	 Rec:3.33e-03 	 Color:0.00e+00 	Time: 1.70
epoch 1700:	pdl:3.87e-01 	 Rec:3.11e-03 	 Color:0.00e+00 	Time: 1.66
epoch 1750:	pdl:3.70e-01 	 Rec:3.02e-03 	 Color:0.00e+00 	Time: 1.71
epoch 1800:	pdl:4.38e-01 	 Rec:3.32e-03 	 Color:0.00e+00 	Time: 1.72
epoch 1850:	pdl:3.83e-01 	 Rec:3.05e-03 	 Color:0.00e+00 	Time: 1.71
epoch 1900:	pdl:4.13e-01 	 Rec:2.93e-03 	 Color:0.00e+00 	Time: 1.68
epoch 1950:	pdl:3.80e-01 	 Rec:3.17e-03 	 Color:0.00e+00 	Time: 1.68
epoch 2000:	pdl:3.84e-01 	 Rec:2.89e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2050:	pdl:3.68e-01 	 Rec:2.95e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2100:	pdl:3.98e-01 	 Rec:2.90e-03 	 Color:0.00e+00 	Time: 1.69
epoch 2150:	pdl:4.03e-01 	 Rec:2.85e-03 	 Color:0.00e+00 	Time: 1.71
epoch 2200:	pdl:3.94e-01 	 Rec:2.80e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2250:	pdl:4.18e-01 	 Rec:3.08e-03 	 Color:0.00e+00 	Time: 1.66
epoch 2300:	pdl:3.80e-01 	 Rec:2.73e-03 	 Color:0.00e+00 	Time: 1.69
epoch 2350:	pdl:3.70e-01 	 Rec:2.91e-03 	 Color:0.00e+00 	Time: 1.68
epoch 2400:	pdl:4.08e-01 	 Rec:2.88e-03 	 Color:0.00e+00 	Time: 1.69
epoch 2450:	pdl:4.47e-01 	 Rec:2.95e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2500:	pdl:4.18e-01 	 Rec:2.99e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2550:	pdl:4.41e-01 	 Rec:2.77e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2600:	pdl:4.34e-01 	 Rec:3.15e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2650:	pdl:4.08e-01 	 Rec:2.77e-03 	 Color:0.00e+00 	Time: 1.69
epoch 2700:	pdl:3.80e-01 	 Rec:2.73e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2750:	pdl:3.71e-01 	 Rec:2.67e-03 	 Color:0.00e+00 	Time: 1.69
epoch 2800:	pdl:3.60e-01 	 Rec:2.77e-03 	 Color:0.00e+00 	Time: 1.69
epoch 2850:	pdl:4.01e-01 	 Rec:2.66e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2900:	pdl:3.83e-01 	 Rec:2.73e-03 	 Color:0.00e+00 	Time: 1.70
epoch 2950:	pdl:4.03e-01 	 Rec:2.66e-03 	 Color:0.00e+00 	Time: 1.71
epoch 3000:	pdl:4.34e-01 	 Rec:2.58e-03 	 Color:0.00e+00 	Time: 1.69
epoch 3050:	pdl:4.11e-01 	 Rec:2.66e-03 	 Color:0.00e+00 	Time: 1.70
epoch 3100:	pdl:3.69e-01 	 Rec:2.79e-03 	 Color:0.00e+00 	Time: 1.69
epoch 3150:	pdl:4.03e-01 	 Rec:2.70e-03 	 Color:0.00e+00 	Time: 1.68
epoch 3200:	pdl:4.11e-01 	 Rec:2.42e-03 	 Color:0.00e+00 	Time: 1.68
epoch 3250:	pdl:3.49e-01 	 Rec:2.50e-03 	 Color:0.00e+00 	Time: 1.68
epoch 3300:	pdl:3.79e-01 	 Rec:2.55e-03 	 Color:0.00e+00 	Time: 1.67
epoch 3350:	pdl:3.50e-01 	 Rec:2.49e-03 	 Color:0.00e+00 	Time: 1.68
epoch 3400:	pdl:4.33e-01 	 Rec:2.60e-03 	 Color:0.00e+00 	Time: 1.68
epoch 3450:	pdl:4.29e-01 	 Rec:2.47e-03 	 Color:0.00e+00 	Time: 1.69
epoch 3500:	pdl:3.79e-01 	 Rec:2.48e-03 	 Color:0.00e+00 	Time: 1.69
epoch 3550:	pdl:4.14e-01 	 Rec:2.49e-03 	 Color:0.00e+00 	Time: 1.69
epoch 3600:	pdl:3.76e-01 	 Rec:2.40e-03 	 Color:0.00e+00 	Time: 1.69
epoch 3650:	pdl:3.89e-01 	 Rec:2.32e-03 	 Color:0.00e+00 	Time: 1.70
epoch 3700:	pdl:4.00e-01 	 Rec:2.43e-03 	 Color:0.00e+00 	Time: 1.67
epoch 3750:	pdl:3.90e-01 	 Rec:2.42e-03 	 Color:0.00e+00 	Time: 1.67
epoch 3800:	pdl:3.79e-01 	 Rec:2.14e-03 	 Color:0.00e+00 	Time: 1.70
epoch 3850:	pdl:3.88e-01 	 Rec:2.46e-03 	 Color:0.00e+00 	Time: 1.70
epoch 3900:	pdl:3.95e-01 	 Rec:2.56e-03 	 Color:0.00e+00 	Time: 1.69
epoch 3950:	pdl:4.10e-01 	 Rec:2.15e-03 	 Color:0.00e+00 	Time: 1.68
epoch 4000:	pdl:3.97e-01 	 Rec:2.52e-03 	 Color:0.00e+00 	Time: 1.69
epoch 4050:	pdl:3.99e-01 	 Rec:2.14e-03 	 Color:0.00e+00 	Time: 1.70
epoch 4100:	pdl:4.02e-01 	 Rec:2.18e-03 	 Color:0.00e+00 	Time: 1.69
epoch 4150:	pdl:3.78e-01 	 Rec:2.31e-03 	 Color:0.00e+00 	Time: 1.66
epoch 4200:	pdl:4.00e-01 	 Rec:2.12e-03 	 Color:0.00e+00 	Time: 1.73
epoch 4250:	pdl:4.61e-01 	 Rec:2.10e-03 	 Color:0.00e+00 	Time: 1.68
epoch 4300:	pdl:3.93e-01 	 Rec:2.15e-03 	 Color:0.00e+00 	Time: 1.69
epoch 4350:	pdl:3.77e-01 	 Rec:2.10e-03 	 Color:0.00e+00 	Time: 1.68
epoch 4400:	pdl:4.05e-01 	 Rec:2.26e-03 	 Color:0.00e+00 	Time: 1.66
epoch 4450:	pdl:3.76e-01 	 Rec:2.06e-03 	 Color:0.00e+00 	Time: 1.67
epoch 4500:	pdl:3.91e-01 	 Rec:2.14e-03 	 Color:0.00e+00 	Time: 1.70
epoch 4550:	pdl:3.71e-01 	 Rec:1.94e-03 	 Color:0.00e+00 	Time: 1.70
epoch 4600:	pdl:3.90e-01 	 Rec:2.02e-03 	 Color:0.00e+00 	Time: 1.69
epoch 4650:	pdl:3.86e-01 	 Rec:2.00e-03 	 Color:0.00e+00 	Time: 1.69
epoch 4700:	pdl:4.00e-01 	 Rec:1.85e-03 	 Color:0.00e+00 	Time: 1.68
epoch 4750:	pdl:3.93e-01 	 Rec:2.30e-03 	 Color:0.00e+00 	Time: 1.69
epoch 4800:	pdl:3.85e-01 	 Rec:1.89e-03 	 Color:0.00e+00 	Time: 1.68
