epoch 0:	pdl:6.86e-02 	 Rec:6.36e-03 	 Color:0.00e+00 	Time: 0.03
epoch 50:	pdl:6.80e-02 	 Rec:3.25e-03 	 Color:0.00e+00 	Time: 1.99
epoch 100:	pdl:7.03e-02 	 Rec:2.85e-03 	 Color:0.00e+00 	Time: 1.95
epoch 150:	pdl:6.45e-02 	 Rec:2.62e-03 	 Color:0.00e+00 	Time: 1.93
epoch 200:	pdl:5.78e-02 	 Rec:2.34e-03 	 Color:0.00e+00 	Time: 1.96
epoch 250:	pdl:5.86e-02 	 Rec:2.22e-03 	 Color:0.00e+00 	Time: 1.96
epoch 300:	pdl:6.09e-02 	 Rec:2.11e-03 	 Color:0.00e+00 	Time: 1.97
epoch 350:	pdl:5.85e-02 	 Rec:1.95e-03 	 Color:0.00e+00 	Time: 1.96
epoch 400:	pdl:5.95e-02 	 Rec:1.82e-03 	 Color:0.00e+00 	Time: 1.96
epoch 450:	pdl:7.01e-02 	 Rec:1.74e-03 	 Color:0.00e+00 	Time: 1.96
epoch 500:	pdl:6.69e-02 	 Rec:1.68e-03 	 Color:0.00e+00 	Time: 1.96
epoch 550:	pdl:5.65e-02 	 Rec:1.59e-03 	 Color:0.00e+00 	Time: 1.96
epoch 600:	pdl:6.21e-02 	 Rec:1.56e-03 	 Color:0.00e+00 	Time: 1.96
epoch 650:	pdl:5.63e-02 	 Rec:1.47e-03 	 Color:0.00e+00 	Time: 1.97
epoch 700:	pdl:5.92e-02 	 Rec:1.50e-03 	 Color:0.00e+00 	Time: 1.97
epoch 750:	pdl:5.55e-02 	 Rec:1.39e-03 	 Color:0.00e+00 	Time: 1.97
epoch 800:	pdl:7.07e-02 	 Rec:1.36e-03 	 Color:0.00e+00 	Time: 1.96
epoch 850:	pdl:5.10e-02 	 Rec:1.29e-03 	 Color:0.00e+00 	Time: 1.96
epoch 900:	pdl:6.17e-02 	 Rec:1.28e-03 	 Color:0.00e+00 	Time: 1.97
epoch 950:	pdl:5.69e-02 	 Rec:1.26e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1000:	pdl:5.20e-02 	 Rec:1.17e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1050:	pdl:5.64e-02 	 Rec:1.24e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1100:	pdl:6.02e-02 	 Rec:1.18e-03 	 Color:0.00e+00 	Time: 2.04
epoch 1150:	pdl:5.55e-02 	 Rec:1.16e-03 	 Color:0.00e+00 	Time: 1.98
epoch 1200:	pdl:6.72e-02 	 Rec:1.18e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1250:	pdl:6.18e-02 	 Rec:1.15e-03 	 Color:0.00e+00 	Time: 1.94
epoch 1300:	pdl:6.14e-02 	 Rec:1.06e-03 	 Color:0.00e+00 	Time: 1.95
epoch 1350:	pdl:6.36e-02 	 Rec:1.12e-03 	 Color:0.00e+00 	Time: 1.95
epoch 1400:	pdl:5.65e-02 	 Rec:1.06e-03 	 Color:0.00e+00 	Time: 1.94
epoch 1450:	pdl:5.67e-02 	 Rec:1.03e-03 	 Color:0.00e+00 	Time: 1.94
epoch 1500:	pdl:6.29e-02 	 Rec:1.01e-03 	 Color:0.00e+00 	Time: 1.96
epoch 1550:	pdl:6.10e-02 	 Rec:1.04e-03 	 Color:0.00e+00 	Time: 1.93
epoch 1600:	pdl:5.02e-02 	 Rec:1.00e-03 	 Color:0.00e+00 	Time: 1.95
epoch 1650:	pdl:5.43e-02 	 Rec:9.83e-04 	 Color:0.00e+00 	Time: 1.93
epoch 1700:	pdl:5.78e-02 	 Rec:9.82e-04 	 Color:0.00e+00 	Time: 1.93
epoch 1750:	pdl:5.71e-02 	 Rec:9.57e-04 	 Color:0.00e+00 	Time: 1.93
epoch 1800:	pdl:6.47e-02 	 Rec:1.01e-03 	 Color:0.00e+00 	Time: 1.94
epoch 1850:	pdl:6.75e-02 	 Rec:1.04e-03 	 Color:0.00e+00 	Time: 1.94
epoch 1900:	pdl:6.94e-02 	 Rec:9.15e-04 	 Color:0.00e+00 	Time: 1.94
epoch 1950:	pdl:5.65e-02 	 Rec:9.36e-04 	 Color:0.00e+00 	Time: 1.94
epoch 2000:	pdl:6.92e-02 	 Rec:9.11e-04 	 Color:0.00e+00 	Time: 1.94
epoch 2050:	pdl:6.01e-02 	 Rec:9.02e-04 	 Color:0.00e+00 	Time: 1.96
epoch 2100:	pdl:5.36e-02 	 Rec:8.73e-04 	 Color:0.00e+00 	Time: 1.95
