epoch 0:	gram:4.07e-02 	 Rec:6.14e-02 	 Color:0.00e+00 	Time: 0.01
epoch 50:	gram:9.78e-03 	 Rec:7.09e-03 	 Color:0.00e+00 	Time: 0.74
epoch 100:	gram:1.01e-02 	 Rec:5.27e-03 	 Color:0.00e+00 	Time: 0.66
epoch 150:	gram:9.46e-03 	 Rec:4.62e-03 	 Color:0.00e+00 	Time: 0.66
epoch 200:	gram:9.46e-03 	 Rec:4.20e-03 	 Color:0.00e+00 	Time: 0.64
epoch 250:	gram:8.23e-03 	 Rec:4.06e-03 	 Color:0.00e+00 	Time: 0.64
epoch 300:	gram:7.82e-03 	 Rec:3.78e-03 	 Color:0.00e+00 	Time: 0.64
epoch 350:	gram:7.99e-03 	 Rec:3.57e-03 	 Color:0.00e+00 	Time: 0.64
epoch 400:	gram:8.99e-03 	 Rec:3.37e-03 	 Color:0.00e+00 	Time: 0.66
epoch 450:	gram:1.28e-02 	 Rec:3.22e-03 	 Color:0.00e+00 	Time: 0.64
epoch 500:	gram:9.69e-03 	 Rec:3.11e-03 	 Color:0.00e+00 	Time: 0.64
epoch 550:	gram:8.86e-03 	 Rec:2.99e-03 	 Color:0.00e+00 	Time: 0.64
epoch 600:	gram:7.62e-03 	 Rec:2.98e-03 	 Color:0.00e+00 	Time: 0.64
epoch 650:	gram:9.72e-03 	 Rec:2.88e-03 	 Color:0.00e+00 	Time: 0.62
epoch 700:	gram:9.31e-03 	 Rec:2.83e-03 	 Color:0.00e+00 	Time: 0.62
epoch 750:	gram:6.71e-03 	 Rec:2.66e-03 	 Color:0.00e+00 	Time: 0.62
epoch 800:	gram:7.60e-03 	 Rec:2.59e-03 	 Color:0.00e+00 	Time: 0.62
epoch 850:	gram:8.36e-03 	 Rec:2.59e-03 	 Color:0.00e+00 	Time: 0.62
epoch 900:	gram:6.81e-03 	 Rec:2.51e-03 	 Color:0.00e+00 	Time: 0.63
epoch 950:	gram:9.92e-03 	 Rec:2.38e-03 	 Color:0.00e+00 	Time: 0.62
epoch 1000:	gram:1.00e-02 	 Rec:2.38e-03 	 Color:0.00e+00 	Time: 0.64
epoch 1050:	gram:8.35e-03 	 Rec:2.34e-03 	 Color:0.00e+00 	Time: 0.65
epoch 1100:	gram:7.15e-03 	 Rec:2.25e-03 	 Color:0.00e+00 	Time: 0.65
epoch 1150:	gram:8.62e-03 	 Rec:2.26e-03 	 Color:0.00e+00 	Time: 0.62
epoch 1200:	gram:7.64e-03 	 Rec:2.19e-03 	 Color:0.00e+00 	Time: 0.63
epoch 1250:	gram:6.33e-03 	 Rec:2.10e-03 	 Color:0.00e+00 	Time: 0.63
