epoch 0:	pdl:1.54e+00 	 Rec:9.00e-02 	 Color:1.97e-01 	Time: 0.03
epoch 50:	pdl:5.24e-01 	 Rec:1.28e-02 	 Color:1.15e-01 	Time: 2.03
epoch 100:	pdl:5.74e-01 	 Rec:2.33e-02 	 Color:1.22e-01 	Time: 1.81
epoch 150:	pdl:4.08e-01 	 Rec:7.54e-03 	 Color:1.04e-01 	Time: 2.05
epoch 200:	pdl:4.78e-01 	 Rec:7.54e-03 	 Color:1.06e-01 	Time: 2.06
epoch 250:	pdl:3.41e-01 	 Rec:6.38e-03 	 Color:9.11e-02 	Time: 2.02
epoch 300:	pdl:5.23e-01 	 Rec:5.94e-03 	 Color:9.98e-02 	Time: 2.00
epoch 350:	pdl:3.67e-01 	 Rec:6.55e-03 	 Color:9.64e-02 	Time: 2.08
epoch 400:	pdl:3.58e-01 	 Rec:5.76e-03 	 Color:9.54e-02 	Time: 2.00
epoch 450:	pdl:3.69e-01 	 Rec:6.72e-03 	 Color:1.03e-01 	Time: 2.01
epoch 500:	pdl:3.35e-01 	 Rec:5.75e-03 	 Color:8.75e-02 	Time: 2.05
epoch 550:	pdl:3.61e-01 	 Rec:5.67e-03 	 Color:9.73e-02 	Time: 2.07
epoch 600:	pdl:3.40e-01 	 Rec:5.49e-03 	 Color:8.94e-02 	Time: 2.06
epoch 650:	pdl:3.93e-01 	 Rec:6.03e-03 	 Color:8.43e-02 	Time: 1.94
epoch 700:	pdl:4.27e-01 	 Rec:5.99e-03 	 Color:9.82e-02 	Time: 2.06
epoch 750:	pdl:3.55e-01 	 Rec:5.95e-03 	 Color:8.76e-02 	Time: 2.00
epoch 800:	pdl:3.48e-01 	 Rec:5.86e-03 	 Color:9.19e-02 	Time: 2.02
epoch 850:	pdl:3.68e-01 	 Rec:5.34e-03 	 Color:1.02e-01 	Time: 2.04
epoch 900:	pdl:3.67e-01 	 Rec:6.35e-03 	 Color:1.01e-01 	Time: 2.01
epoch 950:	pdl:3.30e-01 	 Rec:5.98e-03 	 Color:9.47e-02 	Time: 2.03
epoch 1000:	pdl:3.78e-01 	 Rec:5.55e-03 	 Color:9.22e-02 	Time: 2.03
epoch 1050:	pdl:3.57e-01 	 Rec:5.91e-03 	 Color:8.71e-02 	Time: 2.02
epoch 1100:	pdl:3.72e-01 	 Rec:6.36e-03 	 Color:9.40e-02 	Time: 2.03
epoch 1150:	pdl:3.55e-01 	 Rec:5.22e-03 	 Color:9.54e-02 	Time: 2.00
epoch 1200:	pdl:3.67e-01 	 Rec:6.00e-03 	 Color:9.78e-02 	Time: 2.01
epoch 1250:	pdl:3.70e-01 	 Rec:5.65e-03 	 Color:1.00e-01 	Time: 2.03
epoch 1300:	pdl:4.87e-01 	 Rec:5.65e-03 	 Color:9.90e-02 	Time: 2.06
epoch 1350:	pdl:3.59e-01 	 Rec:5.65e-03 	 Color:9.27e-02 	Time: 2.03
epoch 1400:	pdl:3.30e-01 	 Rec:5.26e-03 	 Color:9.07e-02 	Time: 2.04
epoch 1450:	pdl:3.88e-01 	 Rec:7.09e-03 	 Color:8.36e-02 	Time: 1.99
epoch 1500:	pdl:4.41e-01 	 Rec:6.95e-03 	 Color:8.82e-02 	Time: 1.99
epoch 1550:	pdl:4.39e-01 	 Rec:4.99e-03 	 Color:1.04e-01 	Time: 2.06
