epoch 0:	pdl:2.47e+00 	 Rec:7.41e-02 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:7.88e-01 	 Rec:7.86e-03 	 Color:0.00e+00 	Time: 0.90
epoch 100:	pdl:9.05e-01 	 Rec:5.67e-03 	 Color:0.00e+00 	Time: 0.85
epoch 150:	pdl:7.89e-01 	 Rec:4.58e-03 	 Color:0.00e+00 	Time: 0.86
epoch 200:	pdl:9.71e-01 	 Rec:5.37e-03 	 Color:0.00e+00 	Time: 0.83
epoch 250:	pdl:8.63e-01 	 Rec:4.25e-03 	 Color:0.00e+00 	Time: 0.82
epoch 300:	pdl:7.35e-01 	 Rec:4.01e-03 	 Color:0.00e+00 	Time: 0.84
epoch 350:	pdl:6.95e-01 	 Rec:3.66e-03 	 Color:0.00e+00 	Time: 0.81
epoch 400:	pdl:8.09e-01 	 Rec:3.42e-03 	 Color:0.00e+00 	Time: 0.81
epoch 450:	pdl:1.04e+00 	 Rec:3.86e-03 	 Color:0.00e+00 	Time: 0.81
epoch 500:	pdl:8.34e-01 	 Rec:3.58e-03 	 Color:0.00e+00 	Time: 0.78
epoch 550:	pdl:8.03e-01 	 Rec:3.50e-03 	 Color:0.00e+00 	Time: 0.76
epoch 600:	pdl:7.55e-01 	 Rec:3.57e-03 	 Color:0.00e+00 	Time: 0.82
epoch 650:	pdl:7.75e-01 	 Rec:3.48e-03 	 Color:0.00e+00 	Time: 0.83
epoch 700:	pdl:8.50e-01 	 Rec:3.51e-03 	 Color:0.00e+00 	Time: 0.80
epoch 750:	pdl:7.87e-01 	 Rec:2.96e-03 	 Color:0.00e+00 	Time: 0.79
epoch 800:	pdl:7.62e-01 	 Rec:2.79e-03 	 Color:0.00e+00 	Time: 0.78
epoch 850:	pdl:7.86e-01 	 Rec:2.96e-03 	 Color:0.00e+00 	Time: 0.81
epoch 900:	pdl:7.87e-01 	 Rec:2.79e-03 	 Color:0.00e+00 	Time: 0.79
epoch 950:	pdl:7.36e-01 	 Rec:3.11e-03 	 Color:0.00e+00 	Time: 0.81
epoch 1000:	pdl:7.77e-01 	 Rec:3.17e-03 	 Color:0.00e+00 	Time: 0.82
epoch 1050:	pdl:6.85e-01 	 Rec:2.87e-03 	 Color:0.00e+00 	Time: 0.85
epoch 1100:	pdl:1.07e+00 	 Rec:3.03e-03 	 Color:0.00e+00 	Time: 0.84
epoch 1150:	pdl:6.84e-01 	 Rec:2.69e-03 	 Color:0.00e+00 	Time: 0.86
epoch 1200:	pdl:9.59e-01 	 Rec:2.85e-03 	 Color:0.00e+00 	Time: 0.81
epoch 1250:	pdl:7.45e-01 	 Rec:2.74e-03 	 Color:0.00e+00 	Time: 0.81
epoch 1300:	pdl:8.05e-01 	 Rec:2.73e-03 	 Color:0.00e+00 	Time: 0.79
epoch 1350:	pdl:7.64e-01 	 Rec:2.71e-03 	 Color:0.00e+00 	Time: 0.84
epoch 1400:	pdl:8.64e-01 	 Rec:2.76e-03 	 Color:0.00e+00 	Time: 0.81
epoch 1450:	pdl:8.36e-01 	 Rec:2.23e-03 	 Color:0.00e+00 	Time: 0.82
epoch 1500:	pdl:6.75e-01 	 Rec:2.71e-03 	 Color:0.00e+00 	Time: 0.84
epoch 1550:	pdl:7.09e-01 	 Rec:2.37e-03 	 Color:0.00e+00 	Time: 0.83
epoch 1600:	pdl:9.55e-01 	 Rec:2.75e-03 	 Color:0.00e+00 	Time: 0.83
epoch 1650:	pdl:6.99e-01 	 Rec:2.59e-03 	 Color:0.00e+00 	Time: 0.83
epoch 1700:	pdl:7.25e-01 	 Rec:2.36e-03 	 Color:0.00e+00 	Time: 0.87
epoch 1750:	pdl:6.36e-01 	 Rec:2.34e-03 	 Color:0.00e+00 	Time: 0.85
epoch 1800:	pdl:7.83e-01 	 Rec:2.19e-03 	 Color:0.00e+00 	Time: 0.85
epoch 1850:	pdl:6.74e-01 	 Rec:2.17e-03 	 Color:0.00e+00 	Time: 0.78
epoch 1900:	pdl:9.62e-01 	 Rec:2.85e-03 	 Color:0.00e+00 	Time: 0.85
epoch 1950:	pdl:7.25e-01 	 Rec:2.16e-03 	 Color:0.00e+00 	Time: 0.85
epoch 2000:	pdl:9.19e-01 	 Rec:2.33e-03 	 Color:0.00e+00 	Time: 0.85
epoch 2050:	pdl:7.05e-01 	 Rec:2.25e-03 	 Color:0.00e+00 	Time: 0.89
epoch 2100:	pdl:1.10e+00 	 Rec:1.98e-03 	 Color:0.00e+00 	Time: 0.85
epoch 2150:	pdl:6.87e-01 	 Rec:2.01e-03 	 Color:0.00e+00 	Time: 0.82
epoch 2200:	pdl:6.78e-01 	 Rec:2.01e-03 	 Color:0.00e+00 	Time: 0.84
epoch 2250:	pdl:8.35e-01 	 Rec:1.90e-03 	 Color:0.00e+00 	Time: 0.77
epoch 2300:	pdl:7.83e-01 	 Rec:2.32e-03 	 Color:0.00e+00 	Time: 0.79
epoch 2350:	pdl:7.68e-01 	 Rec:2.06e-03 	 Color:0.00e+00 	Time: 0.79
epoch 2400:	pdl:7.60e-01 	 Rec:1.99e-03 	 Color:0.00e+00 	Time: 0.81
epoch 2450:	pdl:8.30e-01 	 Rec:1.90e-03 	 Color:0.00e+00 	Time: 0.83
epoch 2500:	pdl:6.82e-01 	 Rec:1.95e-03 	 Color:0.00e+00 	Time: 0.82
epoch 2550:	pdl:7.33e-01 	 Rec:2.90e-03 	 Color:0.00e+00 	Time: 0.82
epoch 2600:	pdl:7.23e-01 	 Rec:2.01e-03 	 Color:0.00e+00 	Time: 0.79
epoch 2650:	pdl:7.33e-01 	 Rec:1.80e-03 	 Color:0.00e+00 	Time: 0.79
epoch 2700:	pdl:7.01e-01 	 Rec:2.37e-03 	 Color:0.00e+00 	Time: 0.82
epoch 2750:	pdl:8.86e-01 	 Rec:1.83e-03 	 Color:0.00e+00 	Time: 0.83
epoch 2800:	pdl:6.47e-01 	 Rec:1.84e-03 	 Color:0.00e+00 	Time: 0.84
epoch 2850:	pdl:6.88e-01 	 Rec:2.58e-03 	 Color:0.00e+00 	Time: 0.76
epoch 2900:	pdl:8.27e-01 	 Rec:1.75e-03 	 Color:0.00e+00 	Time: 0.82
epoch 2950:	pdl:7.74e-01 	 Rec:1.86e-03 	 Color:0.00e+00 	Time: 0.84
epoch 3000:	pdl:8.01e-01 	 Rec:1.85e-03 	 Color:0.00e+00 	Time: 0.84
epoch 3050:	pdl:7.14e-01 	 Rec:1.69e-03 	 Color:0.00e+00 	Time: 0.80
epoch 3100:	pdl:8.88e-01 	 Rec:2.02e-03 	 Color:0.00e+00 	Time: 0.80
epoch 3150:	pdl:7.15e-01 	 Rec:1.85e-03 	 Color:0.00e+00 	Time: 0.79
epoch 3200:	pdl:7.30e-01 	 Rec:2.01e-03 	 Color:0.00e+00 	Time: 0.84
epoch 3250:	pdl:7.22e-01 	 Rec:1.65e-03 	 Color:0.00e+00 	Time: 0.81
epoch 3300:	pdl:7.00e-01 	 Rec:1.65e-03 	 Color:0.00e+00 	Time: 0.78
epoch 3350:	pdl:7.08e-01 	 Rec:1.83e-03 	 Color:0.00e+00 	Time: 0.84
epoch 3400:	pdl:7.92e-01 	 Rec:2.64e-03 	 Color:0.00e+00 	Time: 0.80
epoch 3450:	pdl:7.47e-01 	 Rec:1.72e-03 	 Color:0.00e+00 	Time: 0.83
epoch 3500:	pdl:8.98e-01 	 Rec:1.63e-03 	 Color:0.00e+00 	Time: 0.79
epoch 3550:	pdl:7.90e-01 	 Rec:1.80e-03 	 Color:0.00e+00 	Time: 0.82
epoch 3600:	pdl:8.02e-01 	 Rec:1.76e-03 	 Color:0.00e+00 	Time: 0.82
epoch 3650:	pdl:7.86e-01 	 Rec:1.58e-03 	 Color:0.00e+00 	Time: 0.83
epoch 3700:	pdl:7.36e-01 	 Rec:1.65e-03 	 Color:0.00e+00 	Time: 0.81
epoch 3750:	pdl:7.27e-01 	 Rec:1.71e-03 	 Color:0.00e+00 	Time: 0.78
epoch 3800:	pdl:7.55e-01 	 Rec:1.69e-03 	 Color:0.00e+00 	Time: 0.85
epoch 3850:	pdl:7.32e-01 	 Rec:1.64e-03 	 Color:0.00e+00 	Time: 0.82
epoch 3900:	pdl:7.57e-01 	 Rec:1.55e-03 	 Color:0.00e+00 	Time: 0.80
epoch 3950:	pdl:7.65e-01 	 Rec:1.50e-03 	 Color:0.00e+00 	Time: 0.82
epoch 4000:	pdl:8.15e-01 	 Rec:1.80e-03 	 Color:0.00e+00 	Time: 0.85
epoch 4050:	pdl:6.67e-01 	 Rec:1.50e-03 	 Color:0.00e+00 	Time: 0.86
epoch 4100:	pdl:9.34e-01 	 Rec:1.50e-03 	 Color:0.00e+00 	Time: 0.79
epoch 4150:	pdl:6.90e-01 	 Rec:1.48e-03 	 Color:0.00e+00 	Time: 0.79
epoch 4200:	pdl:7.33e-01 	 Rec:1.51e-03 	 Color:0.00e+00 	Time: 0.79
epoch 4250:	pdl:7.53e-01 	 Rec:1.68e-03 	 Color:0.00e+00 	Time: 0.79
epoch 4300:	pdl:8.81e-01 	 Rec:1.48e-03 	 Color:0.00e+00 	Time: 0.77
epoch 4350:	pdl:7.59e-01 	 Rec:1.39e-03 	 Color:0.00e+00 	Time: 0.81
epoch 4400:	pdl:7.57e-01 	 Rec:1.59e-03 	 Color:0.00e+00 	Time: 0.76
epoch 4450:	pdl:7.37e-01 	 Rec:2.20e-03 	 Color:0.00e+00 	Time: 0.76
epoch 4500:	pdl:6.95e-01 	 Rec:1.85e-03 	 Color:0.00e+00 	Time: 0.77
epoch 4550:	pdl:8.09e-01 	 Rec:1.62e-03 	 Color:0.00e+00 	Time: 0.79
epoch 4600:	pdl:7.17e-01 	 Rec:1.41e-03 	 Color:0.00e+00 	Time: 0.81
epoch 4650:	pdl:7.90e-01 	 Rec:1.83e-03 	 Color:0.00e+00 	Time: 0.81
epoch 4700:	pdl:7.52e-01 	 Rec:1.62e-03 	 Color:0.00e+00 	Time: 0.81
