epoch 0:	pdl:1.54e+00 	 Rec:1.54e+00 	 Color:0.00e+00 	Time: 0.01
epoch 50:	pdl:6.78e-01 	 Rec:8.83e-03 	 Color:0.00e+00 	Time: 0.48
epoch 100:	pdl:6.66e-01 	 Rec:2.50e-03 	 Color:0.00e+00 	Time: 0.48
epoch 150:	pdl:6.24e-01 	 Rec:3.52e-03 	 Color:0.00e+00 	Time: 0.48
epoch 200:	pdl:5.98e-01 	 Rec:1.15e-04 	 Color:0.00e+00 	Time: 0.48
epoch 250:	pdl:6.94e-01 	 Rec:1.00e-03 	 Color:0.00e+00 	Time: 0.48
epoch 300:	pdl:6.94e-01 	 Rec:2.05e-04 	 Color:0.00e+00 	Time: 0.48
epoch 350:	pdl:6.45e-01 	 Rec:2.06e-03 	 Color:0.00e+00 	Time: 0.48
epoch 400:	pdl:6.23e-01 	 Rec:4.17e-04 	 Color:0.00e+00 	Time: 0.49
epoch 450:	pdl:6.93e-01 	 Rec:1.47e-04 	 Color:0.00e+00 	Time: 0.48
epoch 500:	pdl:6.44e-01 	 Rec:2.83e-03 	 Color:0.00e+00 	Time: 0.48
epoch 550:	pdl:6.34e-01 	 Rec:1.24e-03 	 Color:0.00e+00 	Time: 0.48
epoch 600:	pdl:6.61e-01 	 Rec:1.42e-03 	 Color:0.00e+00 	Time: 0.47
epoch 650:	pdl:6.55e-01 	 Rec:7.36e-04 	 Color:0.00e+00 	Time: 0.47
epoch 700:	pdl:5.67e-01 	 Rec:2.04e-03 	 Color:0.00e+00 	Time: 0.49
epoch 750:	pdl:5.61e-01 	 Rec:3.48e-05 	 Color:0.00e+00 	Time: 0.48
epoch 800:	pdl:6.15e-01 	 Rec:3.40e-03 	 Color:0.00e+00 	Time: 0.49
epoch 850:	pdl:6.24e-01 	 Rec:2.05e-04 	 Color:0.00e+00 	Time: 0.49
epoch 900:	pdl:6.57e-01 	 Rec:1.36e-02 	 Color:0.00e+00 	Time: 0.49
epoch 950:	pdl:6.22e-01 	 Rec:1.11e-05 	 Color:0.00e+00 	Time: 0.49
epoch 1000:	pdl:6.61e-01 	 Rec:5.31e-04 	 Color:0.00e+00 	Time: 0.49
epoch 1050:	pdl:5.89e-01 	 Rec:1.73e-03 	 Color:0.00e+00 	Time: 0.50
epoch 1100:	pdl:5.91e-01 	 Rec:4.92e-04 	 Color:0.00e+00 	Time: 0.49
epoch 1150:	pdl:5.80e-01 	 Rec:1.82e-03 	 Color:0.00e+00 	Time: 0.49
epoch 1200:	pdl:5.83e-01 	 Rec:1.06e-04 	 Color:0.00e+00 	Time: 0.49
epoch 1250:	pdl:5.76e-01 	 Rec:5.52e-05 	 Color:0.00e+00 	Time: 0.49
epoch 1300:	pdl:5.69e-01 	 Rec:7.94e-04 	 Color:0.00e+00 	Time: 0.49
epoch 1350:	pdl:5.69e-01 	 Rec:1.13e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1400:	pdl:5.67e-01 	 Rec:3.90e-04 	 Color:0.00e+00 	Time: 0.48
epoch 1450:	pdl:5.43e-01 	 Rec:1.05e-03 	 Color:0.00e+00 	Time: 0.48
epoch 1500:	pdl:6.13e-01 	 Rec:2.58e-05 	 Color:0.00e+00 	Time: 0.49
epoch 1550:	pdl:5.69e-01 	 Rec:1.48e-05 	 Color:0.00e+00 	Time: 0.49
epoch 1600:	pdl:5.68e-01 	 Rec:6.63e-04 	 Color:0.00e+00 	Time: 0.49
epoch 1650:	pdl:5.89e-01 	 Rec:5.34e-05 	 Color:0.00e+00 	Time: 0.49
epoch 1700:	pdl:5.58e-01 	 Rec:3.45e-04 	 Color:0.00e+00 	Time: 0.49
epoch 1750:	pdl:5.57e-01 	 Rec:4.98e-04 	 Color:0.00e+00 	Time: 0.49
epoch 1800:	pdl:5.38e-01 	 Rec:5.72e-04 	 Color:0.00e+00 	Time: 0.48
