epoch 0:	pdl:1.58e+00 	 Rec:2.47e-01 	 Color:1.71e-01 	Time: 0.01
epoch 50:	pdl:6.13e-01 	 Rec:3.66e-03 	 Color:1.26e-01 	Time: 0.50
epoch 100:	pdl:5.79e-01 	 Rec:1.54e-03 	 Color:1.58e-01 	Time: 0.51
epoch 150:	pdl:5.39e-01 	 Rec:1.31e-03 	 Color:1.06e-01 	Time: 0.51
epoch 200:	pdl:5.75e-01 	 Rec:1.50e-03 	 Color:1.06e-01 	Time: 0.51
epoch 250:	pdl:5.70e-01 	 Rec:1.59e-03 	 Color:1.05e-01 	Time: 0.51
epoch 300:	pdl:5.63e-01 	 Rec:9.36e-04 	 Color:1.28e-01 	Time: 0.50
epoch 350:	pdl:5.34e-01 	 Rec:1.71e-03 	 Color:1.10e-01 	Time: 0.51
epoch 400:	pdl:5.33e-01 	 Rec:9.02e-04 	 Color:1.31e-01 	Time: 0.51
epoch 450:	pdl:5.72e-01 	 Rec:1.48e-03 	 Color:1.37e-01 	Time: 0.51
epoch 500:	pdl:5.39e-01 	 Rec:9.45e-04 	 Color:1.46e-01 	Time: 0.51
epoch 550:	pdl:5.27e-01 	 Rec:1.06e-03 	 Color:1.02e-01 	Time: 0.51
epoch 600:	pdl:4.94e-01 	 Rec:6.77e-04 	 Color:1.05e-01 	Time: 0.51
epoch 650:	pdl:5.57e-01 	 Rec:1.06e-03 	 Color:1.08e-01 	Time: 0.50
epoch 700:	pdl:5.51e-01 	 Rec:1.10e-03 	 Color:1.13e-01 	Time: 0.50
epoch 750:	pdl:4.98e-01 	 Rec:8.49e-04 	 Color:9.10e-02 	Time: 0.50
epoch 800:	pdl:5.12e-01 	 Rec:1.04e-03 	 Color:1.20e-01 	Time: 0.50
epoch 850:	pdl:4.92e-01 	 Rec:9.02e-04 	 Color:1.11e-01 	Time: 0.50
epoch 900:	pdl:4.99e-01 	 Rec:6.08e-04 	 Color:9.38e-02 	Time: 0.49
epoch 950:	pdl:5.17e-01 	 Rec:1.91e-03 	 Color:9.72e-02 	Time: 0.50
epoch 1000:	pdl:4.94e-01 	 Rec:1.25e-03 	 Color:7.34e-02 	Time: 0.50
epoch 1050:	pdl:4.85e-01 	 Rec:1.04e-03 	 Color:9.05e-02 	Time: 0.51
epoch 1100:	pdl:5.12e-01 	 Rec:6.35e-04 	 Color:1.08e-01 	Time: 0.50
epoch 1150:	pdl:4.86e-01 	 Rec:9.17e-04 	 Color:8.95e-02 	Time: 0.50
epoch 1200:	pdl:5.30e-01 	 Rec:6.46e-04 	 Color:1.03e-01 	Time: 0.50
epoch 1250:	pdl:4.81e-01 	 Rec:5.11e-04 	 Color:1.04e-01 	Time: 0.50
epoch 1300:	pdl:4.72e-01 	 Rec:4.80e-04 	 Color:1.43e-01 	Time: 0.51
epoch 1350:	pdl:5.04e-01 	 Rec:6.29e-04 	 Color:1.22e-01 	Time: 0.50
epoch 1400:	pdl:4.97e-01 	 Rec:5.60e-04 	 Color:1.06e-01 	Time: 0.51
epoch 1450:	pdl:4.77e-01 	 Rec:7.26e-04 	 Color:1.08e-01 	Time: 0.50
epoch 1500:	pdl:4.80e-01 	 Rec:5.27e-04 	 Color:1.03e-01 	Time: 0.50
epoch 1550:	pdl:5.24e-01 	 Rec:7.53e-04 	 Color:7.56e-02 	Time: 0.51
epoch 1600:	pdl:4.60e-01 	 Rec:7.80e-04 	 Color:9.15e-02 	Time: 0.51
epoch 1650:	pdl:4.69e-01 	 Rec:8.02e-04 	 Color:8.49e-02 	Time: 0.51
epoch 1700:	pdl:5.02e-01 	 Rec:5.33e-04 	 Color:1.25e-01 	Time: 0.51
epoch 1750:	pdl:4.94e-01 	 Rec:5.08e-04 	 Color:9.44e-02 	Time: 0.50
epoch 1800:	pdl:4.19e-01 	 Rec:2.88e-04 	 Color:7.30e-02 	Time: 0.50
epoch 1850:	pdl:4.98e-01 	 Rec:6.32e-04 	 Color:8.48e-02 	Time: 0.50
epoch 1900:	pdl:4.66e-01 	 Rec:4.48e-04 	 Color:8.15e-02 	Time: 0.50
epoch 1950:	pdl:4.61e-01 	 Rec:5.04e-04 	 Color:6.96e-02 	Time: 0.50
epoch 2000:	pdl:5.00e-01 	 Rec:5.09e-04 	 Color:8.98e-02 	Time: 0.51
epoch 2050:	pdl:4.49e-01 	 Rec:4.52e-04 	 Color:1.01e-01 	Time: 0.52
epoch 2100:	pdl:4.99e-01 	 Rec:6.78e-04 	 Color:8.64e-02 	Time: 0.50
epoch 2150:	pdl:5.03e-01 	 Rec:4.97e-04 	 Color:1.19e-01 	Time: 0.50
epoch 2200:	pdl:4.55e-01 	 Rec:6.80e-04 	 Color:9.80e-02 	Time: 0.50
epoch 2250:	pdl:4.76e-01 	 Rec:6.78e-04 	 Color:1.19e-01 	Time: 0.50
epoch 2300:	pdl:4.61e-01 	 Rec:5.49e-04 	 Color:7.22e-02 	Time: 0.50
epoch 2350:	pdl:4.44e-01 	 Rec:4.30e-04 	 Color:7.65e-02 	Time: 0.50
epoch 2400:	pdl:4.90e-01 	 Rec:6.32e-04 	 Color:6.73e-02 	Time: 0.50
epoch 2450:	pdl:4.79e-01 	 Rec:4.43e-04 	 Color:1.04e-01 	Time: 0.50
epoch 2500:	pdl:4.36e-01 	 Rec:3.46e-04 	 Color:8.67e-02 	Time: 0.50
epoch 2550:	pdl:4.68e-01 	 Rec:4.73e-04 	 Color:7.90e-02 	Time: 0.50
epoch 2600:	pdl:4.60e-01 	 Rec:3.51e-04 	 Color:8.00e-02 	Time: 0.50
epoch 2650:	pdl:4.61e-01 	 Rec:9.95e-04 	 Color:8.49e-02 	Time: 0.50
epoch 2700:	pdl:4.47e-01 	 Rec:3.88e-04 	 Color:9.81e-02 	Time: 0.51
epoch 2750:	pdl:4.50e-01 	 Rec:4.54e-04 	 Color:1.05e-01 	Time: 0.51
epoch 2800:	pdl:4.74e-01 	 Rec:4.90e-04 	 Color:1.11e-01 	Time: 0.51
epoch 2850:	pdl:4.31e-01 	 Rec:5.37e-04 	 Color:6.98e-02 	Time: 0.51
epoch 2900:	pdl:4.57e-01 	 Rec:5.78e-04 	 Color:1.02e-01 	Time: 0.50
epoch 2950:	pdl:4.75e-01 	 Rec:7.14e-04 	 Color:8.13e-02 	Time: 0.50
epoch 3000:	pdl:4.69e-01 	 Rec:5.76e-04 	 Color:6.02e-02 	Time: 0.50
epoch 3050:	pdl:4.38e-01 	 Rec:3.58e-04 	 Color:7.35e-02 	Time: 0.51
epoch 3100:	pdl:4.58e-01 	 Rec:5.46e-04 	 Color:8.35e-02 	Time: 0.50
epoch 3150:	pdl:4.60e-01 	 Rec:6.21e-04 	 Color:1.02e-01 	Time: 0.51
