epoch 0:	pdl:7.68e-01 	 Rec:5.22e-02 	 Color:0.00e+00 	Time: 0.02
epoch 50:	pdl:4.12e-01 	 Rec:8.74e-03 	 Color:0.00e+00 	Time: 1.26
epoch 100:	pdl:4.17e-01 	 Rec:7.63e-03 	 Color:0.00e+00 	Time: 1.20
epoch 150:	pdl:4.60e-01 	 Rec:7.21e-03 	 Color:0.00e+00 	Time: 1.22
epoch 200:	pdl:4.12e-01 	 Rec:7.09e-03 	 Color:0.00e+00 	Time: 1.20
epoch 250:	pdl:4.01e-01 	 Rec:6.31e-03 	 Color:0.00e+00 	Time: 1.23
epoch 300:	pdl:4.20e-01 	 Rec:6.65e-03 	 Color:0.00e+00 	Time: 1.22
epoch 350:	pdl:4.04e-01 	 Rec:6.35e-03 	 Color:0.00e+00 	Time: 1.23
epoch 400:	pdl:4.50e-01 	 Rec:6.38e-03 	 Color:0.00e+00 	Time: 1.21
epoch 450:	pdl:3.98e-01 	 Rec:6.04e-03 	 Color:0.00e+00 	Time: 1.23
epoch 500:	pdl:3.98e-01 	 Rec:6.34e-03 	 Color:0.00e+00 	Time: 1.25
epoch 550:	pdl:4.06e-01 	 Rec:6.11e-03 	 Color:0.00e+00 	Time: 1.26
epoch 600:	pdl:4.45e-01 	 Rec:6.13e-03 	 Color:0.00e+00 	Time: 1.23
epoch 650:	pdl:4.64e-01 	 Rec:5.64e-03 	 Color:0.00e+00 	Time: 1.24
epoch 700:	pdl:4.52e-01 	 Rec:5.81e-03 	 Color:0.00e+00 	Time: 1.25
epoch 750:	pdl:4.43e-01 	 Rec:5.48e-03 	 Color:0.00e+00 	Time: 1.24
epoch 800:	pdl:4.39e-01 	 Rec:5.60e-03 	 Color:0.00e+00 	Time: 1.23
epoch 850:	pdl:4.44e-01 	 Rec:5.61e-03 	 Color:0.00e+00 	Time: 1.24
epoch 900:	pdl:4.17e-01 	 Rec:5.53e-03 	 Color:0.00e+00 	Time: 1.22
epoch 950:	pdl:4.50e-01 	 Rec:5.93e-03 	 Color:0.00e+00 	Time: 1.24
epoch 1000:	pdl:4.27e-01 	 Rec:5.58e-03 	 Color:0.00e+00 	Time: 1.21
epoch 1050:	pdl:4.56e-01 	 Rec:5.38e-03 	 Color:0.00e+00 	Time: 1.23
epoch 1100:	pdl:3.89e-01 	 Rec:5.16e-03 	 Color:0.00e+00 	Time: 1.25
epoch 1150:	pdl:4.03e-01 	 Rec:5.85e-03 	 Color:0.00e+00 	Time: 1.25
epoch 1200:	pdl:4.08e-01 	 Rec:5.97e-03 	 Color:0.00e+00 	Time: 1.27
epoch 1250:	pdl:4.18e-01 	 Rec:5.38e-03 	 Color:0.00e+00 	Time: 1.25
epoch 1300:	pdl:4.46e-01 	 Rec:5.42e-03 	 Color:0.00e+00 	Time: 1.23
epoch 1350:	pdl:4.05e-01 	 Rec:4.97e-03 	 Color:0.00e+00 	Time: 1.28
epoch 1400:	pdl:4.59e-01 	 Rec:5.83e-03 	 Color:0.00e+00 	Time: 1.25
epoch 1450:	pdl:4.05e-01 	 Rec:5.32e-03 	 Color:0.00e+00 	Time: 1.29
epoch 1500:	pdl:4.23e-01 	 Rec:4.89e-03 	 Color:0.00e+00 	Time: 1.27
