epoch 0:	pdl:1.70e-01 	 Rec:2.48e-03 	 Color:2.63e-02 	Time: 0.04
epoch 50:	pdl:1.90e-01 	 Rec:1.50e-03 	 Color:2.58e-02 	Time: 4.65
epoch 100:	pdl:1.82e-01 	 Rec:1.43e-03 	 Color:2.95e-02 	Time: 4.62
epoch 150:	pdl:1.49e-01 	 Rec:1.34e-03 	 Color:2.34e-02 	Time: 4.64
epoch 200:	pdl:1.59e-01 	 Rec:1.22e-03 	 Color:2.27e-02 	Time: 4.62
epoch 250:	pdl:1.59e-01 	 Rec:1.34e-03 	 Color:2.43e-02 	Time: 4.61
epoch 300:	pdl:1.75e-01 	 Rec:1.20e-03 	 Color:2.71e-02 	Time: 4.61
epoch 350:	pdl:3.39e-01 	 Rec:1.23e-03 	 Color:4.59e-02 	Time: 4.66
epoch 400:	pdl:1.61e-01 	 Rec:1.07e-03 	 Color:2.34e-02 	Time: 4.63
epoch 450:	pdl:1.42e-01 	 Rec:1.08e-03 	 Color:1.96e-02 	Time: 4.65
epoch 500:	pdl:1.45e-01 	 Rec:1.12e-03 	 Color:2.10e-02 	Time: 4.66
epoch 550:	pdl:1.38e-01 	 Rec:9.94e-04 	 Color:2.09e-02 	Time: 4.65
epoch 600:	pdl:1.48e-01 	 Rec:1.03e-03 	 Color:2.45e-02 	Time: 4.64
epoch 650:	pdl:1.47e-01 	 Rec:9.67e-04 	 Color:2.14e-02 	Time: 4.64
epoch 700:	pdl:1.78e-01 	 Rec:9.66e-04 	 Color:2.20e-02 	Time: 4.68
epoch 750:	pdl:1.95e-01 	 Rec:1.03e-03 	 Color:3.31e-02 	Time: 4.68
epoch 800:	pdl:1.40e-01 	 Rec:1.03e-03 	 Color:1.98e-02 	Time: 4.66
epoch 850:	pdl:1.48e-01 	 Rec:9.79e-04 	 Color:2.12e-02 	Time: 4.64
epoch 900:	pdl:1.58e-01 	 Rec:9.38e-04 	 Color:2.65e-02 	Time: 4.66
epoch 950:	pdl:1.62e-01 	 Rec:9.23e-04 	 Color:2.06e-02 	Time: 4.68
epoch 1000:	pdl:1.60e-01 	 Rec:9.75e-04 	 Color:2.42e-02 	Time: 4.62
epoch 1050:	pdl:1.71e-01 	 Rec:8.60e-04 	 Color:2.64e-02 	Time: 4.70
epoch 1100:	pdl:1.47e-01 	 Rec:8.72e-04 	 Color:2.40e-02 	Time: 4.63
epoch 1150:	pdl:1.47e-01 	 Rec:8.41e-04 	 Color:2.50e-02 	Time: 4.67
epoch 1200:	pdl:1.34e-01 	 Rec:8.57e-04 	 Color:2.16e-02 	Time: 4.67
epoch 1250:	pdl:1.93e-01 	 Rec:9.36e-04 	 Color:2.46e-02 	Time: 4.65
epoch 1300:	pdl:1.80e-01 	 Rec:9.10e-04 	 Color:2.57e-02 	Time: 4.66
epoch 1350:	pdl:1.57e-01 	 Rec:8.42e-04 	 Color:2.36e-02 	Time: 4.67
epoch 1400:	pdl:1.68e-01 	 Rec:8.03e-04 	 Color:2.59e-02 	Time: 4.65
epoch 1450:	pdl:1.45e-01 	 Rec:7.78e-04 	 Color:2.38e-02 	Time: 4.66
epoch 1500:	pdl:1.49e-01 	 Rec:8.63e-04 	 Color:2.17e-02 	Time: 4.65
epoch 1550:	pdl:1.41e-01 	 Rec:8.85e-04 	 Color:2.21e-02 	Time: 4.65
epoch 1600:	pdl:1.29e-01 	 Rec:7.66e-04 	 Color:1.88e-02 	Time: 4.65
epoch 1650:	pdl:1.62e-01 	 Rec:8.21e-04 	 Color:2.28e-02 	Time: 4.63
epoch 1700:	pdl:1.48e-01 	 Rec:8.89e-04 	 Color:2.15e-02 	Time: 4.65
epoch 1750:	pdl:1.73e-01 	 Rec:8.15e-04 	 Color:2.58e-02 	Time: 4.66
epoch 1800:	pdl:1.86e-01 	 Rec:8.59e-04 	 Color:2.73e-02 	Time: 4.64
epoch 1850:	pdl:1.90e-01 	 Rec:7.94e-04 	 Color:3.18e-02 	Time: 4.68
epoch 1900:	pdl:1.54e-01 	 Rec:8.26e-04 	 Color:2.55e-02 	Time: 4.64
epoch 1950:	pdl:1.67e-01 	 Rec:9.23e-04 	 Color:2.73e-02 	Time: 4.66
epoch 2000:	pdl:1.53e-01 	 Rec:8.29e-04 	 Color:2.62e-02 	Time: 4.65
epoch 2050:	pdl:1.48e-01 	 Rec:7.73e-04 	 Color:2.46e-02 	Time: 4.72
epoch 2100:	pdl:1.60e-01 	 Rec:7.63e-04 	 Color:2.45e-02 	Time: 4.65
epoch 2150:	pdl:1.34e-01 	 Rec:7.96e-04 	 Color:2.12e-02 	Time: 4.66
epoch 2200:	pdl:1.68e-01 	 Rec:7.52e-04 	 Color:2.58e-02 	Time: 4.63
epoch 2250:	pdl:1.60e-01 	 Rec:7.66e-04 	 Color:2.78e-02 	Time: 4.68
epoch 2300:	pdl:1.53e-01 	 Rec:7.61e-04 	 Color:2.57e-02 	Time: 4.66
epoch 2350:	pdl:1.62e-01 	 Rec:7.78e-04 	 Color:2.35e-02 	Time: 4.70
epoch 2400:	pdl:1.36e-01 	 Rec:7.20e-04 	 Color:2.10e-02 	Time: 4.64
epoch 2450:	pdl:1.49e-01 	 Rec:8.72e-04 	 Color:2.22e-02 	Time: 4.62
epoch 2500:	pdl:1.70e-01 	 Rec:7.04e-04 	 Color:2.48e-02 	Time: 4.65
epoch 2550:	pdl:1.29e-01 	 Rec:7.18e-04 	 Color:1.98e-02 	Time: 4.66
epoch 2600:	pdl:1.53e-01 	 Rec:7.33e-04 	 Color:2.40e-02 	Time: 4.66
epoch 2650:	pdl:1.42e-01 	 Rec:7.10e-04 	 Color:2.18e-02 	Time: 4.66
epoch 2700:	pdl:1.49e-01 	 Rec:7.37e-04 	 Color:2.34e-02 	Time: 4.67
epoch 2750:	pdl:1.50e-01 	 Rec:6.92e-04 	 Color:2.26e-02 	Time: 4.63
epoch 2800:	pdl:1.63e-01 	 Rec:7.25e-04 	 Color:2.16e-02 	Time: 4.65
epoch 2850:	pdl:1.48e-01 	 Rec:8.30e-04 	 Color:2.12e-02 	Time: 4.64
epoch 2900:	pdl:1.76e-01 	 Rec:7.90e-04 	 Color:2.76e-02 	Time: 4.68
epoch 2950:	pdl:1.67e-01 	 Rec:8.28e-04 	 Color:2.83e-02 	Time: 4.66
epoch 3000:	pdl:1.47e-01 	 Rec:6.96e-04 	 Color:2.44e-02 	Time: 4.64
epoch 3050:	pdl:1.53e-01 	 Rec:6.96e-04 	 Color:2.26e-02 	Time: 4.71
epoch 3100:	pdl:1.46e-01 	 Rec:7.30e-04 	 Color:2.15e-02 	Time: 4.64
epoch 3150:	pdl:1.46e-01 	 Rec:6.78e-04 	 Color:2.03e-02 	Time: 4.69
epoch 3200:	pdl:1.42e-01 	 Rec:6.17e-04 	 Color:2.15e-02 	Time: 4.67
epoch 3250:	pdl:1.60e-01 	 Rec:6.76e-04 	 Color:2.64e-02 	Time: 4.67
epoch 3300:	pdl:1.56e-01 	 Rec:6.76e-04 	 Color:2.58e-02 	Time: 4.68
epoch 3350:	pdl:1.43e-01 	 Rec:7.27e-04 	 Color:2.42e-02 	Time: 4.66
epoch 3400:	pdl:1.39e-01 	 Rec:7.26e-04 	 Color:2.31e-02 	Time: 4.65
epoch 3450:	pdl:2.23e-01 	 Rec:6.74e-04 	 Color:3.32e-02 	Time: 4.67
epoch 3500:	pdl:1.41e-01 	 Rec:6.59e-04 	 Color:2.36e-02 	Time: 4.65
epoch 3550:	pdl:1.54e-01 	 Rec:6.48e-04 	 Color:2.16e-02 	Time: 4.63
epoch 3600:	pdl:1.58e-01 	 Rec:6.78e-04 	 Color:2.76e-02 	Time: 4.64
epoch 3650:	pdl:1.73e-01 	 Rec:6.42e-04 	 Color:2.68e-02 	Time: 4.65
epoch 3700:	pdl:1.38e-01 	 Rec:7.08e-04 	 Color:2.48e-02 	Time: 4.65
epoch 3750:	pdl:1.50e-01 	 Rec:7.46e-04 	 Color:2.16e-02 	Time: 4.65
epoch 3800:	pdl:1.44e-01 	 Rec:7.19e-04 	 Color:2.31e-02 	Time: 4.66
epoch 3850:	pdl:1.66e-01 	 Rec:6.81e-04 	 Color:2.67e-02 	Time: 4.66
epoch 3900:	pdl:1.57e-01 	 Rec:6.89e-04 	 Color:2.50e-02 	Time: 4.64
epoch 3950:	pdl:1.64e-01 	 Rec:6.98e-04 	 Color:2.50e-02 	Time: 4.68
epoch 4000:	pdl:1.71e-01 	 Rec:8.34e-04 	 Color:2.34e-02 	Time: 4.69
epoch 4050:	pdl:1.37e-01 	 Rec:6.24e-04 	 Color:2.20e-02 	Time: 4.74
epoch 4100:	pdl:1.72e-01 	 Rec:6.65e-04 	 Color:2.68e-02 	Time: 4.70
epoch 4150:	pdl:1.95e-01 	 Rec:6.00e-04 	 Color:3.36e-02 	Time: 4.65
epoch 4200:	pdl:1.40e-01 	 Rec:6.88e-04 	 Color:2.11e-02 	Time: 4.63
epoch 4250:	pdl:1.37e-01 	 Rec:6.24e-04 	 Color:2.12e-02 	Time: 4.64
epoch 4300:	pdl:1.69e-01 	 Rec:5.66e-04 	 Color:2.89e-02 	Time: 3.98
epoch 4350:	pdl:1.42e-01 	 Rec:6.41e-04 	 Color:2.14e-02 	Time: 2.86
epoch 4400:	pdl:1.43e-01 	 Rec:6.05e-04 	 Color:2.34e-02 	Time: 2.69
epoch 4450:	pdl:1.56e-01 	 Rec:6.21e-04 	 Color:2.25e-02 	Time: 2.73
epoch 4500:	pdl:1.39e-01 	 Rec:5.90e-04 	 Color:2.33e-02 	Time: 2.66
epoch 4550:	pdl:1.36e-01 	 Rec:6.03e-04 	 Color:2.09e-02 	Time: 2.70
epoch 4600:	pdl:1.61e-01 	 Rec:6.12e-04 	 Color:2.56e-02 	Time: 2.79
epoch 4650:	pdl:1.75e-01 	 Rec:6.31e-04 	 Color:3.06e-02 	Time: 2.94
