epoch 0:	pdl:3.48e-01 	 Rec:2.36e-02 	 Color:1.73e-01 	Time: 0.01
epoch 50:	pdl:3.20e-01 	 Rec:7.09e-03 	 Color:1.60e-01 	Time: 0.66
epoch 100:	pdl:3.18e-01 	 Rec:5.74e-03 	 Color:1.56e-01 	Time: 0.56
epoch 150:	pdl:3.06e-01 	 Rec:4.92e-03 	 Color:1.49e-01 	Time: 0.57
epoch 200:	pdl:3.24e-01 	 Rec:5.32e-03 	 Color:1.46e-01 	Time: 0.58
epoch 250:	pdl:2.98e-01 	 Rec:4.17e-03 	 Color:1.42e-01 	Time: 0.56
epoch 300:	pdl:3.04e-01 	 Rec:4.72e-03 	 Color:1.34e-01 	Time: 0.55
epoch 350:	pdl:2.99e-01 	 Rec:4.69e-03 	 Color:1.33e-01 	Time: 0.55
epoch 400:	pdl:3.01e-01 	 Rec:4.04e-03 	 Color:1.17e-01 	Time: 0.57
epoch 450:	pdl:2.89e-01 	 Rec:3.89e-03 	 Color:1.45e-01 	Time: 0.60
epoch 500:	pdl:2.99e-01 	 Rec:3.66e-03 	 Color:1.23e-01 	Time: 0.58
epoch 550:	pdl:3.01e-01 	 Rec:3.39e-03 	 Color:1.32e-01 	Time: 0.55
epoch 600:	pdl:2.80e-01 	 Rec:3.31e-03 	 Color:1.26e-01 	Time: 0.55
epoch 650:	pdl:3.09e-01 	 Rec:3.16e-03 	 Color:1.44e-01 	Time: 0.57
epoch 700:	pdl:3.00e-01 	 Rec:2.95e-03 	 Color:1.33e-01 	Time: 0.59
epoch 750:	pdl:2.67e-01 	 Rec:3.29e-03 	 Color:1.13e-01 	Time: 0.54
epoch 800:	pdl:2.83e-01 	 Rec:3.38e-03 	 Color:1.19e-01 	Time: 0.54
epoch 850:	pdl:2.65e-01 	 Rec:2.77e-03 	 Color:1.01e-01 	Time: 0.54
epoch 900:	pdl:2.75e-01 	 Rec:3.23e-03 	 Color:1.13e-01 	Time: 0.54
epoch 950:	pdl:2.70e-01 	 Rec:3.06e-03 	 Color:1.21e-01 	Time: 0.57
epoch 1000:	pdl:2.68e-01 	 Rec:2.59e-03 	 Color:1.12e-01 	Time: 0.55
epoch 1050:	pdl:2.90e-01 	 Rec:3.13e-03 	 Color:1.17e-01 	Time: 0.57
epoch 1100:	pdl:2.87e-01 	 Rec:3.01e-03 	 Color:1.33e-01 	Time: 0.55
epoch 1150:	pdl:2.69e-01 	 Rec:2.87e-03 	 Color:1.16e-01 	Time: 0.56
epoch 1200:	pdl:2.49e-01 	 Rec:2.82e-03 	 Color:9.37e-02 	Time: 0.56
epoch 1250:	pdl:2.87e-01 	 Rec:2.60e-03 	 Color:1.29e-01 	Time: 0.54
epoch 1300:	pdl:2.89e-01 	 Rec:2.74e-03 	 Color:1.07e-01 	Time: 0.57
epoch 1350:	pdl:2.64e-01 	 Rec:2.93e-03 	 Color:1.02e-01 	Time: 0.56
epoch 1400:	pdl:2.74e-01 	 Rec:2.44e-03 	 Color:1.19e-01 	Time: 0.57
epoch 1450:	pdl:2.75e-01 	 Rec:2.47e-03 	 Color:1.12e-01 	Time: 0.56
