epoch 0:	pdl:1.21e+00 	 Rec:7.14e-02 	 Color:1.79e-01 	Time: 0.02
epoch 50:	pdl:4.92e-01 	 Rec:1.34e-02 	 Color:1.47e-01 	Time: 1.37
epoch 100:	pdl:4.31e-01 	 Rec:1.08e-02 	 Color:1.36e-01 	Time: 1.37
epoch 150:	pdl:3.74e-01 	 Rec:8.51e-03 	 Color:1.39e-01 	Time: 1.37
epoch 200:	pdl:4.31e-01 	 Rec:8.63e-03 	 Color:1.53e-01 	Time: 1.38
epoch 250:	pdl:3.69e-01 	 Rec:8.22e-03 	 Color:1.31e-01 	Time: 1.37
epoch 300:	pdl:4.40e-01 	 Rec:8.28e-03 	 Color:1.16e-01 	Time: 1.38
epoch 350:	pdl:3.97e-01 	 Rec:8.21e-03 	 Color:1.30e-01 	Time: 1.38
epoch 400:	pdl:3.59e-01 	 Rec:8.93e-03 	 Color:1.42e-01 	Time: 1.38
epoch 450:	pdl:3.71e-01 	 Rec:7.43e-03 	 Color:1.35e-01 	Time: 1.38
epoch 500:	pdl:3.52e-01 	 Rec:7.16e-03 	 Color:1.39e-01 	Time: 1.38
epoch 550:	pdl:3.49e-01 	 Rec:8.30e-03 	 Color:1.35e-01 	Time: 1.37
epoch 600:	pdl:3.91e-01 	 Rec:7.25e-03 	 Color:1.35e-01 	Time: 1.37
epoch 650:	pdl:3.46e-01 	 Rec:7.62e-03 	 Color:1.29e-01 	Time: 1.36
epoch 700:	pdl:3.89e-01 	 Rec:7.47e-03 	 Color:1.40e-01 	Time: 1.32
epoch 750:	pdl:3.90e-01 	 Rec:6.98e-03 	 Color:1.30e-01 	Time: 1.33
epoch 800:	pdl:3.79e-01 	 Rec:7.72e-03 	 Color:1.38e-01 	Time: 1.38
epoch 850:	pdl:3.50e-01 	 Rec:7.85e-03 	 Color:1.43e-01 	Time: 1.38
epoch 900:	pdl:3.80e-01 	 Rec:7.39e-03 	 Color:1.40e-01 	Time: 1.35
epoch 950:	pdl:3.57e-01 	 Rec:7.42e-03 	 Color:1.51e-01 	Time: 1.37
epoch 1000:	pdl:3.63e-01 	 Rec:8.09e-03 	 Color:1.44e-01 	Time: 1.37
epoch 1050:	pdl:3.64e-01 	 Rec:7.25e-03 	 Color:1.46e-01 	Time: 1.38
epoch 1100:	pdl:3.95e-01 	 Rec:7.27e-03 	 Color:1.35e-01 	Time: 1.37
epoch 1150:	pdl:3.57e-01 	 Rec:7.39e-03 	 Color:1.37e-01 	Time: 1.37
epoch 1200:	pdl:3.66e-01 	 Rec:7.21e-03 	 Color:1.46e-01 	Time: 1.37
epoch 1250:	pdl:3.64e-01 	 Rec:7.25e-03 	 Color:1.43e-01 	Time: 1.37
epoch 1300:	pdl:3.40e-01 	 Rec:7.33e-03 	 Color:1.45e-01 	Time: 1.38
epoch 1350:	pdl:3.59e-01 	 Rec:7.42e-03 	 Color:1.45e-01 	Time: 1.37
epoch 1400:	pdl:3.64e-01 	 Rec:7.19e-03 	 Color:1.35e-01 	Time: 1.37
epoch 1450:	pdl:3.46e-01 	 Rec:7.41e-03 	 Color:1.31e-01 	Time: 1.37
epoch 1500:	pdl:3.74e-01 	 Rec:7.46e-03 	 Color:1.46e-01 	Time: 1.38
epoch 1550:	pdl:3.67e-01 	 Rec:6.77e-03 	 Color:1.42e-01 	Time: 1.37
epoch 1600:	pdl:3.52e-01 	 Rec:7.03e-03 	 Color:1.44e-01 	Time: 1.38
epoch 1650:	pdl:3.24e-01 	 Rec:7.54e-03 	 Color:1.38e-01 	Time: 1.38
epoch 1700:	pdl:3.34e-01 	 Rec:7.39e-03 	 Color:1.41e-01 	Time: 1.39
epoch 1750:	pdl:4.07e-01 	 Rec:7.27e-03 	 Color:1.42e-01 	Time: 1.39
epoch 1800:	pdl:3.67e-01 	 Rec:7.47e-03 	 Color:1.43e-01 	Time: 1.39
epoch 1850:	pdl:4.04e-01 	 Rec:7.76e-03 	 Color:1.37e-01 	Time: 1.39
epoch 1900:	pdl:3.32e-01 	 Rec:6.96e-03 	 Color:1.23e-01 	Time: 1.38
epoch 1950:	pdl:3.65e-01 	 Rec:7.18e-03 	 Color:1.39e-01 	Time: 1.38
epoch 2000:	pdl:3.43e-01 	 Rec:6.93e-03 	 Color:1.38e-01 	Time: 1.38
epoch 2050:	pdl:3.53e-01 	 Rec:6.81e-03 	 Color:1.39e-01 	Time: 1.38
epoch 2100:	pdl:3.50e-01 	 Rec:7.32e-03 	 Color:1.33e-01 	Time: 1.38
epoch 2150:	pdl:3.31e-01 	 Rec:6.75e-03 	 Color:1.26e-01 	Time: 1.37
epoch 2200:	pdl:3.46e-01 	 Rec:6.88e-03 	 Color:1.29e-01 	Time: 1.37
epoch 2250:	pdl:3.77e-01 	 Rec:6.95e-03 	 Color:1.44e-01 	Time: 1.35
epoch 2300:	pdl:3.45e-01 	 Rec:8.03e-03 	 Color:1.44e-01 	Time: 1.34
epoch 2350:	pdl:3.31e-01 	 Rec:8.22e-03 	 Color:1.33e-01 	Time: 1.36
epoch 2400:	pdl:3.26e-01 	 Rec:7.00e-03 	 Color:1.37e-01 	Time: 1.35
epoch 2450:	pdl:3.53e-01 	 Rec:7.32e-03 	 Color:1.47e-01 	Time: 1.35
epoch 2500:	pdl:3.47e-01 	 Rec:7.25e-03 	 Color:1.32e-01 	Time: 1.35
epoch 2550:	pdl:3.60e-01 	 Rec:6.96e-03 	 Color:1.38e-01 	Time: 1.31
epoch 2600:	pdl:3.45e-01 	 Rec:6.76e-03 	 Color:1.42e-01 	Time: 1.32
epoch 2650:	pdl:3.65e-01 	 Rec:7.12e-03 	 Color:1.36e-01 	Time: 1.34
epoch 2700:	pdl:3.29e-01 	 Rec:6.60e-03 	 Color:1.39e-01 	Time: 1.30
epoch 2750:	pdl:3.43e-01 	 Rec:6.82e-03 	 Color:1.40e-01 	Time: 1.34
epoch 2800:	pdl:3.58e-01 	 Rec:6.62e-03 	 Color:1.33e-01 	Time: 1.32
epoch 2850:	pdl:3.44e-01 	 Rec:7.05e-03 	 Color:1.41e-01 	Time: 1.28
epoch 2900:	pdl:3.49e-01 	 Rec:7.43e-03 	 Color:1.39e-01 	Time: 1.27
epoch 2950:	pdl:3.59e-01 	 Rec:6.92e-03 	 Color:1.47e-01 	Time: 1.30
epoch 3000:	pdl:3.56e-01 	 Rec:6.96e-03 	 Color:1.46e-01 	Time: 1.32
epoch 3050:	pdl:3.44e-01 	 Rec:6.62e-03 	 Color:1.40e-01 	Time: 1.39
epoch 3100:	pdl:4.00e-01 	 Rec:7.70e-03 	 Color:1.27e-01 	Time: 1.33
epoch 3150:	pdl:3.34e-01 	 Rec:6.69e-03 	 Color:1.42e-01 	Time: 1.30
epoch 3200:	pdl:3.28e-01 	 Rec:6.97e-03 	 Color:1.29e-01 	Time: 1.27
epoch 3250:	pdl:3.39e-01 	 Rec:7.21e-03 	 Color:1.48e-01 	Time: 1.29
epoch 3300:	pdl:3.36e-01 	 Rec:7.06e-03 	 Color:1.46e-01 	Time: 1.29
epoch 3350:	pdl:3.42e-01 	 Rec:7.20e-03 	 Color:1.36e-01 	Time: 1.34
epoch 3400:	pdl:3.28e-01 	 Rec:6.57e-03 	 Color:1.52e-01 	Time: 1.32
epoch 3450:	pdl:3.58e-01 	 Rec:6.65e-03 	 Color:1.32e-01 	Time: 1.36
epoch 3500:	pdl:3.45e-01 	 Rec:6.43e-03 	 Color:1.30e-01 	Time: 1.35
epoch 3550:	pdl:3.31e-01 	 Rec:6.71e-03 	 Color:1.66e-01 	Time: 1.38
epoch 3600:	pdl:3.58e-01 	 Rec:6.81e-03 	 Color:1.47e-01 	Time: 1.35
epoch 3650:	pdl:3.18e-01 	 Rec:7.02e-03 	 Color:1.29e-01 	Time: 1.36
epoch 3700:	pdl:3.31e-01 	 Rec:6.71e-03 	 Color:1.26e-01 	Time: 1.32
epoch 3750:	pdl:3.35e-01 	 Rec:6.95e-03 	 Color:1.44e-01 	Time: 1.29
epoch 3800:	pdl:3.54e-01 	 Rec:6.64e-03 	 Color:1.40e-01 	Time: 1.30
epoch 3850:	pdl:3.23e-01 	 Rec:6.72e-03 	 Color:1.29e-01 	Time: 1.30
